FolderNumber,Category,Type,Subject,Status,Latitude,Longitude,URL,KMLDescription
BP123328,Building Permits,Building Envelope Repair,33 Victoria Crescent,CANCELLED,49.1631604,-123.9356359,https://www.nanaimo.ca/whatsbuilding/folder/BP123328,TYPE: Building Envelope Repair   SUBJECT: 33 Victoria Crescent   STATUS: CANCELLED
BP123327,Building Permits,Demolition Permit,198 Holland Road,COMPLETED,49.1727426,-123.9979697,https://www.nanaimo.ca/whatsbuilding/folder/BP123327,TYPE: Demolition Permit   SUBJECT: 198 Holland Road   STATUS: COMPLETED
BP123336,Building Permits,Single / Two Family Alteration,352 MACHLEARY STREET,CANCELLED,49.1625456,-123.946875,https://www.nanaimo.ca/whatsbuilding/folder/BP123336,TYPE: Single / Two Family Alteration   SUBJECT: 352 MACHLEARY STREET   STATUS: CANCELLED
BP123330,Building Permits,Single / Two Family Alteration,3421 Galveston Place,COMPLETED,49.2027403,-124.0381723,https://www.nanaimo.ca/whatsbuilding/folder/BP123330,TYPE: Single / Two Family Alteration   SUBJECT: 3421 Galveston Place   STATUS: COMPLETED
BP123329,Building Permits,Single / Two Family Alteration,5521 Westdale Road,COMPLETED,49.2344755,-124.0072858,https://www.nanaimo.ca/whatsbuilding/folder/BP123329,TYPE: Single / Two Family Alteration   SUBJECT: 5521 Westdale Road   STATUS: COMPLETED
BP123334,Building Permits,Single / Two Family Dwelling,1331 Langara Drive,COMPLETED,49.1611892,-123.9842307,https://www.nanaimo.ca/whatsbuilding/folder/BP123334,TYPE: Single / Two Family Dwelling   SUBJECT: 1331 Langara Drive   STATUS: COMPLETED
BP123331,Building Permits,Commercial / Multi-Res Alteration,1639 B Bowen Road,COMPLETED,49.1797958,-123.9776683,https://www.nanaimo.ca/whatsbuilding/folder/BP123331,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 1639 B Bowen Road   STATUS: COMPLETED
BP123333,Building Permits,Single / Two Family Alteration,8 Fourth Street,COMPLETED,49.1591874,-123.9464767,https://www.nanaimo.ca/whatsbuilding/folder/BP123333,TYPE: Single / Two Family Alteration   SUBJECT: 8 Fourth Street   STATUS: COMPLETED
BP123332,Building Permits,Leasehold Improvements,102 1847 Dufferin,COMPLETED,49.1829294,-123.9835341,https://www.nanaimo.ca/whatsbuilding/folder/BP123332,TYPE: Leasehold Improvements   SUBJECT: 102 1847 Dufferin   STATUS: COMPLETED
BP123335,Building Permits,Single / Two Family Dwelling,1335 Langara Drive,HOLDBACK,49.1611507,-123.984435,https://www.nanaimo.ca/whatsbuilding/folder/BP123335,TYPE: Single / Two Family Dwelling   SUBJECT: 1335 Langara Drive   STATUS: HOLDBACK
BP123337,Building Permits,Single / Two Family Alteration,554 Hannah Road,COMPLETED,49.1449842,-123.9535744,https://www.nanaimo.ca/whatsbuilding/folder/BP123337,TYPE: Single / Two Family Alteration   SUBJECT: 554 Hannah Road   STATUS: COMPLETED
BP123340,Building Permits,Commercial / Multi-Res Alteration,994 Hecate Street,ACTIVE,49.1566786,-123.940298,https://www.nanaimo.ca/whatsbuilding/folder/BP123340,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 994 Hecate Street   STATUS: ACTIVE
BP123339,Building Permits,Commercial / Multi / Industrial,1920 Boxwood Road,COMPLETED,49.1841303,-123.9856294,https://www.nanaimo.ca/whatsbuilding/folder/BP123339,TYPE: Commercial / Multi / Industrial   SUBJECT: 1920 Boxwood Road   STATUS: COMPLETED
BP123341,Building Permits,Single / Two Family Dwelling,5464 Godfrey Road,COMPLETED,49.2171249,-124.0391445,https://www.nanaimo.ca/whatsbuilding/folder/BP123341,TYPE: Single / Two Family Dwelling   SUBJECT: 5464 Godfrey Road   STATUS: COMPLETED
BP123338,Building Permits,Sign Permit,6581 Aulds Road,COMPLETED,49.233517,-124.0499826,https://www.nanaimo.ca/whatsbuilding/folder/BP123338,TYPE: Sign Permit   SUBJECT: 6581 Aulds Road   STATUS: COMPLETED
BP123343,Building Permits,Single / Two Family Alteration,528 Fourth Street,COMPLETED,49.1592338,-123.9561745,https://www.nanaimo.ca/whatsbuilding/folder/BP123343,TYPE: Single / Two Family Alteration   SUBJECT: 528 Fourth Street   STATUS: COMPLETED
BP123342,Building Permits,Garage / Carport Permit,1565 WADDINGTON ROAD,COMPLETED,49.1859501,-123.9630267,https://www.nanaimo.ca/whatsbuilding/folder/BP123342,TYPE: Garage / Carport Permit   SUBJECT: 1565 WADDINGTON ROAD   STATUS: COMPLETED
BP123344,Building Permits,Single / Two Family Alteration,533 Fifith Street,COMPLETED,49.1548891,-123.9516339,https://www.nanaimo.ca/whatsbuilding/folder/BP123344,TYPE: Single / Two Family Alteration   SUBJECT: 533 Fifith Street   STATUS: COMPLETED
BP123345,Building Permits,Commercial / Multi-Res Alteration,2 - 4801 HAMMOND BAY ROAD,COMPLETED,49.2309205,-123.9828328,https://www.nanaimo.ca/whatsbuilding/folder/BP123345,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 2 - 4801 HAMMOND BAY ROAD   STATUS: COMPLETED
BP123346,Building Permits,Single / Two Family Dwelling,136 Pirates Lane,ACTIVE,49.1796256,-123.9195513,https://www.nanaimo.ca/whatsbuilding/folder/BP123346,TYPE: Single / Two Family Dwelling   SUBJECT: 136 Pirates Lane   STATUS: ACTIVE
BP123347,Building Permits,Single / Two Family Dwelling,3811 Apsley Avenue,COMPLETED,49.2080973,-124.0124954,https://www.nanaimo.ca/whatsbuilding/folder/BP123347,TYPE: Single / Two Family Dwelling   SUBJECT: 3811 Apsley Avenue   STATUS: COMPLETED
BP123348,Building Permits,Single / Two Family Dwelling,3828 Wellesley Avenue,COMPLETED,49.2078659,-124.012736,https://www.nanaimo.ca/whatsbuilding/folder/BP123348,TYPE: Single / Two Family Dwelling   SUBJECT: 3828 Wellesley Avenue   STATUS: COMPLETED
BP123349,Building Permits,Leasehold Improvements,21-6631 Island Highway N,COMPLETED,49.2368341,-124.0504615,https://www.nanaimo.ca/whatsbuilding/folder/BP123349,TYPE: Leasehold Improvements   SUBJECT: 21-6631 Island Highway N   STATUS: COMPLETED
BP123350,Building Permits,Single / Two Family Dwelling,13 Gillespie Street,COMPLETED,49.1527903,-123.9316673,https://www.nanaimo.ca/whatsbuilding/folder/BP123350,TYPE: Single / Two Family Dwelling   SUBJECT: 13 Gillespie Street   STATUS: COMPLETED
BP123352,Building Permits,Locate Permit,1503 Cranberry Avenue,COMPLETED,49.1219739,-123.9208624,https://www.nanaimo.ca/whatsbuilding/folder/BP123352,TYPE: Locate Permit   SUBJECT: 1503 Cranberry Avenue   STATUS: COMPLETED
BP123353,Building Permits,Locate Permit,2050 Latimer Road,COMPLETED,49.1906713,-123.9885018,https://www.nanaimo.ca/whatsbuilding/folder/BP123353,TYPE: Locate Permit   SUBJECT: 2050 Latimer Road   STATUS: COMPLETED
BP123351,Building Permits,Commercial / Multi-Res Alteration,4512 Wellington Road,COMPLETED,49.2097019,-124.025879,https://www.nanaimo.ca/whatsbuilding/folder/BP123351,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 4512 Wellington Road   STATUS: COMPLETED
BP123354,Building Permits,Commercial / Multi-Res Alteration,13 - 4376 Boban Drive,CANCELLED,49.2096501,-124.0370973,https://www.nanaimo.ca/whatsbuilding/folder/BP123354,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 13 - 4376 Boban Drive   STATUS: CANCELLED
BP123360,Building Permits,Single / Two Family Alteration,411 Owl Place,COMPLETED,49.2147214,-124.016871,https://www.nanaimo.ca/whatsbuilding/folder/BP123360,TYPE: Single / Two Family Alteration   SUBJECT: 411 Owl Place   STATUS: COMPLETED
BP123355,Building Permits,On-site Servicing Permit,1840 Stewart Avenue,COMPLETED,49.1891728,-123.9495342,https://www.nanaimo.ca/whatsbuilding/folder/BP123355,TYPE: On-site Servicing Permit   SUBJECT: 1840 Stewart Avenue   STATUS: COMPLETED
BP123356,Building Permits,Sign Permit,1917 Northfield Road,COMPLETED,49.1911032,-123.9838136,https://www.nanaimo.ca/whatsbuilding/folder/BP123356,TYPE: Sign Permit   SUBJECT: 1917 Northfield Road   STATUS: COMPLETED
BP123358,Building Permits,Single / Two Family Dwelling,1324 Langara Drive,COMPLETED,49.1616104,-123.9837718,https://www.nanaimo.ca/whatsbuilding/folder/BP123358,TYPE: Single / Two Family Dwelling   SUBJECT: 1324 Langara Drive   STATUS: COMPLETED
BP123357,Building Permits,Single / Two Family Dwelling,1328 Langara Drive,ACTIVE,49.1616821,-123.9839898,https://www.nanaimo.ca/whatsbuilding/folder/BP123357,TYPE: Single / Two Family Dwelling   SUBJECT: 1328 Langara Drive   STATUS: ACTIVE
BP123359,Building Permits,Single / Two Family Alteration,871 Harewood Mines Road,CANCELLED,49.1451638,-123.963772,https://www.nanaimo.ca/whatsbuilding/folder/BP123359,TYPE: Single / Two Family Alteration   SUBJECT: 871 Harewood Mines Road   STATUS: CANCELLED
BP123364,Building Permits,Single / Two Family Alteration,2127 Brooklyn Place,COMPLETED,49.1633411,-123.9872757,https://www.nanaimo.ca/whatsbuilding/folder/BP123364,TYPE: Single / Two Family Alteration   SUBJECT: 2127 Brooklyn Place   STATUS: COMPLETED
BP123362,Building Permits,Single / Two Family Dwelling,240 Twiggly Wiggly Road,HOLDBACK,49.1697272,-123.9980151,https://www.nanaimo.ca/whatsbuilding/folder/BP123362,TYPE: Single / Two Family Dwelling   SUBJECT: 240 Twiggly Wiggly Road   STATUS: HOLDBACK
BP123363,Building Permits,Garage / Carport Permit,240 Twiggly Wiggly Road,COMPLETED,49.1697272,-123.9980151,https://www.nanaimo.ca/whatsbuilding/folder/BP123363,TYPE: Garage / Carport Permit   SUBJECT: 240 Twiggly Wiggly Road   STATUS: COMPLETED
BP123366,Building Permits,Demolition Permit,6151 Hammond Bay Road,HOLDBACK,49.2335644,-124.033842,https://www.nanaimo.ca/whatsbuilding/folder/BP123366,TYPE: Demolition Permit   SUBJECT: 6151 Hammond Bay Road   STATUS: HOLDBACK
BP123367,Building Permits,Single / Two Family Alteration,80 Kerr Street,COMPLETED,49.168746,-123.9522755,https://www.nanaimo.ca/whatsbuilding/folder/BP123367,TYPE: Single / Two Family Alteration   SUBJECT: 80 Kerr Street   STATUS: COMPLETED
BP123369,Building Permits,Single / Two Family Alteration,314 Haliburton Street,ACTIVE,49.1558765,-123.9329226,https://www.nanaimo.ca/whatsbuilding/folder/BP123369,TYPE: Single / Two Family Alteration   SUBJECT: 314 Haliburton Street   STATUS: ACTIVE
BP123365,Building Permits,Garage / Carport Permit,909 Capilano Place,COMPLETED,49.2060638,-123.9934539,https://www.nanaimo.ca/whatsbuilding/folder/BP123365,TYPE: Garage / Carport Permit   SUBJECT: 909 Capilano Place   STATUS: COMPLETED
BP123368,Building Permits,Single / Two Family Alteration,3280 Serabi Place,COMPLETED,49.2118857,-123.9515995,https://www.nanaimo.ca/whatsbuilding/folder/BP123368,TYPE: Single / Two Family Alteration   SUBJECT: 3280 Serabi Place   STATUS: COMPLETED
BP123373,Building Permits,Garage / Carport Permit,478 Machleary Street,CANCELLED,49.1600363,-123.9443655,https://www.nanaimo.ca/whatsbuilding/folder/BP123373,TYPE: Garage / Carport Permit   SUBJECT: 478 Machleary Street   STATUS: CANCELLED
BP123372,Building Permits,Single / Two Family Dwelling,478 Machleary Street,CANCELLED,49.1600363,-123.9443655,https://www.nanaimo.ca/whatsbuilding/folder/BP123372,TYPE: Single / Two Family Dwelling   SUBJECT: 478 Machleary Street   STATUS: CANCELLED
BP123370,Building Permits,Garage / Carport Permit,2770 Goldfinch Crescent,ACTIVE,49.2003349,-124.026611,https://www.nanaimo.ca/whatsbuilding/folder/BP123370,TYPE: Garage / Carport Permit   SUBJECT: 2770 Goldfinch Crescent   STATUS: ACTIVE
BP123375,Building Permits,Demolition Permit,327/329 Larch Street,HOLDBACK,49.1849101,-123.9497915,https://www.nanaimo.ca/whatsbuilding/folder/BP123375,TYPE: Demolition Permit   SUBJECT: 327/329 Larch Street   STATUS: HOLDBACK
BP123378,Building Permits,Commercial / Multi / Industrial,6025 Linley Valley Drive,HOLDBACK,49.2251219,-124.0306902,https://www.nanaimo.ca/whatsbuilding/folder/BP123378,TYPE: Commercial / Multi / Industrial   SUBJECT: 6025 Linley Valley Drive   STATUS: HOLDBACK
BP123377,Building Permits,Single / Two Family Alteration,5623 Muggies Way,COMPLETED,49.236675,-124.0108304,https://www.nanaimo.ca/whatsbuilding/folder/BP123377,TYPE: Single / Two Family Alteration   SUBJECT: 5623 Muggies Way   STATUS: COMPLETED
BP123376,Building Permits,Single / Two Family Dwelling,132 Bray Road,HOLDBACK,49.2172377,-123.964334,https://www.nanaimo.ca/whatsbuilding/folder/BP123376,TYPE: Single / Two Family Dwelling   SUBJECT: 132 Bray Road   STATUS: HOLDBACK
BP123380,Building Permits,Single / Two Family Alteration,2271 Jingle Pot Road,COMPLETED,49.1715108,-123.9980854,https://www.nanaimo.ca/whatsbuilding/folder/BP123380,TYPE: Single / Two Family Alteration   SUBJECT: 2271 Jingle Pot Road   STATUS: COMPLETED
BP123379,Building Permits,Garage / Carport Permit,3162 Mexicana Road,RETIRED,49.2102949,-123.9986435,https://www.nanaimo.ca/whatsbuilding/folder/BP123379,TYPE: Garage / Carport Permit   SUBJECT: 3162 Mexicana Road   STATUS: RETIRED
BP123381,Building Permits,Commercial / Multi / Industrial,740 Howard Avenue,COMPLETED,49.1499719,-123.9538926,https://www.nanaimo.ca/whatsbuilding/folder/BP123381,TYPE: Commercial / Multi / Industrial   SUBJECT: 740 Howard Avenue   STATUS: COMPLETED
BP123382,Building Permits,Single / Two Family Alteration,5307 Sherbourne Drive,COMPLETED,49.2159341,-124.0389241,https://www.nanaimo.ca/whatsbuilding/folder/BP123382,TYPE: Single / Two Family Alteration   SUBJECT: 5307 Sherbourne Drive   STATUS: COMPLETED
BP123383,Building Permits,Single / Two Family Alteration,700 Hamilton Avenue,COMPLETED,49.1511645,-123.9449004,https://www.nanaimo.ca/whatsbuilding/folder/BP123383,TYPE: Single / Two Family Alteration   SUBJECT: 700 Hamilton Avenue   STATUS: COMPLETED
BP123386,Building Permits,Leasehold Improvements,80 Chapel Street,COMPLETED,49.168186,-123.9373159,https://www.nanaimo.ca/whatsbuilding/folder/BP123386,TYPE: Leasehold Improvements   SUBJECT: 80 Chapel Street   STATUS: COMPLETED
BP123387,Building Permits,Single / Two Family Alteration,3465 Country Club Drive,COMPLETED,49.2076042,-123.9944688,https://www.nanaimo.ca/whatsbuilding/folder/BP123387,TYPE: Single / Two Family Alteration   SUBJECT: 3465 Country Club Drive   STATUS: COMPLETED
BP123385,Building Permits,Garage / Carport Permit,40 Riley Place,COMPLETED,49.2301888,-123.9851744,https://www.nanaimo.ca/whatsbuilding/folder/BP123385,TYPE: Garage / Carport Permit   SUBJECT: 40 Riley Place   STATUS: COMPLETED
BP123388,Building Permits,Garage / Carport Permit,124 Tait Road,ACTIVE,49.1081036,-123.9272571,https://www.nanaimo.ca/whatsbuilding/folder/BP123388,TYPE: Garage / Carport Permit   SUBJECT: 124 Tait Road   STATUS: ACTIVE
BP123384,Building Permits,Locate Permit,2280 Sun Valley Drive,COMPLETED,49.1930064,-124.0057718,https://www.nanaimo.ca/whatsbuilding/folder/BP123384,TYPE: Locate Permit   SUBJECT: 2280 Sun Valley Drive   STATUS: COMPLETED
BP123389,Building Permits,Access Permit,158 Cliff Street,CANCELLED,49.1677692,-123.9388383,https://www.nanaimo.ca/whatsbuilding/folder/BP123389,TYPE: Access Permit   SUBJECT: 158 Cliff Street   STATUS: CANCELLED
BP123390,Building Permits,Garage / Carport Permit,634 Victoria Road,COMPLETED,49.151901,-123.936932,https://www.nanaimo.ca/whatsbuilding/folder/BP123390,TYPE: Garage / Carport Permit   SUBJECT: 634 Victoria Road   STATUS: COMPLETED
BP123391,Building Permits,Single / Two Family Dwelling,5612 Cougar Ridge Place,ACTIVE,49.229561,-124.0044802,https://www.nanaimo.ca/whatsbuilding/folder/BP123391,TYPE: Single / Two Family Dwelling   SUBJECT: 5612 Cougar Ridge Place   STATUS: ACTIVE
BP123393,Building Permits,Garage / Carport Permit,1980 Bay Street,COMPLETED,49.2059617,-123.9851802,https://www.nanaimo.ca/whatsbuilding/folder/BP123393,TYPE: Garage / Carport Permit   SUBJECT: 1980 Bay Street   STATUS: COMPLETED
BP123392,Building Permits,Leasehold Improvements,100 - 5200 Dublin,COMPLETED,49.2171885,-124.0328861,https://www.nanaimo.ca/whatsbuilding/folder/BP123392,TYPE: Leasehold Improvements   SUBJECT: 100 - 5200 Dublin   STATUS: COMPLETED
BP123394,Building Permits,Single / Two Family Dwelling,395 Cambie Road,COMPLETED,49.1404043,-123.943661,https://www.nanaimo.ca/whatsbuilding/folder/BP123394,TYPE: Single / Two Family Dwelling   SUBJECT: 395 Cambie Road   STATUS: COMPLETED
BP123396,Building Permits,Single / Two Family Dwelling,1601 Hosanna Way,COMPLETED,49.1191184,-123.9243389,https://www.nanaimo.ca/whatsbuilding/folder/BP123396,TYPE: Single / Two Family Dwelling   SUBJECT: 1601 Hosanna Way   STATUS: COMPLETED
BP123395,Building Permits,Single / Two Family Alteration,5427 Lost Lake Road,COMPLETED,49.2300598,-124.0059701,https://www.nanaimo.ca/whatsbuilding/folder/BP123395,TYPE: Single / Two Family Alteration   SUBJECT: 5427 Lost Lake Road   STATUS: COMPLETED
BP123397,Building Permits,Commercial / Multi-Res Alteration,4196 B Departure Bay Road,COMPLETED,49.2076232,-124.0014174,https://www.nanaimo.ca/whatsbuilding/folder/BP123397,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 4196 B Departure Bay Road   STATUS: COMPLETED
BP123399,Building Permits,Single / Two Family Alteration,67 Robarts Street,ACTIVE,49.1613784,-123.9357874,https://www.nanaimo.ca/whatsbuilding/folder/BP123399,TYPE: Single / Two Family Alteration   SUBJECT: 67 Robarts Street   STATUS: ACTIVE
BP123398,Building Permits,Garage / Carport Permit,1728 Centennary Drive,ACTIVE,49.1177319,-123.9321328,https://www.nanaimo.ca/whatsbuilding/folder/BP123398,TYPE: Garage / Carport Permit   SUBJECT: 1728 Centennary Drive   STATUS: ACTIVE
BP123401,Building Permits,Locate Permit,550 Seventh Street,COMPLETED,49.1487736,-123.9511428,https://www.nanaimo.ca/whatsbuilding/folder/BP123401,TYPE: Locate Permit   SUBJECT: 550 Seventh Street   STATUS: COMPLETED
BP123400,Building Permits,Single / Two Family Alteration,2142 Lang Crescent,COMPLETED,49.1895259,-123.9938299,https://www.nanaimo.ca/whatsbuilding/folder/BP123400,TYPE: Single / Two Family Alteration   SUBJECT: 2142 Lang Crescent   STATUS: COMPLETED
BP123402,Building Permits,Access Permit,407 Selby Street,CANCELLED,49.1630525,-123.9411205,https://www.nanaimo.ca/whatsbuilding/folder/BP123402,TYPE: Access Permit   SUBJECT: 407 Selby Street   STATUS: CANCELLED
BP123403,Building Permits,Single / Two Family Alteration,431 Aysgarth Street,COMPLETED,49.159653,-123.9533835,https://www.nanaimo.ca/whatsbuilding/folder/BP123403,TYPE: Single / Two Family Alteration   SUBJECT: 431 Aysgarth Street   STATUS: COMPLETED
BP123405,Building Permits,Single / Two Family Alteration,6136 Janelle Place,COMPLETED,49.2386493,-124.0373671,https://www.nanaimo.ca/whatsbuilding/folder/BP123405,TYPE: Single / Two Family Alteration   SUBJECT: 6136 Janelle Place   STATUS: COMPLETED
BP123404,Building Permits,Single / Two Family Dwelling,5300 Dewar Road,COMPLETED,49.2309751,-123.9986543,https://www.nanaimo.ca/whatsbuilding/folder/BP123404,TYPE: Single / Two Family Dwelling   SUBJECT: 5300 Dewar Road   STATUS: COMPLETED
BP123406,Building Permits,Demolition Permit,820 Brechin Road,COMPLETED,49.1904373,-123.958872,https://www.nanaimo.ca/whatsbuilding/folder/BP123406,TYPE: Demolition Permit   SUBJECT: 820 Brechin Road   STATUS: COMPLETED
BP123407,Building Permits,Single / Two Family Alteration,1795 Meredith Road,COMPLETED,49.1880627,-123.9804365,https://www.nanaimo.ca/whatsbuilding/folder/BP123407,TYPE: Single / Two Family Alteration   SUBJECT: 1795 Meredith Road   STATUS: COMPLETED
BP123409,Building Permits,Access Permit,262 Westwood,COMPLETED,49.1681733,-123.9914156,https://www.nanaimo.ca/whatsbuilding/folder/BP123409,TYPE: Access Permit   SUBJECT: 262 Westwood   STATUS: COMPLETED
BP123410,Building Permits,Commercial / Multi / Industrial,5260 Dublin Way,ACTIVE,49.2172765,-124.0338006,https://www.nanaimo.ca/whatsbuilding/folder/BP123410,TYPE: Commercial / Multi / Industrial   SUBJECT: 5260 Dublin Way   STATUS: ACTIVE
BP123411,Building Permits,Commercial / Multi-Res Alteration,405 Selby Street,ACTIVE,49.1630525,-123.9411205,https://www.nanaimo.ca/whatsbuilding/folder/BP123411,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 405 Selby Street   STATUS: ACTIVE
BP123412,Building Permits,Garage / Carport Permit,652 Railway Avenue,COMPLETED,49.1524783,-123.9414587,https://www.nanaimo.ca/whatsbuilding/folder/BP123412,TYPE: Garage / Carport Permit   SUBJECT: 652 Railway Avenue   STATUS: COMPLETED
BP123415,Building Permits,Single / Two Family Alteration,6227 Shoreline Drive,COMPLETED,49.2409406,-124.0197794,https://www.nanaimo.ca/whatsbuilding/folder/BP123415,TYPE: Single / Two Family Alteration   SUBJECT: 6227 Shoreline Drive   STATUS: COMPLETED
BP123413,Building Permits,Single / Two Family Alteration,2325 Departure Bay Road,COMPLETED,49.1946053,-123.9716304,https://www.nanaimo.ca/whatsbuilding/folder/BP123413,TYPE: Single / Two Family Alteration   SUBJECT: 2325 Departure Bay Road   STATUS: COMPLETED
BP123414,Building Permits,Single / Two Family Alteration,832 Howard Avenue,COMPLETED,49.1458913,-123.9550166,https://www.nanaimo.ca/whatsbuilding/folder/BP123414,TYPE: Single / Two Family Alteration   SUBJECT: 832 Howard Avenue   STATUS: COMPLETED
BP123416,Building Permits,Single / Two Family Alteration,2043 Stonecrop Road,COMPLETED,49.1032423,-123.9347922,https://www.nanaimo.ca/whatsbuilding/folder/BP123416,TYPE: Single / Two Family Alteration   SUBJECT: 2043 Stonecrop Road   STATUS: COMPLETED
BP123417,Building Permits,Service Permit,1757 Country Hills Drive,COMPLETED,49.114036,-123.9317502,https://www.nanaimo.ca/whatsbuilding/folder/BP123417,TYPE: Service Permit   SUBJECT: 1757 Country Hills Drive   STATUS: COMPLETED
BP123418,Building Permits,Single / Two Family Alteration,1329 Thalia Place,COMPLETED,49.1599773,-123.9755867,https://www.nanaimo.ca/whatsbuilding/folder/BP123418,TYPE: Single / Two Family Alteration   SUBJECT: 1329 Thalia Place   STATUS: COMPLETED
BP123419,Building Permits,Single / Two Family Alteration,72 -  6325 Metral Drive,COMPLETED,49.2301083,-124.0475786,https://www.nanaimo.ca/whatsbuilding/folder/BP123419,TYPE: Single / Two Family Alteration   SUBJECT: 72 -  6325 Metral Drive   STATUS: COMPLETED
BP123420,Building Permits,Commercial / Multi-Res Alteration,109 5240 Dublin Way,COMPLETED,49.217048,-124.0339382,https://www.nanaimo.ca/whatsbuilding/folder/BP123420,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 109 5240 Dublin Way   STATUS: COMPLETED
BP123421,Building Permits,Single / Two Family Alteration,648 Haliburton Street,ACTIVE,49.1510174,-123.9326741,https://www.nanaimo.ca/whatsbuilding/folder/BP123421,TYPE: Single / Two Family Alteration   SUBJECT: 648 Haliburton Street   STATUS: ACTIVE
BP123422,Building Permits,Access Permit,Widen existing driveway,COMPLETED,49.228958,-124.0332547,https://www.nanaimo.ca/whatsbuilding/folder/BP123422,TYPE: Access Permit   SUBJECT: Widen existing driveway   STATUS: COMPLETED
BP123423,Building Permits,Single / Two Family Dwelling,2301 Kingsford Place,COMPLETED,49.1211669,-123.9269266,https://www.nanaimo.ca/whatsbuilding/folder/BP123423,TYPE: Single / Two Family Dwelling   SUBJECT: 2301 Kingsford Place   STATUS: COMPLETED
BP123424,Building Permits,Single / Two Family Dwelling,136 Bray Road,HOLDBACK,49.2171863,-123.9645736,https://www.nanaimo.ca/whatsbuilding/folder/BP123424,TYPE: Single / Two Family Dwelling   SUBJECT: 136 Bray Road   STATUS: HOLDBACK
BP123425,Building Permits,Demolition Permit,3616 Oakridge Drive,COMPLETED,49.2229869,-123.953488,https://www.nanaimo.ca/whatsbuilding/folder/BP123425,TYPE: Demolition Permit   SUBJECT: 3616 Oakridge Drive   STATUS: COMPLETED
BP123426,Building Permits,Single / Two Family Alteration,36 Fourth Street,CANCELLED,49.1591824,-123.9479236,https://www.nanaimo.ca/whatsbuilding/folder/BP123426,TYPE: Single / Two Family Alteration   SUBJECT: 36 Fourth Street   STATUS: CANCELLED
BP123427,Building Permits,Commercial / Multi-Res Alteration,210 Milton Street,ACTIVE,49.1662202,-123.9457039,https://www.nanaimo.ca/whatsbuilding/folder/BP123427,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 210 Milton Street   STATUS: ACTIVE
BP123428,Building Permits,Single / Two Family Alteration,3604 Hammond Bay Road,COMPLETED,49.2223825,-123.9496703,https://www.nanaimo.ca/whatsbuilding/folder/BP123428,TYPE: Single / Two Family Alteration   SUBJECT: 3604 Hammond Bay Road   STATUS: COMPLETED
BP123429,Building Permits,Commercial / Multi / Industrial,440 Selby Street,ACTIVE,49.1625164,-123.9395927,https://www.nanaimo.ca/whatsbuilding/folder/BP123429,TYPE: Commercial / Multi / Industrial   SUBJECT: 440 Selby Street   STATUS: ACTIVE
BP123432,Building Permits,Commercial / Multi-Res Alteration,102-5625 Edgewater Lane,COMPLETED,49.2227318,-124.0326682,https://www.nanaimo.ca/whatsbuilding/folder/BP123432,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 102-5625 Edgewater Lane   STATUS: COMPLETED
BP123431,Building Permits,Single / Two Family Alteration,3121 Elsie Lake Circle,COMPLETED,49.1640525,-124.002861,https://www.nanaimo.ca/whatsbuilding/folder/BP123431,TYPE: Single / Two Family Alteration   SUBJECT: 3121 Elsie Lake Circle   STATUS: COMPLETED
BP123430,Building Permits,Single / Two Family Dwelling,5753 Linyard Road,ACTIVE,49.223446,-124.0153471,https://www.nanaimo.ca/whatsbuilding/folder/BP123430,TYPE: Single / Two Family Dwelling   SUBJECT: 5753 Linyard Road   STATUS: ACTIVE
BP123433,Building Permits,Single / Two Family Dwelling,5764 / 5766 Linley Valley Drive,COMPLETED,49.2269735,-124.0161,https://www.nanaimo.ca/whatsbuilding/folder/BP123433,TYPE: Single / Two Family Dwelling   SUBJECT: 5764 / 5766 Linley Valley Drive   STATUS: COMPLETED
BP123434,Building Permits,Single / Two Family Dwelling,351 Cordan Street,COMPLETED,49.1372896,-123.9411828,https://www.nanaimo.ca/whatsbuilding/folder/BP123434,TYPE: Single / Two Family Dwelling   SUBJECT: 351 Cordan Street   STATUS: COMPLETED
BP123436,Building Permits,Single / Two Family Alteration,902 Malaspina Crescent,COMPLETED,49.1916066,-123.9603291,https://www.nanaimo.ca/whatsbuilding/folder/BP123436,TYPE: Single / Two Family Alteration   SUBJECT: 902 Malaspina Crescent   STATUS: COMPLETED
BP123435,Building Permits,Single / Two Family Alteration,516 Campbell Street,COMPLETED,49.1684962,-123.9445324,https://www.nanaimo.ca/whatsbuilding/folder/BP123435,TYPE: Single / Two Family Alteration   SUBJECT: 516 Campbell Street   STATUS: COMPLETED
BP123462,Building Permits,Commercial / Multi / Industrial,4151 & 4153 Emerald Wood Place (Phase 27),ACTIVE,49.2059947,-124.0316985,https://www.nanaimo.ca/whatsbuilding/folder/BP123462,TYPE: Commercial / Multi / Industrial   SUBJECT: 4151 & 4153 Emerald Wood Place (Phase 27)   STATUS: ACTIVE
