FolderNumber,FolderCategory,Type,ReportCode,DateIssued,DateApproved,DateExpired,DateCompleted,Status,Subject,Unit,Address,StreetName,Value,ESRI_OID,CreationDate,Creator,EditDate,Editor
BP037368,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Jul 24 2013 12:00AM,2013-07-05T07:00:00.000Z,Jul 24 2015 12:00AM,2015-07-27T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,7822,REGIS PL,1680,1578,,,,
BP037369,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Jul 29 2013 12:00AM,2013-07-05T07:00:00.000Z,Jul 29 2015 12:00AM,2015-05-27T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,7755,OSGOODE DR,4560,1579,,,,
BP037370,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Jul 24 2013 12:00AM,2013-07-08T07:00:00.000Z,Jul 24 2015 12:00AM,2015-09-10T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5792,PURDUE RD,64800,1580,,,,
BP037371,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Jul 31 2013 12:00AM,2013-07-31T07:00:00.000Z,Jul 31 2015 12:00AM,2015-05-13T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,1102,ABRUZZI PL,287530,1581,,,,
BP037372,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Oct 24 2013 12:00AM,2013-10-21T07:00:00.000Z,Oct 26 2015 12:00AM,2015-11-19T08:00:00.000Z,EXPIRED,To Construct or alter a Single Family Dwelling or Accessory Building,,5567,WOODVALLEY DR,3250,1582,,,,
BP037373,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Jul 24 2013 12:00AM,2013-07-08T07:00:00.000Z,Jul 24 2015 12:00AM,2013-11-19T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2281,BALL PL,16800,1583,,,,
BP037375,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Jul 18 2013 12:00AM,2013-07-15T07:00:00.000Z,Jul 20 2015 12:00AM,2013-07-19T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,4856,ZIMMARO AVE,1000,1584,,,,
BP037376,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Jul 15 2013 12:00AM,2013-07-10T07:00:00.000Z,Jul 15 2015 12:00AM,2015-09-16T07:00:00.000Z,EXPIRED,To Construct or alter a Single Family Dwelling or Accessory Building,,450,TOFIELD ST,7500,1585,,,,
BP037377,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Jul 29 2013 12:00AM,2013-07-10T07:00:00.000Z,Jul 29 2015 12:00AM,2015-09-10T07:00:00.000Z,EXPIRED,To Construct or alter a Single Family Dwelling or Accessory Building,,1852,BITTNER RD E,34560,1586,,,,
BP037378,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Jul 16 2013 12:00AM,2013-07-10T07:00:00.000Z,Jul 16 2015 12:00AM,2014-03-04T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,143,6807,WESTGATE AVE,12985,1587,,,,
BP037379,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Jul 29 2013 12:00AM,2013-07-29T07:00:00.000Z,Jul 29 2015 12:00AM,2015-09-10T07:00:00.000Z,EXPIRED,To Construct or alter a Single Family Dwelling or Accessory Building,,7344,THOMPSON DR,38080,1588,,,,
BP037380,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Jul 18 2013 12:00AM,2013-07-11T07:00:00.000Z,Jul 20 2015 12:00AM,2013-10-30T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,6839,HELM DR,5865,1589,,,,
BP037381,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Jul 29 2013 12:00AM,2013-07-12T07:00:00.000Z,Jul 29 2015 12:00AM,2015-07-31T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,1116,ABRUZZI PL,347940,1590,,,,
BP037382,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Jul 29 2013 12:00AM,2013-07-12T07:00:00.000Z,Jul 29 2015 12:00AM,2014-08-19T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,727,DOUGLAS ST,1920,1591,,,,
BP037383,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Jul 30 2013 12:00AM,2013-07-12T07:00:00.000Z,Jul 30 2015 12:00AM,2013-11-22T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5341,FERGUSON LAKE RD,227175,1592,,,,
BP037384,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Jul 16 2013 12:00AM,2013-07-15T07:00:00.000Z,Jul 16 2015 12:00AM,2013-07-16T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,6815,HELM DR,14350,1593,,,,
BP037386,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Jul 31 2013 12:00AM,2013-07-31T07:00:00.000Z,Jul 31 2015 12:00AM,2013-10-28T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,4098,HIGHLAND DR,9240,1594,,,,
BP037387,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Aug 13 2013 12:00AM,2013-08-13T07:00:00.000Z,Aug 13 2015 12:00AM,2015-09-04T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,6766,LILAC CRES,63840,1595,,,,
BP037388,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Aug  1 2013 12:00AM,2013-07-17T07:00:00.000Z,Aug  3 2015 12:00AM,2014-06-20T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,7680,CREEKSIDE WAY,308970,1596,,,,
BP037389,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Jul 31 2013 12:00AM,2013-07-17T07:00:00.000Z,Jul 31 2015 12:00AM,2013-12-13T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,7114,WESTGATE AVE,35000,1597,,,,
BP037390,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Aug  6 2013 12:00AM,2013-07-18T07:00:00.000Z,Aug  6 2015 12:00AM,2013-10-25T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,10310,JENSEN RD,34560,1598,,,,
BP037391,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Jul 31 2013 12:00AM,2013-07-18T07:00:00.000Z,Jul 31 2015 12:00AM,2013-11-05T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2990,VISTA RIDGE DR,21700,1599,,,,
BP037392,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Aug  2 2013 12:00AM,2013-07-18T07:00:00.000Z,Aug  3 2015 12:00AM,2014-10-06T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,2974,2972,VISTA RIDGE DR,292530,1600,,,,
BP037394,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Aug  6 2013 12:00AM,2013-08-06T07:00:00.000Z,Aug  6 2015 12:00AM,2013-11-15T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2626,LINKS DR,250430,1601,,,,
BP037396,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Aug  6 2013 12:00AM,2013-07-23T07:00:00.000Z,Aug  6 2015 12:00AM,2014-05-12T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,8089,STILLWATER CRES,291880,1602,,,,
BP037397,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Aug  9 2013 12:00AM,2013-07-24T07:00:00.000Z,Aug 10 2015 12:00AM,2015-09-10T07:00:00.000Z,EXPIRED,To Construct or alter a Single Family Dwelling or Accessory Building,,4605,GANNETT RD,221620,1603,,,,
BP037398,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,MOBILE NEW,Aug  8 2013 12:00AM,2013-07-25T07:00:00.000Z,Aug 10 2015 12:00AM,2015-10-19T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2974,MINOTTI DR,5000,1604,,,,
BP037399,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Aug 19 2013 12:00AM,2013-07-25T07:00:00.000Z,Aug 19 2015 12:00AM,2014-10-02T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,3714,WINSLOW PL,233280,1605,,,,
BP037401,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Aug 13 2013 12:00AM,2013-07-26T07:00:00.000Z,Aug 13 2015 12:00AM,2015-10-20T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,8621,MCGUIRE RD,29400,1606,,,,
BP037402,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Aug 13 2013 12:00AM,2013-07-29T07:00:00.000Z,Aug 13 2015 12:00AM,2013-10-18T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2530,CARLISLE WAY,1440,1607,,,,
BP037406,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Aug  9 2013 12:00AM,2013-07-29T07:00:00.000Z,Aug 10 2015 12:00AM,2014-02-12T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2937,INGALA DR,130000,1608,,,,
BP037407,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,Aug  9 2013 12:00AM,2013-07-30T07:00:00.000Z,Aug 10 2015 12:00AM,2014-01-20T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,4875,4873,BETHAM RD,41300,1609,,,,
BP037408,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Aug  9 2013 12:00AM,2013-07-30T07:00:00.000Z,Aug 10 2015 12:00AM,2013-09-16T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,4233,BAKER RD,12000,1610,,,,
BP037410,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Aug 12 2013 12:00AM,2013-07-30T07:00:00.000Z,Aug 12 2015 12:00AM,2015-08-11T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,7790,EMERALD DR,27440,1611,,,,
BP037411,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Aug 12 2013 12:00AM,2013-07-30T07:00:00.000Z,Aug 12 2015 12:00AM,2015-05-21T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,6861,LILAC CRES,7500,1612,,,,
BP037414,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,MOBILE NEW,Sep  4 2013 12:00AM,2013-07-31T07:00:00.000Z,Sep  4 2015 12:00AM,2013-11-07T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,7272,GLENVIEW DR,8000,1613,,,,
BP037416,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Aug 21 2013 12:00AM,2013-08-14T07:00:00.000Z,Aug 21 2015 12:00AM,2015-10-20T07:00:00.000Z,EXPIRED,To Construct or alter a Single Family Dwelling or Accessory Building,,7015,BENCH DR,284400,1614,,,,
BP037417,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Aug 22 2013 12:00AM,2013-08-21T07:00:00.000Z,Aug 24 2015 12:00AM,2014-09-25T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,7102,ELK RD,292580,1615,,,,
BP037418,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,Aug 15 2013 12:00AM,2013-08-01T07:00:00.000Z,Aug 17 2015 12:00AM,2014-09-24T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,7102,ELK RD,42400,1616,,,,
BP037419,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Aug 13 2013 12:00AM,2013-08-01T07:00:00.000Z,Aug 13 2015 12:00AM,2016-02-17T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,1107,ABRUZZI PL,331310,1617,,,,
BP037420,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Aug 19 2013 12:00AM,2013-08-02T07:00:00.000Z,Aug 19 2015 12:00AM,2014-03-04T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,7098,DAGG RD,189360,1618,,,,
BP037421,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Aug 12 2013 12:00AM,2013-08-02T07:00:00.000Z,Aug 12 2015 12:00AM,2013-09-18T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,3803,WEISBROD RD,20980,1619,,,,
BP037422,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Aug 15 2013 12:00AM,2013-08-02T07:00:00.000Z,Aug 17 2015 12:00AM,2014-07-16T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,4343,CHINGEE AVE,33200,1620,,,,
BP037423,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,MOBILE ADD,Aug 19 2013 12:00AM,2013-08-06T07:00:00.000Z,Aug 19 2015 12:00AM,2015-06-16T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,122,2500,GRANT RD,4500,1621,,,,
BP037424,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Aug 19 2013 12:00AM,2013-08-06T07:00:00.000Z,Aug 19 2015 12:00AM,2015-06-10T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2947,MCGILL CRES,2160,1622,,,,
BP037425,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Aug 20 2013 12:00AM,2013-08-07T07:00:00.000Z,Aug 20 2015 12:00AM,2015-04-02T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2327,OLDS ST,23040,1623,,,,
BP037426,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,Aug 20 2013 12:00AM,2013-08-07T07:00:00.000Z,Aug 20 2015 12:00AM,2015-10-20T07:00:00.000Z,EXPIRED,To Construct or alter a Single Family Dwelling or Accessory Building,,6982,EUGENE RD,27300,1624,,,,
BP037427,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Aug 27 2013 12:00AM,2013-08-07T07:00:00.000Z,Aug 27 2015 12:00AM,2015-06-26T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,110,4303,UNIVERSITY HEIGHTS DR,229120,1625,,,,
BP037428,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Sep  6 2013 12:00AM,2013-08-07T07:00:00.000Z,Sep  7 2015 12:00AM,2015-04-16T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,101-102,4303,UNIVERSITY HEIGHTS DR,20480,1626,,,,
BP037429,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Aug 20 2013 12:00AM,2013-08-08T07:00:00.000Z,Aug 20 2015 12:00AM,2014-06-04T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5579,PARK DR,40000,1627,,,,
BP037430,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Aug 20 2013 12:00AM,2013-08-08T07:00:00.000Z,Aug 20 2015 12:00AM,2015-09-04T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2675,BERNARD RD,1600,1628,,,,
BP037431,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Aug 21 2013 12:00AM,2013-08-09T07:00:00.000Z,Aug 21 2015 12:00AM,2013-08-26T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2889,ATHLONE AVE,3945,1629,,,,
BP037432,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Aug 22 2013 12:00AM,2013-08-09T07:00:00.000Z,Aug 24 2015 12:00AM,2014-11-14T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2507,MAURICE DR,267125,1630,,,,
BP037433,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Aug 28 2013 12:00AM,2013-08-26T07:00:00.000Z,Aug 28 2015 12:00AM,2014-11-05T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,3233,3231,MAURICE DR,327955,1631,,,,
BP037434,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Sep  5 2013 12:00AM,2013-08-12T07:00:00.000Z,Sep  7 2015 12:00AM,2015-09-17T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,1897,MCLAREN RD W,250370,1632,,,,
BP037435,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,Aug 23 2013 12:00AM,2013-08-13T07:00:00.000Z,Aug 24 2015 12:00AM,2015-10-20T07:00:00.000Z,EXPIRED,To Construct or alter a Single Family Dwelling or Accessory Building,8063,8065,STILLWATER CRES,47550,1633,,,,
BP037436,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Sep  4 2013 12:00AM,2013-08-13T07:00:00.000Z,Sep  4 2015 12:00AM,2014-09-19T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,7687,STILLWATER CRES,281530,1634,,,,
BP037438,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Aug 22 2013 12:00AM,2013-08-14T07:00:00.000Z,Aug 24 2015 12:00AM,2015-10-22T07:00:00.000Z,EXPIRED,To Construct or alter a Single Family Dwelling or Accessory Building,,7658,GISCOME RD,76000,1635,,,,
BP037439,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Aug 23 2013 12:00AM,2013-08-14T07:00:00.000Z,Aug 24 2015 12:00AM,2015-06-26T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5831,LINDSTROM RD,38080,1636,,,,
BP037440,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Jan 29 2019 12:00AM,2013-08-15T07:00:00.000Z,Jan 28 2021 12:00AM,2019-01-29T08:00:00.000Z,EXPIRED,Storage Shed,,2004,BITTNER RD E,3200,1637,,,,
BP037442,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Aug 23 2013 12:00AM,2013-08-16T07:00:00.000Z,Aug 24 2015 12:00AM,2014-05-29T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,4875,4873,BETHAM RD,20160,1638,,,,
BP037443,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Aug 26 2013 12:00AM,2013-08-16T07:00:00.000Z,Aug 26 2015 12:00AM,2014-04-28T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,7775,ST DENNIS PL,51470,1639,,,,
BP037444,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Sep 27 2013 12:00AM,2013-09-27T07:00:00.000Z,Sep 28 2015 12:00AM,2015-10-05T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,4605,ROBSON AVE,26880,1640,,,,
BP037446,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Aug 26 2013 12:00AM,2013-08-16T07:00:00.000Z,Aug 26 2015 12:00AM,2015-08-24T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,180,MCKENZIE AVE,8085,1641,,,,
BP037447,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Aug 30 2013 12:00AM,2013-08-30T07:00:00.000Z,Aug 31 2015 12:00AM,2015-06-12T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,1876,5TH AVE,18480,1642,,,,
BP037448,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Sep 12 2013 12:00AM,2013-08-19T07:00:00.000Z,Sep 14 2015 12:00AM,2015-09-17T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5073,GRAVES RD,31360,1643,,,,
BP037450,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Oct  7 2013 12:00AM,2013-10-03T07:00:00.000Z,Oct  7 2015 12:00AM,2013-10-22T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,400,MCINNIS AVE,10400,1644,,,,
BP037451,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Sep  6 2013 12:00AM,2013-08-20T07:00:00.000Z,Sep  7 2015 12:00AM,2015-10-22T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2819,SYCAMORE CRES,11040,1645,,,,
BP037452,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,MOBILE NEW,Sep  6 2013 12:00AM,2013-08-21T07:00:00.000Z,Sep  7 2015 12:00AM,2015-09-04T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2467,PERRIN HTS,5000,1646,,,,
BP037454,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,Sep  6 2013 12:00AM,2013-08-21T07:00:00.000Z,Sep  7 2015 12:00AM,2014-02-24T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,674,676,SUMMIT ST,37500,1647,,,,
BP037455,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Sep 10 2013 12:00AM,2013-08-22T07:00:00.000Z,Sep 10 2015 12:00AM,2015-10-22T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2966,CHARELLA DR,12908,1648,,,,
BP037457,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Sep  9 2013 12:00AM,2013-08-26T07:00:00.000Z,Sep  9 2015 12:00AM,2013-11-13T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,7114,WESTGATE AVE,20000,1649,,,,
BP037458,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Sep  9 2013 12:00AM,2013-08-26T07:00:00.000Z,Sep  9 2015 12:00AM,2014-12-16T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,777,BIRD AVE,27440,1650,,,,
BP037459,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Sep  6 2013 12:00AM,2013-08-26T07:00:00.000Z,Sep  7 2015 12:00AM,2015-10-22T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,8855,SYKES RD W,35700,1651,,,,
BP037462,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Sep  9 2013 12:00AM,2013-08-27T07:00:00.000Z,Sep  9 2015 12:00AM,2014-05-28T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,7648,STILLWATER CRES,318500,1652,,,,
BP037463,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Sep 10 2013 12:00AM,2013-08-27T07:00:00.000Z,Sep 10 2015 12:00AM,2015-08-24T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5486,LEHMAN ST,23040,1653,,,,
BP037464,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,MOBILE ADD,Oct 16 2013 12:00AM,2013-10-15T07:00:00.000Z,Oct 16 2015 12:00AM,2013-11-26T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,65,1000,INVERNESS RD,8000,1654,,,,
BP037465,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Sep 10 2013 12:00AM,2013-08-27T07:00:00.000Z,Sep 10 2015 12:00AM,2015-08-18T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5158,HENREY RD,15400,1655,,,,
BP037467,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Sep 10 2013 12:00AM,2013-08-29T07:00:00.000Z,Sep 10 2015 12:00AM,2016-04-07T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,1458,WARNER AVE,20160,1656,,,,
BP037468,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Sep 11 2013 12:00AM,2013-08-29T07:00:00.000Z,Sep 11 2015 12:00AM,2015-09-04T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,103,MOFFAT ST N,16800,1657,,,,
BP037470,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Oct 15 2013 12:00AM,2013-08-30T07:00:00.000Z,Oct 15 2015 12:00AM,2015-05-06T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,8633,HILLTOP RD,48000,1658,,,,
BP037471,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Sep 11 2013 12:00AM,2013-09-03T07:00:00.000Z,Sep 11 2015 12:00AM,2015-07-27T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,7430,PEARL DR,14000,1659,,,,
BP037473,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Sep 12 2013 12:00AM,2013-09-05T07:00:00.000Z,Sep 14 2015 12:00AM,2013-12-18T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,758,AYR PL,5500,1660,,,,
