FolderNumber,Category,Type,Subject,Status,Latitude,Longitude,URL,KMLDescription
DP001071,Development,Development Permit,5160 Hammond Bay Road,COMPLETED,49.2342364,-123.9929354,https://www.nanaimo.ca/whatsbuilding/folder/DP001071,TYPE: Development Permit   SUBJECT: 5160 Hammond Bay Road   STATUS: COMPLETED
RA000383,Development,Rezoning Application,285 Rosehill Street,COMPLETED,49.1760072,-123.9463553,https://www.nanaimo.ca/whatsbuilding/folder/RA000383,TYPE: Rezoning Application   SUBJECT: 285 Rosehill Street   STATUS: COMPLETED
OCP00086,Development,Official Community Plan Amendment,801  1150  and 1151 Nanaimo Lakes Road,COMPLETED,49.1386301,-123.970312,https://www.nanaimo.ca/whatsbuilding/folder/OCP00086,TYPE: Official Community Plan Amendment   SUBJECT: 801  1150  and 1151 Nanaimo Lakes Road   STATUS: COMPLETED
RA000384,Development,Rezoning Application,801  1150  1151 Nanaimo Lakes Road,COMPLETED,49.1386301,-123.970312,https://www.nanaimo.ca/whatsbuilding/folder/RA000384,TYPE: Rezoning Application   SUBJECT: 801  1150  1151 Nanaimo Lakes Road   STATUS: COMPLETED
DVP00326,Development,Development Variance Permit,3604 Hammond Bay,COMPLETED,49.2223825,-123.9496703,https://www.nanaimo.ca/whatsbuilding/folder/DVP00326,TYPE: Development Variance Permit   SUBJECT: 3604 Hammond Bay   STATUS: COMPLETED
DVP00327,Development,Development Variance Permit,301 Eaton Street,COMPLETED,49.1477364,-123.931144,https://www.nanaimo.ca/whatsbuilding/folder/DVP00327,TYPE: Development Variance Permit   SUBJECT: 301 Eaton Street   STATUS: COMPLETED
RA000385,Development,Rezoning Application,1615 Northfield Road,COMPLETED,49.1915532,-123.9737299,https://www.nanaimo.ca/whatsbuilding/folder/RA000385,TYPE: Rezoning Application   SUBJECT: 1615 Northfield Road   STATUS: COMPLETED
DP001072,Development,Development Permit,4900 and 4950 Uplands Drive,COMPLETED,49.2249812,-124.0336293,https://www.nanaimo.ca/whatsbuilding/folder/DP001072,TYPE: Development Permit   SUBJECT: 4900 and 4950 Uplands Drive   STATUS: COMPLETED
DP001073,Development,Development Permit,20 Barsby Avenue,COMPLETED,49.1729517,-123.9463197,https://www.nanaimo.ca/whatsbuilding/folder/DP001073,TYPE: Development Permit   SUBJECT: 20 Barsby Avenue   STATUS: COMPLETED
DP001074,Development,Development Permit,380 Cottle Place,COMPLETED,49.2159286,-123.9611154,https://www.nanaimo.ca/whatsbuilding/folder/DP001074,TYPE: Development Permit   SUBJECT: 380 Cottle Place   STATUS: COMPLETED
DP001075,Development,Development Permit,3598 Norwell Drive,COMPLETED,49.2084197,-124.0069054,https://www.nanaimo.ca/whatsbuilding/folder/DP001075,TYPE: Development Permit   SUBJECT: 3598 Norwell Drive   STATUS: COMPLETED
DP001076,Development,Development Permit,100 Gordon Street,COMPLETED,49.1650502,-123.9354052,https://www.nanaimo.ca/whatsbuilding/folder/DP001076,TYPE: Development Permit   SUBJECT: 100 Gordon Street   STATUS: COMPLETED
DVP00328,Development,Development Variance Permit,24 Pirate Place,COMPLETED,49.176464,-123.9181805,https://www.nanaimo.ca/whatsbuilding/folder/DVP00328,TYPE: Development Variance Permit   SUBJECT: 24 Pirate Place   STATUS: COMPLETED
DP001077,Development,Development Permit,1965 Boxwood Road,COMPLETED,49.1843997,-123.9881915,https://www.nanaimo.ca/whatsbuilding/folder/DP001077,TYPE: Development Permit   SUBJECT: 1965 Boxwood Road   STATUS: COMPLETED
DP001078,Development,Development Permit,3200 Island Highway North,COMPLETED,49.2063104,-124.0055781,https://www.nanaimo.ca/whatsbuilding/folder/DP001078,TYPE: Development Permit   SUBJECT: 3200 Island Highway North   STATUS: COMPLETED
DP001080,Development,Development Permit,3062 Hammond Bay Road,COMPLETED,49.2096656,-123.9618031,https://www.nanaimo.ca/whatsbuilding/folder/DP001080,TYPE: Development Permit   SUBJECT: 3062 Hammond Bay Road   STATUS: COMPLETED
DP001079,Development,Development Permit,5605 Cougar Ridge Place,COMPLETED,49.2291984,-124.0042033,https://www.nanaimo.ca/whatsbuilding/folder/DP001079,TYPE: Development Permit   SUBJECT: 5605 Cougar Ridge Place   STATUS: COMPLETED
DVP00330,Development,Development Variance Permit,2067 & 2073 Boxwood Road,COMPLETED,49.1876958,-123.9979876,https://www.nanaimo.ca/whatsbuilding/folder/DVP00330,TYPE: Development Variance Permit   SUBJECT: 2067 & 2073 Boxwood Road   STATUS: COMPLETED
DP001081,Development,Development Permit,6540 Metral Drive,COMPLETED,49.2326625,-124.0474006,https://www.nanaimo.ca/whatsbuilding/folder/DP001081,TYPE: Development Permit   SUBJECT: 6540 Metral Drive   STATUS: COMPLETED
DVP00331,Development,Development Variance Permit,1629 Fuller Street,COMPLETED,49.174513,-123.9708623,https://www.nanaimo.ca/whatsbuilding/folder/DVP00331,TYPE: Development Variance Permit   SUBJECT: 1629 Fuller Street   STATUS: COMPLETED
DP001083,Development,Development Permit,6975 Island Highway North,COMPLETED,49.2401234,-124.0576146,https://www.nanaimo.ca/whatsbuilding/folder/DP001083,TYPE: Development Permit   SUBJECT: 6975 Island Highway North   STATUS: COMPLETED
DP001082,Development,Development Permit,6543 Portsmouth Road,COMPLETED,49.2388824,-124.0467724,https://www.nanaimo.ca/whatsbuilding/folder/DP001082,TYPE: Development Permit   SUBJECT: 6543 Portsmouth Road   STATUS: COMPLETED
RA000386,Development,Rezoning Application,40 Maki Road,COMPLETED,49.1320948,-123.9193521,https://www.nanaimo.ca/whatsbuilding/folder/RA000386,TYPE: Rezoning Application   SUBJECT: 40 Maki Road   STATUS: COMPLETED
OCP00087,Development,Official Community Plan Amendment,40 Maki Road,COMPLETED,49.1320948,-123.9193521,https://www.nanaimo.ca/whatsbuilding/folder/OCP00087,TYPE: Official Community Plan Amendment   SUBJECT: 40 Maki Road   STATUS: COMPLETED
DVP00332,Development,Development Variance Permit,139 Wildlife Place,COMPLETED,49.1684011,-123.9678852,https://www.nanaimo.ca/whatsbuilding/folder/DVP00332,TYPE: Development Variance Permit   SUBJECT: 139 Wildlife Place   STATUS: COMPLETED
DP001084,Development,Development Permit,6304 Metral Drive,COMPLETED,49.229405,-124.0421047,https://www.nanaimo.ca/whatsbuilding/folder/DP001084,TYPE: Development Permit   SUBJECT: 6304 Metral Drive   STATUS: COMPLETED
RA000387,Development,Rezoning Application,311 Selby Street,COMPLETED,49.1647689,-123.942886,https://www.nanaimo.ca/whatsbuilding/folder/RA000387,TYPE: Rezoning Application   SUBJECT: 311 Selby Street   STATUS: COMPLETED
CA000006,Development,Covenant Amendment,6975  Island Highway North,COMPLETED,49.2401234,-124.0576146,https://www.nanaimo.ca/whatsbuilding/folder/CA000006,TYPE: Covenant Amendment   SUBJECT: 6975  Island Highway North   STATUS: COMPLETED
BOV00696,Development,Board of Variance,244 Emery Way,COMPLETED,49.174845,-123.9639652,https://www.nanaimo.ca/whatsbuilding/folder/BOV00696,TYPE: Board of Variance   SUBJECT: 244 Emery Way   STATUS: COMPLETED
DVP00333,Development,Development Variance Permit,650 Wakesiah Avenue,COMPLETED,49.1516356,-123.9607712,https://www.nanaimo.ca/whatsbuilding/folder/DVP00333,TYPE: Development Variance Permit   SUBJECT: 650 Wakesiah Avenue   STATUS: COMPLETED
DP001085,Development,Development Permit,2020 Estevan Road,COMPLETED,49.189903,-123.9622711,https://www.nanaimo.ca/whatsbuilding/folder/DP001085,TYPE: Development Permit   SUBJECT: 2020 Estevan Road   STATUS: COMPLETED
DP001086,Development,Development Permit,1100 Maughan Road,COMPLETED,49.1350689,-123.8694219,https://www.nanaimo.ca/whatsbuilding/folder/DP001086,TYPE: Development Permit   SUBJECT: 1100 Maughan Road   STATUS: COMPLETED
DVP00334,Development,Development Variance Permit,101 Linley Road,COMPLETED,49.2188069,-123.9552935,https://www.nanaimo.ca/whatsbuilding/folder/DVP00334,TYPE: Development Variance Permit   SUBJECT: 101 Linley Road   STATUS: COMPLETED
LA000128,Development,Liquor Licence Application,940 Old Victoria Road  Unit 2,COMPLETED,49.1420279,-123.9305164,https://www.nanaimo.ca/whatsbuilding/folder/LA000128,TYPE: Liquor Licence Application   SUBJECT: 940 Old Victoria Road  Unit 2   STATUS: COMPLETED
RA000388,Development,Rezoning Application,2202 Meredith Road,COMPLETED,49.1886485,-123.9912466,https://www.nanaimo.ca/whatsbuilding/folder/RA000388,TYPE: Rezoning Application   SUBJECT: 2202 Meredith Road   STATUS: COMPLETED
DP001087,Development,Development Permit,1875 Boxwood Road,COMPLETED,49.1824835,-123.9862011,https://www.nanaimo.ca/whatsbuilding/folder/DP001087,TYPE: Development Permit   SUBJECT: 1875 Boxwood Road   STATUS: COMPLETED
CA000007,Development,Covenant Amendment,4745 Ledgerwood Road,COMPLETED,49.2098877,-124.0312348,https://www.nanaimo.ca/whatsbuilding/folder/CA000007,TYPE: Covenant Amendment   SUBJECT: 4745 Ledgerwood Road   STATUS: COMPLETED
DP001088,Development,Development Permit,3425 Uplands Drive,COMPLETED,49.2146348,-124.0004958,https://www.nanaimo.ca/whatsbuilding/folder/DP001088,TYPE: Development Permit   SUBJECT: 3425 Uplands Drive   STATUS: COMPLETED
DP001089,Development,Development Permit,285 Rosehill Street,COMPLETED,49.1760072,-123.9463553,https://www.nanaimo.ca/whatsbuilding/folder/DP001089,TYPE: Development Permit   SUBJECT: 285 Rosehill Street   STATUS: COMPLETED
DP001090,Development,Development Permit,1726 Kerrisdale Road,COMPLETED,49.1822745,-123.9824926,https://www.nanaimo.ca/whatsbuilding/folder/DP001090,TYPE: Development Permit   SUBJECT: 1726 Kerrisdale Road   STATUS: COMPLETED
DVP00335,Development,Development Variance Permit,191 King Road,COMPLETED,49.1677104,-123.9837228,https://www.nanaimo.ca/whatsbuilding/folder/DVP00335,TYPE: Development Variance Permit   SUBJECT: 191 King Road   STATUS: COMPLETED
DP001091,Development,Development Permit,1030 Old Victoria Road,ACTIVE,49.1389607,-123.9272643,https://www.nanaimo.ca/whatsbuilding/folder/DP001091,TYPE: Development Permit   SUBJECT: 1030 Old Victoria Road   STATUS: ACTIVE
DP001092,Development,Development Permit,1629 Bowen Road,COMPLETED,49.179147,-123.9763515,https://www.nanaimo.ca/whatsbuilding/folder/DP001092,TYPE: Development Permit   SUBJECT: 1629 Bowen Road   STATUS: COMPLETED
RA000389,Development,Rezoning Application,77 Chapel Street,COMPLETED,49.1681396,-123.9381744,https://www.nanaimo.ca/whatsbuilding/folder/RA000389,TYPE: Rezoning Application   SUBJECT: 77 Chapel Street   STATUS: COMPLETED
DVP00337,Development,Development Variance Permit,5341 Dunster Road,COMPLETED,49.2137399,-124.040062,https://www.nanaimo.ca/whatsbuilding/folder/DVP00337,TYPE: Development Variance Permit   SUBJECT: 5341 Dunster Road   STATUS: COMPLETED
RA000390,Development,Rezoning Application,215 Sabiston Street,COMPLETED,49.1550418,-123.9317047,https://www.nanaimo.ca/whatsbuilding/folder/RA000390,TYPE: Rezoning Application   SUBJECT: 215 Sabiston Street   STATUS: COMPLETED
DVP00338,Development,Development Variance Permit,2454 Rosstown Road,COMPLETED,49.1958154,-124.0040231,https://www.nanaimo.ca/whatsbuilding/folder/DVP00338,TYPE: Development Variance Permit   SUBJECT: 2454 Rosstown Road   STATUS: COMPLETED
CA000008,Development,Covenant Amendment,5180 Universal Place,ACTIVE,49.2301664,-123.9920773,https://www.nanaimo.ca/whatsbuilding/folder/CA000008,TYPE: Covenant Amendment   SUBJECT: 5180 Universal Place   STATUS: ACTIVE
DVP00339,Development,Development Variance Permit,383 Hillcrest Avenue,COMPLETED,49.1598622,-123.9600073,https://www.nanaimo.ca/whatsbuilding/folder/DVP00339,TYPE: Development Variance Permit   SUBJECT: 383 Hillcrest Avenue   STATUS: COMPLETED
DVP00340,Development,Development Variance Permit,1305 Waddington Rd,COMPLETED,49.1838153,-123.9630504,https://www.nanaimo.ca/whatsbuilding/folder/DVP00340,TYPE: Development Variance Permit   SUBJECT: 1305 Waddington Rd   STATUS: COMPLETED
DVP00341,Development,Development Variance Permit,5901 Hammond Bay Road,COMPLETED,49.2335435,-124.0212813,https://www.nanaimo.ca/whatsbuilding/folder/DVP00341,TYPE: Development Variance Permit   SUBJECT: 5901 Hammond Bay Road   STATUS: COMPLETED
DP001093,Development,Development Permit,4775 Uplands Drive,COMPLETED,49.2224079,-124.0323005,https://www.nanaimo.ca/whatsbuilding/folder/DP001093,TYPE: Development Permit   SUBJECT: 4775 Uplands Drive   STATUS: COMPLETED
DVP00342,Development,Development Variance Permit,1837 Cinnabar Drive,CANCELLED,49.1096404,-123.9325732,https://www.nanaimo.ca/whatsbuilding/folder/DVP00342,TYPE: Development Variance Permit   SUBJECT: 1837 Cinnabar Drive   STATUS: CANCELLED
DP001094,Development,Development Permit,555 Milton Street,ACTIVE,49.1591629,-123.9398847,https://www.nanaimo.ca/whatsbuilding/folder/DP001094,TYPE: Development Permit   SUBJECT: 555 Milton Street   STATUS: ACTIVE
DP001095,Development,Development Permit,575 Milton Street,ACTIVE,49.1589089,-123.9389388,https://www.nanaimo.ca/whatsbuilding/folder/DP001095,TYPE: Development Permit   SUBJECT: 575 Milton Street   STATUS: ACTIVE
RA000391,Development,Rezoning Application,4461 Wellington Road,ACTIVE,49.2074858,-124.0263079,https://www.nanaimo.ca/whatsbuilding/folder/RA000391,TYPE: Rezoning Application   SUBJECT: 4461 Wellington Road   STATUS: ACTIVE
RA000392,Development,Rezoning Application,580 St Andrews Street,COMPLETED,49.1804713,-123.9542242,https://www.nanaimo.ca/whatsbuilding/folder/RA000392,TYPE: Rezoning Application   SUBJECT: 580 St Andrews Street   STATUS: COMPLETED
DP001096,Development,Development Permit,1217 Manzanita Place,COMPLETED,49.2142499,-123.9903077,https://www.nanaimo.ca/whatsbuilding/folder/DP001096,TYPE: Development Permit   SUBJECT: 1217 Manzanita Place   STATUS: COMPLETED
DVP00343,Development,Development Variance Permit,110 and 114 Fry Street,COMPLETED,49.1593975,-123.9304162,https://www.nanaimo.ca/whatsbuilding/folder/DVP00343,TYPE: Development Variance Permit   SUBJECT: 110 and 114 Fry Street   STATUS: COMPLETED
DVP00344,Development,Development Variance Permit,5865 Turner Road,COMPLETED,49.2221194,-124.0395744,https://www.nanaimo.ca/whatsbuilding/folder/DVP00344,TYPE: Development Variance Permit   SUBJECT: 5865 Turner Road   STATUS: COMPLETED
DVP00345,Development,Development Variance Permit,6142 Dennie Lane,COMPLETED,49.2237756,-124.047477,https://www.nanaimo.ca/whatsbuilding/folder/DVP00345,TYPE: Development Variance Permit   SUBJECT: 6142 Dennie Lane   STATUS: COMPLETED
DVP00346,Development,Development Variance Permit,2340 Wild Dove Road,COMPLETED,49.197217,-124.0193774,https://www.nanaimo.ca/whatsbuilding/folder/DVP00346,TYPE: Development Variance Permit   SUBJECT: 2340 Wild Dove Road   STATUS: COMPLETED
DP001097,Development,Development Permit,1855 Boxwood Road,COMPLETED,49.1814906,-123.9837245,https://www.nanaimo.ca/whatsbuilding/folder/DP001097,TYPE: Development Permit   SUBJECT: 1855 Boxwood Road   STATUS: COMPLETED
LA000130,Development,Liquor Licence Application,Koncept Night Club- Structural Change,COMPLETED,49.1659014,-123.9372197,https://www.nanaimo.ca/whatsbuilding/folder/LA000130,TYPE: Liquor Licence Application   SUBJECT: Koncept Night Club- Structural Change   STATUS: COMPLETED
DP001098,Development,Development Permit,2660 Randle Road,COMPLETED,49.2020708,-123.9701254,https://www.nanaimo.ca/whatsbuilding/folder/DP001098,TYPE: Development Permit   SUBJECT: 2660 Randle Road   STATUS: COMPLETED
DVP00348,Development,Development Variance Permit,6470 Ptarmigan Way,COMPLETED,49.247521,-124.0467942,https://www.nanaimo.ca/whatsbuilding/folder/DVP00348,TYPE: Development Variance Permit   SUBJECT: 6470 Ptarmigan Way   STATUS: COMPLETED
DP001099,Development,Development Permit,1200 Dufferin Crescent,COMPLETED,49.185232,-123.9688481,https://www.nanaimo.ca/whatsbuilding/folder/DP001099,TYPE: Development Permit   SUBJECT: 1200 Dufferin Crescent   STATUS: COMPLETED
DP001100,Development,Development Permit,65 Pryde Ave,COMPLETED,49.1785373,-123.9730571,https://www.nanaimo.ca/whatsbuilding/folder/DP001100,TYPE: Development Permit   SUBJECT: 65 Pryde Ave   STATUS: COMPLETED
DP001101,Development,Development Permit,3589 Shenton Rd,ON HOLD,49.2042095,-124.0089376,https://www.nanaimo.ca/whatsbuilding/folder/DP001101,TYPE: Development Permit   SUBJECT: 3589 Shenton Rd   STATUS: ON HOLD
CA000009,Development,Covenant Amendment,6201 Oliver Road,COMPLETED,49.221009,-124.0305541,https://www.nanaimo.ca/whatsbuilding/folder/CA000009,TYPE: Covenant Amendment   SUBJECT: 6201 Oliver Road   STATUS: COMPLETED
DP001102,Development,Development Permit,1228 Manzanita Place,COMPLETED,49.2136666,-123.9879204,https://www.nanaimo.ca/whatsbuilding/folder/DP001102,TYPE: Development Permit   SUBJECT: 1228 Manzanita Place   STATUS: COMPLETED
DP001103,Development,Development Permit,4063 Old Slope Place,CANCELLED,49.206347,-124.0341663,https://www.nanaimo.ca/whatsbuilding/folder/DP001103,TYPE: Development Permit   SUBJECT: 4063 Old Slope Place   STATUS: CANCELLED
DP001104,Development,Development Permit,1045 Harewood Mines Road,COMPLETED,49.1394724,-123.9634404,https://www.nanaimo.ca/whatsbuilding/folder/DP001104,TYPE: Development Permit   SUBJECT: 1045 Harewood Mines Road   STATUS: COMPLETED
LA000131,Development,Liquor Licence Application,100 Port Drive (Helijet),COMPLETED,49.1611639,-123.9248609,https://www.nanaimo.ca/whatsbuilding/folder/LA000131,TYPE: Liquor Licence Application   SUBJECT: 100 Port Drive (Helijet)   STATUS: COMPLETED
OCP00089,Development,Official Community Plan Amendment,388 Machleary Street,ACTIVE,49.1619947,-123.9460195,https://www.nanaimo.ca/whatsbuilding/folder/OCP00089,TYPE: Official Community Plan Amendment   SUBJECT: 388 Machleary Street   STATUS: ACTIVE
DVP00350,Development,Development Variance Permit,5536 Noye Road,COMPLETED,49.2179497,-124.0423079,https://www.nanaimo.ca/whatsbuilding/folder/DVP00350,TYPE: Development Variance Permit   SUBJECT: 5536 Noye Road   STATUS: COMPLETED
BOV00699,Development,Board of Variance,900 St Andrews,COMPLETED,49.1805609,-123.9610103,https://www.nanaimo.ca/whatsbuilding/folder/BOV00699,TYPE: Board of Variance   SUBJECT: 900 St Andrews   STATUS: COMPLETED
DVP00351,Development,Development Variance Permit,2178 Lancashire Avenue,COMPLETED,49.1911943,-123.9808742,https://www.nanaimo.ca/whatsbuilding/folder/DVP00351,TYPE: Development Variance Permit   SUBJECT: 2178 Lancashire Avenue   STATUS: COMPLETED
DVP00352,Development,Development Variance Permit,5030 Hammond Bay Road,COMPLETED,49.2325226,-123.9893521,https://www.nanaimo.ca/whatsbuilding/folder/DVP00352,TYPE: Development Variance Permit   SUBJECT: 5030 Hammond Bay Road   STATUS: COMPLETED
DVP00353,Development,Development Variance Permit,5414 Bayshore Dr,COMPLETED,49.237483,-124.0027952,https://www.nanaimo.ca/whatsbuilding/folder/DVP00353,TYPE: Development Variance Permit   SUBJECT: 5414 Bayshore Dr   STATUS: COMPLETED
DP001105,Development,Development Permit,2700 Norwell Drive,COMPLETED,49.2047675,-124.0010783,https://www.nanaimo.ca/whatsbuilding/folder/DP001105,TYPE: Development Permit   SUBJECT: 2700 Norwell Drive   STATUS: COMPLETED
DVP00354,Development,Development Variance Permit,703 Hecate Street,COMPLETED,49.1584833,-123.9383726,https://www.nanaimo.ca/whatsbuilding/folder/DVP00354,TYPE: Development Variance Permit   SUBJECT: 703 Hecate Street   STATUS: COMPLETED
DP001106,Development,Development Permit,1870 Boxwood Road,COMPLETED,49.1823132,-123.9844007,https://www.nanaimo.ca/whatsbuilding/folder/DP001106,TYPE: Development Permit   SUBJECT: 1870 Boxwood Road   STATUS: COMPLETED
DVP00356,Development,Development Variance Permit,4285 Jingle Pot Road,COMPLETED,49.2052363,-124.0227711,https://www.nanaimo.ca/whatsbuilding/folder/DVP00356,TYPE: Development Variance Permit   SUBJECT: 4285 Jingle Pot Road   STATUS: COMPLETED
TUP00022,Development,Temporary Use Permit,1680 Northfield Road,COMPLETED,49.192163,-123.9763822,https://www.nanaimo.ca/whatsbuilding/folder/TUP00022,TYPE: Temporary Use Permit   SUBJECT: 1680 Northfield Road   STATUS: COMPLETED
DP001107,Development,Development Permit,5351 Redmond Road  5400 Dewar Road  151 Royal Pacific Way,COMPLETED,49.2313643,-124.001471,https://www.nanaimo.ca/whatsbuilding/folder/DP001107,TYPE: Development Permit   SUBJECT: 5351 Redmond Road  5400 Dewar Road  151 Royal Pacific Way   STATUS: COMPLETED
DP001108,Development,Development Permit,1865 Boxwood Road,COMPLETED,49.1818948,-123.9884558,https://www.nanaimo.ca/whatsbuilding/folder/DP001108,TYPE: Development Permit   SUBJECT: 1865 Boxwood Road   STATUS: COMPLETED
DVP00358,Development,Development Variance Permit,4461 Wellington Road,COMPLETED,49.2074858,-124.0263079,https://www.nanaimo.ca/whatsbuilding/folder/DVP00358,TYPE: Development Variance Permit   SUBJECT: 4461 Wellington Road   STATUS: COMPLETED
DP001109,Development,Development Permit,940 Hecate Street,COMPLETED,49.1571097,-123.9400171,https://www.nanaimo.ca/whatsbuilding/folder/DP001109,TYPE: Development Permit   SUBJECT: 940 Hecate Street   STATUS: COMPLETED
CA000010,Development,Covenant Amendment,1371 Stewart Avenue,COMPLETED,49.1845965,-123.9479352,https://www.nanaimo.ca/whatsbuilding/folder/CA000010,TYPE: Covenant Amendment   SUBJECT: 1371 Stewart Avenue   STATUS: COMPLETED
DVP00359,Development,Development Variance Permit,380 Fifth Street,COMPLETED,49.155386,-123.9469436,https://www.nanaimo.ca/whatsbuilding/folder/DVP00359,TYPE: Development Variance Permit   SUBJECT: 380 Fifth Street   STATUS: COMPLETED
BOV00700,Development,Board of Variance,3712 Polaris Drive,COMPLETED,49.2268207,-123.9535807,https://www.nanaimo.ca/whatsbuilding/folder/BOV00700,TYPE: Board of Variance   SUBJECT: 3712 Polaris Drive   STATUS: COMPLETED
DVP00360,Development,Development Variance Permit,422 Howard Avenue,COMPLETED,49.1582598,-123.9550594,https://www.nanaimo.ca/whatsbuilding/folder/DVP00360,TYPE: Development Variance Permit   SUBJECT: 422 Howard Avenue   STATUS: COMPLETED
DP001110,Development,Development Permit,450 Wentworth Street,COMPLETED,49.1671619,-123.9431236,https://www.nanaimo.ca/whatsbuilding/folder/DP001110,TYPE: Development Permit   SUBJECT: 450 Wentworth Street   STATUS: COMPLETED
DVP00361,Development,Development Variance Permit,3680 Lagoon Road,COMPLETED,49.2257632,-123.9527661,https://www.nanaimo.ca/whatsbuilding/folder/DVP00361,TYPE: Development Variance Permit   SUBJECT: 3680 Lagoon Road   STATUS: COMPLETED
DP001111,Development,Development Permit,2202 Meredith Road,COMPLETED,49.1886485,-123.9912466,https://www.nanaimo.ca/whatsbuilding/folder/DP001111,TYPE: Development Permit   SUBJECT: 2202 Meredith Road   STATUS: COMPLETED
DVP00362,Development,Development Variance Permit,424 Wesley Street,COMPLETED,49.1633167,-123.9388345,https://www.nanaimo.ca/whatsbuilding/folder/DVP00362,TYPE: Development Variance Permit   SUBJECT: 424 Wesley Street   STATUS: COMPLETED
BOV00701,Development,Board of Variance,4884 Blue Jay Trail,DENIED,49.2284265,-123.9867146,https://www.nanaimo.ca/whatsbuilding/folder/BOV00701,TYPE: Board of Variance   SUBJECT: 4884 Blue Jay Trail   STATUS: DENIED
BOV00703,Development,Board of Variance,250 Pine Street,COMPLETED,49.1648539,-123.950032,https://www.nanaimo.ca/whatsbuilding/folder/BOV00703,TYPE: Board of Variance   SUBJECT: 250 Pine Street   STATUS: COMPLETED
BOV00702,Development,Board of Variance,34 Lebarz Road,COMPLETED,49.1189237,-123.919404,https://www.nanaimo.ca/whatsbuilding/folder/BOV00702,TYPE: Board of Variance   SUBJECT: 34 Lebarz Road   STATUS: COMPLETED
LA000134,Development,Liquor Licence Application,1630 East Wellington Road,COMPLETED,49.1810796,-123.9767401,https://www.nanaimo.ca/whatsbuilding/folder/LA000134,TYPE: Liquor Licence Application   SUBJECT: 1630 East Wellington Road   STATUS: COMPLETED
RA000397,Development,Rezoning Application,4900 Island Highway North,ACTIVE,49.2133282,-124.027389,https://www.nanaimo.ca/whatsbuilding/folder/RA000397,TYPE: Rezoning Application   SUBJECT: 4900 Island Highway North   STATUS: ACTIVE
RA000398,Development,Rezoning Application,307 Hillcrest Ave; 308 and 326 Wakesiah Avenue,ACTIVE,49.1615557,-123.9605767,https://www.nanaimo.ca/whatsbuilding/folder/RA000398,TYPE: Rezoning Application   SUBJECT: 307 Hillcrest Ave; 308 and 326 Wakesiah Avenue   STATUS: ACTIVE
DP001112,Development,Development Permit,5683 Linley Valley Drive,COMPLETED,49.2258844,-124.0121156,https://www.nanaimo.ca/whatsbuilding/folder/DP001112,TYPE: Development Permit   SUBJECT: 5683 Linley Valley Drive   STATUS: COMPLETED
RA000399,Development,Rezoning Application,1534 Extension Road,ACTIVE,49.1209716,-123.9219595,https://www.nanaimo.ca/whatsbuilding/folder/RA000399,TYPE: Rezoning Application   SUBJECT: 1534 Extension Road   STATUS: ACTIVE
RA000400,Development,Rezoning Application,1300 Junction Avenue,ACTIVE,49.1304063,-123.9253024,https://www.nanaimo.ca/whatsbuilding/folder/RA000400,TYPE: Rezoning Application   SUBJECT: 1300 Junction Avenue   STATUS: ACTIVE
BOV00704,Development,Board of Variance,5941 Stillwater Way,COMPLETED,49.2233936,-124.028105,https://www.nanaimo.ca/whatsbuilding/folder/BOV00704,TYPE: Board of Variance   SUBJECT: 5941 Stillwater Way   STATUS: COMPLETED
DP001113,Development,Development Permit,6361 Hammond Bay Road,COMPLETED,49.2335524,-124.0427747,https://www.nanaimo.ca/whatsbuilding/folder/DP001113,TYPE: Development Permit   SUBJECT: 6361 Hammond Bay Road   STATUS: COMPLETED
BOV00705,Development,Board of Variance,312 Dorchester Place,COMPLETED,49.1626461,-123.9825526,https://www.nanaimo.ca/whatsbuilding/folder/BOV00705,TYPE: Board of Variance   SUBJECT: 312 Dorchester Place   STATUS: COMPLETED
BOV00706,Development,Board of Variance,431 Heron Place,COMPLETED,49.2136523,-124.0146802,https://www.nanaimo.ca/whatsbuilding/folder/BOV00706,TYPE: Board of Variance   SUBJECT: 431 Heron Place   STATUS: COMPLETED
DP001114,Development,Development Permit,4800 Cedar Ridge Place,ACTIVE,49.2150003,-124.0218731,https://www.nanaimo.ca/whatsbuilding/folder/DP001114,TYPE: Development Permit   SUBJECT: 4800 Cedar Ridge Place   STATUS: ACTIVE
BOV00707,Development,Board of Variance,154 Royal Pacific Way,COMPLETED,49.2317033,-124.001402,https://www.nanaimo.ca/whatsbuilding/folder/BOV00707,TYPE: Board of Variance   SUBJECT: 154 Royal Pacific Way   STATUS: COMPLETED
DP001115,Development,Development Permit,615 and 699 Harewood Road,COMPLETED,49.1526302,-123.9607896,https://www.nanaimo.ca/whatsbuilding/folder/DP001115,TYPE: Development Permit   SUBJECT: 615 and 699 Harewood Road   STATUS: COMPLETED
DVP00363,Development,Development Variance Permit,1 Port Drive,COMPLETED,49.164294,-123.9298934,https://www.nanaimo.ca/whatsbuilding/folder/DVP00363,TYPE: Development Variance Permit   SUBJECT: 1 Port Drive   STATUS: COMPLETED
DP001116,Development,Development Permit,3401 Barrington Road,COMPLETED,49.2140961,-123.9829994,https://www.nanaimo.ca/whatsbuilding/folder/DP001116,TYPE: Development Permit   SUBJECT: 3401 Barrington Road   STATUS: COMPLETED
