"þÿ""School #""",School name,Division Name,Division Code,Address Line 1,Address Line 2,city,postalCode,email,infoString,gradeString,trackString,fax,phone,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3
2116,ASHERN EARLY YEARS SCHOOL,LAKESHORE SCHOOL DIVISION,149,BOX 1400,,ASHERN,R0C 0E0,ashernearly@lakeshoresd.mb.ca,(  4)-2116-0149, K-4, ,2047683656.0,2047682625,0,1,1,0,0
1123,BROAD VALLEY COLONY SCHOOL,LAKESHORE SCHOOL DIVISION,149,BROAD VALLEY COLONY,BOX 8,POPLARFIELD,R0C 2N0,kochanw@lakeshoresd.mb.ca,(  3)-1123-0149, K-12, ,2043728573.0,2043728573,0,1,1,1,1
1116,ERIKSDALE SCHOOL,LAKESHORE SCHOOL DIVISION,149,BOX 179,,ERIKSDALE,R0C 0W0,eriksdale@lakeshoresd.mb.ca,( 14)-1116-0149, K-8, ,2047392735.0,2047392635,0,1,1,1,0
1765,FISHER BRANCH COLLEGIATE,LAKESHORE SCHOOL DIVISION,149,BOX 250,,FISHER BRANCH,R0C 0Z0,fbci@lakeshoresd.mb.ca,( 12)-1765-0149, 5-12, ,2043726363.0,2043726459,0,0,1,1,1
1424,FISHER BRANCH EARLY YEARS SCHOOL,LAKESHORE SCHOOL DIVISION,149,BOX 355,,FISHER BRANCH,R0C 0Z0,fbeys@lakeshoresd.mb.ca,(  5)-1424-0149, K-4, ,2043726100.0,2043726615,0,1,1,0,0
1612,INWOOD SCHOOL,LAKESHORE SCHOOL DIVISION,149,BOX 220,,INWOOD,R0C 1P0,inwood@lakeshoresd.mb.ca,(  4)-1612-0149, K-12, ,2042783208.0,2042783347,0,1,1,1,1
1130,LUNDAR SCHOOL,LAKESHORE SCHOOL DIVISION,149,BOX 602,,LUNDAR,R0C 1Y0,lundar@lakeshoresd.mb.ca,( 12)-1130-0149, K-12, ,2047625942.0,2047625610,0,1,1,1,1
1168,MARBLE RIDGE COLONY SCHOOL,LAKESHORE SCHOOL DIVISION,149,MARBLE RIDGE COLONY,BOX 310,HODGSON,R0C 1N0,kochanw@lakeshoresd.mb.ca,(  3)-1168-0149, K-12, ,2043728830.0,2043728830,0,1,1,1,1
1483,CENTENNIAL SCHOOL,LORD SELKIRK SCHOOL DIVISION,154,19 CENTENNIAL AVENUE,,SELKIRK,R1A 0C8,centennial-sch@lssd.ca,( 14)-1483-0154, K-6, ,2047852209.0,2044823265,0,1,1,0,0
1040,DAERWOOD SCHOOL,LORD SELKIRK SCHOOL DIVISION,154,211 MAIN STREET,,SELKIRK,R1A 1R7,daerwood-sch@lssd.ca,( 29)-1040-0154, K-6, ,2044823033.0,2044824326,0,1,1,0,0
2256,EAST SELKIRK MIDDLE SCHOOL,LORD SELKIRK SCHOOL DIVISION,154,BOX 310,1140 STRATHCONA ROAD,EAST SELKIRK,R0E 0M0,esms@lssd.ca,( 28)-2256-0154, 5-9, ,2047852465.0,2047852036,0,0,1,1,0
2083,ÉCOLE BONAVENTURE,LORD SELKIRK SCHOOL DIVISION,154,516A AVENUE STANLEY,,SELKIRK,R1A 0S1,bonaventure-sch@lssd.ca,( 19)-2083-0154, M-6, IM,2044828370.0,2047858284,0,1,1,0,0
1181,HAPPY THOUGHT SCHOOL,LORD SELKIRK SCHOOL DIVISION,154,BOX 6  GROUP 35  RR1,,EAST SELKIRK,R0E 0M0,hts@lssd.ca,( 27)-1181-0154, K-4, ,2047852872.0,2044824521,0,1,1,0,0
1657,LOCKPORT SCHOOL,LORD SELKIRK SCHOOL DIVISION,154,129 LOCKPORT ROAD,,LOCKPORT,R1A 3H6,lockport-school@lssd.ca,( 25)-1657-0154, 7-9, ,2047572624.0,2047579881,0,0,0,1,0
1641,LORD SELKIRK REGIONAL SECONDARY,LORD SELKIRK SCHOOL DIVISION,154,221 MERCY STREET,,SELKIRK,R1A 2C8,lsrcss@lssd.ca,( 77)-1641-0154, 10-12, IM,2047852571.0,2044826926,0,0,0,0,1
1598,MAPLETON SCHOOL,LORD SELKIRK SCHOOL DIVISION,154,112 CALDER ROAD,,SELKIRK,R1A 4B5,mapleton-school@lssd.ca,( 12)-1598-0154, K-6, ,2044826771.0,2044824409,0,1,1,0,0
2111,NETLEY SCHOOL,LORD SELKIRK SCHOOL DIVISION,154,BOX 100,,PETERSFIELD,R0C 2L0,netley-school@lssd.ca,(  3)-2111-0154, K-12, ,2047384697.0,2047384630,0,1,1,1,1
1897,ROBERT SMITH ELEMENTARY,LORD SELKIRK SCHOOL DIVISION,154,300 SOPHIA STREET,,SELKIRK,R1A 2E2,robertsmith-sch@lssd.ca,( 20)-1897-0154, K-6, ,2044828240.0,2044823677,0,1,1,0,0
1799,RUTH HOOKER SCHOOL,LORD SELKIRK SCHOOL DIVISION,154,430 MORRIS AVENUE,,SELKIRK,R1A 1B4,ruth-hooker-sch@lssd.ca,( 14)-1799-0154, K-6, ,2044823078.0,2044823614,0,1,1,0,0
1835,SELKIRK JUNIOR HIGH,LORD SELKIRK SCHOOL DIVISION,154,516 STANLEY AVENUE,,SELKIRK,R1A 0S1,sjh-school@lssd.ca,( 35)-1835-0154, 7-9, IM,2044821248.0,2047858514,0,0,0,1,0
1640,ST. ANDREWS SCHOOL,LORD SELKIRK SCHOOL DIVISION,154,8 ST. ANDREWS ROAD,,ST. ANDREWS,R1A 2Y1,st.andrews-sch@lssd.ca,( 31)-1640-0154, K-6, ,2043343148.0,2043346083,0,1,1,0,0
1343,WALTER WHYTE SCHOOL,LORD SELKIRK SCHOOL DIVISION,154,BOX 189,,GRAND MARAIS,R0E 0T0,wwhyte@lssd.ca,( 12)-1343-0154, K-9, ,2047542194.0,2047542240,0,1,1,1,0
1288,WILLIAM S. PATTERSON SCHOOL,LORD SELKIRK SCHOOL DIVISION,154,BOX 100,,CLANDEBOYE,R0C 0P0,wm.spatt@lssd.ca,( 11)-1288-0154, K-6, ,2047382574.0,2047384700,0,1,1,0,0
1136,ARCHWOOD SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,800 ARCHIBALD STREET,,WINNIPEG,R2J 0Y4,,( 18)-1136-0186, K-8, ,2042337989.0,2042337983,0,1,1,1,0
1878,COLLÈGE BÉLIVEAU,LOUIS RIEL SCHOOL DIVISION,186,296 CHEMIN SPEERS,,WINNIPEG,R2J 1M7,,( 36)-1878-0186, 7-12, IM,2042550692.0,2042553205,0,0,0,1,1
2027,COLLÈGE JEANNE-SAUVÉ,LOUIS RIEL SCHOOL DIVISION,186,1128 RUE DAKOTA,,WINNIPEG,R2N 3T8,,( 42)-2027-0186, 9-12, IM,2042560867.0,2042570124,0,0,0,1,1
1823,DAKOTA COLLEGIATE,LOUIS RIEL SCHOOL DIVISION,186,661 DAKOTA STREET,,WINNIPEG,R2M 3K3,,( 68)-1823-0186, 9-12, ,2042574347.0,2042564366,0,0,0,1,1
1441,DARWIN SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,175 DARWIN STREET,,WINNIPEG,R2M 4A9,,( 22)-1441-0186, K-8, ,2042571605.0,2042572904,0,1,1,1,0
1589,DR. D. W. PENNER SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,121 HAZELWOOD CRESCENT,,WINNIPEG,R2M 4E4,,( 12)-1589-0186, K-6, ,2042553969.0,2042561135,0,1,1,0,0
1855,ÉCOLE GEORGE MCDOWELL,LOUIS RIEL SCHOOL DIVISION,186,366 CHEMIN PADDINGTON,,WINNIPEG,R2N 1R1,,( 23)-1855-0186, 6-8, IM,2042565371.0,2042531492,0,0,1,1,0
1404,ÉCOLE GUYOT,LOUIS RIEL SCHOOL DIVISION,186,400 CROISSANT WILLOW LAKE,,WINNIPEG,R2J 3K2,,( 23)-1404-0186, M-6, IM,2042572542.0,2042572540,0,1,1,0,0
1492,ÉCOLE HENRI-BERGERON,LOUIS RIEL SCHOOL DIVISION,186,363 CROISSANT ENFIELD,,WINNIPEG,R2H 1C6,,( 16)-1492-0186, 4-8, IM,2042333149.0,2042337079,0,0,1,1,0
1790,ÉCOLE HOWDEN,LOUIS RIEL SCHOOL DIVISION,186,150 CHEMIN HOWDEN,,WINNIPEG,R2J 1L3,,( 20)-1790-0186, M-6, IM,2042573244.0,2042570656,0,1,1,0,0
2100,ÉCOLE JULIE-RIEL,LOUIS RIEL SCHOOL DIVISION,186,316 RUE ASHWORTH,,WINNIPEG,R2N 2L7,,( 25)-2100-0186, M-5, IM,2042536120.0,2042532363,0,1,1,0,0
1018,ÉCOLE MARIE-ANNE-GABOURY,LOUIS RIEL SCHOOL DIVISION,186,95 RUE PULBERRY,,WINNIPEG,R2M 3X5,,( 29)-1018-0186, M-8, IM,2042555541.0,2042539704,0,1,1,1,0
1016,ÉCOLE PROVENCHER,LOUIS RIEL SCHOOL DIVISION,186,320 AVENUE DE LA CATHÉDRALE,,WINNIPEG,R2H 0J4,,( 20)-1016-0186, M-3, IM,2042333086.0,2042330222,0,1,1,0,0
2310,ÉCOLE SAGE CREEK SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,315 SAGE CREEK BLVD,,WINNIPEG,R3X 0G4,,( 46)-2310-0186, K-8, IM,2042538044.0,2042538199,0,1,1,1,0
1965,ÉCOLE SAINT-GERMAIN,LOUIS RIEL SCHOOL DIVISION,186,77 CHEMIN JOHN FORSYTH,,WINNIPEG,R2N 1R3,,( 29)-1965-0186, M-5, IM,2042537981.0,2042540120,0,1,1,0,0
1986,ÉCOLE VAN BELLEGHEM,LOUIS RIEL SCHOOL DIVISION,186,10 CHEMIN VERMILLION,,WINNIPEG,R2J 2T1,,( 25)-1986-0186, M-8, IM,2042551160.0,2042551134,0,1,1,1,0
1366,ÉCOLE VARENNES,LOUIS RIEL SCHOOL DIVISION,186,22 AVENUE VARENNES,,WINNIPEG,R2M 0N1,,( 26)-1366-0186, M-8, IM,2042537202.0,2042531375,0,1,1,1,0
1128,FRONTENAC SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,866 AUTUMNWOOD DRIVE,,WINNIPEG,R2J 1C1,,( 33)-1128-0186, K-8, ,2042577390.0,2042570609,0,1,1,1,0
1039,GENERAL VANIER SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,18 LOMOND BOULEVARD,,WINNIPEG,R2J 1Y2,,( 23)-1039-0186, K-8, ,2042551442.0,2042551400,0,1,1,1,0
1530,GLENLAWN COLLEGIATE,LOUIS RIEL SCHOOL DIVISION,186,770 ST. MARY'S ROAD,,WINNIPEG,R2M 3N7,,( 73)-1530-0186, 9-12, ,2042339212.0,2042333986,0,0,0,1,1
1336,GLENWOOD SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,51 BLENHEIM AVENUE,,WINNIPEG,R2M 0H9,,( 13)-1336-0186, K-8, ,2042350616.0,2042333619,0,1,1,1,0
2020,H. S. PAUL SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,160 SOUTHGLEN BOULEVARD,,WINNIPEG,R2N 3J3,,( 28)-2020-0186, K-8, ,2042559093.0,2042547477,0,1,1,1,0
1017,HASTINGS SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,50 HASTINGS BOULEVARD,,WINNIPEG,R2M 3X5,,( 22)-1017-0186, K-8, ,2042567954.0,2042531371,0,1,1,1,0
2062,HIGHBURY SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,99 HIGHBURY ROAD,,WINNIPEG,R2N 2N5,,( 33)-2062-0186, K-8, ,2042535333.0,2042545078,0,1,1,1,0
2152,ISLAND LAKES COMMUNITY SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,445 ISLAND SHORE BLVD.,,WINNIPEG,R3X 2B4,,( 26)-2152-0186, K-8, ,2042546388.0,2042546247,0,1,1,1,0
1246,J. H. BRUNS COLLEGIATE,LOUIS RIEL SCHOOL DIVISION,186,250 LAKEWOOD BOULEVARD,,WINNIPEG,R2J 3A2,,( 50)-1246-0186, 9-12, ,2042532149.0,2042572928,0,0,0,1,1
1571,LAVALLEE SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,505 ST. ANNE'S ROAD,,WINNIPEG,R2M 3E5,,( 17)-1571-0186, K-8, ,2042546716.0,2042531388,0,1,1,1,0
1171,LOUIS RIEL S.D. ARTS AND TECHNOLOGY CTR.,LOUIS RIEL SCHOOL DIVISION,186,5 DEBOURMONT AVENUE,,WINNIPEG,R2J 1J9,,( 31)-1171-0186, 11-12, ,2042310038.0,2042378951,0,0,0,0,1
1542,MARION SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,619 DESMEURONS STREET,,WINNIPEG,R2H 2R1,,( 20)-1542-0186, K-8, ,2042332894.0,2042332893,0,1,1,1,0
1156,MINNETONKA SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,200 MINNETONKA STREET,,WINNIPEG,R2M 3Y6,,( 13)-1156-0186, K-8, ,2042572614.0,2042578114,0,1,1,1,0
1833,NELSON MCINTYRE COLLEGIATE,LOUIS RIEL SCHOOL DIVISION,186,188 ST. MARY'S ROAD,,WINNIPEG,R2H 1H9,,( 36)-1833-0186, 9-12, ,2042371615.0,2042370219,0,0,0,1,1
1374,NIAKWA PLACE SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,200 PEBBLE BEACH ROAD,,WINNIPEG,R2J 3K3,,( 15)-1374-0186, K-8, ,2042570655.0,2042570640,0,1,1,1,0
1189,NORDALE SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,99 BIRCHDALE AVENUE,,WINNIPEG,R2H 1S2,,( 15)-1189-0186, K-8, ,2042371592.0,2042370202,0,1,1,1,0
1964,SAMUEL BURLAND SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,192 BURLAND AVENUE,,WINNIPEG,R2N 2T9,,( 33)-1964-0186, K-8, ,2042539125.0,2042540124,0,1,1,1,0
1782,SHAMROCK SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,831 BEAVERHILL BOULEVARD,,WINNIPEG,R2J 3K1,,( 29)-1782-0186, K-8, ,2042560588.0,2042570637,0,1,1,1,0
1421,ST. GEORGE SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,151 ST. GEORGE ROAD,,WINNIPEG,R2M 3J2,,( 27)-1421-0186, K-8, ,2042551756.0,2042532646,0,1,1,1,0
1669,VICTOR H.L. WYATT SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,485 MEADOWOOD DRIVE,,WINNIPEG,R2M 5C1,,( 24)-1669-0186, K-8, ,2042571631.0,2042557880,0,1,1,1,0
1468,VICTOR MAGER SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,81 BELIVEAU ROAD,,WINNIPEG,R2M 1S6,,( 30)-1468-0186, K-8, ,2042539007.0,2042539873,0,1,1,1,0
1607,WINDSOR PARK COLLEGIATE,LOUIS RIEL SCHOOL DIVISION,186,1015 COTTONWOOD ROAD,,WINNIPEG,R2J 1G3,,( 46)-1607-0186, 9-12, ,2042562856.0,2042567316,0,0,0,1,1
1420,WINDSOR SCHOOL,LOUIS RIEL SCHOOL DIVISION,186,80 CUNNINGTON AVENUE,,WINNIPEG,R2M 0W7,,( 24)-1420-0186, K-8, ,2042370687.0,2042374057,0,1,1,1,0
1956,MANITOBA INSTITUTE OF TRADES AND TECH.,MANITOBA INSTITUTE OF TRADES AND TECH.,125,130 HENLOW BAY,,WINNIPEG,R3Y 1G4,info@mitt.ca,( 16)-1956-0125, 11-12, ,2044884152.0,2049896500,0,0,0,0,1
1072,DAUPHIN REGIONAL COMP SECONDARY,MOUNTAIN VIEW SCHOOL DIVISION,187,330 MOUNTAIN ROAD NORTH,,DAUPHIN,R7N 2V6,sch1072@mvsd.ca,( 43)-1072-0187, 9-12, IM,2046384671.0,2046384629,0,0,0,1,1
1328,ÉCOLE MACNEILL,MOUNTAIN VIEW SCHOOL DIVISION,187,312 RUE SANDY,,DAUPHIN,R7N 0K9,,( 13)-1328-0187, M-5, IM,2046383978.0,2046383942,0,1,1,0,0
1161,ETHELBERT SCHOOL,MOUNTAIN VIEW SCHOOL DIVISION,187,BOX 241,,ETHELBERT,R0L 0T0,ecischool@mts.net,(  8)-1161-0187, K-12, ,2047423460.0,2047423265,0,1,1,1,1
1889,GILBERT PLAINS COLLEGIATE INSTITUTE,MOUNTAIN VIEW SCHOOL DIVISION,187,BOX 70,,GILBERT PLAINS,R0L 0X0,sch1889@mvsd.ca,(  5)-1889-0187, 9-12, ,2045482773.0,2045482551,0,0,0,1,1
1667,GILBERT PLAINS ELEMENTARY,MOUNTAIN VIEW SCHOOL DIVISION,187,BOX 397,,GILBERT PLAINS,R0L 0X0,,(  8)-1667-0187, K-8, ,2045482029.0,2045482822,0,1,1,1,0
1582,GOOSE LAKE HIGH,MOUNTAIN VIEW SCHOOL DIVISION,187,BOX 759,,ROBLIN,R0L 1P0,sch1582@mvsd.ca,( 13)-1582-0187, 9-12, ,2049372267.0,2049372138,0,0,0,1,1
1735,GRANDVIEW SCHOOL,MOUNTAIN VIEW SCHOOL DIVISION,187,BOX 279,,GRANDVIEW,R0L 0Y0,sch1735@mvsd.ca,( 18)-1735-0187, K-12, ,2045463026.0,2045462882,0,1,1,1,1
1223,HENDERSON ELEMENTARY,MOUNTAIN VIEW SCHOOL DIVISION,187,911 BOND STREET,,DAUPHIN,R7N 3J7,sch1223@mvsd.ca,( 15)-1223-0187, K-6, ,2046383912.0,2046384653,0,1,1,0,0
1457,LT. COL. BARKER V.C. SCHOOL,MOUNTAIN VIEW SCHOOL DIVISION,187,1516 BOND STREET,,DAUPHIN,R7N 0K4,sch1457@mvsd.ca,( 15)-1457-0187, K-5, ,2046383808.0,2046384588,0,1,1,0,0
1323,MACKENZIE MIDDLE SCHOOL,MOUNTAIN VIEW SCHOOL DIVISION,187,212 - 1ST STREET N.E.,,DAUPHIN,R7N 1B7,,( 29)-1323-0187, 6-8, IM,2046384810.0,2046383323,0,0,1,1,0
1118,OCHRE RIVER SCHOOL,MOUNTAIN VIEW SCHOOL DIVISION,187,GENERAL DELIVERY,,OCHRE RIVER,R0L 1K0,sch1118@mvsd.ca,(  5)-1118-0187, K-8, ,2047332380.0,2047332559,0,1,1,1,0
1355,ROBLIN ELEMENTARY,MOUNTAIN VIEW SCHOOL DIVISION,187,BOX 699,,ROBLIN,R0L 1P0,sch1355@mvsd.ca,( 22)-1355-0187, K-8, ,2049372835.0,2049372585,0,1,1,1,0
1486,SMITH-JACKSON SCHOOL,MOUNTAIN VIEW SCHOOL DIVISION,187,701 FIRST STREET S.E.,,DAUPHIN,R7N 3L4,sch1486@mvsd.ca,(  8)-1486-0187, K-5, ,2046384162.0,2046383134,0,1,1,0,0
1411,WHITMORE SCHOOL,MOUNTAIN VIEW SCHOOL DIVISION,187,28 SIXTH AVENUE S.W.,,DAUPHIN,R7N 1V9,sch1411@mvsd.ca,(  9)-1411-0187, K-5, ,2046386751.0,2046384782,0,1,1,0,0
1575,WINNIPEGOSIS COLLEGIATE,MOUNTAIN VIEW SCHOOL DIVISION,187,BOX 100,,WINNIPEGOSIS,R0L 2G0,,( 11)-1575-0187, 9-12, ,2046564454.0,2046564792,0,0,0,1,1
1349,WINNIPEGOSIS ELEMENTARY,MOUNTAIN VIEW SCHOOL DIVISION,187,BOX 120,,WINNIPEGOSIS,R0L 2G0,,(  8)-1349-0187, K-8, ,2046564901.0,2046564550,0,1,1,1,0
1707,BURNTWOOD ELEMENTARY,MYSTERY LAKE SCHOOL DISTRICT,102,103 ARCTIC DRIVE,,THOMPSON,R8N 1G8,burntsec@mysterynet.mb.ca,( 28)-1707-0102, K-8, ,2046771380.0,2046776100,0,1,1,1,0
1417,DEERWOOD SCHOOL,MYSTERY LAKE SCHOOL DISTRICT,102,101 BEAVER CRESCENT,,THOMPSON,R8N 1C5,deersec@mysterynet.mb.ca,( 20)-1417-0102, K-8, ,2046776132.0,2046776125,0,1,1,1,0
1684,JUNIPER SCHOOL,MYSTERY LAKE SCHOOL DISTRICT,102,306 JUNIPER DRIVE,,THOMPSON,R8N 0S9,junsec@mysterynet.mb.ca,( 25)-1684-0102, K-8, ,2046776249.0,2046776242,0,1,1,1,0
1341,R. D. PARKER COLLEGIATE,MYSTERY LAKE SCHOOL DISTRICT,102,272 THOMPSON DRIVE NORTH,,THOMPSON,R8N 0C4,rdpc@mysterynet.mb.ca,( 77)-1341-0102, 9-12, IM,2047785050.0,2046776200,0,0,0,1,1
1033,RIVERSIDE SCHOOL,MYSTERY LAKE SCHOOL DISTRICT,102,119 RIVERSIDE DRIVE,,THOMPSON,R8N 0X1,riversec@mysterynet.mb.ca,( 29)-1033-0102, K-8, IM,2046774823.0,2046776115,0,1,1,1,0
1403,WAPANOHK COMMUNITY SCHOOL,MYSTERY LAKE SCHOOL DISTRICT,102,453 PRINCETON DRIVE,,THOMPSON,R8N 1W8,wcssec@mysterynet.mb.ca,( 39)-1403-0102, K-8, ,2046776176.0,2046776140,0,1,1,1,0
1495,WESTWOOD ELEMENTARY,MYSTERY LAKE SCHOOL DISTRICT,102,46 MALLARD CRESCENT,,THOMPSON,R8N 0X9,westsec@mysterynet.mb.ca,( 28)-1495-0102, K-8, ,2046773660.0,2046776190,0,1,1,1,0
1580,AIRPORT COLONY SCHOOL,NON-FUNDED SCHOOLS,197,P.O. BOX 967,,PORTAGE LA PRAIRIE,R1N 3C4,,()-1580-0197, K-12, ,2042742316.0,2042742412,0,1,1,1,1
2307,ASSINIBOINE VALLEY CHRISTIAN SCHOOL,NON-FUNDED SCHOOLS,197,"SITE 170, BOX 37, R.R. #1",,BRANDON,R7A 5Y1,,()-2307-0197, 1-9, ,2047283229.0,2047283229,0,0,1,1,0
2069,BORDER VIEW CHRISTIAN DAY SCHOOL,NON-FUNDED SCHOOLS,197,BOX 103,,STUARTBURN,R0A 2B0,,()-2069-0197, 1-10, ,,2044272932,0,0,1,1,1
2268,CASA MONTESSORI AND ORFF SCHOOL,NON-FUNDED SCHOOLS,197,80 FENNELL STREET,,WINNIPEG,R3T 3M4,admin@montessoriandorff.ca,()-2268-0197, K-6,FR ,2044758112.0,2044758063,0,1,1,0,0
2318,CGF Mitchell Academy,NON-FUNDED SCHOOLS,197,BOX 3143,,STEINBACH,R5G 1P5,,()-2318-0197, 1-4, ,2040000000.0,2043469799,0,0,1,0,0
2220,CHRIST FULL GOSPEL ACADEMY,NON-FUNDED SCHOOLS,197,BOX 107,75 ELM STREET,PLUM COULEE,R0G 1R0,cfgfpcstorgerri@mymts.net,()-2220-0197, 1-12, ,2048293212.0,2048293212,0,0,1,1,1
2237,CHURCH OF GOD ACADEMY,NON-FUNDED SCHOOLS,197,P.O. BOX 3368,,STEINBACH,R5G 1P6,,()-2237-0197, 1-12, ,,2044346643,0,0,1,1,1
1526,COUNTRY VIEW SCHOOL,NON-FUNDED SCHOOLS,197,BOX 3910,,STEINBACH,R5G 1P9,,()-1526-0197, 1-9, ,2043264788.0,2043261481,0,0,1,1,0
2287,CRYSTAL CREEK SCHOOL,NON-FUNDED SCHOOLS,197,BOX 266,,CRYSTAL CITY,R0K 0N0,crystalcreekschool@gmail.com,()-2287-0197, 2-9, ,2048732469.0,2048732458,0,0,1,1,0
2150,EDRANS CHRISTIAN SCHOOL,NON-FUNDED SCHOOLS,197,BOX 1,"R.R. #1, GRP 15",AUSTIN,R0H 0C0,info@echurchnet.ca,()-2150-0197, K-12, ,2044662994.0,2044662865,0,1,1,1,1
2317,FREEDOM INTERNATIONAL SCHOOL,NON-FUNDED SCHOOLS,197,376 NOTRE DAME AVENUE,,WINNIPEG,R3B 1P8,,()-2317-0197, 8-12, ,2040000000.0,2046613399,0,0,0,1,1
2311,GONZAGA MIDDLE SCHOOL,NON-FUNDED SCHOOLS,197,174 MAPLE STREET NORTH,,WINNIPEG,R2W 3L4,,(  7)-2311-0197, 6-7, ,2040000000.0,2049497101,0,0,1,1,0
2108,GRACE VALLEY MENNONITE ACADEMY,NON-FUNDED SCHOOLS,197,BOX 839,,WINKLER,R6W 4A9,,()-2108-0197, K-12, ,2048293038.0,2048293301,0,1,1,1,1
1176,GREENLAND SCHOOL,NON-FUNDED SCHOOLS,197,"BOX 22, GRP. 15, R.R.#1",,STE. ANNE,R5H 1R1,,()-1176-0197, 1-9, ,2043559280.0,2043554922,0,0,1,1,0
1963,HORNDEAN CHRISTIAN DAY SCHOOL,NON-FUNDED SCHOOLS,197,BOX 79,,HORNDEAN,R0G 0Z0,horndeanschool@gmail.com,()-1963-0197, 1-12, ,,2048293354,0,0,1,1,1
2263,HOSANNA CHRISTIAN SCHOOL,NON-FUNDED SCHOOLS,197,UNIT C-1,431 THAMES STREET,WINNIPEG,R2L 0V4,office@hscwwinnipeg.org,()-2263-0197, 1-12, ,2049448235.0,2049448237,0,0,1,1,1
2308,INSPIRED EXPLORATIONS LEARNING COMMUNITY,NON-FUNDED SCHOOLS,197,"PO BOX 413, STN MAIN",,WINNIPEG,R3C 2H6,,(  1)-2308-0197, K-3, ,2040000000.0,2043961787,0,1,1,0,0
1236,INTERLAKE MENNONITE FELLOWSHIP SCHOOL,NON-FUNDED SCHOOLS,197,BOX 388,,ARBORG,R0C 0A0,imfschool@gmail.com,()-1236-0197, 1-12, ,0.0,2043642328,0,0,1,1,1
1509,LAKE CENTRE MENNONITE FELLOWSHIP SCH.,NON-FUNDED SCHOOLS,197,BOX 838,,ARBORG,R0C 0A0,,()-1509-0197, K-10, ,0.0,2043642201,0,1,1,1,1
2273,LIGHTFIELD MENNONITE SCHOOL,NON-FUNDED SCHOOLS,197,BOX 41,,HORDEAN,R0G 0Z0,,()-2273-0197, 1-10, ,,2043625665,0,0,1,1,1
2145,LIGHTHOUSE CHRISTIAN SCHOOL,NON-FUNDED SCHOOLS,197,BOX 1360,,PORTAGE LA PRAIRIE,R1N 3N9,,()-2145-0197, K-12, ,2044285386.0,2044285332,0,1,1,1,1
2296,LITTLE CREEK SCHOOL,NON-FUNDED SCHOOLS,197,BOX 205,247 JUBILEE ROAD,MARQUETTE,R0H 0V0,,()-2296-0197, 1-12, ,2043532216.0,2043532110,0,0,1,1,1
1995,LIVING HOPE SCHOOL,NON-FUNDED SCHOOLS,197,BOX 2158,,NEEPAWA,R0J 1H0,,()-1995-0197, K-12, ,,2049663274,0,1,1,1,1
2057,MENNONITE CHRISTIAN ACADEMY,NON-FUNDED SCHOOLS,197,BOX 149,,GRUNTHAL,R0A 0R0,,()-2057-0197, K-12, ,,2044349315,0,1,1,1,1
1110,MILLTOWN ACADEMY,NON-FUNDED SCHOOLS,197,BOX 250,,ELIE,R0H 0H0,,()-1110-0197, K-12, ,2043532729.0,2043534111,0,1,1,1,1
2265,MORNING GLORY SCHOOL,NON-FUNDED SCHOOLS,197,35062 ROAD 32 EAST,,MITCHELL,R5G 2N1,,()-2265-0197, K-12, ,,2043202716,0,1,1,1,1
2272,NEW LIFE FELLOWSHIP SCHOOL,NON-FUNDED SCHOOLS,197,RR1  BOX 247,,WINKLER,R6W 4A1,,()-2272-0197, K-12, ,,2043120781,0,1,1,1,1
2300,OLD COLONY MENNONITE SCHOOL,NON-FUNDED SCHOOLS,197,5 REINFELD STREET SOUTH,,REINFELD,R6W 1L6,,()-2300-0197, K-12, ,,2043127426,0,1,1,1,1
2279,PARADISE MONTESSORI SCHOOL,NON-FUNDED SCHOOLS,197,1341 KENASTON BLVD.,,WINNIPEG,R3P 2P2,,(  1)-2279-0197, N-K, ,2044873469.0,2048320866,1,1,0,0,0
1086,PARKLAND CHRISTIAN SCHOOL,NON-FUNDED SCHOOLS,197,BOX 480,,ROBLIN,R0L 1P0,roblinpcs@gmail.com,()-1086-0197, 1-9, ,,2049372870,0,0,1,1,0
