X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-80.9275604599999,44.560804267,11011,137294739,9446539,Pharmacy,LTCF,Lee Manor, , , ,875 Sixth Street East, , ,Owen Sound,N4K5W5,20210527134303,20210526124714
-79.241682098,43.176684907,11012,137294740,9449411,Pharmacy,RP,Food Basics Pharmacy #514, , , ,275 Geneva Street, , ,St. Catharines,L2N2E9,20210527133908,20210526124714
-79.56777145,43.737285791,11013,137294741,9459338,Pharmacy,LTCF,Westside, , , ,1145 Albion Road, , ,Toronto,M9V4J7,20210527134556,20210526124714
-79.3578674779999,43.6796168910001,11014,137294742,9466053,Pharmacy,RP,Don Valley Pharmacy, , , ,855 Broadview Avenue, , ,Toronto,M4K3Z1,20210527134014,20210526124714
-91.9188421809999,50.104337485,11015,137294743,9509258,Pharmacy,LTCF,William a Bill George Ext C/f, , , ,55 Fifth Avenue South,Eldcap Beds Only, ,Sioux Lookout,P0V2T0,20210527134525,20210526124714
-76.552025221,44.2504028160001,11016,137294744,9515018,Pharmacy,LTCF,Trillium Retirement and Care C, , , ,800 Edgar Street, , ,Kingston,K7M8S4,20210527134340,20210526124714
-79.3608142969999,45.9912977830001,11017,137294745,9516295,Pharmacy,LTCF,Lady Isabelle Nursing Home, , , ,102 Corkery Street, , ,Trout Creek,P0H2L0,20210527134633,20210526124715
-79.4713147429999,43.9977977410001,11018,137294746,9520770,Pharmacy,LTCF,Chartwell Aurora Ltc Residence, , , ,32 Mill Street, , ,Aurora,L4G2R9,20210527134200,20210526124715
-76.2519664769999,44.901031942,11019,137294747,9521092,Pharmacy,RP,Perth Downtown Pharmasave, , , ,57 Foster Street, , ,Perth,K7H1R9,20210527133752,20210526124715
-77.677332307,44.4807236070001,11020,137294748,9524614,Pharmacy,LTCF,Caressant Care (Marmora), , , ,58 Bursthall Street, , ,Marmora,K0K2M0,20210527133759,20210526124715
-79.601342551,43.62295757,11021,137294749,9530698,Pharmacy,RP,Professional Medical Pharmacy, , , ,1420 Burnhamthorpe Road East,Unit 101, ,Mississauga,L4X2Z9,20210527134805,20210526124715
-79.8224991989999,43.3667877140001,11022,137294750,9531330,Pharmacy,RP,Loblaw Pharmacy, , , ,2025 Guelph Line, , ,Burlington,L7P4M8,20210527134217,20210526124716
-75.676060532,45.4353236580001,11023,137294751,9549571,Pharmacy,LTCF,Hillel Lodge, , , ,125 Wurtenburg Street, , ,Ottawa,K1N8L9,20210527134838,20210526124716
-81.004810982,46.451348674,11024,137294752,9552931,Pharmacy,RP,Shoppers Drug Mart #653, , , ,2015 Long Lake Road, , ,Greater Sudbury,P3E4M8,20210527134937,20210526124716
-79.3985142889999,43.6533857840001,11025,137294753,9553734,Pharmacy,RP,R K Pharmacy Limited, , , ,302 Spadina Avenue,Suite 101, ,Toronto,M5T2E7,20210527134953,20210526124716
-81.880266262,42.4353068510001,11026,137294754,9561093,Pharmacy,LTCF,Village on the Ridge, , , ,9 Myrtle Street, , ,Chatham-Kent,N0P2C0,20210527134324,20210526124716
-79.496807516,43.6019570710001,11027,137294755,9566855,Pharmacy,LTCF,Garden Court Nursing Home, , , ,1 Sand Beach Road, , ,Toronto,M8V2W2,20210527133853,20210526124716
-79.240096251,43.792498116,11028,137294756,9573259,Pharmacy,RP,Food Basics Pharmacy #585, , , ,5085 Sheppard Avenue East, , ,Toronto,M1S4N8,20210527134549,20210526124717
-79.400360604,43.8218970140001,11029,137294757,9586370,Pharmacy,RP,Bay Green Pharmacy, , , ,8 Green Lane,Unit 1, ,Markham,L3T7P7,20210527134719,20210526124717
-79.611171649,43.5699427600001,11030,137294758,9587011,Pharmacy,RP,First Place Pharmacy, , , ,170 Queensway West,Suite 101, ,Mississauga,L5B3A8,20210527133936,20210526124717
-80.0184528509999,48.155747391,11031,137294759,9587976,Pharmacy,LTCF,Extendicare Kirkland Lake, , , ,155 Government Road East, , ,Kirkland Lake,P2N2E9,20210527134126,20210526124717
-80.116270766,43.071404348,11032,137294760,9602450,Pharmacy,LTCF,Iroquois Lodge, , , ,Chiefswood Road,General Delivery, ,Ohsweken,N0A1M0,20210527134119,20210526124717
-79.894798646,43.64868876,11033,137294761,9603333,Pharmacy,RP,Professional Arts Pharmacy, , , ,99 Sinclair Avenue, , ,Halton Hills,L7G5G1,20210527134425,20210526124717
-79.7693857089999,43.676405371,11034,137294762,9609257,Pharmacy,RP,Peel Pharmacy, , , ,345 Queen Street West, , ,Brampton,L6X1M7,20210527133729,20210526124718
-79.2330472469999,43.777339714,11035,137294763,9611654,Pharmacy,AS,Dr H Jethalal, , , ,1200 Markham Road,Room 316, ,Toronto,M1H3C3,20210527134354,20210526124718
-80.272997658,43.5486145250001,11036,137294764,9631259,Pharmacy,LTCF,St. Joseph's Home (Guelph), , , ,325 Edinburgh Road North, , ,Guelph,N1H1E3,20210527134947,20210526124718
-79.4306569359999,44.0680720550001,11037,137294765,9633578,Pharmacy,RP,Shoppers Drug Mart, , , ,1111 Davis Drive,404 Town Centre, ,Newmarket,L3Y7V1,20210527133618,20210526124718
-81.1542722899999,44.1212188810001,11038,137294766,9641738,Pharmacy,LTCF,Brucelea Haven, , , ,41 Mcgivern Street, , ,Walkerton,N0G2V0,20210527134336,20210526124719
-79.3728782869999,43.7228542980001,11039,137294767,9658532,Pharmacy,HOPD,Ambulatory Patient Pharmacy, , , ,2075 Bayview Avenue,"Room M1, Sunnybrook Health Science Ctr, 101", ,Toronto,M4N3M5,20210527134234,20210526124719
-79.219845786,45.32592448,11040,137294768,9661092,Pharmacy,RP,Huntsville Pharmasave, , , ,3 Main Street East, , ,Huntsville,P1H2C5,20210527133657,20210526124719
-75.928406002,45.2689830190001,11041,137294769,9666854,Pharmacy,RP,The Drug Store Pharmacy #4203, , , ,1251 Stittsville Main Street, , ,Ottawa,K2S2E5,20210527133639,20210526124719
-79.408611292,43.6516056840001,11042,137294770,9673098,Pharmacy,RP,Hilary's Pharmacy, , , ,811 Dundas Street West, , ,Toronto,M6J1V4,20210527134213,20210526124719
-81.171678072,42.7819485470001,11043,137294771,9696938,Pharmacy,RP,Drugstore Pharmacy #551, , , ,1063 Talbot Street,Unit 50, ,St. Thomas,N5P1G4,20210527134337,20210526124719
-79.447311003,43.64020808,11044,137294772,9697170,Pharmacy,LTCF,Copernicus Lodge, , , ,66 Roncesvales Avenue, , ,Toronto,M6R3A7,20210527134122,20210526124720
-79.499940318,43.619351174,11045,137294773,9698053,Pharmacy,RP,Kassel's Pharmacy, , , ,396 Royal York Road, , ,Toronto,M8Y2R5,20210527134048,20210526124720
-81.516400689,43.961108536,11046,137294774,9698213,Pharmacy,RP,Lucknow Pharmasave, , , ,622 Campbell Street, , ,Lucknow,N0G2H0,20210527133730,20210526124720
-79.7895973729999,43.193521785,11047,137294775,9698696,Pharmacy,LTCF,Heritage Green Nursing Home, , , ,353 Isaac Brock Drive, , ,Hamilton,L8J1Y1,20210527134144,20210526124720
-82.892076063,42.3064100780001,11048,137294776,9699971,Pharmacy,LTCF,Brouillette Manor, , , ,11900 Brouillette Court, , ,Windsor,N8N4X8,20210527134244,20210526124720
-76.572560229,44.265141418,11049,137294777,9701575,Pharmacy,RP,Wal-Mart Pharmacy, , , ,1130 Midland Avenue, , ,Kingston,K7P2X9,20210527133851,20210526124721
-79.884864109,43.2610324930001,11050,137294778,9708934,Pharmacy,LTCF,Parkview Nursing Centre, , , ,545 King Street West, , ,Hamilton,L8P1C1,20210527134240,20210526124721
-79.793303287,43.344999812,11051,137294779,9709256,Pharmacy,RP,Burlington Drug Mart, , , ,701 Guelph Line, , ,Burlington,L7R3M7,20210527134519,20210526124721
-75.294575715,45.546681993,11052,137294780,9716293,Pharmacy,RP,Pharmacie Jean Coutu, , , ,2246 Laurier Street, , ,Clarence-Rockland,K4K1L4,20210527134921,20210526124721
-81.146508426,46.435814764,11053,137294781,9723819,Pharmacy,RP,Walden Family Drugstore, , , ,Regional Road 24, , ,Greater Sudbury,P3Y1J1,20210527134310,20210526124721
-79.9511378299999,43.26555949,11054,137294782,9729733,Pharmacy,RP,Lee's Dundas Pharmacy, , , ,58 King Street East, , ,Hamilton,L9H1B8,20210527135035,20210526124722
-74.6326358749999,45.3113677800001,11055,137294783,9731338,Pharmacy,LTCF,The Palace, , , ,92 Centre Street, , ,Alexandria,K0C1A0,20210527133741,20210526124722
-79.518455322,43.597216669,11056,137294784,9737733,Pharmacy,LTCF,Lakeshore Lodge, , , ,3197 Lake Shore Boulevard West, , ,Toronto,M8V3X5,20210527134804,20210526124722
-79.298220385,45.05169583,11057,137294785,9739018,Pharmacy,LTCF,Pines (The), , , ,98 Pine Street, , ,Bracebridge,P1L1N5,20210527134517,20210526124722
-80.432694974,46.254382972,11058,137294786,9743496,Pharmacy,LTCF,Altamont Care Community, , , ,92 Island Road West,Centre-Altamont, ,St.-Charles,M1C2P5,20210527134607,20210526124722
-81.539773564,43.617157175,11059,137294787,9744137,Pharmacy,LTCF,Huronview, , , ,Highway 4 South, , ,Clinton,N0M1L0,20210527134628,20210526124722
-79.36745868,43.6639893880001,11060,137294788,9760136,Pharmacy,RP,Shoppers Drug Mart #853, , , ,467 Parliament Street, , ,Toronto,M5A3A3,20210527133629,20210526124723
-79.252566649,43.7284163040001,11061,137294789,9764132,Pharmacy,RP,Super Value Pharmacy, , , ,878 Danforth Road, , ,Toronto,M1K1H8,20210527134045,20210526124723
-81.4740962179999,43.3465496310001,11062,137294790,9765890,Pharmacy,LTCF,Exeter Villa, , , ,155 John Street East, , ,Exeter,N0M1S0,20210527134238,20210526124723
-79.846332995,43.2400927910001,11063,137294791,9766050,Pharmacy,HOPD,Cancer Centre Pharmacy, , , ,699 Concession Street,Hamilton Health Sciences, ,Hamilton,L8V5C2,20210527134304,20210526124723
-79.0694674489999,43.250212828,11064,137294792,9768450,Pharmacy,LTCF,Upper Canada Lodge, , , ,272 Wellington Street, , ,Niagara-on-the-Lake,L0S1J0,20210527133953,20210526124724
-82.371910264,42.978006323,11065,137294793,9769734,Pharmacy,LTCF,Marshal (DR.) Gowland Manor, , , ,1000 London Road, , ,Sarnia,N7S1N7,20210527134437,20210526124724
-78.9602914719999,43.917819851,11066,137294794,9771650,Pharmacy,RP,Wal-Mart Pharmacy, , , ,4100 Baldwin Street South, , ,Whitby,L1R3H8,20210527133717,20210526124724
-79.796756422,43.7281288790001,11067,137294795,9776450,Pharmacy,RP,Shoppers Drug Mart #704, , , ,180 Sandalwood Parkway, , ,Brampton,L6Z1Y4,20210527135042,20210526124724
-74.670488314,45.629721633,11068,137294796,9784450,Pharmacy,LTCF,Champlain Ltc Residence, , , ,428 Front Road West, , ,L'orignal,K0B1K0,20210527134923,20210526124724
-79.781429815,43.6999950750001,11069,137294797,9800450,Pharmacy,LTCF,Peel Manor, , , ,525 Main Street North, , ,Brampton,L6X1N9,20210527133823,20210526124724
-79.62744866,43.6283530690001,11070,137294798,9807499,Pharmacy,LTCF,Tyndall Seniors Village Inc, , , ,1060 Eglinton Avenue East, , ,Mississauga,L4W1K3,20210527133909,20210526124725
-79.1055730589999,43.2357214240001,11071,137294799,9808452,Pharmacy,RP,Simpson's Pharmacy, , , ,1882 Niagara Stone Road,Niagara Medical Dental Centre, ,Niagara-on-the-Lake,L0S1T0,20210527134218,20210526124725
-82.452727081,42.8918038030001,11072,137294800,9812937,Pharmacy,RP,Hogan Pharmacy, , , ,348 Lyndock Street, , ,Corunna,N0N1G0,20210527134257,20210526124725
-79.9169699189999,43.258848191,11073,137294801,9822374,Pharmacy,HOPD,Mcmaster  Drugstore, , , ,1200 Main Street West,Hamilton Health Sciences Corp, ,Hamilton,L8N3Z5,20210527134732,20210526124725
-80.498675717,43.41122949,11074,137294802,9827333,Pharmacy,LTCF,The Village of Winston Park, , , ,695 Block Line,Nursing Home, ,Kitchener,N2E3K1,20210527134246,20210526124725
-79.8524790989999,43.262210194,11075,137294803,9828298,Pharmacy,RP,Victoria Pharmacy, , , ,304 Victoria Avenue North, , ,Hamilton,L8L5G4,20210527134100,20210526124725
-79.253293247,43.706865001,11076,137294804,9828617,Pharmacy,LTCF,Craiglee Nursing Home, , , ,102 Craiglee Drive, , ,Toronto,M1N2M7,20210527134448,20210526124726
-74.502709919,45.143735056,11077,137294805,9833736,Pharmacy,LTCF,Lancaster Ltc Residence, , , ,Highway 34,105 Military Rd N, ,Lancaster,K0C1N0,20210527134938,20210526124726
-76.485463398,44.235538116,11078,137294806,9836056,Pharmacy,LTCF,Providence Manor, , , ,275 Sydenham Street, , ,Kingston,K7K1G7,20210527134239,20210526124726
-79.467359647,44.058068452,11079,137294807,9840292,Pharmacy,RP,Davis Drive Pharmacy, , , ,291 Davis Drive, , ,Newmarket,L3Y2N6,20210527134742,20210526124726
-81.099658491,44.3105885160001,11080,137294808,9858059,Pharmacy,LTCF,Elgin Abbey Nursing Home, , , ,380 First Avenue North,Postal Office Box 200, ,Chesley,N0G1L0,20210527134611,20210526124727
-82.963476185,42.307794275,11081,137294809,9877412,Pharmacy,RP,Westminster Ida Prscrptn Cntre, , , ,5115 Tecumseh Road East, , ,Windsor,N8T1C2,20210527134853,20210526124727
-78.750236542,44.3432916350001,11082,137294810,9878536,Pharmacy,LTCF,Caressant Care (Lindsay), , , ,240 Mary Street West, , ,Kawartha Lakes,K9V5K5,20210527134032,20210526124727
-79.617423894,42.903466241,11083,137294811,9881737,Pharmacy,RP,Hausers Pharmacy, , , ,140 Broad Street East, , ,Dunnville,N1A1E9,20210527135040,20210526124727
-79.431799912,43.7960421080001,11084,137294812,9894536,Pharmacy,RP,Neighbour's Drug Mart, , , ,330 Steeles Avenue West, , ,Vaughan,L4J6W9,20210527133754,20210526124727
-77.5484607499999,44.302260882,11085,137294813,9910536,Pharmacy,LTCF,Stirling Manor Nursing Home, , , ,218 Edward Street, , ,Stirling,K0K3E0,20210527134713,20210526124727
-76.69052651,44.771083101,11086,137294814,9911492,Pharmacy,RP,Sharbot Lake Pharmasave, , , ,1036 Elizabeth Street,Postal Office Box 67, ,Sharbot Lake,K0H2P0,20210527133932,20210526124728
-79.332618168,44.755657478,11087,137294815,9912614,Pharmacy,RP,Ben's Pharmacy, , , ,Muskoka Street, , ,Washago,L0K2B0,20210527134557,20210526124728
-80.902202643,44.465447452,11088,137294816,9915014,Pharmacy,LTCF,Country Lane Ltc, , , ,R.R. 3, , ,Chatsworth,N0H1G0,20210527134403,20210526124728
-79.4599070099999,43.6743851850001,11089,137294817,9920776,Pharmacy,RP,Whiteside Pharmacy, , , ,1732 St Clair Avenue West, , ,Toronto,M6N1J1,20210527134900,20210526124728
-81.7888222129999,46.2511544000001,11090,137294818,9929731,Pharmacy,LTCF,Espanola Nursing Home, , , ,799 Queensway,"Eldcap Beds Only, Ave", ,Espanola,P0P1C0,20210527134536,20210526124728
-79.407561704,43.7881617080001,11091,137294819,9942538,Pharmacy,LTCF,Cummer House, , , ,205 Cummer Avenue, , ,Toronto,M2M2E8,20210527134635,20210526124728
-79.4216770089999,43.794711508,11092,137294820,9948453,Pharmacy,RP,Loblaw Pharmacy # 4388, , , ,6220 Yonge Street, , ,Toronto,M2M3X4,20210527134514,20210526124729
-80.368786601,43.698118546,11093,137294821,9956292,Pharmacy,RP,Drugstore Pharmacy #539, , , ,800 Tower Street South, , ,Fergus,N1M2R3,20210527133903,20210526124729
-82.466860393,45.9146756100001,11094,137294822,9956611,Pharmacy,LTCF,Manitoulin Lodge Nh, , , ,Main Street, , ,Gore Bay,P0P1H0,20210527134146,20210526124729
-79.8418887939999,43.2480223920001,11095,137294823,9956933,Pharmacy,RP,700 Main Pharmacy, , , ,700 Main Street East, , ,Hamilton,L8M1K7,20210527134219,20210526124730
-83.0740805189999,42.308047469,11096,137294824,9960456,Pharmacy,LTCF,Chateau Park Long Term Care, , , ,2990 Riverside Drive West, , ,Windsor,N9C1A2,20210527134712,20210526124730
-94.46513069,49.7789917420001,11097,137294825,9979017,Pharmacy,LTCF,Pinecrest, , , ,1220 Valley Drive, , ,Kenora,P9N2W7,20210527134554,20210526124730
-93.389537256,48.6175785830001,11098,137294826,9984779,Pharmacy,LTCF,Rainycrest Home, , , ,550 Osborne Street, , ,Fort Frances,P9A3T2,20210527133729,20210526124730
-75.894719594,45.3042495270001,11099,137294827,9994054,Pharmacy,RP,Kanata Pharmasave, , , ,99 Kakulu Road,Unit 101, ,Ottawa,K2L3C8,20210527134951,20210526124730
-80.739070044,43.9752134770001,11100,137294828,9995017,Pharmacy,LTCF,Saugeen Valley Nursing Centre, , , ,465 Dublin Street, , ,Mount Forest,N0G2L0,20210527134116,20210526124730
-82.198853258,42.4070519300001,11101,137294829,9997578,Pharmacy,LTCF,Meadow Park Nursing Home, , , ,110 Sandys Street, , ,Chatham-Kent,N7L4X3,20210527134220,20210526124731
-78.979568636,44.5631249620001,11102,137294830,9998531,Pharmacy,RP,Ben's Pharmacy, , , ,1030 Portage Road, , ,Kirkfield,K0M2B0,20210527133921,20210526124731
-84.3148410539999,46.532381603,11103,137294831,2226,Public Health Unit Office,Site,Algoma Public Health Unit,Santé publique Algoma,The District of Algoma Health Unit, ,294 Willow Avenue, ,Administrative Office,Sault Ste. Marie,P6B0A9,20210527134857,20210527123456
-80.274412323,43.1518442550001,11104,137294832,2227,Public Health Unit Office,Site,Brant County Health Unit,Bureau de santé du comté de Brant, , ,194 Terrace Hill Street, ,Administrative Office,Brantford,N3R1G7,20210527134207,20210527123457
-82.20516126,42.401131229,11105,137294833,2240,Public Health Unit Office,Site,Chatham-Kent Health Unit,Bureau de santé de Chatham-Kent, , ,435 Grand Avenue West,Postal Office Box 1136,Administrative Office,Chatham-Kent,N7M5L8,20210527133940,20210527123456
-78.940318264,43.898627149,11106,137294834,2230,Public Health Unit Office,Site,Durham Region Health Department,Bureau de santé de Durham,Durham Regional Health Unit, ,605 Rossland Road East, ,Administrative Office,Whitby,L1N6A3,20210527134902,20210527123457
-74.7364086869999,45.029174627,11107,137294835,2258,Public Health Unit Office,Site,Eastern Ontario Health Unit,Bureau de santé de l'Est de l'Ontario, , ,1000 Pitt Street, ,Administrative Office,Cornwall,K6J5T1,20210527135028,20210527123457
-80.940908166,44.5762057690001,11108,137294836,2233,Public Health Unit Office,Site,Grey Bruce Health Unit,Bureau de santé de Grey Bruce, , ,101 17th Street East, ,Administrative Office,Owen Sound,N4K0A5,20210527134633,20210527123456
-80.3036426049999,42.8480811000001,11109,137294837,2234,Public Health Unit Office,Site,Haldimand-Norfolk Health Unit,Bureau de santé d'Haldimand-Norfolk, , ,12 Gilbertson Drive,Postal Office Box 570,Administrative Office,Simcoe,N3Y4N5,20210527133739,20210527123457
-78.28561196,43.96823949,11110,137294838,2235,Public Health Unit Office,Site,"Haliburton, Kawartha, Pine Ridge District Health Unit","Bureau de santé du district d'Haliburton, Kawartha et Pine Ridge", , ,200 Rose Glen Road, ,Administrative Office,Port Hope,L1A3V6,20210527133738,20210527123457
-79.7441143779999,43.414659826,11111,137294839,2236,Public Health Unit Office,Site,Halton Region Health Department,Bureau de santé de la région de Halton, , ,1151 Bronte Road, ,Administrative Office,Oakville,L6M3Ll,20210527135041,20210527123456
-79.8711221039999,43.257866693,11112,137294840,2237,Public Health Unit Office,Site,Hamilton Public Health Services,Services de santé publique de Hamilton,"City of Hamilton, Public Health Services", ,110 King Street West,Second Floor,Administrative Office,Hamilton,L8P4S6,20210527134723,20210527123457
-77.391696989,44.1867127680001,11113,137294841,2238,Public Health Unit Office,Site,Hastings & Prince Edward Counties Health Unit,Bureau de santé de Hastings et Prince Edward, , ,179 North Park Street, ,Administrative Office,Belleville,K8P4P1,20210527134401,20210527123457
-81.001916471,43.368620858,11114,137294842,5183,Public Health Unit Office,Site,Huron Perth Health Unit,Circonscription Sanitaire de Huron et Perth, , ,653 West Gore Street, ,Administrative Office,Stratford,N5A1L4,20210527134309,20210527123456
-76.525155511,44.227763313,11115,137294843,2241,Public Health Unit Office,Site,"Kingston, Frontenac and Lennox & Addington Health Unit","Bureau de santé de Kingston, Frontenac, Lennox et Addington", , ,221 Portsmouth Avenue, ,Administrative Office,Kingston,K7M1V5,20210527134054,20210527123456
-82.404761875,42.9864273220001,11116,137294844,2242,Public Health Unit Office,Site,Lambton Health Unit,Comté de Lambton, , ,160 Exmouth Street, ,Administrative Office,Sarnia,N7T7Z6,20210527133640,20210527123457
-75.703550473,44.6163371160001,11117,137294845,2243,Public Health Unit Office,Site,"Leeds, Grenville & Lanark District Health Unit","Bureau de santé du district de Leeds, Grenville et Lanark", , ,458 Laurier Boulevard, ,Administrative Office,Brockville,K6V7A3,20210527134217,20210527123456
-81.246036013,42.983932479,11118,137294846,2244,Public Health Unit Office,Site,Middlesex-London Health Unit,Bureau de santé de Middlesex-London, , ,355 Wellington Street,Suite 110,Administrative Office,London,N6A3N7,20210527133856,20210527123456
-79.241222992,43.116545097,11119,137294847,2246,Public Health Unit Office,Site,Niagara Region Public Health Department,Bureau de santé de la région du Niagara, , ,1815 Sir Isaac Brock Way,"Postal Office Box 1052, Station Main",Administrative Office,Thorold,L2V0A2,20210527134934,20210527123457
-79.467664565,46.31328863,11120,137294848,2247,Public Health Unit Office,Site,North Bay Parry Sound District Health Unit,Bureau de santé du district de North Bay-Parry Sound, , ,345 Oak Street West, ,Administrative Office,North Bay,P1B2T2,20210527134541,20210527123456
-94.488231295,49.769548339,11121,137294849,2249,Public Health Unit Office,Site,Northwestern Health Unit,Bureau de santé du Nord-Ouest, , ,210 First Street North, ,Administrative Office,Kenora,P9N2K4,20210527134043,20210527123456
-75.7639145539999,45.345674139,11122,137294850,2251,Public Health Unit Office,Site,Ottawa Public Health,Santé publique Ottawa, , ,100 Constellation Drive, ,Administrative Office,Ottawa,K2G6J8,20210527134732,20210527123457
-79.7090526869999,43.6474710690001,11123,137294851,2253,Public Health Unit Office,Site,Peel Public Health,Bureau de santé de la région de Peel, , ,7120 Hurontario Street, ,Administrative Office,Mississauga,L5W1N4,20210527133833,20210527123457
-78.3197501,44.3090667480001,11124,137294852,2255,Public Health Unit Office,Site,Peterborough Public Health,Bureau de santé de Peterborough,Peterborough County-City Health Unit, ,Jackson Square,185 King Street West,Administrative Office,Peterborough,K9J2R8,20210527133852,20210527123456
-81.3286263259999,48.4725466680001,11125,137294853,2256,Public Health Unit Office,Site,Porcupine Health Unit,Bureau de santé Porcupine, , ,169 Pine Street South,Postal Office Bag 2012,Administrative Office,Timmins,P4N8B7,20210527134940,20210527123457
-80.520840628,43.4629274980001,11126,137294854,2265,Public Health Unit Office,Site,"Region of Waterloo, Public Health",Bureau de santé de la région de Waterloo, , ,99 Regina Street South,Postal Office Box 1633,Administrative Office,Waterloo,N2J4V3,20210527134851,20210527123456
-77.116602341,45.8004497570001,11127,137294855,2257,Public Health Unit Office,Site,Renfrew County & District Health Unit,Bureau de santé du comté et du district de Renfrew, , ,7 International Drive, ,Administrative Office,Pembroke,K8A6W5,20210527134138,20210527123457
-79.6864337489999,44.4107627020001,11128,137294856,2260,Public Health Unit Office,Site,Simcoe Muskoka District Health Unit,Bureau de santé du comté de Simcoe, , ,15 Sperling Drive, ,Administrative Office,Barrie,L4M6K9,20210527133632,20210527123456
-81.151236865,42.777842547,11129,137294857,4913,Public Health Unit Office,Site,Southwestern Public Health,Bureau de santé du Sud-Ouest,Oxford Elgin St. Thomas Health Unit, ,1230 Talbot Street, ,Administrative Office,St. Thomas,N5P1G9,20210527134315,20210527123456
-80.997954181,46.4660569770001,11130,137294858,2261,Public Health Unit Office,Site,Sudbury and District Health Unit,Service de santé publique de Sudbury et du district, , ,1300 Paris Street, ,Administrative Office,Greater Sudbury,P3E3A3,20210527134810,20210527123456
-89.258857866,48.4005803580001,11131,137294859,2262,Public Health Unit Office,Site,Thunder Bay District Health Unit,Bureau de santé du district de Thunder Bay, , ,999 Balmoral Street, ,Administrative Office,Thunder Bay,P7B6E7,20210527134422,20210527123457
-79.681635865,47.5092927100001,11132,137294860,2263,Public Health Unit Office,Site,Timiskaming Health Unit,Bureau de santé de Témiskamingue, , ,247 Whitewood Avenue West,"Unit 43, Postal Office Box 1090",Administrative Office,Temiskaming Shores,P0J1P0,20210527135009,20210527123457
-79.379380383,43.656544286,11133,137294861,3895,Public Health Unit Office,Site,Toronto Public Health,Bureau de santé de Toronto,City of Toronto Health Unit, ,277 Victoria Street,Fifth Floor,Administrative Office,Toronto,M5B1W2,20210527134608,20210527123456
-80.233746943,43.5248898230001,11134,137294862,2266,Public Health Unit Office,Site,Wellington-Dufferin-Guelph Health Unit,Bureau de santé de Wellington-Dufferin-Guelph, , ,160 Chancellors Way, ,Administrative Office,Guelph,N1G0E1,20210527133635,20210527123456
-83.033674907,42.3088046720001,11135,137294863,2268,Public Health Unit Office,Site,Windsor-Essex County Health Unit,Unité sanitaire de Windsor-Essex, , ,1005 Ouellette Avenue, ,Administrative Office,Windsor,N9A4J8,20210527134029,20210527123457
-79.4802424499999,44.0480316490001,11136,137294864,2270,Public Health Unit Office,Site,York Region Public Health,Service de santé de la région de York, , ,17250 Yonge Street,Postal Office Box 147,Administrative Office,Newmarket,L3Y6Z1,20210527134813,20210527123456
-79.454108816,43.7628942010001,11137,137294865,T0179,Retirement Home, ,147 Elder Street Inc., , , ,147 Elder Street, , ,Toronto,M3H5G9,20210527133923,20210526124738
-79.2170750449999,43.815489321,11138,137294866,T0474,Retirement Home, ,A Better Way Retirement Home Corp., , , ,34 Middleport Crescent, , ,Toronto,M1B4L1,20210527133939,20210526124738
-79.2076005389999,43.783661416,11139,137294867,T0502,Retirement Home, ,A Better Way Retirement Home Corp., , , ,22 Purpledusk Trail, , ,Toronto,M1E4C7,20210527134511,20210526124738
-79.114237211,43.7977337230001,11140,137294868,T0449,Retirement Home, ,Abbeylawn Manor Retirement Home, , , ,534 Rodd Avenue, , ,Pickering,L1W2B2,20210527133821,20210526124739
-79.8929468109999,43.2516410910001,11141,137294869,S0079,Retirement Home, ,Aberdeen Gardens Retirement Residence, , , ,330 Dundurn Street, , ,Hamilton,L8P4L6,20210527134130,20210526124739
-79.805819782,43.238955092,11142,137294870,S0068,Retirement Home, ,Abington Court, , , ,1500 Main Street, , ,Hamilton,L8K1E1,20210527133913,20210526124739
-76.9893974829999,44.4761864370001,11143,137294871,N0489,Retirement Home, ,Adair Place Retirement Residence, , , ,462 Adair Road, , ,Tamworth,K0K3G0,20210527134951,20210526124739
-78.744391541,44.346360035,11144,137294872,T0043,Retirement Home, ,Adelaide Place Retirement Community, , , ,84 Adelaide Street South, , ,Kawartha Lakes,K9V0G6,20210527133622,20210526124739
-79.538736628,43.5878159660001,11145,137294873,T0191,Retirement Home, ,Adeline's Lodge, , , ,379 Lake Promenade, , ,Toronto,M8W1C1,20210527133643,20210526124740
-79.444725014,43.7702627030001,11146,137294874,T0522,Retirement Home, ,Advent Forestview Retirement Residence, , , ,537 Finch Avenue, , ,Toronto,M2R0A8,20210527133808,20210526124740
-82.148801586,42.8801695170001,11147,137294875,S0351,Retirement Home, ,Albany Retirement Village, , , ,423 Albany Street, , ,Petrolia,N0N1R0,20210527134627,20210526124740
-79.452680342,44.053688252,11148,137294876,T0094,Retirement Home, ,Alexander Muir Retirement Residence, , , ,197 Prospect Street, , ,Newmarket,L3Y3T7,20210527134510,20210526124740
-79.288640663,43.7637190090001,11149,137294877,T0193,Retirement Home, ,Alexis Lodge Retirement Residence, , , ,707 Ellesmere Road,Unit 705, ,Toronto,M1P2W1,20210527133741,20210526124740
