District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment,1_to_6,7_to_9,10_to_12,ISCED1,ISCED2,ISCED3,ISCED020,ISCED010
48,4825051,Sea to Sky StrongStart Centre,PO Box 1040 STN Main,Squamish                      ,BC             ,V8B 0A7,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 892-5796,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
85,8585020,Sea View Elem-Jr Secondary,PO Box 260,Port Alice                    ,BC             ,V0N 2N0,Ms,Emma,Robertson,Standard School                         ,K-10,Public School,,yes,no,no,no,yes,yes,no,250 284-3315,250 284-3232,erobertson@sd85.bc.ca                                                                               ,37,September 30 2019,0,5,2,0,0,6,3,5,3,5,4,5,0,0,1,0,0,26,5,1,1,1,1,1,
78,7897494,Seabird Island Community,PO Box 530,Agassiz                       ,BC             ,V0M 1A0,Ms,Barbara,White,Standard School                         ,K-12,Independent School,2.0,no,no,no,no,no,no,no,604 796-3061,604 796-3068,barbara@seabirdisland.ca                                                                            ,250,September 30 2019,0,17,0,0,0,19,21,17,16,15,11,13,20,14,21,25,41,99,47,87,1,1,1,1,
37,3737040,Seaquam Secondary,11584 Lyon Rd,Delta                         ,BC             ,V4E 2K4,Mr,Rick,Mesich,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 591-6166,604 591-5800,rmesich@deltasd.bc.ca                                                                               ,1382,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,250,265,259,316,292,0,515,867,0,1,1,,
43,4343058,Seaview Community School,1215 Cecile Dr,Port Moody                    ,BC             ,V3H 1N2,Mr,Frank,Pearse,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 936-9991,604 936-9992,seaview@sd43.bc.ca                                                                                  ,214,September 30 2019,0,38,0,0,0,34,33,33,35,41,0,0,0,0,0,0,0,176,0,0,1,0,0,1,
68,6868080,Seaview Elementary,PO Box 340,Lantzville                    ,BC             ,V0R 2H0,Mr,Derek,Snowden,Standard School                         ,K-7,Public School,,no,no,no,no,yes,yes,no,250 390-4022,250 390-1302,dsnowden@sd68.bc.ca                                                                                 ,262,September 30 2019,0,23,1,0,0,28,32,31,44,34,30,40,0,0,0,0,0,199,40,0,1,1,0,1,
43,4325268,Seaview StrongStart Centre,1215 Cecile Dr,Port Moody                    ,BC             ,V3H 1N2,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 936-9991,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
46,4625048,Sechelt StrongStart Centre,PO Box 2148,Sechelt                       ,BC             ,V0N 3A0,Mrs,Kirsten,Deasey,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 741-5787,604 885-2617,kdeasey@sd46.bc.ca                                                                                  ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
41,4141047,Second Street Community Elementary,7502 2nd St,Burnaby                       ,BC             ,V3N 3R5,Mr,Jeff,Hutton,Standard School                         ,K-7,Public School,,yes,yes,no,no,no,yes,no,604 296-9029,,jeff.hutton@burnabyschools.ca,398,September 30 2019,0,42,0,0,0,56,58,47,51,54,47,43,0,0,0,0,0,313,43,0,1,1,0,1,
41,4125128,Second Street Community StrongStart Cntr,7502 2nd St,Burnaby                       ,BC             ,V3N 3R5,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 296-9029,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
93,9347021,Secondaire Brooks,5400 Marine Ave,Powell River                  ,BC             ,V8A 2L6,M,Vincent,Bergeron,Standard School                         ,10-12,Public School,,no,no,no,no,no,no,no,604 485-8430,604 485-8460,vincent_bergeron@csf.bc.ca,22,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,4,0,0,22,0,0,1,,
93,9372010,Secondaire Carihi,350 Dogwood St,Campbell River                ,BC             ,V9W 2X9,Ms,Sophie,Lemieux,Standard School                         ,9-12,Public School,,no,no,no,no,no,no,no,250 923-3359,,sophie_lemieux@csf.bc.ca                                                                            ,29,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,6,3,0,7,22,0,1,1,,
93,9346017,Secondaire Chatelech,PO Box 1430,Sechelt                       ,BC             ,V0N 3A0,Mme,Cecile,Desgagne,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 885-4743,,cecile_desgagne@csf.bc.ca                                                                           ,35,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,7,13,0,12,23,0,1,1,,
93,9368001,Secondaire de Nanaimo,1951 Estevan Rd,Nanaimo                       ,BC             ,V9S 3Y9,Mr,Steve,Roy,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,250 714-0761,250 714-0892,steve_roy@csf.bc.ca                                                                                 ,50,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,14,8,8,13,7,0,22,28,0,1,1,,
93,9307013,Secondaire de Nelson,1004 Cottonwood St,Nelson                        ,BC             ,V1L 3W2,Mme,Sylvie,Mazerolle,Standard School                         ,9-12,Public School,,no,no,no,no,no,no,no,250 825-4020,250 825-4020,sylvie_mazerolle@csf.bc.c                                                                           ,21,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,4,0,9,12,0,1,1,,
93,9393004,Secondaire de Penticton,1077 Nelson Ave,Penticton                     ,BC             ,V2A 2N1,M,Sylvain,Larochelle,Standard School                         ,9-12,Public School,,no,no,no,no,no,no,no,250 770-7691,250 492-0308,sylvain_larochelle@csf.bc.ca,39,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,14,0,4,35,0,1,1,,
93,9319003,Secondaire de Revelstoke,1007 Vernon Ave,Revelstoke                    ,BC             ,V0E 2S0,Mme,Valarie,Grondin,Standard School                         ,9,Public School,,no,no,no,no,no,no,no,250 837-6364,,valerie_grondin@csf.bc.ca                                                                           ,4,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,1,0,,
93,9357012,Secondaire Duchess-Park,747 Winnipeg St,Prince George                 ,BC             ,V2L 2V3,Mme,Dolores,Patenaude,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,250 612-0755,250 612-0756,dolores_patenaude@csf.bc.ca,39,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,16,3,0,16,23,0,1,1,,
93,9393005,Secondaire Jules-Verne,5445 Baillie St,Vancouver                     ,BC             ,V5Z 3M6,M,Eric,Leclerc,Standard School                         ,7-12,Public School,,no,no,no,no,no,yes,no,604 731-8378,604 730-8560,eric_leclerc@csf.bc.ca                                                                              ,396,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,95,80,70,38,68,45,0,245,151,0,1,1,,
39,3996721,SelfDesign Learning Community (DL),PO Box 74560 RPO Kitsilano,Vancouver                     ,BC             ,V6K 4P4,Ms,Nikki,Kenyon,Distributed Learning Programs           ,"8-12, EU",Independent School,1.0,no,no,no,no,no,no,no,604 224-3640,888 876-1940,info@selfdesign.org                                                                                 ,1883,September 30 2019,0,0,275,0,1147,0,0,0,0,0,0,0,165,141,128,120,182,0,306,430,0,1,1,,
61,6196347,Selkirk Montessori School,2970 Jutland Rd,Victoria                      ,BC             ,V8T 5K2,Mrs,Erin,Hayes,Standard School                         ,K-8,Independent School,1.0,no,no,no,no,no,no,no,250 384-3414,250 384-3420,erin@selkirkmontessori.ca                                                                           ,248,September 30 2019,6,24,0,0,0,35,32,30,27,29,25,22,18,0,0,0,0,178,40,0,1,1,0,1,
6,603008,Selkirk Secondary School,405 Halpin St,Kimberley                     ,BC             ,V1A 2H1,Mr,Clint,Dolgopol,Standard School                         ,"8-12, SU",Public School,,no,no,no,no,no,no,no,250 427-4827,250 342-6966,clint.dolgopol@sd6.bc.ca                                                                            ,461,September 30 2019,0,0,0,31,0,0,0,0,0,0,0,0,96,90,96,70,78,0,186,244,0,1,1,,
36,3636049,Semiahmoo Secondary,1785 148 St,Surrey                        ,BC             ,V4A 4M5,Mrs,Claudine,Bunyan,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 536-2131,604 536-4970,semiahmoo@surreyschools.ca,1667,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,327,328,308,337,367,0,655,1012,0,1,1,,
36,3636161,Semiahmoo Trail Elementary,3040 145A St,Surrey                        ,BC             ,V4P 1P8,Mr,Paul,Marsden,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 531-6063,604 531-7438,semiahmootrail@surreyschools.ca,381,September 30 2019,0,42,0,0,0,55,48,38,56,49,56,37,0,0,0,0,0,302,37,0,1,1,0,1,
75,7596034,Seminary of Christ the King,PO Box 3310,Mission                       ,BC             ,V2V 4J5,Rev,Peter,Nygren,Standard School                         ,8-12,Independent School,1.0,no,no,no,no,no,no,no,604 826-8975,604 826-8725,info@sck.ca                                                                                         ,33,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,3,4,0,13,20,0,1,1,,
53,5397491,Sen Pok Chin,1155 SenPokChin Blvd,Oliver                        ,BC             ,V0H 1T8,Ms,Valerie,Allen,Standard School                         ,K-8,Independent School,2.0,no,no,no,no,no,no,no,250 498-2019,250 498-3096,principal@senpokchin.com                                                                            ,99,September 30 2019,0,34,0,0,0,12,9,11,6,6,10,10,1,0,0,0,0,54,11,0,1,1,0,1,
36,3636060,Senator Reid Elementary,9341 126 St,Surrey                        ,BC             ,V3V 5C4,Mr,Brad,Helland,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 584-7441,604 583-5159,senatorreid@surreyschools.ca,361,September 30 2019,0,38,0,0,0,42,56,49,33,36,50,57,0,0,0,0,0,266,57,0,1,1,0,1,
36,3625414,Senator Reid StrongStart Centre,9341 126 St,Surrey                        ,BC             ,V3V 5C4,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,senatorreid@surreyschools.ca,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
23,2397006,Sensisyusten House of Learning,1920 Quail Lane,Westbank                      ,BC             ,V4T 2H3,Mr,Wes,Malo,Standard School                         ,K-5,Independent School,2.0,no,no,no,no,no,no,no,250 768-2802,250 768-5462,school@wfn.ca                                                                                       ,53,September 30 2019,0,5,0,0,0,13,7,13,8,7,0,0,0,0,0,0,0,48,0,0,1,0,0,1,
45,4545010,Sentinel Secondary,1250 Chartwell Dr,West Vancouver                ,BC             ,V7S 2R2,Mr,Michael,Finch,Standard School                         ,"8-12, SU",Public School,,no,no,no,no,no,no,no,604 981-1130,604 981-1131,sentinel@wvschools.ca                                                                               ,1394,September 30 2019,0,0,0,10,0,0,0,0,0,0,0,0,261,261,318,288,256,0,522,862,0,1,1,,
8,899298,Sequoia Centre,PO Box 99,South Slocan                  ,BC             ,V0G 2G0,Ms,Shellie,Mallof,Alternate Programs                      ,10-12,Public School,,no,no,no,no,no,no,no,250 359-6873,250 359-7688,shellie.mallof@sd8.bc.ca                                                                            ,13,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,13,0,0,1,,
36,3636143,Serpentine Heights Elementary,16126 93A Ave,Surrey                        ,BC             ,V4N 3A2,Ms,Caroline,Matthews,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 589-6322,604 583-7692,serpentineheights@surreyschools.ca,354,September 30 2019,0,38,0,0,0,46,34,37,47,49,52,51,0,0,0,0,0,265,51,0,1,1,0,1,
44,4444047,Seycove Secondary Community,1204 Caledonia Ave,North Vancouver               ,BC             ,V7G 2A6,Mr,R,McLeod,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 903-3666,604 903-3667,seycove@sd44.ca                                                                                     ,549,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,98,96,101,118,136,0,194,355,0,1,1,,
44,4444019,Seymour Heights Elementary,2640 Carnation St,North Vancouver               ,BC             ,V7H 1H5,Ms,Ann,Copp,Standard School                         ,K-7,Public School,,yes,yes,no,no,yes,yes,no,604 903-3760,604 903-3761,acopp@sd44.ca                                                                                       ,238,September 30 2019,0,24,0,0,0,27,23,31,31,29,39,34,0,0,0,0,0,180,34,0,1,1,0,1,
44,4425269,Seymour Heights StrongStart Centre,2640 Carnation St,North Vancouver               ,BC             ,V7H 1H5,Ms,Ann,Copp,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 903-3760,604 903-3761,acopp@sd44.ca                                                                                       ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
39,3996732,Shalhevet Girls High School,785 16th Ave W,Vancouver                     ,BC             ,V5Z 1S8,Mrs,Meira,Federgrun,Standard School                         ,8-12,Independent School,2.0,no,no,no,no,no,no,no,604 568-9250,,principal@shalhevet.ca                                                                              ,17,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,2,2,0,10,7,0,1,1,,
23,2323067,Shannon Lake Elementary,3044 Sandstone Dr,West Kelowna                  ,BC             ,V4T 1T2,Mr,C Barrie,MacLeod,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 870-5132,250 870-5073,barrie.macleod@sd23.bc.ca                                                                           ,390,September 30 2019,0,63,0,0,0,60,67,65,63,72,0,0,0,0,0,0,0,327,0,0,1,0,0,1,
39,3939072,Shaughnessy Elementary,4250 Marguerite St,Vancouver                     ,BC             ,V6J 4G3,Ms,Dorothy,Watkins,Standard School                         ,K-7,Public School,,no,yes,no,no,no,no,no,604 713-5500,,dwatkins@vsb.bc.ca                                                                                  ,423,September 30 2019,0,56,0,0,0,54,62,46,44,43,49,69,0,0,0,0,0,298,69,0,1,1,0,1,
79,7996006,Shawnigan Lake,1975 Renfrew Rd,Shawnigan Lake                ,BC             ,V0R 2W1,Mr,Richard,Lamont,Standard School                         ,8-12,Independent School,2.0,no,no,no,no,no,no,no,250 743-5516,250 743-6200,executiveoffice@shawnigan.ca,519,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,49,88,128,148,106,0,137,382,0,1,1,,
49,4949007,Shearwater Elementary,Bag 130,Hagensborg                    ,BC             ,V0T 1H0,Ms,Cecilia,Walkus,Standard School                         ,3-6,Public School,,no,no,no,no,no,no,no,250 957-2232,250 957-2481,lwalkus@sd49.ca                                                                                     ,6,September 30 2019,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,6,0,0,1,0,0,,
44,4444032,Sherwood Park Elementary,4085 Dollar Rd,North Vancouver               ,BC             ,V7G 1A5,Mr,Sanjeet,Johal,Standard School                         ,K-7,Public School,,no,no,no,no,no,yes,no,604 903-3810,604 903-3811,sherwoodpark@sd44.ca                                                                                ,426,September 30 2019,0,44,0,0,0,68,52,65,46,28,65,58,0,0,0,0,0,324,58,0,1,1,0,1,
61,6161058,Shoreline Community Middle School,2750 Shoreline Dr,Victoria                      ,BC             ,V9B 1M6,Ms,Lisa,Fernyhough,Standard School                         ,"6-8, EU",Public School,,no,no,no,no,no,no,no,250 386-8367,250 361-2630,lfernyhough@sd61.bc.ca                                                                              ,298,September 30 2019,0,0,0,0,1,0,0,0,0,0,129,76,92,0,0,0,0,129,168,0,1,1,0,,
35,3535042,Shortreed Community School,27330 28 Ave,Aldergrove                    ,BC             ,V4W 3K1,Mr,Chris,Wejr,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 856-4167,604 856-7523,cwejr@sd35.bc.ca                                                                                    ,327,September 30 2019,0,55,1,0,0,50,53,64,56,49,0,0,0,0,0,0,0,272,0,0,1,0,0,1,
83,8383037,Shuswap Middle School,PO Box 1090 STN Main,Salmon Arm                    ,BC             ,V1E 4P2,Ms,Sydney,Griffith,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,250 832-6031,250 832-7114,sgriffit@sd83.bc.ca                                                                                 ,666,September 30 2019,0,0,1,0,0,0,0,0,0,0,208,231,227,0,0,0,0,208,458,0,1,1,0,,
83,8396329,Shuswap SDA,3270 B 60th Ave NE,Salmon Arm                    ,BC             ,V1E 2A9,Mrs,Shellie,Shipowick,Standard School                         ,K-9,Independent School,1.0,no,no,no,no,no,no,no,250 804-0656,250 804-0640,shuswapsda@shaw.ca                                                                                  ,27,September 30 2019,4,0,0,0,0,2,2,5,2,2,3,2,3,2,0,0,0,16,7,0,1,1,0,1,
63,6363014,Sidney Elementary,2281 Henry Ave,Sidney                        ,BC             ,V8L 2A8,Ms,Jennifer,Batallas,Standard School                         ,K-5,Public School,,yes,yes,no,no,no,no,no,250 656-3958,250 656-2826,sidney@saanichschools.ca                                                                            ,347,September 30 2019,0,63,0,0,0,60,57,50,63,54,0,0,0,0,0,0,0,284,0,0,1,0,0,1,
63,6325065,Sidney StrongStart Centre,2281 Henry Ave,Sidney                        ,BC             ,V8L 2A8,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 656-3958,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
40,4099124,Sigma,835 Eighth St,New Westminster               ,BC             ,V3M 3S9,Ms,Pam,Craven,Alternate Programs                      ,11-12,Public School,,no,no,no,no,no,no,no,604 517-6365,604 517-6151,pcraven@sd40.bc.ca                                                                                  ,32,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0,32,0,0,1,,
48,4848024,Signal Hill Elementary,1410 Portage Rd,Pemberton                     ,BC             ,V0N 2L1,Ms,Roberta,Kubik,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 894-6378,604 894-5117,rkubik@sd48.bc.ca                                                                                   ,425,September 30 2019,0,49,0,0,0,61,46,64,49,48,61,47,0,0,0,0,0,329,47,0,1,1,0,1,
48,4825148,Signal Hill StrongStart Centre,1410 Portage Rd,Pemberton                     ,BC             ,V0N 2L1,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 894-6378,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
36,3696797,Sikh Academy,12895-85 Ave,Surrey                        ,BC             ,V3W 0K8,Mr,Baldeep,Hehar,Standard School                         ,K-7,Independent School,1.0,no,no,no,no,no,no,no,604 599-3828,604 599-3824,admin@sikhacademy.ca                                                                                ,580,September 30 2019,0,65,0,0,0,70,82,81,70,86,63,63,0,0,0,0,0,452,63,0,1,1,0,1,
78,7878012,Silver Creek Elementary,PO Box 670,Hope                          ,BC             ,V0X 1L0,Mr,Bruce,Becker,Standard School                         ,K-7,Public School,,yes,no,no,no,yes,yes,no,604 869-5212,604 869-5234,bruce.becker@sd78.bc.ca                                                                             ,141,September 30 2019,0,16,0,0,0,15,20,10,23,17,25,15,0,0,0,0,0,110,15,0,1,1,0,1,
83,8383041,Silver Creek Elementary Secondary,935 Salmon River Rd,Salmon Arm                    ,BC             ,V1E 3G3,Ms,Kirsten,Mazur,Standard School                         ,K-8,Public School,,yes,no,no,no,yes,yes,no,250 832-8282,250 833-1167,scr@sd83.bc.ca                                                                                      ,83,September 30 2019,0,5,0,0,0,17,9,12,10,8,5,9,8,0,0,0,0,61,17,0,1,1,0,1,
22,2222012,Silver Star Elementary,1401-35 Ave,Vernon                        ,BC             ,V1T 2R6,Ms,Jacqueline,Taylor,Standard School                         ,K-7,Public School,,no,no,no,no,yes,no,no,250 545-4409,250 545-7680,jahtaylor@sd22.bc.ca                                                                                ,434,September 30 2019,0,48,0,0,0,50,50,47,59,70,62,48,0,0,0,0,0,338,48,0,1,1,0,1,
75,7575019,Silverdale Elementary,29715 Donatelli Ave,Mission                       ,BC             ,V4S 1H6,Mr,Rob,Clark,Standard School                         ,K-6,Public School,,yes,no,no,no,no,no,no,604 826-2526,604 826-3610,rob.clark@mpsd.ca                                                                                   ,91,September 30 2019,0,10,0,0,0,9,17,16,13,9,17,0,0,0,0,0,0,81,0,0,1,0,0,1,
54,5454004,Silverthorne Elementary,PO Box 430,Houston                       ,BC             ,V0J 1Z0,Mrs,Bev,Forster,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 845-2228,250 845-3553,bforster@sd54.bc.ca                                                                                 ,174,September 30 2019,0,27,0,0,0,27,21,20,21,24,15,19,0,0,0,0,0,128,19,0,1,1,0,1,
54,5425153,Silverthorne StrongStart,PO Box 430,Houston                       ,BC             ,V0J 1Z0,Ms,Julie,Krall,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 845-2228,250 845-3553,jkrall@sd54.bc.ca                                                                                   ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
53,5316004,Similkameen Elem-Secondary,PO Box 410,Keremeos                      ,BC             ,V0X 1N0,Ms,Naryn,Searcy,Standard School                         ,5-12,Public School,,no,no,no,no,no,no,no,250 499-2727,250 499-2411,nsearcy@sd53.bc.ca                                                                                  ,309,September 30 2019,0,0,0,0,0,0,0,0,0,47,34,36,40,39,29,40,44,81,115,113,1,1,1,,
53,5399289,Similkameen Secondary Alt,PO Box 410,Keremeos                      ,BC             ,V0X 1N0,Ms,Naryn,Searcy,Alternate Programs                      ,10-12,Public School,,no,no,no,no,no,no,no,250 499-2727,250 499-2411,nsearcy@sd53.bc.ca                                                                                  ,13,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,0,0,13,0,0,1,,
36,3636087,Simon Cunningham Elementary,9380 140 St,Surrey                        ,BC             ,V3V 5Z4,Ms,Catherine,Berron,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 588-4435,604 582-6528,simoncunningham@surreyschools.ca,550,September 30 2019,0,72,0,0,0,82,72,69,74,64,69,48,0,0,0,0,0,430,48,0,1,1,0,1,
39,3939042,Simon Fraser Elementary,100 15th Ave W,Vancouver                     ,BC             ,V5Y 3B7,Ms,Cathy,Thomas,Standard School                         ,K-7,Public School,,no,yes,no,no,no,no,no,604 713-4946,604 713-4948,cathomas@vsb.bc.ca                                                                                  ,327,September 30 2019,0,40,1,0,0,44,44,58,40,39,32,30,0,0,0,0,0,257,30,0,1,1,0,1,
43,4395054,Simon Fraser Youth Day Treatment Centre,1100C Winslow Ave,Coquitlam                     ,BC             ,V3J 2G3,Mr,Cam,Morrison,Long Term PRP                           ,No Enrolment Reported,Public School,,no,no,no,no,no,no,no,604 933-2543,604 936-5451,pmcnaughton@sd43.bc.ca                                                                              ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
35,3535022,Simonds Elementary,20190 48 Ave,Langley                       ,BC             ,V3A 3L4,Mr,Paul,Trattle,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 530-2361,604 530-9671,ptrattle@sd35.bc.ca                                                                                 ,159,September 30 2019,0,26,0,0,0,22,30,29,26,26,0,0,0,0,0,0,0,133,0,0,1,0,0,1,
35,3525106,Simonds StrongStart Centre,20190 48 Ave,Langley                       ,BC             ,V3A 3L4,Mr,Paul,Trattle,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 530-2361,,ptrattle@sd35.bc.ca                                                                                 ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
91,9156010,Sinkutview Elementary,3348 Sinkut View Rd,Vanderhoof                    ,BC             ,V0J 3A2,Ms,Stacey,Soffel,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,250 567-5133,250 567-4765,ssoffel@sd91.bc.ca                                                                                  ,85,September 30 2019,0,13,0,0,0,13,13,7,17,9,13,0,0,0,0,0,0,72,0,0,1,0,0,1,
39,3996890,Sino Bright School BC,300-328 Water St,Vancouver                     ,BC             ,V6B 1B6,Ms,Liyan,Ouyang,Standard School                         ,11-12,Independent School,4.0,no,no,no,no,no,no,no,778 379-4999,778 379-4993,liyan@schoolbj.com                                                                                  ,39,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,39,0,0,1,,
39,3939079,Sir Alexander Mackenzie Elementary,960 39th Ave E,Vancouver                     ,BC             ,V5W 1K8,Ms,Lisa,Nucich,Standard School                         ,K-7,Public School,,yes,yes,no,no,no,yes,no,604 713-4799,604 713-4801,lnucich@vsb.bc.ca                                                                                   ,423,September 30 2019,0,54,3,0,0,67,51,45,58,44,53,51,0,0,0,0,0,318,51,0,1,1,0,1,
49,4949002,Sir Alexander Mackenzie Secondary,PO Bag 800,Hagensborg                    ,BC             ,V0T 1H0,Mr,Scott,Barnes,Standard School                         ,8-12,Public School,,no,yes,no,no,yes,yes,no,250 982-2355,250 982-2720,sbarnes@sd49.ca                                                                                     ,85,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,16,22,21,16,10,0,38,47,0,1,1,,
39,3925123,Sir Alexander Mackenzie StrongStart,960 39th Ave E,Vancouver                     ,BC             ,V5W 1K8,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 713-4799,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
39,3939093,Sir Charles Kingsford-Smith,6901 Elliott St,Vancouver                     ,BC             ,V5S 2N1,Mrs,Teena,Smith,Standard School                         ,K-7,Public School,,no,no,no,no,no,yes,no,604 812-1840,604 713-4750,tmsmith@vsb.bc.ca                                                                                   ,256,September 30 2019,0,37,0,0,0,19,29,28,35,37,35,36,0,0,0,0,0,183,36,0,1,1,0,1,
39,3939017,Sir Charles Tupper Secondary,419 24th Ave E,Vancouver                     ,BC             ,V5V 2A2,Ms,Alison,Ogden,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 713-8233,604 713-8232,aogden@vsb.bc.ca                                                                                    ,1101,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,240,230,201,206,224,0,470,631,0,1,1,,
39,3939030,Sir Guy Carleton Community Elementary,3250 Kingsway,Vancouver                     ,BC             ,V5R 5K5,Mrs,Patti,Plottel,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 713-4810,604 713-4812,pplottel@vsb.bc.ca                                                                                  ,113,September 30 2019,0,16,0,0,0,21,10,11,13,12,17,13,0,0,0,0,0,84,13,0,1,1,0,1,
39,3939120,Sir James Douglas Annex,7668 Borden St,Vancouver                     ,BC             ,V5P 3E1,Ms,Sarah,McAlister,Standard School                         ,K-3,Public School,,no,no,no,no,no,no,no,604 713-4885,604 713-4885,smcalister@vsb.bc.ca                                                                                ,184,September 30 2019,0,40,0,0,0,50,46,48,0,0,0,0,0,0,0,0,0,144,0,0,1,0,0,1,
