Region Cd,Region Name,Sch Cd,School Name,Start Gr,End Gr,Mailing Address,City,Postal Code,Civic Address,City.1,Postal Code.1,School Email,Phone,Fax,Principal
58,South Shore Regional Centre for Education,405,Big Tancook Elementary School,PR,5,36 School Rd ,Big Tancook Island NS,B0J 3G0,36 School Rd ,Big Tancook Island NS,B0J 3G0,btes@ssrce.ca,902-228-8300,902-228-8301,Ellenor Smith
58,South Shore Regional Centre for Education,1156,Bluenose Academy,PP,9,PO Box 1210 ,Lunenburg NS,B0J 2C0,18 Tannery Rd ,Lunenburg NS,B0J 2C0,ba@ssrce.ca,902-634-2200,902-634-2210,Steven McGill
58,South Shore Regional Centre for Education,509,Bridgewater Elementary School,PP,4,130 York St ,Bridgewater NS,B4V 1R3,130 York St ,Bridgewater NS,B4V 1R3,bes@ssrce.ca,902-541-8240,902-541-8250,Lindsay Wilkins
58,South Shore Regional Centre for Education,508,Bridgewater Junior High School,05,12,100 York St ,Bridgewater NS,B4V 1R3,100 York St ,Bridgewater NS,B4V 1R3,bjhs@ssrce.ca,902-541-8260,902-541-8270,Daphne Egilsson
58,South Shore Regional Centre for Education,216,Chester Area Middle School,05,8,PO Box 440 ,Chester NS,B0J 1J0,204 Duke St ,Chester NS,B0J 1J0,cams@ssrce.ca,902-275-2720,902-275-2730,Joyce Veinot-Gates
58,South Shore Regional Centre for Education,207,Chester District Elementary School,PP,4,PO Box 368 ,Chester NS,B0J 1J0,202 Duke St ,Chester NS,B0J 1J0,cdes@ssrce.ca,902-275-2750,902-275-2755,Trisha Demone
58,South Shore Regional Centre for Education,386,Dr. John C. Wickwire Academy,PP,5,311 Port Mouton Rd ,Liverpool NS,B0T 1K0,311 Port Mouton Rd ,Liverpool NS,B0T 1K0,djcwa@ssrce.ca,902-354-7660,902-354-7666,Sarah Baker
58,South Shore Regional Centre for Education,80,Forest Heights Community School,09,12,PO Box 29 ,Chester Basin NS,B0J 1K0,847 Hwy 12 ,Chester Basin NS,B0J 1K0,fhcs@ssrce.ca,902-275-2700,902-275-2710,Paul Nickerson
58,South Shore Regional Centre for Education,1150,Greenfield Elementary School,PR,6,5060 Hwy 210 ,Greenfield NS,B0T 1E0,5060 Hwy 210 ,Greenfield NS,B0T 1E0,ges@ssrce.ca,902-685-5400,902-685-5401,Ruth Amiro
58,South Shore Regional Centre for Education,917,Hebbville Academy,PP,9,16147 Hwy 3 ,Hebbville NS,B4V 6Y1,16147 Hwy 3 ,Hebbville NS,B4V 6Y1,ha@ssrce.ca,902-541-8280,902-541-8290,Stephen Johnson
58,South Shore Regional Centre for Education,710,Liverpool Regional High School,09,12,PO Box 1266 ,Liverpool NS,B0T 1K0,104 College St ,Liverpool NS,B0T 1K0,lrhs@ssrce.ca,902-354-7600,902-354-7610,Jean Rhodenizer
58,South Shore Regional Centre for Education,397,New Germany Elementary School,PP,6,150 School St ,New Germany NS,B0R 1E0,150 School St ,New Germany NS,B0R 1E0,nges@ssrce.ca,902-644-5020,902-644-5022,Angela Gladwin
58,South Shore Regional Centre for Education,402,New Germany Rural High School,07,12,44 School St ,New Germany NS,B0R 1E0,44 School St ,New Germany NS,B0R 1E0,ngrhs@ssrce.ca,902-644-5000,902-644-5010,Jennifer McMullen
58,South Shore Regional Centre for Education,214,New Ross Consolidated School,PP,8,PO Box 10 ,New Ross NS,B0J 2M0,4689 Hwy 12 ,New Ross NS,B0J 2M0,nrcs@ssrce.ca,902-689-6100,902-689-6110,David O'Quinn
58,South Shore Regional Centre for Education,404,Newcombville Elementary School,PP,5,4220 Hwy 325 ,Newcombville NS,B4V 7W2,4220 Hwy 325 ,Newcombville NS,B4V 7W2,nes@ssrce.ca,902-541-8230,902-541-8231,Jennifer Lemire
58,South Shore Regional Centre for Education,459,North Queens Community School,PP,12,PO Box 184 ,Caledonia NS,B0T 1E0,40 West Caledonia Rd ,Caledonia NS,B0T 1B0,nqcs@ssrce.ca,902-682-3500,902-682-3510,Ruth Amiro
58,South Shore Regional Centre for Education,409,Park View Education Centre,10,12,1485 King St ,Bridgewater NS,B4V 1C4,1485 King St ,Bridgewater NS,B4V 1C4,pvec@ssrce.ca,902-541-8200,902-541-8210,Gordon Walters
58,South Shore Regional Centre for Education,400,Pentz Elementary School,PP,6,PO Box 88 ,LaHave NS,B0R 1C0,2680 Hwy 331 ,LaHave NS,B0R 1C0,pes@ssrce.ca,902-688-3210,902-688-3211,Rebecca Smart
58,South Shore Regional Centre for Education,401,Petite Rivière Elementary School,PP,6,123 Wentzell Rd ,Petite Rivière NS,B4V 5Y2,123 Wentzell Rd ,Petite Rivière NS,B4V 5Y2,pres@ssrce.ca,902-688-3200,902-688-3201,Scott Rawding
58,South Shore Regional Centre for Education,1185,South Queens Middle School,06,8,PO Box 1288 ,Liverpool NS,B0T 1K0,157 Old Bridge St ,Liverpool NS,B0T 1K0,sqms@ssrce.ca,902-354-7640,902-354-7650,Terry Stewart
58,South Shore Regional Centre for Education,1171,SSRCE Adult High School,10,12,Box 1974 ,Liverpool NS,B0T 1K0,137 Old Bridge St ,Liverpool NS,B0T 1K0,ssilc@ssrce.ca,902-354-7630,902-354-7631,Jean Rhodenizer
58,South Shore Regional Centre for Education,1172,SSRCE Alternate Programs,07,12,45 School St ,Mahone Bay NS,B0J 2E0,45 School St ,Mahone Bay NS,B0J 2E0,ssilc@ssrce.ca,902-624-2101,902-624-2103,Lamar Eason
58,South Shore Regional Centre for Education,394,West Northfield Elementary School,PP,6,6 Victoria Acres Dr ,West Northfield NS,B4V 5C7,6 Victoria Acres Dr ,West Northfield NS,B4V 5C7,wnes@ssrce.ca,902-541-8220,902-541-8221,Deanna Rawding
59,Tri-County Regional Centre for Education,167,Barrington Municipal High School,07,12,536 Oak Park Rd ,Barrington NS,B0W 1E0,536 Oak Park Rd ,Barrington NS,B0W 1E0,bmhs@tcrce.ca,902-637-4310,902-637-4320,Mary Breen
59,Tri-County Regional Centre for Education,497,Carleton Consolidated School,PP,6,4014 Hwy 340 ,Carleton NS,B5A 5P8,4014 Hwy 340 ,Carleton NS,B5A 5P8,cces@tcrce.ca,902-761-4200,902-761-4202,Dwayne Landry
59,Tri-County Regional Centre for Education,511,Clark's Harbour Elementary School,PP,6,PO Box 130 ,Clark's Harbour NS,B0W 1P0,29 School St ,Clark's Harbour NS,B0W 1P0,ches@tcrce.ca,902-745-3710,902-745-3711,Nicole Surette
59,Tri-County Regional Centre for Education,541,Digby Elementary School,PP,6,PO Box 1538 ,Digby NS,B0V 1A0,20 Shreve St ,Digby NS,B0V 1A0,des@tcrce.ca,902-245-7550,902-245-7555,Jonathan Ettinger
59,Tri-County Regional Centre for Education,257,Digby Neck Consolidated School,PR,6,RR1 ,Sandy Cove NS,B0V 1E0,6203 Sandy Cove Rd ,Digby Neck NS,B0V 1E0,dnces@tcrce.ca,902-834-6600,902-834-6602,Julia Woodman
59,Tri-County Regional Centre for Education,709,Digby Regional High School,07,12,PO Box 1660 ,Digby NS,B0V 1A0,107 King St ,Digby NS,B0V 1A0,drhs@tcrce.ca,902-245-7500,902-245-7518,Darrell Richardson
59,Tri-County Regional Centre for Education,981,Drumlin Heights Consolidated School,PP,12,RR 1 ,Glenwood NS,B0W 1W0,RR 1 Hwy 3 5428 ,Glenwood NS,B0W 1W0,dhcs@tcrce.ca,902-643-6000,902-643-6006,Jason Murphy
59,Tri-County Regional Centre for Education,733,Evelyn Richardson Memorial Elementary School,PP,6,PO Box 160 ,Shag Harbour NS,B0W 3B0,5961 Hwy 3 ,Shag Harbour NS,B0W 3B0,ermes@tcrce.ca,902-723-3800,902-723-3801,Alethia Goreham-Smith
59,Tri-County Regional Centre for Education,927,Forest Ridge Academy,PP,6,PO Box 128 ,Barrington NS,B0W 1E0,59 Forest View Dr ,Barrington NS,B0W 1E0,fra@tcrce.ca,902-637-4340,902-637-4342,Michael Smith
59,Tri-County Regional Centre for Education,79,Hillcrest Academy,PP,6,PO Box 40 ,Shelburne NS,B0T 1W0,127 King St ,Shelburne NS,B0T 1W0,hia@tcrce.ca,902-875-5300,902-875-5301,John Roscoe
59,Tri-County Regional Centre for Education,259,Islands Consolidated School,PP,12,PO Box 80 ,Freeport NS,B0V 1B0,75 Overcove Rd ,Freeport NS,B0V 1B0,ics@tcrce.ca,902-839-6300,902-839-6303,Robert Morgan
59,Tri-County Regional Centre for Education,624,Lockeport Elementary School,PP,6,PO Box 280 ,Lockeport NS,B0T 1L0,73 Beach St ,Lockeport NS,B0T 1L0,les@tcrce.ca,902-656-7100,902-656-7101,Anthony Stuart
59,Tri-County Regional Centre for Education,711,Lockeport Regional High School,07,12,PO Box 129 ,Lockeport NS,B0T 1L0,10 Locke St ,Lockeport NS,B0T 1L0,lhs@tcrce.ca,902-656-7110,902-656-7120,Anthony Stuart
59,Tri-County Regional Centre for Education,410,Maple Grove Education Centre,07,8,52 Grove Memorial Dr ,Hebron NS,B0W 1X0,52 Grove Memorial Dr ,Hebron NS,B0W 1X0,mgec@tcrce.ca,902-749-5160,902-749-5170,Sean Kenney
59,Tri-County Regional Centre for Education,928,Meadowfields Community School,PP,6,106 Prospect St ,Yarmouth NS,B5A 4J2,106 Prospect St ,Yarmouth NS,B5A 4J2,mcs@tcrce.ca,902-749-2880,902-749-2888,Raquel Thompson
59,Tri-County Regional Centre for Education,199,Plymouth School,PP,6,RR 1 Arcadia ,Yarmouth NS,B0W 1B0,849 Hwy 334 ,Yarmouth NS,B0W 1B0,ps@tcrce.ca,902-663-2000,902-663-2005,Mark Thornton
59,Tri-County Regional Centre for Education,498,Port Maitland Consolidated School,PP,6,3072 Hwy 1 ,Port Maitland NS,B5A 5T3,3072 Hwy 1 ,Port Maitland NS,B5A 5T3,pmces@tcrce.ca,902-649-4400,902-649-4404,Liette Deveau
59,Tri-County Regional Centre for Education,716,Shelburne Regional High School,07,12,PO Box 10 ,Shelburne NS,B0T 1W0,415 Woodlawn Dr ,Shelburne NS,B0T 1W0,srhs@tcrce.ca,902-875-4900,902-875-4909,Jeffrey Rankin
59,Tri-County Regional Centre for Education,977,St. Mary's Bay Academy,07,12,RR 1 ,Weymouth NS,B0W 3T0,4079 Hwy 1 ,St. Bernard NS,B0W 3T0,smba@tcrce.ca,902-837-2340,902-837-2345,Janece McNutt
59,Tri-County Regional Centre for Education,256,Weymouth Consolidated School,PP,6,PO Box 400 ,Weymouth NS,B0W 3T0,4695 Hwy 1 ,Weymouth NS,B0W 3T0,wcs@tcrce.ca,902-837-2310,902-837-2320,Terry Gaudet
59,Tri-County Regional Centre for Education,1178,Yarmouth Consolidated Memorial High School,09,12,146 Forest St ,Yarmouth NS,B5A 0B3,146 Forest St ,Yarmouth NS,B5A 0B3,ycmhs@tcrce.ca,902-749-2810,902-749-2811,Donald Berry
59,Tri-County Regional Centre for Education,1199,Yarmouth Elementary School,PP,6,5 Brunswick St ,Yarmouth NS,B5A 3A9,5 Brunswick St ,Yarmouth NS,B5A 3A9,yes@tcrce.ca,902-749-2860,902-749-2866,Adam Chisholm
