facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,unit,street_no,street_name,street_addr,city,province,postal_code,provider,latitude,longitude,phone,email,website
Wal-Mart Pharmacy,TYPE 4,Brant County Health Unit,,,,,300,king george road,300 King George Road,Brantford,ON,N3R5L7,Province of Ontario,43.183934,-80.278672,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
Wal-Mart Pharmacy,TYPE 4,Lambton Health Unit,,,,,1444,quinn drive,1444 Quinn Drive,Sarnia,ON,N7S6M8,Province of Ontario,42.988729,-82.348018,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
Macarthur Drugs,TYPE 4,"Haliburton, Kawartha, Pine Ridge District Health Unit",,,,,21,colborne street,21 Colborne Street,Fenelon Falls,ON,K0M1N0,Province of Ontario,44.536585,-78.7392337,705-887-2041,,https://www.guardian-ida-pharmacies.ca/
Shoppers Drug Mart,TYPE 4,Toronto Public Health,,,,,467,parliament street,467 Parliament Street,Toronto,ON,M5A3A3,Province of Ontario,43.663997,-79.367508,,,https://covid-19.shoppersdrugmart.ca/en
Janzen's Pharmacy,TYPE 4,Thunder Bay,,,,,296,bay street,296 Bay Street,Thunder Bay,ON,P7B1R8,Province of Ontario,48.431914,-89.229143,807-345-1191,,www.janzens.ca
Warkworth Pharmacy,TYPE 4,"Haliburton, Kawartha, Pine Ridge District Health Unit",,,,,26,main street,26 Main Street,Warkworth,ON,K0K3K0,Province of Ontario,44.201487,-77.885999,705-924-2711,,https://warkworthpharmacy.medmeapp.ca/schedule
Roulston's Pharmacy,TYPE 4,Haldimand-Norfolk Health Unit,,,,,414,main street,414 Main Street,Port Dover,ON,N0A1N0,Province of Ontario,42.788025,-80.2051698,,,www.roulstons.com
Pharmacie Plantagenet,TYPE 4,Eastern Ontario Health Unit,,,,,181,old highway 17,181 Old Highway 17,Plantagenet,ON,K0B1L0,Province of Ontario,45.5402713,-74.989579,613-673-4837,,plantagenetpharmacy.ca
Medical Centre Pharmacy,TYPE 4,Peterborough Public Health,,,,,707,charlotte street,707 Charlotte Street,Peterborough,ON,K9J7B3,Province of Ontario,44.299906,-78.340514,,,www.medicalcentrepharmacy.net
The Dispensary,TYPE 4,Southwestern Public Health,,,,,510,ingersoll avenue,510 Ingersoll Avenue,Woodstock,ON,N4S4X9,Province of Ontario,43.136534,-80.757553,519-539-8528,,https://dispensarypharmasave635.myappts.ca/src/
Metro Pharmacy,TYPE 4,Middlesex-London Health Unit,,,,,1030,adelaide street north,1030 Adelaide Street North,London,ON,N5Y2M9,Province of Ontario,43.00731,-81.239419,,,https://metro.ca/covid19
Cenpro Pharmacy,TYPE 4,Brant County Health Unit,,,,,72,brant avenue,72 Brant Avenue,Brantford,ON,N3T5Z8,Province of Ontario,43.141012,-80.271398,519-759-1640,,https://cenpropharmacy.weebly.com/contact-us.html
Food Basics Pharmacy,TYPE 4,Halton Region Health Department,,,,,3365,fairview street,3365 Fairview Street,Burlington,ON,L7N3N9,Province of Ontario,43.355675,-79.785152,,,https://foodbasics.ca/covid19
Food Basics Pharmacy,TYPE 4,Huron Perth Health Unit,,,,,925,ontario street,925 Ontario Street,Stratford,ON,N5A6W5,Province of Ontario,43.369443,-80.949315,,,https://foodbasics.ca/covid19
Pharmasave,TYPE 4,"Region of Waterloo, Public Health",,,,,170,university avenue west,170 University Avenue West,Waterloo,ON,N2L3E9,Province of Ontario,43.472003,-80.538854,519-886-2420,,https://pharmasavecampus.com/
Metro Pharmacy,TYPE 4,Middlesex-London Health Unit,,,,,395,wellington road south,395 Wellington Road South,London,ON,N6C4P9,Province of Ontario,42.9598478,-81.2331694,,,https://foodbasics.ca/covid19
First Place Pharmacy,TYPE 4,Peel Public Health,,,,Unit 101,170,queensway west,"170 Queensway West, Unit 101",Mississauga,ON,L5B3A8,Province of Ontario,43.56996,-79.611202,905-848-3222,,
Food Basics Pharmacy,TYPE 4,Niagara Region Public Health Department,,,,,275,geneva street,275 Geneva Street,St. Catharines,ON,L2N2E9,Province of Ontario,43.176329,-79.24155,,,https://foodbasics.ca/covid19
NoFrills Pharmacy,TYPE 4,Toronto Public Health,,,,,1880,eglinton avenue east,1880 Eglinton Avenue East,Scarborough,ON,M1L2L1,Province of Ontario,43.726238,-79.299427,,,https://www.nofrills.ca/covid19
Rockwood Pharmacy,TYPE 4,Wellington-Dufferin-Guelph Health Unit,,,,,175,alma street,175 Alma Street,Rockwood,ON,N0B2K0,Province of Ontario,43.6165165,-80.1461054,,,https://rockwoodpharmacy.myappts.ca/src/
Bryan's Pharmacy,TYPE 4,"Kingston, Fontenac, Lennox and Addington Health Unit",,,,,235,gore road rr 2,"235 Gore Road, RR 2",Kingston,ON,K7L5H6,Province of Ontario,44.258559,-76.455586,613-542-7277,,www.bryanspharmacy.ca
Hogan Pharmacy,TYPE 4,Lambton Health Unit,,,,,348,lyndock street,348 Lyndock Street,Corunna,ON,N0N1G0,Province of Ontario,42.891796,-82.452723,519-862-5521,,www.hoganpharmacy.com
Loblaw Pharmacy,TYPE 4,Porcupine Health Unit,,,,,654,algonquin boulevard east,654 Algonquin Boulevard East,Timmins,ON,P4N8R4,Province of Ontario,48.478209,-81.315104,,,yourindependentgrocer.ca/covid19
Pharmasave Gananoque,TYPE 4,"Leeds,Grenville, and Lanark District Health Unit",,,,,220,king street east,220 King Street East,Gananoque,ON,K7G1G5,Province of Ontario,44.3312267,-76.1604309,613-382-1333,,
Wal-Mart Pharmacy,TYPE 4,Hastings and Prince Edward Counties Health Unit,,,,,274,millennium parkway rr 5,274 Millennium Parkway RR 5,Belleville,ON,K8N4Z5,Province of Ontario,44.195293,-77.395779,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
Loblaw Pharmacy,TYPE 4,Sudbury and District Health Unit,,,,,65,regional road 24,65 Regional Road 24,Lively,ON,P3Y1C3,Province of Ontario,46.421198,-81.14177,,,yourindependentgrocer.ca/covid19
Loblaw Pharmacy,TYPE 4,Ottawa Public Health,,,,,296,bank street,296 Bank Street,Ottawa,ON,K2P1X4,Province of Ontario,45.415053,-75.696852,,,yourindependentgrocer.ca/covid19
Wal-Mart Pharmacy,TYPE 4,Ottawa Public Health,,,,,500,earl grey drive,500 Earl Grey Drive,Kanata,ON,K2T1B6,Province of Ontario,45.311201,-75.912786,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
Inter Pharmacy,TYPE 4,Peel Public Health,,,,,295,eglinton avenue east,295 Eglinton Avenue East,Mississauga,ON,L4Z3K6,Province of Ontario,43.6137509,-79.646173,,,https://interpharmacy.medmeapp.ca/schedule
The Drug Store Pharmacy,TYPE 4,Toronto Public Health,,,,,650,dupont street,650 Dupont Street,Toronto,ON,M6G4B1,Province of Ontario,43.672111,-79.420999,,,loblaws.ca/covid19
Real Canadian Superstore,TYPE 4,Chatham-Kent Health Unit,,,,,791,st. clair street,791 St. Clair Street,Chatham,ON,N7L0E9,Province of Ontario,42.432342,-82.2177476,,,https://www.realcanadiansuperstore.ca/covid19
Western On Campus Pharmacy,TYPE 4,Middlesex-London Health Unit,,,,,1151,richmond street,1151 Richmond Street,London,ON,N6A3K7,Province of Ontario,43.009597,-81.273734,,,https://universitypharmacy.ca/locations/western/
Loblaw Pharmacy,TYPE 4,Ottawa Public Health,,,,,200,earl grey drive,200 Earl Grey Drive,Kanata,ON,K2T1B6,Province of Ontario,45.309315,-75.913543,,,loblaws.ca/covid19
Loblaw Pharmacy,TYPE 4,Timiskaming Health Unit,,,,,15,mcchesney avenue,15 Mcchesney Avenue,Kirkland Lake,ON,P2N3R9,Province of Ontario,48.1455143,-80.0422985,,,yourindependentgrocer.ca/covid19
Metro Pharmacy,TYPE 4,Wellington-Dufferin-Guelph Health Unit,,,,,500,edinburgh road south,500 Edinburgh Road South,Guelph,ON,N1G4Z1,Province of Ontario,43.5215828,-80.2335534,,,https://metro.ca/covid19
Loblaw Pharmacy,TYPE 4,Thunder Bay District Health Unit,,,,,971,carrick street,971 Carrick Street,Thunder Bay,ON,P7B6L9,Province of Ontario,48.409127,-89.248692,,,loblaws.ca/covid19
Pickering Medical Pharmacy,TYPE 4,Durham Region Health Department,,,,,1885,glenanna road,1885 Glenanna Road,Pickering,ON,L1V6R6,Province of Ontario,43.838516,-79.085522,,,http://www.pickeringmedical.com/
Wellness Pharmacy,TYPE 4,Peel Public Health,,,,Unit 67,1177,central parkway west,"1177 Central Parkway West, Unit 67",Mississauga,ON,L5C4P3,Province of Ontario,43.567534,-79.66056,905-277-5885,,
Loblaw Pharmacy,TYPE 4,Ottawa Public Health,,,,,375,rideau street,375 Rideau Street,Ottawa,ON,K1N5Y6,Province of Ontario,45.43013,-75.68387,,,loblaws.ca/covid19
Wal-Mart Pharmacy,TYPE 4,Porcupine Health Unit,,,,,1870,riverside drive,1870 Riverside Drive,Timmins,ON,P4R1N7,Province of Ontario,48.474967,-81.393533,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
The Drug Store Pharmacy,TYPE 4,Ottawa Public Health,,,,,1251,main street,1251 Main Street,Stittsville,ON,K2S2E5,Province of Ontario,45.269012,-75.928555,,,yourindependentgrocer.ca/covid19
Real Canadian Superstore,TYPE 4,"Leeds,Grenville, and Lanark District Health Unit",,,,,1972,parkedale avenue,1972 Parkedale Avenue,Brockville,ON,K6V5T2,Province of Ontario,44.6142224,-75.6882999,,,https://www.realcanadiansuperstore.ca/covid19
Loblaw Pharmacy,TYPE 4,North Bay-Parry Sound District Health Unit,,,,,1,laurentian avenue,1 Laurentian Avenue,North Bay,ON,P1B9T2,Province of Ontario,46.3176364,-79.4420957,,,yourindependentgrocer.ca/covid19
Westmount Pharmacy,TYPE 4,Peterborough Public Health,,,,,1293,clonsilla avenue,1293 Clonsilla Avenue,Peterborough,ON,K9J5Z3,Province of Ontario,44.2993278,-78.3406183,705-741-5008,,www.westmountpharmacy.ca
Loblaw Pharmacy,TYPE 4,Peterborough Public Health,,,,,769,borden avenue,769 Borden Avenue,Peterborough,ON,K9J0B6,Province of Ontario,44.281312,-78.333149,705-748-6020,,http://www.drugstorepharmacy.ca/
The Drugstore Pharmacy,TYPE 4,Hastings and Prince Edward Counties Health Unit,,,,,400,dundas street east,400 Dundas Street East,Belleville,ON,K8N1E8,Province of Ontario,44.166898,-77.357957,,,Yourindependentgrocer.ca/covid19
Loblaw Pharmacy,TYPE 4,Grey-Bruce Health Unit,,,,,832,10th street,832 - 10th Street,Hanover,ON,N4N1S3,Province of Ontario,43.9116804,-81.3141093,,,https://covid19.yourhealthmattershere.ca/en?navid=flyout-L1-COVID-19
Loblaw Pharmacy,TYPE 4,Sudbury and District Health Unit,,,,,1485,lasalle boulevard,1485 Lasalle Boulevard,Sudbury,ON,P3A5H7,Province of Ontario,46.520312,-80.94067,,,Realcanadiansuperstore.ca/covid19
Wal-Mart Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,175,murphy road,175 Murphy Road,Orillia,ON,L3V0B5,Province of Ontario,44.614782,-79.446154,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
The Drugstore Pharmacy,TYPE 4,Sudbury and District Health Unit,,,,,745,centre street,745 Centre Street,Espanola,ON,P5E1S8,Province of Ontario,46.246799,-81.759129,,,yourindependentgrocer/covid19
Loblaw Pharmacy,TYPE 4,Middlesex-London Health Unit,,,,,1740,richmond street north,1740 Richmond Street North,London,ON,N5X4E9,Province of Ontario,43.028232,-81.28222,,,Loblaws.ca/covid19
Loblaw Pharmacy,TYPE 4,Sudbury and District Health Unit,,,,Unit 4764,17,regional road 15,"17 Regional Road 15, Unit 4764",Chelmsford,ON,P0M1L0,Province of Ontario,46.570703,-81.183954,,,Yourindependentgrocer.ca/covid19
Food Basics Pharmacy,TYPE 4,Wellington-Dufferin-Guelph Health Unit,,,,,222,silvercreek parkway north,222 Silvercreek Parkway North,Guelph,ON,N1H8E8,Province of Ontario,43.5434557,-80.2868076,,,https://foodbasics.ca/covid19
Loblaw Pharmacy,TYPE 4,Peterborough Public Health,,,,,400,lansdowne street east,400 Lansdowne Street East,Peterborough,ON,K9L0B2,Province of Ontario,44.293221,-78.289961,705-740-0263,,https://erefill.yourhealthmattershere.ca/lcl-erefill-services/home/en_CA/welcome
Food Basics Pharmacy,TYPE 4,Middlesex-London Health Unit,,,,,509,commissioners road,509 Commissioners Road,London,ON,N6J1Y5,Province of Ontario,42.955613,-81.289556,,,https://foodbasics.ca/covid19
Metro Pharmacy,TYPE 4,North Bay-Parry Sound District Health Unit,,,,,390,lakeshore drive,390 Lakeshore Drive,North Bay,ON,P1A2C7,Province of Ontario,46.2784829,-79.4437587,,,https://metro.ca/covid19
Real Canadian Superstore,TYPE 4,Toronto Public Health,,,,,1755,brimley road,1755 Brimley Road,Scarborough,ON,M1P0A3,Province of Ontario,43.7155576,-79.4880339,,,Realcanadiansuperstore.ca/covid19
The Medicine Shoppe @ Pharmacy,TYPE 4,Algoma Public Health Unit,,,,,316,second line west,316 Second Line West,Sault Ste. Marie,ON,P6C2J5,Province of Ontario,46.537776,-84.366021,705-253-0720,,jonsmedshoppe.medmeapp.ca
Drugstore Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,290,first street north,290 First Street North,Gravenhurst,ON,P1P1H3,Province of Ontario,44.9209604,-79.3729483,,,yourindependentgrocer/covid19
Loblaw Pharmacy,TYPE 4,Porcupine Health Unit,,,,,55,brunetville road,55 Brunetville Road,Kapuskasing,ON,P5N2E8,Province of Ontario,49.419562,-82.416527,,,yourindependentgrocer/covid19
Loblaw Pharmacy,TYPE 4,Hastings and Prince Edward Counties Health Unit,,,,,293,dundas street east,293 Dundas Street East,Trenton,ON,K8V1M1,Province of Ontario,44.10382,-77.553981,,,Yourindependentgrocer.ca/covid19
Metro Pharmacy,TYPE 4,Middlesex-London Health Unit,,,,,1244,commissioners road west,1244 Commissioners Road West,London,ON,N6K1C7,Province of Ontario,42.9578563,-81.3315655,,,https://foodbasics.ca/covid19
Metro Pharmacy,TYPE 4,Algoma Public Health Unit,,,,,150,churchill boulevard,150 Churchill Boulevard,Sault Ste. Marie,ON,P6A3Z9,Province of Ontario,46.510437,-84.297119,,,https://metro.ca/covid19
Drugstore Pharmacy,TYPE 4,Haldimand-Norfolk Health Unit,,,,,125,queensway east,125 Queensway East,Simcoe,ON,N3Y4M5,Province of Ontario,42.851046,-80.295416,,,Realcanadiansuperstore.ca/covid19
Wal-Mart Pharmacy,TYPE 4,Durham Region Health Department,,,,,1471,harmony road north,1471 Harmony Road North,Oshawa,ON,L1H7K5,Province of Ontario,43.9445309,-78.8488568,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
Loblaw Pharmacy,TYPE 4,Hamilton Public Health Services,,,,,21,upper centennial parkway south,21 Upper Centennial Parkway South,Stoney Creek,ON,L8J3W2,Province of Ontario,43.175127,-79.777699,905-664-6778,,Fortinos.ca/covid
Metro Pharmacy,TYPE 4,Lambton Health Unit,,,,,1375,london road,1375 London Road,Sarnia,ON,N7S1P6,Province of Ontario,42.979117,-82.353841,,,https://metro.ca/covid19
Loblaw Pharmacy,TYPE 4,Sudbury and District Health Unit,,,,,82,lorne street,82 Lorne Street,Sudbury,ON,P3C4N8,Province of Ontario,46.490606,-81.001524,,,yourindependentgrocer.ca/covid19
Metro Pharmacy,TYPE 4,Thunder Bay Health Unit,,,,,640,river street,640 River Street,Thunder Bay,ON,P7A3S4,Province of Ontario,48.448747,-89.233398,,,https://metro.ca/covid19
Drugstore Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,270,wellington street,270 Wellington Street,Bracebridge,ON,P1L1B9,Province of Ontario,45.042206,-79.324228,,,loblaw.ca/covid19
Drugstore Pharmacy,TYPE 4,"Region of Waterloo, Public Health",,,,,1005,ottawa street north,1005 Ottawa Street North,Kitchener,ON,N2A1H1,Province of Ontario,43.449802,-80.445737,,,www.zehrs.ca/COVID19
Shoppers Drug Mart,TYPE 4,Brant County Health Unit,,,,Unit 6,10,stanley street,"10 Stanley Street, Unit 6",Brantford,ON,N3S7N4,Province of Ontario,43.140168,-80.247442,,,https://covid-19.shoppersdrugmart.ca/en
Wal-Mart Pharmacy,TYPE 4,Algoma Public Health Unit,,,,,446,great northern road,446 Great Northern Road,Sault Ste. Marie,ON,P6B4Z9,Province of Ontario,46.541183,-84.315015,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
Wal-Mart Pharmacy,TYPE 4,Niagara Region Public Health Department,,,,,750,garrison road,750 Garrison Road,Fort Erie,ON,L2A1N7,Province of Ontario,42.9063397,-78.943547,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
Real Canadian Superstore,TYPE 4,Middlesex-London Health Unit,,,,,1201,oxford street west,1201 Oxford Street West,London,ON,N6H1V9,Province of Ontario,42.976762,-81.322206,,,https://www.realcanadiansuperstore.ca/covid19
Costco Pharmacy,TYPE 4,Sudbury and District Health Unit,,,,,1465,kingsway,1465 Kingsway,Sudbury,ON,P3B0A5,Province of Ontario,46.503365,-80.946268,,,https://www.costcopharmacy.ca/
Freshco Pharmacy,TYPE 4,"Region of Waterloo, Public Health",,,,,1,hespeler road,1 Hespeler Road,Cambridge,ON,N1R8L4,Province of Ontario,43.374171,-80.318108,,,www.pharmacyappointments.ca
Drugstore Pharmacy,TYPE 4,Eastern Ontario Health Unit,,,,,31,ninth street east,31 Ninth Street East,Cornwall,ON,K6H6R3,Province of Ontario,45.030399,-74.734548,,,yourindependentgrocer.ca/covid19
Metro Pharmacy,TYPE 4,Durham Region Health Department,,,,,4111,thickson road north,4111 Thickson Road North,Whitby,ON,L1R2X3,Province of Ontario,43.9239837,-78.9268237,,,https://metro.ca/covid19
Wal-Mart Pharmacy,TYPE 4,Simcoe-Muskoka Public Health,,,,,111,howland drive,111 Howland Drive,Huntsville,ON,P1H2P4,Province of Ontario,45.343977,-79.230141,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
Wal-Mart Pharmacy,TYPE 4,"Leeds,Grenville, and Lanark District Health Unit",,,,,114,lombard street,114 Lombard Street,Smiths Falls,ON,K7A5B8,Province of Ontario,44.892315,-76.032949,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
Drugstore Pharmacy,TYPE 4,Eastern Ontario Public Health,,,,,1560,cameron street,1560 Cameron Street,Hawkesbury,ON,K6A3S5,Province of Ontario,45.593144,-74.602028,,,https://covid19.yourhealthmattershere.ca/en
Metro Pharmacy,TYPE 4,Brant Public Health,,,,,371,st. paul avenue,371 St. Paul Avenue,Brantford,ON,N3R4N5,Province of Ontario,43.156069,-80.273268,,,https://metro.ca/covid19
Loblaw Pharmacy,TYPE 4,"Leeds,Grenville, and Lanark District Health Unit",,,,,455,mcneely avenue,455 McNeely Avenue,Carleton Place,ON,K7C4S6,Province of Ontario,45.134034,-76.121417,,,https://covid19.yourhealthmattershere.ca/en
Drug Store Pharmacy,TYPE 4,Eastern Ontario Public Health,,,,,2737,laurier street,2737 Laurier Street,Rockland,ON,K4K1A3,Province of Ontario,45.541274,-75.298786,613-446-4099,,yourindependentgrocer.ca/covid19
Food Basics Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,555,essa road,555 Essa Road,Barrie,ON,L4N9E6,Province of Ontario,44.3390714,-79.7105298,,,https://foodbasics.ca/covid19
Sobeys Pharmacy,TYPE 4,Wellington-Dufferin-Guelph Health Unit,,,,,500,riddell road,500 Riddell Road,Orangeville,ON,L9W5L1,Province of Ontario,43.903565,-80.121513,,,www.pharmacyappointments.ca
Sobeys Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,37,mapleview drive west,37 Mapleview Drive West,Barrie,ON,L4N9H5,Province of Ontario,44.3314421,-79.6861662,,,pharmacyappointments.ca
Sobeys Pharmacy Stellard Lane,TYPE 4,Brant County Health Unit,,,,,310,colborne street west,310 Colborne Street West,Brantford,ON,N3T1M2,Province of Ontario,43.131048,-80.285856,,,pharmacyappointments.ca
Drug Store Pharmacy,TYPE 4,Huron Perth Health Unit,,,,,780,queen street east,780 Queen Street East,St. Marys,ON,N4X1B1,Province of Ontario,43.26054,-81.115329,,,https://www.yourindependentgrocer.ca/covid19
Wal-Mart Pharmacy,TYPE 4,Durham Region Health Department,,,,,680,laval drive,680 Laval Drive,Oshawa,ON,L1J0B5,Province of Ontario,43.881263,-78.88194,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
Lincoln Medical Pharmacy,TYPE 4,Niagara Region Public Health Department,,,,Unit 102,4413,ontario street,"4413 Ontario Street, Unit 102",Beamsville,ON,L0R1B5,Province of Ontario,43.172053,-79.475934,,,https://pharmasave.com/beamsville-lincoln/
Woodlawn Pharmacy,TYPE 4,Wellington-Dufferin-Guelph Health Unit,,,,Suite 4,472,woodlawn road east,"472 Woodlawn Road East, Suite 4",Guelph,ON,N1E1B9,Province of Ontario,43.577515,-80.261128,,,www.woodlawnpharmacy.com
Remedy's Rx On Kent,TYPE 4,"Haliburton, Kawartha, Pine Ridge District Health Unit",,,,,108,kent street west,108 Kent Street West,Lindsay,ON,K9V2Y4,Province of Ontario,44.0030158,-79.5566831,,,https://remedysrxonkent.medmeapp.ca/schedule
Sobey's Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,225,edward street,225 Edward Street,Gravenhurst,ON,P1P1K8,Province of Ontario,44.907791,-79.370986,,,pharmacyappointments.ca
Wal-Mart Pharmacy,TYPE 4,Hamilton Public Health Services,,,,,90,dundas street east,90 Dundas Street East,Dundas,ON,L9H0C2,Province of Ontario,43.315743,-79.908735,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
Wal-Mart Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,30,dunham drive,30 Dunham Drive,Alliston,ON,L9R0G1,Province of Ontario,44.1610755,-79.8256778,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
Urgent Care Pharmacy,TYPE 4,"Region of Halton, Public Health",,,,,10,eastern avenue,10 Eastern Avenue,Acton,ON,L7J0A5,Province of Ontario,43.633045,-80.035204,519-853-3712,,
Janzen's Pharmacy Westfort Village,TYPE 4,Thunder Bay District Health Unit,,,,,129,frederica street west,129 Frederica Street West,Thunder Bay,ON,P7E3V8,Province of Ontario,48.3652105,-89.2822427,807-473-9666,,www.janzens.ca
Loblaw Pharmacy,TYPE 4,Peterborough Public Health,,,,,230,george street north,230 George Street North,Peterborough,ON,K9J3G8,Province of Ontario,44.300449,-78.319519,,,Nofrills.ca/covid19
Shoppers Drug Mart,TYPE 4,Hamilton Public Health Services,,,,,3027,binbrook road west,3027 Binbrook Road West,Hamilton,ON,L0R1C0,Province of Ontario,43.120902,-79.805838,,,https://covid-19.shoppersdrugmart.ca/en
St George Ancaster Pharmacy,TYPE 4,Hamilton Public Health Services,,,,,1144,wilson street west,1144 Wilson Street West,Ancaster,ON,L9G3K9,Province of Ontario,43.1970801,-80.0185607,905-304-1200,,https://st-george-ancaster-pharmacy.business.site/
St. Andrew Pharmacy,TYPE 4,Wellington-Dufferin-Guelph Public Health,,,,,108,st. andrew street west,108 St. Andrew Street West,Fergus,ON,N1M1N5,Province of Ontario,43.705687,-80.377871,,,http://standrewpharmacy.weebly.com/
DrugSmart Pharmacy,TYPE 4,"Kingston, Fontenac, Lennox and Addington Health Unit",,,,Unit b400 & 401,284,earl street,"284 Earl Street, Unit B400 & 401",Kingston,ON,K7L2H8,Province of Ontario,44.229326,-76.493897,,,BeDrugSmart.ca/covid-19-vaccine
Rest Acres Pharmacy,TYPE 4,Brant Public Health,,,,,1084,rest acres road,1084 Rest Acres Road,Paris,ON,N3L0B5,Province of Ontario,43.179731,-80.3843021,519-442-7474,,www.restacrespharmacy.com
Fairview Remedy's,TYPE 4,Brant Public Health,,,,Unit 5,403,fairview drive,"403 Fairview Drive, Unit 5",Brantford,ON,N3R6T2,Province of Ontario,43.172556,-80.251751,,,https://www.remedys.ca/en/ontario/brantford/fairview-pharmacy-remedysrx-7016533
Pond Mills Medical Pharmacy,TYPE 4,Middlesex-London Health Unit,,,,,1166,commissioners road east,1166 Commissioners Road East,London,ON,N5Z4W8,Province of Ontario,42.9627422,-81.1966029,,,http://www.pondmillspharmacy.com/
Janzen's Pharmacy,TYPE 4,Thunder Bay Health Unit,,,,,504,north edward street,504 North Edward Street,Thunder Bay,ON,P7C4P9,Province of Ontario,48.394235,-89.27706,807-285-0186,,www.janzens.ca
Wal-Mart Pharmacy,TYPE 4,Wellington-Dufferin-Guelph Public Health,,,,,801,st. david street north,801 St. David Street North,Fergus,ON,N1M2L1,Province of Ontario,43.712208,-80.389805,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
NoFrills Pharmacy,TYPE 4,Toronto Public Health,,,,,245,dixon road,245 Dixon Road,Etobicoke,ON,M9P2M4,Province of Ontario,43.696336,-79.544991,,,Nofrills.ca/covid19
Richmond Pharmacy,TYPE 4,Chatham-Kent Health Unit,,,,,141,richmond street,141 Richmond Street,Chatham,ON,N7M1P1,Province of Ontario,42.398555,-82.188336,519-397-5555,,https://www.pharmachoice.com/locations/richmond
Keene Drug Mart,TYPE 4,Peterborough Health Unit,,,,,1105,heritage line,1105 Heritage Line,Keene,ON,K0L2G0,Province of Ontario,44.2406809,-78.1618467,705-295-9800,,
Lanark Medical Pharmacy,TYPE 4,"Leeds,Grenville, and Lanark District Health Unit",,,,Unit 2,74,george street,"74 George Street, Unit 2",Lanark,ON,K0G1K0,Province of Ontario,45.017858,-76.365242,613-259-2345,,https://www.remedys.ca/en/ontario/lanark/lanark-medical-pharmacy-7010759
Pharmasave Shellard Lane Pharmacy,TYPE 4,Brant Public Health,,,,Unit 7,230,shellard lane,"230 Shellard Lane, Unit 7",Brantford,ON,N3T0B9,Province of Ontario,43.1226361,-80.2986828,519-759-6464,,https://pharmasave.com/brantford-shellard
Wal-Mart Pharmacy,TYPE 4,Huron Perth Public Health,,,,,920,ontario street,920 Ontario Street,Stratford,ON,N5A3K1,Province of Ontario,43.372016,-80.949587,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
Dunwin Pharmacy,TYPE 4,Peel Public Health,,,,Unit 6,2111,dunwin drive,"2111 Dunwin Drive, Unit 6",Mississauga,ON,L5L3C1,Province of Ontario,43.534762,-79.675699,905-828-8898,,
The Medicine Shoppe Pharmacy,TYPE 4,Northwestern Health Unit,,,,,700,lakeview drive,700 Lakeview Drive,Kenora,ON,P9N3P7,Province of Ontario,49.765561,-94.522027,,,https://medicineshoppe360.medmeapp.ca/
Mahdieh's Pharmacy,TYPE 4,Niagara Region Public Health Department,,,,Unit 16,95,lincoln street,"95 Lincoln Street, Unit 16",Welland,ON,L3C7C3,Province of Ontario,42.983102,-79.25821,905-735-3800,,www.mahdiehspharmacy.com
Walker Road Pharmacy,TYPE 4,Windsor-Essex County Health Unit,,,,,3538,walker road,3538 Walker Road,Windsor,ON,N8W3S4,Province of Ontario,42.273433,-82.975496,,,walkerroadpharmasave.medmeapp.ca/schedule
Community Care Pharmacy,TYPE 4,"Haliburton, Kawartha, Pine Ridge District Health Unit",,,,,99,toronto road,99 Toronto Road,Port Hope,ON,L1A3S4,Province of Ontario,43.9563671,-78.3165208,905-885-8400,,communitycarepharmacy.business.site
Thunder Bay Care Pharmacy,TYPE 4,Thunder Bay District Health Unit,,,,Unit 103,1040,oliver road,"1040 Oliver Road, Unit 103",Thunder Bay,ON,P7B7A5,Province of Ontario,48.421427,-89.271791,807-345-8880,,
Charlotte Care Pharmacy,TYPE 4,Peterborough Public Health,,,,Unit 100,270,charlotte street,"270 Charlotte Street, Unit 100",Peterborough,ON,K9J2V4,Province of Ontario,44.303437,-78.324701,705-536-7777,,https://www.remedys.ca/en/ontario/peterborough/charlotte-care-pharmacy-7002358
