ndistid,nschid,school,principal,email,community,district16,region2016,sub_desc,k,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,fourth,total,sch_size,Grade 4-6,Grade K-3,Grades K-6,Grades 7-12,phone,fax,address1,address2,address3,distregion,prov,tstreet
500,107,Ecole Sainte-Anne,J Claveau,jclaveau@csfptnl.ca,La Grand'Terre (Mainland),Francophone,,,2,3,4,4,5,5,5,3,3,12,3,5,4,1,59,50-99,15,13,28,31,642-5771,642-5327,"Case postale 190, RR#1","La Grand'Terre,TL",A0N 1R0,Conseil scolaire francophone,NL,
500,459,Centre educatif l'ENVOL,Chloé Tinkler,ctinkler@csfp.nl.ca,Labrador City,Francophone,,,6,2,4,2,4,2,2,2,0,0,0,1,1,0,26,10-24,8,14,22,4,944-2684,944-7422,505 Bristol Crescent,"Labrador City, TL",A2V 1J2,Conseil scolaire francophone,NL,
500,460,Ecole des Grands-Vents,Marcella Cormier,mcormier@csfp.nl.ca,St. John's,Francophone,,,24,28,24,19,29,18,15,0,0,0,0,0,0,0,157,100-199,62,95,157,0,754-8000,754-8050,65 Ridge Road,"Saint- Jean, TL",A1B 4P5,Conseil scolaire francophone,NL,
500,499,Ecole Rocher-du-Nord,Nicole Champdoizeau,nchampdoizeau@csfp.nl.ca,St. John's,Francophone,,,0,0,0,0,0,0,0,11,9,12,3,2,0,0,37,25-49,0,0,0,37,552-0294,,7 Ricketts Road,"St. John's, NL",A1C 6G8,Conseil scolaire francophone,NL,
804,018,Sheshatshiu Innu School,Greg Quilty,gquilty@innueducation.ca,Sheshatshiu,Native,,,25,39,30,34,38,36,32,34,33,30,23,40,68,0,462,400-499,106,128,234,228,497-3519,497-8310,Box 70,"Sheshatshiu, NL",A0P 1M0,District 804 - Native,NL,
804,019,Mushuau Innu Natuashish School,Jesse Smith,jsmith@innueducation.ca,Natuashish,Native,,,17,20,20,29,24,28,16,16,22,8,8,19,35,0,262,200-299,68,86,154,108,478-8972,478-8989,Box 189,"Natuashish, NL",A0P 1A0,District 804 - Native,NL,
804,376,Se't Anneway Kegnamogwom,Audrey Benoit,abenoit@setanewey.ca,Conne River,Native,,,9,7,10,8,16,13,10,17,13,15,11,8,15,0,152,100-199,39,34,73,79,882-2747,882-2528,P.O. Box 100,"Conne River, NL",A0H 1J0,District 804 - Native,NL,
803,373,First Baptist Academy,Kirk Piccott,kpiccott@firstbaptist.nl.ca,Mount Pearl,Private,,,7,3,4,0,3,3,2,4,5,2,0,2,4,0,39,25-49,8,14,22,17,364-8928,364-8928,1 Ambassador Place,"Mount Pearl, NL",A1N 5C3,District 803 - Private,NL,
803,374,Murphy Centre,Tim Turner,timothypturner@gmail.com,St. John's,Private,,,0,0,0,0,0,0,0,0,0,0,32,95,61,11,199,100-199,0,0,0,199,579-6606,579-2655,"1 Prince Philip Drive, Box 2","St. John's, NL",A1A 5B2,District 803 - Private,NL,
803,375,Lakecrest-St. John's Independent School,Gina Parsons,gparsons@lakecrest.ca,St. John's,Private,,,10,15,19,18,17,16,23,12,18,15,0,0,0,0,163,100-199,56,62,118,45,738-1212,738-1701,58 Patrick St.,"St. John's, NL",A1E 2S7,District 803 - Private,NL,
803,450,St. Bonaventure's College,Annette Mallay,amallay@stbons.ca,St. John's,Private,,,20,28,21,27,29,34,31,24,30,20,31,20,25,0,340,300-399,94,96,190,150,726-0024,726-0148,Bonaventure Avenue,"St. John's, NL",A1C 6B3,District 803 - Private,NL,
803,453,Eric G. Lambert All-Grade,Yvonne Pledger,YvonnePledger@nalcorenergy.com,Churchill Falls,Private,,,13,12,11,11,18,9,11,12,8,9,10,12,11,1,148,100-199,38,47,85,63,925-3371,925-3364,P.O. Box 40,"Churchill Falls, NL",A0R 1A0,District 803 - Private,NL,
803,469,Immaculate Heart of Mary School,Elaine King,elaine.king.ihms@gmail.com,Corner Brook,Private,,,12,14,12,11,12,12,9,18,8,6,2,5,7,0,128,100-199,33,49,82,46,634-1700,634-0620,112 Humber Road,"Corner Brook, NL",A2H 1E8,District 803 - Private,NL,
803,501,Anchor Academy,Natasha Kelly,nkelly@anchoracademynl.com,St. John's,Private,,,4,3,6,1,2,0,2,0,0,0,0,0,0,0,18,10-24,4,14,18,0,765-0775,,1 Escasoni Place,"St. John's, NL",A1A 0K7,District 803 - Private,NL,
