Roll_No,Application_Year,Building_Permit_No,Develop__Permit__No,Date_Received,Status,Date_Of_Decision,Date_Permit_Expires,Date_Of_Occupancy_Permit,Lot,Block,Plan,Unit_No,Street_No,Street_Name,Building_Name,Business_Name,Description,No_Of_Existing_Dwelling_Units,No_Of_New_Dweling_Units,Value_of_Construction,Permit_Fee,SCC_Fee,Comments,Processing_Time
045415,1998,777,,19981027,,19981102,,,,,,,135,Banff Ave,,,,,,85000.0000000,595.0000000,5.0000000,Storefront Renovation,
002009,1998,778,,19981027,,19981102,,,,,,,103,Birch Dr,,,,,,71000.0000000,497.0000000,5.0000000,Emergency Fire Exit,
000198,1998,779,,1998103,,19981108,,,,,,,213,Otter St,,,,,,250000.0000000,75.0000000,5.0000000,SFD Addition,
000634,1998,780,,19981117,,19981123,,,,,,,601,Banff Ave,,,,,,9000.0000000,75.0000000,5.0000000,Garbage Enclosure,
001366,1998,781,,19981127,,19981202,,,,,,,1,Fairholme Pl,,,,,,121500.0000000,601.3900000,5.0000000,Single Family Dwelling,
001367,1998,782,,19981127,,19981202,,,,,,,2,Fairholme Pl,,,,,,119700.0000000,556.8300000,5.0000000,Single Family Dwelling,
001368,1998,783,,19981127,,19981205,,,,,,,3/4,Fairholme Pl,,,Residential,,,227340.0000000,1099.6800000,5.0000000,Semi-detached,
001370,1998,784,,19981127,,19981205,,,,,,,5/6,Fairholme Pl,,,Residential,,,219960.0000000,1061.8600000,5.0000000,Semi-detached,
001372,1998,785,,19981127,,19981208,,,,,,,7/8,Fairholme Pl,,,,,,227340.0000000,1099.6800000,5.0000000,Semi-detached,
001374,1998,786,,19981127,,19981205,,,,,,,9,Fairholme Pl,,,,,,121500.0000000,568.9800000,5.0000000,Single Family Dwelling,
001375,1998,787,,19981127,,19981205,,,,,,,10,Fairholme Pl,,,,,,119700.0000000,601.3900000,5.0000000,Single Family Dwelling,
001376,1998,788,,19981127,,19981205,,,,,,,11/12,Fairholme Pl,,,,,,219960.0000000,1061.8600000,5.0000000,Semi-detached,
001378,1998,789,,19981127,,19981205,,,,,,,13,Fairholme Pl,,,,,,121500.0000000,568.9800000,5.0000000,Single Family Dwelling,
001382,1998,790,,19981127,,19981205,,,,,,,17/18,Fairholme Pl,,,,,,229140.0000000,1055.8600000,5.0000000,Semi-detached,
001384,1998,791,,19981127,,19981205,,,,,,,19/20,Fairholme Pl,,,,,,229140.0000000,1055.8600000,5.0000000,Semi-detached,
001386,1998,792,,19981127,,19981206,,,,,,,21/22,Fairholme Pl,,,,,,229140.0000000,1055.8600000,5.0000000,Semi-detached,
001388,1998,793,,19981127,,19981206,,,,,,,23,Fairholme Pl,,,,,,121500.0000000,585.3800000,5.0000000,Single Family Dwelling,
001389,1998,794,,19981127,,19981206,,,,,,,24,Fairholme Pl,,,,,,121500.0000000,585.3800000,5.0000000,Single Family Dwelling,
001391,1998,795,,19981127,,19981206,,,,,,,26-29,Fairholme Pl,,,,,,367960.0000000,1750.1600000,5.0000000,4 Unit Row House,
001395,1998,796,,19981127,,19981206,,,,,,,30-33,Fairholme Pl,,,,,,367960.0000000,1750.1600000,5.0000000,4 Unit Row House,
000225,1998,797,,19981202,,19981206,,,,,,,317,Banff Ave,,,,,,40000.0000000,280.0000000,5.0000000,Sub Shop,
000825,1998,798,,1998121,,19981214,,,,,,,94,Banff Ave,,,,,,110000.0000000,770.0000000,5.0000000,Tenant Improvements,
000106,1998,799,,19981215,,1998122,,,,,,,211,Bear St,,,,,,6500.0000000,455.0000000,5.0000000,Renovation,
000225,1998,800,,19981217,,1998122,,,,,,,317,Banff Ave,,,,,,120000.0000000,840.0000000,5.0000000,2nd Cup Coffee,
016205,1999,99BP001,N/A,,,,,,16~18,8,8210287,15,404,Wolf St,,,,,,,75.0000000,5.0000000,Bathroom Retrofit,
000010,1999,99BP002,N/A,,,,,,13,1,21553,,125,Banff Ave,,Hudson Bay Company,,,,,1260.0000000,5.0000000,Minor Reno of Basement and Mezzanine Level,
000022,1999,99BP003,N/A,,,,,,4&5,2,6719BC,,110,Banff Ave,Clock Tower Mall,,,,,,2800.0000000,5.0000000,Interior Reno and Kitchen Construction,
000012,1999,99BP004,97DP95,,,,,,15,1,6719BC,,129,Banff Ave,,,,,,,1365.0000000,5.0000000,Addition & Reno to General Retail Store,
000225,1999,99BP005,,,,,,,1~3,11,6719BC,,317,Banff Ave,Madame Angelo,,,,,,350.0000000,5.0000000,Addition & Reno to Retail Store,
000860,1999,99BP006,,,Closed,,,,20,1,8560CLSR,,405,Spray Ave,,Banff Springs Hotel,,,,,20300.0000000,5.0000000,Foundation to Grade,
000250,1999,99BP007,,,,,,,21,12,6719BC,,332,Squirrel St,,,,,,,443.1600000,5.0000000,Accessory Dwelling / Garage,
000225,1999,99BP008,N/A,,,,,,,,,,317,Banff Ave,Cascade Plaza,,,,,,1050.0000000,5.0000000,Interior Reno to Food Court,
000022,1999,99BP009,,,,,,,5,2,6719BC,,110,Banff Ave,Clock Tower Mall,,,,,,560.0000000,5.0000000,Interior Renovation,
000027,1999,99BP010,,,,,,,8,2,6719BC,,116,Banff Ave,,McDonalds Restaurant,,,,,350.0000000,5.0000000,Interior Renovation,
000399,1999,99BP011,,,,,,,9~11,20,6719BC,,429,Banff Ave,,,,,,,59.5000000,5.0000000,Lobby and Dining Area,
045601,1999,99BP012,,,,,,,19A&20A,22,1210HN,,448,Banff Ave,,,,,,,250.0000000,5.0000000,Single Family Dwelling,
000399,1999,99BP013,,,,,,,9~11,20,7619BC,,429,Banff Ave,,El Toroo Restaurant,,,,,75.0000000,5.0000000,Commercial Reno,
045601,1999,99BP014,,,,,,,19A&20A,22,1210HU,,448,Banff Ave,,,,,,,2625.0000000,5.0000000,Foundation at Risk,
000477,1999,99BP015,,,,,,,,,8210287 *,,304-404,Wolf St,,,,,,,25.0000000,5.0000000,Interior Renovations,
001341,1999,99BP016,,,,,,,,,,,17,Sulphur Crt,,,,,,,25.0000000,5.0000000,Interior Renovation,
000157,1999,99BP017,,,,,,,,,,,222 & 224,Beaver St,,,,,,,,,9 suit Residential Building,
000332,1999,99BP018,,,,,,,4,18,6719BC,,407,Marten St,,,,,,,2843.0500000,5.0000000,Sixplex,
033201,1999,99BP018D,,19990531,,19990601,,,,,,,407,Marten St,,,,,,,62.0000000,5.0000000,Demolition,
000004,1999,99BP019,,,,,,,6&7,1,6719BC,,111,Banff Ave,Harmony Lane Mall,,,,,,875.0000000,5.0000000,Commercial Renovation,
000937,1999,99BP020,,,,,,,,F,32230,,CPR Station,Railway Ave,,Canadian Pacific Railway,,,,,434.0000000,5.0000000,Communications Shelter,
000680,1999,99BP021,,,,,,,18,57,3400JK,,423,Cougar St,,,,,,,907.1600000,5.0000000,Residential Addition,
000107,1999,99BP022,,,,,,,5,5,6719BC,,209,Bear St,,Arctos & Bird Enterprises,,,,,312.3800000,5.0000000,Commercial Addition/Renovation,
000728,1999,99BP023,,,,,,,16,,0885LV,,193,Porcupine Pl,,,,,,,25.0000000,5.0000000,Basement Development,
001389,1999,99BP024,,,,,,,MR,29,82378,,,Fairholme Pl,,,,,,,105.0000000,5.0000000,Foundation & Relocation of Log Cabins,
045601,1999,99BP025,,,,,,,19A&20A,22,1210HU,,448,Banff Ave,,Lake Louise Holding Co.,,,,,7865.0000000,5.0000000,8 Unit Condominum,
000657,1999,99BP026,,,,,,,7,56,2842IC,,328,Lynx St,,,,,,,972.6000000,5.0000000,Residential Addition/Renovation,
000657,1999,99BP026D,,19990614,,19990615,,,,,,,328,Lynx St,,,,,,,30.0000000,5.0000000,Demolition,
000617,1999,99BP027,,,,,,,8,34,1709CG,,132,Grizzly St,,,,,,,455.9000000,5.0000000,Accessory Dwelling,
000827,1999,99BP028,,,,,,,,,,,301,Buffalo St,,,,,,,1651.1600000,5.0000000,Residential Interior Renovation,
001379,1999,99BP029,,,,,,,14,29,9911211,,14,Fairholme Pl,,,,,,,,,Single Family Home,
001380,1999,99BP030,,,,,,,15,29,9911211,,15,Fairholme Pl,,Banff Housing Corporation,,,,,,,Single Family Home,
001381,1999,99BP031,,,,,,,16,29,9911211,,16,Fairholme Pl,,,,,,,763.2200000,5.0000000,Single Family Home,
009131,1999,99BP032,,,,,,,31A&32B,7,2381HR,,153,Cave Ave,,398130 Alberta Ltd.,,,,,2428.7500000,5.0000000,Row Housing Development,
001366,1999,99BP033,,,,,,,1,29,9911211,,1,Fairholme Pl,,Banff Housing Corporation,,,,,75.0000000,5.0000000,Basement Suite Accessory Dwelling,
001367,1999,99BP034,,,,,,,2,29,9911211,,2,Fairholme Pl,,Banff Housing Corporation,,,,,75.0000000,5.0000000,Basement Suite Accessory Dwelling,
001368,1999,99BP035,,,,,,,3,29,9911211,,3,Fairholme Pl,,Banf  Housing Corporation,,,,,75.0000000,5.0000000,Basement Suite Accessory Dwelling,
001369,1999,99BP036,,,,,,,4,29,9911211,,4,Fairholme Pl,,Banff Housing Corporation,,,,,75.0000000,5.0000000,Basement Suite Accessory Dwelling,
001370,1999,99BP037,,,,,,,5,29,9911211,,5,Fairholme Pl,,Banff Housing Corporation,,,,,75.0000000,5.0000000,Basement Suite Accessory Dwelling,
001371,1999,99BP038,,,,,,,6,29,9911211,,6,Fairholme Pl,,Banff Housing Corporation,,,,,75.0000000,5.0000000,Basement Suite Accessory Dwelling,
001372,1999,99BP039,,,,,,,7,29,9911211,,7,Fairholme Pl,,Banff Housing Corporation,,,,,75.0000000,5.0000000,Basement Suite Accessory Dwelling,
001373,1999,99BP040,,,,,,,8,29,9911211,,8,Fairholme Pl,,Banff Housing Corporation,,,,,75.0000000,5.0000000,Basement Suite Accessory Dwelling,
001374,1999,99BP041,,,,,,,9,29,9911211,,9,Fairholme Pl,,Banff Housing Corporation,,,,,75.0000000,5.0000000,Basement Suite Accessory Dwelling,
001375,1999,99BP042,,,,,,,10,29,9911211,,10,Fairholme Pl,,Banff Housing Corporation,,,,,75.0000000,5.0000000,Basement Suite Accessory Dwelling,
001378,1999,99BP043,,,,,,,13,29,9911211,,13,Fairholme Pl,,Banff Housing Corporation,,,,,75.0000000,5.0000000,Basement Suite Accessory Dwelling,
001377,1999,99BP044,,,,,,,12,29,9911211,,12,Fairholme Pl,,Banff Housing Corporation,,,,,75.0000000,5.0000000,,
001378,1999,99BP045,,,,,,,13,29,9911211,,13,Fairholme Pl,,Banff Housing Corporation,,,,,75.0000000,5.0000000,,
001390,1999,99BP046,,,,,,,25,29,9911211,,25,Fairholme Pl,,Banff Housing Corporation,,,,,714.6200000,5.0000000,Single Family Home,
001390,1999,99BP047,,,,,,,25,29,9911211,,25,Fairholme Pl,,Banff Housing Corporation,,,,,75.0000000,5.0000000,Garage and Accessory Suite,
000861,1999,99BP048,,,,,,,,,,,,Spray Ave,,Banff Springs Hotel,,,,,172770.5600000,5.0000000,,
020005,1999,99BP049,,,,,,,,,,,,Middle Springs Dr,,Banff Housing Corporation,,,,,11900.0000000,5.0000000,Water Reservoir & Booster Station,
092506,1999,99BP050,,,,,,,5~12&15~20,13,6719BC,,119,Cave Ave,,Caribou Properties,,,,,2433.7500000,5.0000000,8 Unit Multi-Family Housing,
092506,1999,99BP050D,,19990715,,19990716,,,,,,,119,Cave Ave,,,,,,,144.3500000,5.0000000,Demolition,
000778,1999,99BP051,,,,,,,,Parcel F,32230,,,,,,,,,,75.0000000,5.0000000,Railway Lands,
001121,1999,99BP052,,,,,,,14,58,3939JK,,126,Eagle Cres,,Mountain View BBQ,,,,,1050.0000000,5.0000000,Industrial Building,
001121,1999,99BP052D,,19990903,,19990903,,,,,,,126,Eagle Cres,,,,,,,124.8000000,5.0000000,Demolition,
000028,1999,99BP053,,,,,,,10,2,6719BC,,120,Banff Ave,,Wendy's Restaurant,,,,,1400.0000000,5.0000000,Eating & Drinking Establishment,
000368,1999,99BP054,,,,,,,23~26,19,43496,,459,Banff Ave,,Charlton's Evergreen Court,,,,,49000.0000000,5.0000000,Commercial Hotel (New),
000368,1999,99BP054D,,1999082,,19990824,,,,,,,459,Banff Ave,,,,,,,250.0000000,5.0000000,Demolition,
000582,1999,99BP055,,,,,,,2&3,30,6719BC,,526,Banff Ave,,Oakes Manor,,,,,75.0000000,5.0000000,Residential Addition/Renovation,
002021,1999,99BP056,,,,,,,,,8410770,,301,Lynx St,,Mineral Springs Hosptial,,,,,10542.7700000,5.0000000,Institutional Addition/Reno-Emergency Room,
000318,1999,99BP057,,,,,,,17,16,6719BC,,339B,Otter St,,,,,,,37.4800000,5.0000000,Addition of an Enclosed Sundeck,
020041,1999,99BP058,,,,,,,,,,,300,Banff Ave,,,,,,,75.0000000,5.0000000,Temporary Tent Structures - 300 Block of Banff Avenue,
000381,1999,99BP059,,,,,,,43&44,19,1211HV,,422 & 424,Cougar St,,,,,,,291.4000000,5.0000000,16-Unit Apartment Demolition,
000827,1999,99BP060,,,,,,,2,B,7115HT,,301,Buffalo St,,,,,,,250.0000000,5.0000000,Residental Garage,
002004,1999,99BP061,,,,,,,7~10,A,6719BC,,101,Bear St,Banff Public Library,Town of Banff,,,,,84.0000000,5.0000000,Exterior Door Renovations,
000133,1999,99BP062,,,,,,,27,6,6719BC,,204,Caribou St,,,,,,,75.0000000,5.0000000,Enclosing Open Parking Area,
000225,1999,99BP063,,,,,,,1~3,11,6719BC,,317,Banff Ave,Cascde Plaza,,,,,,350.0000000,5.0000000,Commercial Development of Food Court,
002004,1999,99BP064,,,,,,,,,,,,,,,,,,,1120.0000000,5.0000000,Interior Renovation,
000571,1999,99BP065,,,,,,,15,29,6719BC,,505,Deer St,,,,,,,,,Residential Addition/Renovation,
000122,2000,00BP001,N/A,20000112,Approved,20000119,,,7~9,6,6719BC,,215,Banff Ave,,Doncath Holdings,Commercial,,,80000.0000000,560.0000000,5.0000000,Interior Renovation,
120901,2000,00BP002,N/A,20000118,Approved,20000119,,,,,,,107,Tunnel Mountain Dr,,Banff Centre,Institutional,,,5000.0000000,75.0000000,5.0000000,Interior Renovation,
000134,2000,00BP003,99DP82,20000125,Approved,20000126,,,28~30,6,6395,,208,Caribou St,,Brewster Mountain Lodge,Commercial,,,4500.0000000,75.0000000,5.0000000,Loading Bay Renovations,
000121,2000,00BP004,99DP38,20000125,Approved,20000203,,,6,6,21553,,211,Banff Ave,,Stone's Jewellery,Commercial,,,300000.0000000,2100.0000000,5.0000000,Exterior Renovation,
020023,2000,00BP005,N/A,20000216,Approved,20000218,,,5,57,52261,,449,Cougar St,,Town of Banff,Residential,,,300000.0000000,1068.0000000,5.0000000,Duplex,
000027,2000,00BP006,N/A,20000222,Approved,20000222,,,,,,,116,Banff Ave,,MacDonald's Restaurant,Commercial,,,20000.0000000,540.6400000,5.0000000,Staff Accom Renovation,
000709,2000,00BP007,N/A,20000223,Approved,20000228,,,14,64,7655JK,,212,Marmot Pl,,,Residential,,,1500.0000000,86.5800000,5.0000000,Bedroom Renovation,
000225,2000,00BP008,N/A,20000228,Approved,20000303,,,,,,,317,Banff Ave,,Old Spaghetti Factory,Commercial,,,13500.0000000,94.5000000,5.0000000,Kitchen Ventilation,
084704,2000,00BP009,99DP89,20000301,Approved,20000307,,,4~5,1,53540,,15,Riverview Crt,,Banff Housing Corp.,Residential,,,80000.0000000,50.0500000,5.0000000,Garage Addition,
000225,2000,00BP010,00DP07,20000316,Approved,20000327,,,1~3,11,6719BC,,317,Banff Ave,,Cascade Plaza,Commercial,,,70000.0000000,490.0000000,5.0000000,Entry Redevelopment,
000141,2000,00BP011,N/A,20000329,Approved,20000411,,,16~17,7,6719BC,,227,Beaver St,,BAS Investments,Residential,,,1800000.0000000,12600.0000000,5.0000000,Residential Building,
000141,2000,00BP011D,N/A,20000414,Approved,20000414,,,16~17,7,6719BC,,227 & 229,Beaver St,,,Demolition,,,0.0000000,350.0000000,5.0000000,Demolition,Apr 14/Apr 14
000226,2000,00BP012,N/A,20000331,Approved,20000404,,,4,11,6719BC,,319,Banff Ave,,Rundle Gifts,Commercial,,,10000.0000000,75.0000000,5.0000000,Interior Renovation - Interior Reno,Apr 4/Apr 4
000726,2000,00BP013,99DP05,20000404,Approved,20000407,,,CN 14,,885LK,,189,Porcupine Pl,,,Residential,,,30000.0000000,219.8600000,5.0000000,SFD Addition,Apr 7/Apr 7
001008,2000,00BP014,99DP94,20000405,Approved,20000407,,,35,Villa 1,7410623,,213,Glen Cres,,,Residential,,,31000.0000000,246.7600000,5.0000000,SFD Addition,
000225,2000,00BP015,N/A,20000417,Approved,20000425,,,14~15,11,6719BC,,317,Banff Ave,Cascade Plaza,Mrs. Vanelli's,Commercial,,,60000.0000000,420.0000000,5.0000000,Interior Renovation - Interior Reno,Apr 17/Apr 25
000566,2000,00BP016,N/A,20000418,Approved,20000502,,,9~10,29,6719BC,,504,Banff Ave,,Trico Development,Residential,,,900000.0010000,6300.0000000,5.0000000,17 Unit Apartment Building - Apt. Bldg,Apr 18/May 2
000225,2000,00BP017,N/A,20000428,Approved,20000503,,,1~3,11,6719BC,,317,Banff Ave,Cascade Plaza,,Commercial,,,75000.0000000,525.0000000,5.0000000,Food Court Renovation - Food Court Reno,Apr 28/May 3
120901,2000,00BP018,N/A,20000523,Approved,20000531,,,,,,,107,Tunnel Mountain Rd,Banff Centre Music Bldg.,Banff Centre,Institutional,,,342000.0000000,2394.0000000,5.0000000,3rd Floor Renovation,
000015,2000,00BP019,N/A,20000524,Approved,20000529,,,,,,,137,Banff Ave,,Fine Grind,Commercial,,,55000.0000000,385.0000000,5.0000000,Renovation,May 24/May29
000078,2000,00BP020,99DP78,20000525,Approved,20000718,,,9~11,4,6719BC,,112 - 116,Muskrat St,,Nature's Coin Group,Commercial,,,1900000.0000000,13300.0000000,5.0000000,Residential Development,May 25/Jun 5
000078,2000,00BP020D,99DP78,20000714,Approved,20000718,,,9~11,4,6719BC,,112 - 116,Muskrat St,,Nature's Coin Group,Commercial,,,0.0000000,542.4000000,5.0000000,Demolition,
000827,2000,00BP021,00DP14,20000526,Approved,20000526,,,2,A,,,301,Buffalo St,,,Residential,,,3000.0000000,25.0000000,5.0000000,Deck,
000915,2000,00BP022,N/A,20000606,Approved,20000614,,,23,R4,1926H,,132,Park Ave,,,Residential,,,4000.0000000,100.0000000,5.0000000,Wood Stove,Jun 2/Jun 14
000946,2000,00BP023,N/A,20000612,Approved,20000613,,,,B1,51785 (2615JK),,101,Birch Street,,Peak Events,,,,1500.0000000,75.0000000,5.0000000,Temporary Tents - Temp. Tents,"June 12/June 13, 2000"
000225,2000,00BP024,N/A,2000063,Approved,20000704,,,1~3,11,6719BC,,317,Banff Ave,Cascade Plaza,Cascade Plaza,Commercial,,,40000.0000000,280.0000000,5.0000000,Tenant Improvements - Tenant Improv,June 30/July 4
000593,2000,00BP025,00DP24,20000706,Approved,20000713,,,AR,,3583JK,,600,Banff Ave,Inns of Banff,Inns of Banff,Commercial,,,25000.0000000,175.0000000,5.0000000,Garbage Room Renovation,
001400,2000,00BP026,00DP31,20000712,Approved,20000803,,,,,,,1/2/3,Sundance Ct,,Banff Housing Corporation,Residential,,,300000.0000000,1442.8500000,5.0000000,3 Plex,Jul 12/Aug 3
001403,2000,00BP027,00DP32,20000712,Approved,20000803,,,,,,,4/5/6,Sundance Ct,,Banff Housing Corporation,Residential,,,300000.0000000,1140.7700000,5.0000000,"3 Plex - Also Roll #001404, 001405",
001400,2000,00BP028,00DP33,20000712,Approved,20000803,,,,,,,7/8/9,Sundance Ct,,Banff Housing Corporation,Residential,,,300000.0000000,1250.3100000,5.0000000,3 Plex,Jul 12/Aug 3
001400,2000,00BP029,00DP34,20000712,Approved,20000803,,,,,,,10/11/12,Sundance Ct,,Banff Housing Corporation,Residential,,,300000.0000000,1179.9400000,5.0000000,3 Plex,Jul 12/Aug 3
001400,2000,00BP030,00DP35,20000712,Approved,20000803,,,,,,,13/14 /15,Sundance Ct,,Banff Housing Corporation,Residential,,,300000.0000000,1179.9400000,5.0000000,3 Plex - 3-Plex,Jul 12/Aug 3
001400,2000,00BP031,00DP36,20000712,Approved,20000803,,,,,,,16/17/ 18,Sundance Ct,,Banff Housing Corporation,Residential,,,300000.0000000,1179.9400000,5.0000000,3 Plex,Jul 12/Aug 3
001400,2000,00BP032,00DP37,20000712,Approved,20000803,,,,,,,19/20/21,Sundance Ct,,Banff Housing Corporation,Residential,,,300000.0000000,1179.9400000,5.0000000,3 Plex,"300,000.00"
000012,2000,00BP033,00DP51,20000822,Approved,20000822,,,15,1,6719BC,,129,Banff Ave,,Monod's Sports,Commercial,,,7000.0000000,75.0000000,5.0000000,Add Doors to Parking Stalls - Parking Encl,Aug 22/Aug 22
000437,2000,00BP034,00DP64,20000823,Approved,20000825,,,3B,22,1210HU,,405,Muskrat St,,,Residential,,,3500.0000000,75.0000000,5.0000000,"Demolition ""At Risk"" - Demolition",Aug 25/Aug 25
001238,2000,00BP035,N/A,20000905,Approved,20000908,,,15,23,8911519,,128,Glacier Dr,,,Residential,,,23500.0000000,153.9200000,5.0000000,Residential Addition,Sept 5/Sept 8
000135,2000,00BP036,N/A,20000908,Approved,20000914,,,1&2,7,6719BC,,206,Banff Ave,Caribou Corner,Ultimate Ski & Ride,Leasehold Improvements,,,60000.0000000,420.0000000,5.0000000,Leasehold Improvements,Sept 8/Sept 14
000085,2000,00BP037,00DP69,20000908,Approved,20000912,,,16,4,6719BC,,126,Muskrat St,,,Residential,,,120000.0000000,545.4700000,5.0000000,Single Family Dwelling,Sept 8/Sept 12
020046,2000,00BP038,99DP42,20000911,Approved,20000915,,,11,5,6719BC,,221,Bear St,,,Commercial,,,1000000.0000000,7000.0000000,5.0000000,New Commercial - New Comm,Sept 12/Sept 15
087701,2000,00BP039,N/A,20000915,Approved,20000919,,,29,2,9310372,,101,Lougheed Cir,,,Residential,,,1000.0000000,70.0000000,5.0000000,Wood Stove - Fireplace,Sept 15/Sept 19
020041,2000,00BP040,N/A,20000927,Approved,20000929,,,,,,,300,Blk Banff Ave,,,,,,1500.0000000,75.0000000,5.0000000,Temporary Tents - Temp Tent,Sept 27/Sept 29
000230,2000,00BP041,N/A,20001013,Approved,2000102,,,"14-1, 15-1",11,1012JK,,202,Wolf St,,Mac's Convenience Store,Commercial,,,45000.0000000,315.0000000,5.0000000,Tenant Improvements - Tenant Imp,Oct 13/Oct 20
000593,2000,00BP042,00DP61,20001102,Approved,20001106,,,AR,,358JK,,600,Banff Ave,Inns of Banff,Swiss Village,Commercial,,,250000.0000000,1750.0000000,5.0000000,Exterior Renovation - New Roof,Nov 2/Nov 6
002004,2000,00BP043,N/A,20001103,Approved,20001114,,,7&8,A,,,107,Bear St,Banff Senior's Centre,Town of Banff,Commercial,,,130000.0000000,910.0000000,5.0000000,Sunroom Addtn to Seniors Ctr- Seniors Add'n,Nov 14/Nov 14
000321,2000,00BP044,N/A,20001107,Approved,2000111,,,20,16,6719BC,,510B,Wolf St,,,Residential,,,3000.0000000,75.0000000,5.0000000,Deck Stairs - Deck Stairs,Nov 7/Nov 10
000015,2000,00BP045,N/A,2000111,Approved,20001115,,,18&19,1,6719BC,,137,Banff Ave,,Maple Leaf Pub & Grill,Commercial,,,275000.0000000,1925.0000000,5.0000000,Reno to Café & Pub - Interior Reno,Nov 10/Nov 15
002050,2000,00BP046,99DP75,2000111,Approved,20001114,,,FN&FP,,9311860,,100,Birch Ave,,,Residential,,,4000000.0000000,21000.0000000,5.0000000,Multi Unit Housing,
002050,2000,00BP046F,N/A,2000111,Approved,20001114,,,FN&FP,,9311860,,100,Birch Ave,,,Residential,,,1000000.0000000,7000.0000000,5.0000000,Multi Unit Housing - Foundation,Nov 10/Nov 14
000225,2000,00BP047,N/A,20001121,Approved,20001124,,,1~3,11,6719BC,,317,Banff Ave,Cascade Plaza,Banff Mountain Wear,Commercial,,,30000.0000000,210.0000000,5.0000000,Interior Renovation,
000225,2000,00BP048D,N/A,20001124,Approved,20001128,,,1~3,11,6719BC,,317,Banff Ave,Cascade Plaza,Alberta Treasury Branch,Commercial,,,12000.0000000,216.0000000,5.0000000,Demolition,Nov 24/Nov 28
000127,2000,00BP049,N/A,20001215,Approved,20001219,,,15,6,6719BC,,229,Banff Ave,,Earl's Restaurant,Commercial,,,6250.0000000,75.0000000,5.0000000,Roof Repair,Dec14/Dec 19
000113,2001,01BP001,N/A,20010108,Withdrawn,,,,13,5,6719BC,,225,Bear St,,Nature's Coin Group,,,,,,,Withdrawn by Applicant 01-May-01.  Reapplied 01BP021.,
000225,2001,01BP002,N/A,20010109,N/A,,,,1~3,11,6719BC,,317,Banff Ave,,Gap(fisher Dev.Inc,,,,,4200.0000000,5.0000000,,
000225,2001,01BP003,,20010122,,,,,1~3,11,6719BC,,317,Banff Ave,Cascade Plaza,Tabi International,,,,,,5.0000000,,
000006,2001,01BP004,,20010123,N/A,,,,9,1,6719BC,,117,Banff Ave,Banff Ave; Keg,Keg Resturant,,,,,75.0000000,5.0000000,Commercial Renovation,
000225,2001,01BP005,00DP86,20010202,Approved,,,,1~3,11,6719BC,,317,Banff Ave,Cascade Plaza,Gap,Comm; Reno Canoppy,,,,168.0000000,5.0000000,,
000225,2001,01BP006,,20010309,N/A,,,,1~3,11,6719BC,,317,Banff Ave,Cascade Plaza,Intrawest,Tenant Improvements,,,50000.0000000,350.0000000,5.0000000,Int Renov,Mar 9/Mar 9
000225,2001,01BP007,,20010319,,,,,1~3,11,6719BC,,317,Banff Ave,Cascade Plaza,Alberta Treasury Branch,Commercial Renovation,,,90000.0000000,630.0000000,5.0000000,Int Renov,Mar 19/Mar 20
000625,2001,01BP008,00DP85,20010326,Approved,,,,17,34,1709 CG,,123,Wolverine St,,,Duplex Housing,,,300000.0000000,1118.3600000,5.0000000,Duplex,Mar 26/Mar 27
000625,2001,01BP008D,,20010406,COMPLETE,,,,17,34,1709 CG,,123,Wolverine St,,,,,,0.0000000,84.0000000,5.0000000,SFD Demolition - Demolition,Apr 6/Apr 6
000004,2001,01BP009,N/A,20010406,N/A,,,,6&7,1,6719BC,,111,Banff Ave,Harmony Lane,,Commercial Bldg. Renovation,,,110000.0000000,770.0000000,5.0000000,Comm Reno,Apr 6/Apr 20
009443,2001,01BP010,,20010406,N/A,,,,33~37,1,6719BC,,204,Buffalo St,Post Office,,Commercial Renovation,,,400000.0000000,2800.0000000,5.0000000,Comm Reno,Apr 6/Apr 23
