INSTAL_COD,INSTAL_NOM,INSTAL_N_1,ETAB_CODE,ETAB_NOM,ETAB_NOM_A,RSS_CODE,RSS_NOM,ADRESSE,CASE_POST,CODE_POSTA,MUN_CODE,MUN_NOM,CLSC_CODE,CLSC_NOM,MRC_CODE,MRC_NOM,RLS_CODE,RLS_NOM,RUIS_CODE,RUIS_NOM,STATUT_COD,MD_CONS_CO,MD_FINAN_C,DESIGN_MIN,INSTANCE,DATE_INCOR,DATE_OUVER,LONGITUDE,LATITUDE,CHPSY,CHSGS,CHSLD,CLSC,CPEJ,CRDITED,CRDPA,CRDPM,CRDPV,CRDPL,CRJDA,CRMDA,CRD,DATE_MAJ
"52754983","CLSC DE SAINT-OMER","CLSC DE SAINT-OMER","11045242","Centre intégré de santé et de services sociaux de la Gaspésie","CISSS de la Gaspésie","11","Gaspésie–Îles-de-la-Madeleine","102, boulevard Perron","case postale 10","G0C2Z0","06013","Carleton-sur-Mer","11111","Avignon","060","Avignon","1111","RLS de la Baie-des-Chaleurs","1","RUISSS Université Laval","1","2","1"," ","N","","1983-09-13",-66.2216796875,48.1099815369,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"52754991","CLSC DE NAPIERVILLE","CLSC DE NAPIERVILLE","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","509, rue Saint-Jacques"," ","J0J1L0","68030","Napierville","16343","Les Jardins-de-Napierville","680","Les Jardins-de-Napierville","1634","RLS de Jardins-Roussillon","3","RUISSS Université McGill","1","2","1"," ","N","","1983-09-13",-73.4134140015,45.1926803589,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"52756772","CENTRE D'HÉBERGEMENT ARMAND-LAVERGNE","CENTRE D'HÉBERGEMENT ARMAND-LAVERGNE","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","3500, rue Chapleau"," ","H2K4N3","66023","Montréal","06322","Plateau-Mont-Royal","660","Montréal","0632","RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc","2","RUISSS Université de Montréal","1","2","1"," ","N","","1983-09-06",-73.5635070801,45.5356941223,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"52792058","FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION 1RE AVENUE","FOYER DE GROUPE POUR JDA 1RE AVENUE","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","6936, 1e Avenue"," ","H1Y3B4","66023","Montréal","06531","Rosemont","660","Montréal","0653","RLS de Hochelaga - Mercier-Ouest - Rosemont","2","RUISSS Université de Montréal","1","2","1"," ","N","","1983-12-20",-73.5972442627,45.5533218384,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2021-12-03"
"52803269","CASIS LAFONTAINE","CASIS LAFONTAINE","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","55, 104e Avenue"," ","J7Y1H5","75017","Saint-Jérôme","15161","La Rivière-du-Nord - Mirabel","750","La Rivière-du-Nord","1516","RLS de la Rivière-du-Nord - Mirabel-Nord","2","RUISSS Université de Montréal","1","2","1"," ","N","","1983-05-19",-74.0118637085,45.7982406616,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"52818408","CLSC DE LAC-DES-AIGLES","CLSC DE LAC-DES-AIGLES","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","69, rue Principale","case postale 160","G0K1V0","13060","Lac-des-Aigles","01131","Témiscouata","130","Témiscouata","0113","RLS de Témiscouata","1","RUISSS Université Laval","1","2","1"," ","N","","1984-02-20",-68.6767196655,47.9884490967,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"52830007","CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET DU TROUBLE DU SPECTRE DE L'AUTISME ET DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE SEPT-ÎLES","CRDI-TSA ET CRDP DE SEPT-ÎLES","11045234","Centre intégré de santé et de services sociaux de la Côte-Nord","CISSS de la Côte-Nord","09","Côte-Nord","450, avenue Évangeline"," ","G4R2N5","97007","Sept-Îles","09141","Sept-Îles","971","Sept-Rivières","0914","RLS de Sept-Îles","1","RUISSS Université Laval","1","2","1"," ","N","","1988-02-01",-66.3811264038,50.2080421448,"Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","2021-12-03"
"52841640","CENTRE DE RÉADAPTION EN DÉFICIENCE PHYSIQUE DE MANIWAKI","CRDP DE MANIWAKI","11045218","Centre intégré de santé et de services sociaux de l'Outaouais","CISSS de l'Outaouais","07","Outaouais","244, rue Champlain"," ","J9E1L5","83065","Maniwaki","07121","Des Forestiers","830","La Vallée-de-la-Gatineau","0712","RLS de la Vallée-de-la-Gatineau","3","RUISSS Université McGill","1","2","1"," ","N","","1984-04-01",-75.9758377075,46.3765563965,"Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","2021-12-03"
"52870573","CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE LA MATANIE","CRJDA DE LA MATANIE","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","362, rue Desrosiers"," ","G4W3K3","08053","Matane","01171","Matane","080","La Matanie","0117","RLS de Matane","1","RUISSS Université Laval","1","2","1"," ","N","","1984-06-15",-67.5369491577,48.8419914246,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2021-12-03"
"52909132","CLSC D'ADSTOCK","CLSC D'ADSTOCK","11045333","Centre intégré de santé et de services sociaux de Chaudière-Appalaches","CISSS de Chaudière-Appalaches","12","Chaudière-Appalaches","52, rue du Parc"," ","G0N1S0","31056","Adstock","12121","Les Appalaches","310","Les Appalaches","1212","RLS de la région de Thetford","1","RUISSS Université Laval","1","2","1"," ","N","","1984-08-28",-71.0793685913,46.045425415,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"52935277","CLSC DE SAINT-DONAT","CLSC DE SAINT-DONAT","11045275","Centre intégré de santé et de services sociaux de Lanaudière","CISSS de Lanaudière","14","Lanaudière","377, rue du Foyer"," ","J0T2C0","62060","Saint-Donat","14111","Matawinie","620","Matawinie","1411","RLS de Lanaudière-Nord","2","RUISSS Université de Montréal","1","2","1"," ","N","","1984-04-01",-74.222328186,46.3216171265,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"52936697","CLSC DE DONNACONA","CLSC DE DONNACONA","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","400, Route 138"," ","G3M1C3","34025","Donnacona","03111","Portneuf","340","Portneuf","0311","RLS de Portneuf","1","RUISSS Université Laval","1","2","1"," ","N","","1984-04-01",-71.7238540649,46.680644989,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"52942570","SERVICES EXTERNES - DÉFICIENCE PHYSIQUE DE LA SARRE","SERV. EXT. - DÉF. PHYS. DE LA SARRE","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","677, 2e Rue Est"," ","J9Z2X7","87090","La Sarre","08111","Abitibi-Ouest","870","Abitibi-Ouest","0811","RLS de l'Abitibi-Ouest","3","RUISSS Université McGill","1","2","1"," ","N","","1984-04-01",-79.1987609863,48.7867279053,"Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","2021-12-03"
"52967361","CLSC DE SAINT-ANTOINE-DE-L'ISLE-AUX-GRUES","CLSC DE SAINT-ANTOINE-DE-L'ISLE-AUX-GRUES","11045333","Centre intégré de santé et de services sociaux de Chaudière-Appalaches","CISSS de Chaudière-Appalaches","12","Chaudière-Appalaches","101, rue de la Volière"," ","G0R1P0","18070","Saint-Antoine-de-l'Isle-aux-Grues","12151","Montmagny","180","Montmagny","1215","RLS de Montmagny-L'Islet","1","RUISSS Université Laval","1","2","1"," ","N","","1984-11-16",-70.5408401489,47.0675315857,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"52983848","CLSC ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE SPEID","CLSC ET GMFU SPEID","13818596","Centre de santé et de services sociaux - Institut universitaire de gériatrie de Sherbrooke","CSSS- Institut universitaire de gériatrie de Sherbrooke","05","Estrie","8, rue Speid"," ","J1M1R6","43027","Sherbrooke","05151","Sherbrooke","430","Sherbrooke","0515","RLS de Sherbrooke","4","RUISSS Université de Sherbrooke","1","2","1","9","O","2007-04-02","1985-02-01",-71.8584213257,45.3698348999,"Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53000956","CLSC DE SAINT-GÉDÉON-DE-BEAUCE","CLSC DE SAINT-GÉDÉON-DE-BEAUCE","11045333","Centre intégré de santé et de services sociaux de Chaudière-Appalaches","CISSS de Chaudière-Appalaches","12","Chaudière-Appalaches","127, 1ère rue Sud, 4e étage"," ","G0M1T0","29013","Saint-Gédéon-de-Beauce","12132","Beauce-Sartigan","290","Beauce-Sartigan","1213","RLS de Beauce","1","RUISSS Université Laval","1","2","1"," ","N","","1985-02-05",-70.6409225464,45.8525543213,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53001178","CLSC DE RAPIDES-DES-JOACHIMS","CLSC DE RAPIDES-DES-JOACHIMS","11045218","Centre intégré de santé et de services sociaux de l'Outaouais","CISSS de l'Outaouais","07","Outaouais","48A, rue de l'Église","Case postale 91","J0X3M0","84100","Rapides-des-Joachims","07111","Pontiac","840","Pontiac","0711","RLS du Pontiac","3","RUISSS Université McGill","1","2","1"," ","N","","1985-02-06",-77.6895675659,46.1979217529,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53068680","CLSC VICTOR-LACHANCE","CLSC VICTOR-LACHANCE","11045234","Centre intégré de santé et de services sociaux de la Côte-Nord","CISSS de la Côte-Nord","09","Côte-Nord","102, rue Jacques-Cartier"," ","G0G1A0","98030","Aguanish","09151","Minganie","981","Minganie","0915","RLS de la Minganie","1","RUISSS Université Laval","1","2","1"," ","N","","1985-04-01",-62.0796775818,50.2218399048,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53068706","CLSC DE BAIE-JOHAN-BEETZ","CLSC DE BAIE-JOHAN-BEETZ","11045234","Centre intégré de santé et de services sociaux de la Côte-Nord","CISSS de la Côte-Nord","09","Côte-Nord","24, rue Johan-Beetz"," ","G0G1B0","98035","Baie-Johan-Beetz","09151","Minganie","981","Minganie","0915","RLS de la Minganie","1","RUISSS Université Laval","1","2","1"," ","N","","1985-04-01",-62.8040008545,50.288848877,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53068722","CLSC DE NATASHQUAN","CLSC DE NATASHQUAN","11045234","Centre intégré de santé et de services sociaux de la Côte-Nord","CISSS de la Côte-Nord","09","Côte-Nord","47, chemin d'en Haut"," ","G0G2E0","98025","Natashquan","09151","Minganie","981","Minganie","0915","RLS de la Minganie","1","RUISSS Université Laval","1","2","1"," ","N","","1985-04-01",-61.8205718994,50.1859512329,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53068755","CLSC DE PORT-MENIER","CLSC DE PORT-MENIER","11045234","Centre intégré de santé et de services sociaux de la Côte-Nord","CISSS de la Côte-Nord","09","Côte-Nord","2A, ch. Rivière-aux-Canards, Port-Menie","Case postale 9","G0G2Y0","98020","L'Île-d'Anticosti","09151","Minganie","981","Minganie","0915","RLS de la Minganie","1","RUISSS Université Laval","1","2","1"," ","N","","1985-04-01",-64.3502883911,49.8165931702,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53068763","CLSC DE RIVIÈRE-AU-TONNERRE","CLSC DE RIVIÈRE-AU-TONNERRE","11045234","Centre intégré de santé et de services sociaux de la Côte-Nord","CISSS de la Côte-Nord","09","Côte-Nord","430, rue Jacques-Cartier"," ","G0G2L0","98055","Rivière-au-Tonnerre","09151","Minganie","981","Minganie","0915","RLS de la Minganie","1","RUISSS Université Laval","1","2","1"," ","N","","1985-03-31",-64.7731170654,50.2753219604,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53068771","CLSC DE RIVIÈRE-SAINT-JEAN","CLSC DE RIVIÈRE-SAINT-JEAN","11045234","Centre intégré de santé et de services sociaux de la Côte-Nord","CISSS de la Côte-Nord","09","Côte-Nord","328, rue Saint-Jean"," ","G0G2N0","98050","Rivière-Saint-Jean","09151","Minganie","981","Minganie","0915","RLS de la Minganie","1","RUISSS Université Laval","1","2","1"," ","N","","1985-04-01",-64.3230361938,50.296131134,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53071254","SOUS-RÉGION DE VILLE-MARIE","SOUS-RÉGION DE VILLE-MARIE","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","107-21, rue Notre-Dame-de-Lourdes"," ","J9V1X7","85025","Ville-Marie","08151","Ville-Marie","850","Témiscamingue","0815","RLS du Témiscaming","3","RUISSS Université McGill","1","2","1"," ","N","","1985-04-01",-79.4403305054,47.3331565857,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53130845","CLSC DE L'ÎLE D'ENTRÉE","CLSC DE L'ÎLE D'ENTRÉE","11044088","Centre intégré de santé et de services sociaux des Îles","CISSS des Îles","11","Gaspésie–Îles-de-la-Madeleine","124, chemin Big Hill","l'ile d'entree","G4T1Z2","01023","Les Îles-de-la-Madeleine","11211","Îles-de-la-Madeleine","010","Communauté maritime des Îles-de-la-Madeleine","1121","RLS des Îles-de-la-Madeleine","1","RUISSS Université Laval","1","2","1"," ","O","2007-04-11","1985-09-19",-61.7016677856,47.2737541199,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53159505","LA RÉSIDENCE DU BONHEUR","LA RÉSIDENCE DU BONHEUR","23237407","Placements M.G.O. Inc.","Placements M.G.O. Inc.","13","Laval","5855, rue Boulard"," ","H7B1A3","65005","Laval","13112","Duvernay","650","Laval","1311","RLS de Laval","2","RUISSS Université de Montréal","2","1","8"," ","N","2010-02-24","1986-04-01",-73.6474456787,45.6865501404,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53174454","CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DU GRANIT - POINT DE SERVICE DE LAMBTON","CSSS DU GRANIT - POINT DE SERVICE DE LAMBTON","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","310-A, rue Principale"," ","G0M1H0","30095","Lambton","05191","Granit","300","Le Granit","0519","RLS du Granit","4","RUISSS Université de Sherbrooke","1","2","1"," ","N","","1985-10-17",-71.0961456299,45.8294944763,"Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53324349","CENTRE D'HÉBERGEMENT ET DE SOINS DE LONGUE DURÉE DU MANOIR-DE-L'OUEST-DE-L'ÎLE","CHSLD DU MANOIR-DE-L'OUEST-DE-L'ÎLE","11044674","Centre d'hébergement et de soins de longue durée du Manoir-de-l'Ouest-de-l'Île, S.E.C.","CHSLD du Manoir-de-l'Ouest-de-l'Île, S.E.C.","06","Montréal","17725, boulevard de Pierrefonds"," ","H9J3L1","66023","Montréal","06112","Pierrefonds","660","Montréal","0611","RLS de Pierrefonds - Lac Saint-Louis","3","RUISSS Université McGill","2","0","8"," ","N","2010-02-24","1990-04-01",-73.8856124878,45.462852478,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53332847","CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DE MEMPHRÉMAGOG - POINT DE SERVICE DE STANSTEAD","CSSS DE MEMPHRÉMAGOG - POINT DE SERVICE DE STANSTEAD","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","435, rue Dufferin"," ","J0B3E2","45008","Stanstead","05131","Memphrémagog","450","Memphrémagog","0513","RLS de Memphrémagog","4","RUISSS Université de Sherbrooke","1","2","1"," ","N","","1986-04-01",-72.0969848633,45.011756897,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53360525","CLSC ET CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DU CENTRE-VILLE-DE-SAINTE-AGATHE","CLSC ET CRDP DU CENTRE-VILLE-DE-SAINTE-AGATHE","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","144, rue Principale Est"," ","J8C1K3","78032","Sainte-Agathe-des-Monts","15121","Les Laurentides","780","Les Laurentides","1512","RLS des Laurentides","2","RUISSS Université de Montréal","1","2","1"," ","N","","1986-04-01",-74.280380249,46.0459785461,"Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","2021-12-03"
"53417077","ATELIER DE TRAVAIL EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLE DU SPECTRE DE L'AUTISME LÉGER","ATELIER DE TRAVAIL DI ET TSA LÉGER","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","2445, rue Léger"," ","H8N2V7","66023","Montréal","06122","Lasalle","660","Montréal","0612","RLS de Dorval - Lachine - Lasalle","3","RUISSS Université McGill","1","2","1"," ","N","","1986-08-19",-73.6247787476,45.4443321228,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53515524","CLSC DE PREISSAC","CLSC DE PREISSAC","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","6, rue des Rapides"," ","J0Y2E0","88090","Preissac","08121","Abitibi","880","Abitibi","0812","RLS de l'Abitibi","3","RUISSS Université McGill","1","2","1"," ","N","","1987-04-01",-78.3654708862,48.4072036743,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53515532","CLSC DE BARRAUTE","CLSC DE BARRAUTE","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","660, rue Principale","case postale 179","J0Y1A0","88022","Barraute","08121","Abitibi","880","Abitibi","0812","RLS de l'Abitibi","3","RUISSS Université McGill","1","2","1"," ","N","","1987-04-01",-77.6342697144,48.4406929016,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53515540","CLSC DE ROCHEBAUCOURT","CLSC DE ROCHEBAUCOURT","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","15, rue des Pins"," ","J0Y2J0","88010","Rochebaucourt","08121","Abitibi","880","Abitibi","0812","RLS de l'Abitibi","3","RUISSS Université McGill","1","2","1"," ","N","","1987-04-01",-77.5003890991,48.6767044067,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53535373","CLSC D'EAST ANGUS","CLSC D'EAST ANGUS","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","149, rue Kennedy"," ","J0B1R0","41060","East Angus","05181","Haut-Saint-François","410","Le Haut-Saint-François","0518","RLS du Haut-Saint-François","4","RUISSS Université de Sherbrooke","1","2","1"," ","N","","1987-06-11",-71.6536026001,45.489112854,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53535399","CLSC DE NOTRE-DAME-DES-SEPT-DOULEURS","CLSC DE NOTRE-DAME-DES-SEPT-DOULEURS","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","6001, chemin de l'Île"," ","G0L1K0","12045","Notre-Dame-des-Sept-Douleurs","01121","Rivière-du-Loup","120","Rivière-du-Loup","0112","RLS de Rivière-du-Loup","1","RUISSS Université Laval","1","2","1"," ","N","","1987-06-11",-69.4533462524,48.0112380981,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53548715","CLSC CORINNE-VALLÉE-THERRIEN","CLSC CORINNE-VALLÉE-THERRIEN","11045234","Centre intégré de santé et de services sociaux de la Côte-Nord","CISSS de la Côte-Nord","09","Côte-Nord","3, rue Saint-Joseph"," ","G0H1A0","96005","Baie-Trinité","09123","Manicouagan","960","Manicouagan","0912","RLS de la Haute-Côte-Nord  - Manicouagan","1","RUISSS Université Laval","1","2","1"," ","N","","1987-07-06",-67.3029098511,49.4196548462,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53578134","CLSC DE SAINT-MICHEL-DES-SAINTS","CLSC DE SAINT-MICHEL-DES-SAINTS","11045275","Centre intégré de santé et de services sociaux de Lanaudière","CISSS de Lanaudière","14","Lanaudière","171, rue Guy-Gauthier"," ","J0K3B0","62085","Saint-Michel-des-Saints","14111","Matawinie","620","Matawinie","1411","RLS de Lanaudière-Nord","2","RUISSS Université de Montréal","1","2","1"," ","N","","1987-08-27",-73.9189224243,46.6763877869,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53582995","CENTRE DE CRISE DE L'ENTREMISE","CENTRE DE CRISE DE L'ENTREMISE","11045200","Centre intégré universitaire de santé et de services sociaux de l'Est-de-l'Île-de-Montréal","CIUSSS de l'Est-de-l'Île-de-Montréal","06","Montréal","3010, rue Pierre-Tétreault"," ","H1L4Z8","66023","Montréal","06524","Mercier-Est","660","Montréal","0652","RLS de Rivière-des-Prairies - Anjou - Montréal-Est","2","RUISSS Université de Montréal","1","2","1"," ","N","","1987-09-01",-73.5267715454,45.6025886536,"Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53584785","APPARTEMENT SUPERVISÉ WILSON","APPARTEMENT SUPERVISÉ WILSON","11045168","Centre intégré universitaire de santé et de services sociaux de l'Ouest-de-l'Île-de-Montréal","CIUSSS de l'Ouest-de-l'Île-de-Montréal","06","Montréal","2291, avenue Wilson"," ","H4A2T4","66023","Montréal","06212","Notre-Dame-de-Grâce - Montréal-Ouest","660","Montréal","0621","RLS de Côte-Saint-Luc - NDG - Montréal-Ouest","3","RUISSS Université McGill","1","2","1"," ","N","","1987-09-08",-73.6148376465,45.4698905945,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2021-12-03"
"53624698","CLSC DE BEAUPORT","CLSC DE BEAUPORT","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","3666, chemin Royal"," ","G1E1X5","23027","Québec","03133","Beauport","230","Québec","0313","RLS de Québec-Nord","1","RUISSS Université Laval","1","2","1"," ","N","","1987-09-30",-71.2010498047,46.8536605835,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53626370","CENTRE D'HÉBERGEMENT PAUL-TRIQUET","CENTRE D'HÉBERGEMENT PAUL-TRIQUET","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","789, rue de Belmont"," ","G1V4V2","23027","Québec","03123","Sainte-Foy - Sillery","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","1","2","1"," ","N","","1987-09-29",-71.2725296021,46.789352417,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53659264","CLSC DE L'ISLE-AUX-COUDRES","CLSC DE L'ISLE-AUX-COUDRES","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","25, chemin de la Traverse"," ","G0A3J0","16023","L'Isle-aux-Coudres","03141","Charlevoix-Ouest","160","Charlevoix","0314","RLS de Charlevoix","1","RUISSS Université Laval","1","2","1"," ","N","","1987-11-10",-70.3823852539,47.4204902649,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53679023","CLSC ET CENTRE D'HÉBERGEMENT DE NORMANDIN","CLSC ET CENTRE D'HÉBERGEMENT DE NORMANDIN","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","1205, rue Saint-Cyrille"," ","G8M4K1","92040","Normandin","02121","Maria-Chapdelaine","920","Maria-Chapdelaine","0212","RLS de Maria-Chapdelaine","1","RUISSS Université Laval","1","2","1"," ","N","","1988-01-13",-72.5309753418,48.8388214111,"Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53701793","CLSC DU FJORD-À-L'ANSE-SAINT-JEAN","CLSC DU FJORD-À-L'ANSE-SAINT-JEAN","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","29, rue Saint-Jean-Baptiste"," ","G0V1J0","94210","L'Anse-Saint-Jean","02161","Fjord","942","Le Fjord-du-Saguenay","0216","RLS de La Baie","1","RUISSS Université Laval","1","2","1"," ","N","","1988-01-28",-70.2402420044,48.1992149353,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"53702106","CLSC DE NORMÉTAL","CLSC DE NORMÉTAL","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","18, 7e Avenue"," ","J0Z3A0","87115","Normétal","08111","Abitibi-Ouest","870","Abitibi-Ouest","0811","RLS de l'Abitibi-Ouest","3","RUISSS Université McGill","1","2","1"," ","N","","1988-01-29",-79.365852356,48.9989471436,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
