,ObjectId,Provider_Type,Provider_Name,Status,Date,Hours,Date_Updated,Vaccine_Comments,Note,RHA_Name,Address,City,Province,Phone,geometry,LONGITUDE,LATITUDE
588,589,Pharmacy,Shoppers Drug Mart #552,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,125 393 Portage Ave,Winnipeg,Manitoba,204-943-5431,POINT (-97.147958 49.892396),-97.147958,49.892396
589,590,Pharmacy,Exchange District Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,4,",Walk-in,Winnipeg,286 McDermot Ave,Winnipeg,Manitoba,204-942-0573,POINT (-97.14202 49.897357),-97.14202,49.897357
590,591,Pharmacy,Shoppers Drug Mart #547,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,4,6,",Walk-in,Winnipeg,43 Marion St,Winnipeg,Manitoba,204-235-1919,POINT (-97.12691700000001 49.882065),-97.12691700000001,49.882065
591,592,Pharmacy,Shoppers Drug Mart #535,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,43 Osborne St,Winnipeg,Manitoba,204-958-7000,POINT (-97.147362 49.879856),-97.147362,49.879856
592,593,Pharmacy,St Boniface Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",,Winnipeg,159 Marion St,Winnipeg,Manitoba,204-415-4888,POINT (-97.121503 49.881659),-97.121503,49.881659
593,594,Pharmacy,Shoppers Drug Mart #540,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,6,",Walk-in,Winnipeg,2 360 Main St,Winnipeg,Manitoba,204-956-0944,POINT (-97.138588 49.894515),-97.138588,49.894515
594,595,Pharmacy,Safeway Pharmacy #4848,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Winnipeg,850 Keewatin St,Winnipeg,Manitoba,204-694-4419,POINT (-97.196826 49.93771),-97.196826,49.93771
595,596,Pharmacy,Leclerc Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",,Winnipeg,343 Tache Ave,Winnipeg,Manitoba,204-233-8806,POINT (-97.123852 49.882619),-97.123852,49.882619
596,597,Pharmacy,Shoppers Drug Mart #2505,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,2512 Main St,Winnipeg,Manitoba,204-334-6008,POINT (-97.094461 49.958073),-97.094461,49.958073
597,598,Pharmacy,Reston Drugs,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,4,6,",,Prairie Mountain Health,209 4th St,Reston,Manitoba,204-877-3641,POINT (-101.094712 49.557308),-101.094712,49.557308
598,599,Pharmacy,Pharmamir Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Winnipeg,1572 Main St,Winnipeg,Manitoba,204-231-1900,POINT (-97.123045 49.930416),-97.123045,49.930416
599,600,Pharmacy,Shoppers Drug Mart No. #2514,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,",,Winnipeg,2160 Mcgillivray Blvd,Winnipeg,Manitoba,204-487-4453,POINT (-97.202505 49.8198),-97.202505,49.8198
600,601,Pharmacy,Positive Health Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,3556 Pembina Hwy,Winnipeg,Manitoba,204-415-3160,POINT (-97.17449999999999 49.7462),-97.17449999999999,49.7462
601,602,Pharmacy,Fair Havens Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,894 Corydon Ave,Winnipeg,Manitoba,,POINT (-97.158669 49.868859),-97.158669,49.868859
602,603,Pharmacy,Grand Medicine HSC Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,4,6,",,Winnipeg,Sr171 700 William Ave,Winnipeg,Manitoba,204-775-1000,POINT (-97.15916900699995 49.90496535800003),-97.15916900699995,49.90496535800003
603,604,Pharmacy,Sobeys St. Vital #5157,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,4,6,",,Winnipeg,1500 Dakota St,Winnipeg,Manitoba,204-257-3784,POINT (-97.095372 49.810485),-97.095372,49.810485
604,605,Pharmacy,The Medicine Shoppe Pharmacy #305,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,1765 Portage Ave,Winnipeg,Manitoba,204-885-4465,POINT (-97.21045100000001 49.879185),-97.21045100000001,49.879185
605,606,Pharmacy,Pine Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Interlake-Eastern,22 Pine St,Pine Falls,Manitoba,204-367-2517,POINT (-96.218239 50.566736),-96.218239,50.566736
606,607,Pharmacy,Loblaw Pharmacy # 1503,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,6,",Walk-in,Southern Health-Santé Sud,130 12 PTH,Steinbach,Manitoba,204-320-4130,POINT (-96.69101241099997 49.54293402500008),-96.69101241099997,49.54293402500008
607,608,Pharmacy,Falk Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",,Prairie Mountain Health,135 Main St,Carberry,Manitoba,204-834-2426,POINT (-99.35945289999995 49.86841272800007),-99.35945289999995,49.86841272800007
608,609,Pharmacy,Loblaw Pharmacy #1516,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,550 Kenaston Blvd,Winnipeg,Manitoba,204-489-0977,POINT (-97.203641 49.85639),-97.203641,49.85639
609,610,Pharmacy,Loblaw Pharmacy #1505,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,2132 Mcphillips St,Winnipeg,Manitoba,204-631-6226,POINT (-97.155849 49.949255),-97.155849,49.949255
610,611,Pharmacy,Loblaw Pharmacy #1512,Taking appointments,,,2021-12-17T06:00:00+00:00,"3,6,",,Winnipeg,1035 Gateway Rd,Winnipeg,Manitoba,204-987-7533,POINT (-97.069665 49.928007),-97.069665,49.928007
611,612,Pharmacy,Loblaw Pharmacy #4625,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Winnipeg,740 St Anne's Rd,Winnipeg,Manitoba,204-257-6806,POINT (-97.08449454199996 49.82211953900003),-97.08449454199996,49.82211953900003
612,613,Pharmacy,No Frills Pharmacy   #4629,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,4,6,",,Interlake-Eastern,Bldg B 366 Main St,Selkirk,Manitoba,204-482-2900,POINT (-96.87340500000001 50.142982),-96.87340500000001,50.142982
613,614,Pharmacy,Shoppers Drug Mart #544,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Southern Health-Santé Sud,124 Saskatchewan Ave E,Portage la Prairie,Manitoba,204-857-7891,POINT (-98.28884759999994 49.97320519600004),-98.28884759999994,49.97320519600004
614,615,Pharmacy,loblaw pharmacy # 1511,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,",,Winnipeg,1385 Sargent Ave,Winnipeg,Manitoba,204-784-7935,POINT (-97.19884500000001 49.899757),-97.19884500000001,49.899757
615,616,Pharmacy,Loblaw Pharmacy #1509,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,80 Bison Dr,Winnipeg,Manitoba,204-275-4135,POINT (-97.16367640199996 49.79997655400007),-97.16367640199996,49.79997655400007
616,617,Pharmacy,Loblaw Pharmacy #1515,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Prairie Mountain Health,920 Victoria Ave,Brandon,Manitoba,204-729-4646,POINT (-99.950087 49.841355),-99.950087,49.841355
617,618,Pharmacy,Loblaw Pharmacy #1514,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,215 St Anne's Rd,Winnipeg,Manitoba,204-258-2430,POINT (-97.102592 49.857567),-97.102592,49.857567
618,619,Pharmacy,First Circle Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,1880 Ellice Ave,Winnipeg,Manitoba,204-772-6193,POINT (-97.21693999999999 49.894395),-97.21693999999999,49.894395
619,620,Pharmacy,Winkler Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Southern Health-Santé Sud,309 Main St,Winkler,Manitoba,204-325-8787,POINT (-97.93944999999999 49.181851),-97.93944999999999,49.181851
620,621,Pharmacy,Simkin Centre,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,1 Falcon Ridge Dr,Winnipeg,Manitoba,204-589-9017,POINT (-97.192899 49.823239),-97.192899,49.823239
621,622,Pharmacy,Rexall #4814,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"6,",,Winnipeg,35 Lakewood Blvd,Winnipeg,Manitoba,204-982-4120,POINT (-97.07627802299999 49.85440625900003),-97.07627802299999,49.85440625900003
622,623,Pharmacy,Wal-Mart Pharmacy #3117,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,6,",Walk-in,Winnipeg,3655 Portage Ave,Winnipeg,Manitoba,204-885-4470,POINT (-97.313175 49.885833),-97.313175,49.885833
623,624,Pharmacy,Shoppers Drug Mart #2428,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,710 St Anne's Rd,Winnipeg,Manitoba,204-254-6316,POINT (-97.084137 49.824126),-97.084137,49.824126
624,625,Pharmacy,Rexall #4950,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"6,",,Interlake-Eastern,A 366 Main St,Selkirk,Manitoba,204-482-6003,POINT (-96.87347922199996 50.14295971400003),-96.87347922199996,50.14295971400003
625,626,Pharmacy,Shoppers Drug Mart #555,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Prairie Mountain Health,15A 1570 18TH St,Brandon,Manitoba,204-729-8100,POINT (-99.96456450599999 49.82352351500003),-99.96456450599999,49.82352351500003
626,627,Pharmacy,Shoppers Drug Mart #2444,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"6,",,Winnipeg,14 6670 Roblin Blvd,Winnipeg,Manitoba,204-831-5222,POINT (-97.31670699999999 49.863307),-97.31670699999999,49.863307
627,628,Pharmacy,Loblaw Pharmacy #1510,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Southern Health-Santé Sud,175 Cargill Rd,Winkler,Manitoba,204-331-2535,POINT (-97.931397 49.18626),-97.931397,49.18626
628,629,Pharmacy,Safeway Pharmacy #4854,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,4,6,",,Winnipeg,3900 Grant Ave,Winnipeg,Manitoba,204-889-2350,POINT (-97.26278000000001 49.857958),-97.26278000000001,49.857958
629,630,Pharmacy,Shoppers Drugmart #2424,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Prairie Mountain Health,139 Victoria Ave E,Brandon,Manitoba,204-727-4248,POINT (-99.936857 49.842583),-99.936857,49.842583
630,631,Pharmacy,Fisher Branch Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,",,Interlake-Eastern,3 80 Tache St,Fisher Branch,Manitoba,204-372-6444,POINT (-97.62176700000001 51.082232),-97.62176700000001,51.082232
631,632,Pharmacy,Snow Lake Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,963 Henderson Hwy,Winnipeg,Manitoba,204-982-4130,POINT (-97.095961 49.933715),-97.095961,49.933715
632,633,Pharmacy,Rexall #4815,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"6,",,Winnipeg,963 Henderson Hwy,Winnipeg,Manitoba,204-982-4130,POINT (-97.095961 49.933715),-97.095961,49.933715
633,634,Pharmacy,Rexall #7401,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Southern Health-Santé Sud,67 2nd St NE Box 780,Altona,Manitoba,204-324-6461,POINT (-97.556527 49.10545),-97.556527,49.10545
634,635,Pharmacy,Rexall #7406,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Southern Health-Santé Sud,17 115 4th Ave NE Box 1708,Altona,Manitoba,204-234-5991,POINT (-97.553468 49.106593),-97.553468,49.106593
635,636,Pharmacy,Shoppers Drug Mart #530,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,1050 Leila Ave,Winnipeg,Manitoba,204-339-9221,POINT (-97.151006 49.95374),-97.151006,49.95374
636,637,Medical Clinic,Fisher Branch Primary Health Care Centre,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Interlake-Eastern,23 Main St Box 370,Fisher Branch,Manitoba,204-372-6258,POINT (-97.61768335999994 51.08474937700004),-97.61768335999994,51.08474937700004
637,638,Pharmacy,River East Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,A 1417 Henderson Hwy,Winnipeg,Manitoba,204-333-5094,POINT (-97.085706 49.944707),-97.085706,49.944707
638,639,Pharmacy,Shoppers Drug Mart #549,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,4,6,",Walk-in,Northern,17 Selkirk Ave,Thompson,Manitoba,204-778-8391,POINT (-97.851767 55.741412),-97.851767,55.741412
639,640,Pharmacy,Target Pharmacy T-3747,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,1080 Grant Ave,Winnipeg,Manitoba,204-285-3571-6,POINT (-97.16302154599998 49.85990467400006),-97.16302154599998,49.85990467400006
640,641,Pharmacy,Shoppers Drug Mart #561,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"6,",,Winnipeg,100 235 Vermillion Rd,Winnipeg,Manitoba,204-256-5540,POINT (-97.066591 49.855177),-97.066591,49.855177
641,642,Pharmacy,Mitchell's Drug Store,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Prairie Mountain Health,125 Main St,Roblin,Manitoba,204-937-4424,POINT (-101.548498 51.914091),-101.548498,51.914091
642,643,Pharmacy,Munroe Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,525 London St,Winnipeg,Manitoba,204-669-1267,POINT (-97.080344 49.911405),-97.080344,49.911405
643,644,Pharmacy,Wal-Mart Pharmacy #1027,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Interlake-Eastern,1016 Manitoba Ave,Selkirk,Manitoba,204-785-9010,POINT (-96.902098 50.155968),-96.902098,50.155968
644,645,Pharmacy,St Malo Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Southern Health-Santé Sud,70 122 St Malo St Box 70,St Malo,Manitoba,204-347-5574,POINT (-96.95511757299994 49.31556286100005),-96.95511757299994,49.31556286100005
645,646,Pharmacy,Wal-Mart Pharmacy #3660,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,4,6,",Walk-in,Northern,200 Pth #10A,Flin Flon,Manitoba,204-687-7188,POINT (-101.878967 54.769801),-101.878967,54.769801
646,647,Pharmacy,Hill's East Drug Store,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Southern Health-Santé Sud,200 Saskatchewan Ave E,Portage la Prairie,Manitoba,204-857-4631,POINT (-98.287617 49.973251),-98.287617,49.973251
647,648,Pharmacy,Fisher River Cree Nation Pharmacy,,,,2021-12-17T06:00:00+00:00,"3,4,",Walk-in,,63 Main st,Fisher Branch,Manitoba,,,,
648,649,Pharmacy,Shoppers Drug Mart #2404,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,917 Portage Ave,Winnipeg,Manitoba,204-775-5008,POINT (-97.17169699999999 49.885698),-97.17169699999999,49.885698
649,650,Pharmacy,Shoppers drug mart #533,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,C 1155 Main St,Winnipeg,Manitoba,204-989-8700,POINT (-97.12925300000001 49.918047),-97.12925300000001,49.918047
650,651,Pharmacy,Leila Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,632 Leila Ave,Winnipeg,Manitoba,204-228-3304,POINT (-97.13422199999999 49.948718),-97.13422199999999,49.948718
651,652,Pharmacy,Flatland Drugs,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,4,",Walk-in,Prairie Mountain Health,B 1340 10th St,Brandon,Manitoba,204-727-0011,POINT (-99.95151199999999 49.828909),-99.95151199999999,49.828909
652,653,Pharmacy,The Medicine Shoppe Pharmacy #331,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,1A 660 Osborne St,Winnipeg,Manitoba,204-504-9333,POINT (-97.132229 49.863112),-97.132229,49.863112
653,654,Pharmacy,Villagio Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Southern Health-Santé Sud,503 Sabourin St,St-Pierre-Jolys,Manitoba,204-433-7897,POINT (-96.984551 49.44003),-96.984551,49.44003
654,655,Pharmacy,Glenboro Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"6,",,Prairie Mountain Health,512 Railway Ave,Glenboro,Manitoba,204-827-2841,POINT (-99.28993066199996 49.55531154800008),-99.28993066199996,49.55531154800008
655,656,Pharmacy,Shoppers Drug Mart #548,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,6000 1120 Grant Ave,Winnipeg,Manitoba,204-453-0130,POINT (-97.16452802699996 49.85793896800004),-97.16452802699996,49.85793896800004
656,657,Pharmacy,Shoppers Drug Mart #539,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,32 1555 Regent Ave W,Winnipeg,Manitoba,204-661-8068,POINT (-97.061182 49.897289),-97.061182,49.897289
657,658,Pharmacy,University Centre Pharmacy (U of M),Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Winnipeg,RM111 University Centre Building,Winnipeg,Manitoba,204-474-9323,POINT (-97.13401313999998 49.80941465100005),-97.13401313999998,49.80941465100005
658,659,Pharmacy,Shoppers Drug Mart #556,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,50 1128 Henderson Hwy,Winnipeg,Manitoba,204-339-8173,POINT (-97.093267 49.939018),-97.093267,49.939018
659,660,Pharmacy,Shoppers Drug Mart #2511,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,201 1750 Plessis Rd,Winnipeg,Manitoba,204-222-3400,POINT (-97.02698511199998 49.91022489300008),-97.02698511199998,49.91022489300008
660,661,Pharmacy,Shoppers Drug Mart #538,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,1 785 Dakota St,Winnipeg,Manitoba,204-257-1639,POINT (-97.10681200000001 49.831846),-97.10681200000001,49.831846
661,662,Pharmacy,Target Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,35 Lakewood Blvd,Winnipeg,Manitoba,204-258-2241,POINT (-97.07848446399998 49.85380918400006),-97.07848446399998,49.85380918400006
662,663,Pharmacy,Home Health Care Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,4,",Walk-in,Prairie Mountain Health,3000 Victoria Ave,Brandon,Manitoba,204-727-7551,POINT (-99.97944099999999 49.841379),-99.97944099999999,49.841379
663,664,Pharmacy,Fort Alexander Health Centre Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Interlake-Eastern,Lot 70 HWY 11,Fort Alexander,Manitoba,204-367-9900,POINT (-96.843148 49.937495),-96.843148,49.937495
664,665,Pharmacy,Pinawa Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Interlake-Eastern,40 Burrows Rd,Pinawa,Manitoba,204-753-2324,POINT (-95.875613 50.147918),-95.875613,50.147918
665,666,Pharmacy,Shoppers Drug Mart #534,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,3665 Portage Ave W,Winnipeg,Manitoba,204-885-1620,POINT (-97.314297 49.883209),-97.314297,49.883209
666,667,Pharmacy,Wal-Mart Pharmacy #3069,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Southern Health-Santé Sud,2348 Sissons Dr,Portage la Prairie,Manitoba,204-857-5024,POINT (-98.322866 49.976114),-98.322866,49.976114
667,668,Pharmacy,Pharmasave #451,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",Walk-in,Interlake-Eastern,47 Centre St,Gimli,Manitoba,204-642-8814,POINT (-96.98979363199999 50.63169174000006),-96.98979363199999,50.63169174000006
668,669,Pharmacy,Shoppers Drug Mart #2516,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Interlake-Eastern,44 Main St Box 12,Teulon,Manitoba,204-886-2814,POINT (-97.26269317799995 50.38758879100004),-97.26269317799995,50.38758879100004
669,670,Medical Clinic,Souris Medical Associates,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Prairie Mountain Health,31 Crescent Ave W,Souris,Manitoba,204-483-2147,POINT (-100.2598311789999 49.61688301700008),-100.2598311789999,49.61688301700008
670,671,Medical Clinic,Family Matters Medical Centre,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Winnipeg,Unit X 730 St Anne's Rd,Winnipeg,Manitoba,204-253-5320,POINT (-97.084951 49.822801),-97.084951,49.822801
671,672,Medical Clinic,Autumnwood Medical Centre,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Winnipeg,10 414 Westmount Dr,Winnipeg,Manitoba,204-255-7430,POINT (-97.06435279999994 49.85906010000008),-97.06435279999994,49.85906010000008
672,673,Medical Clinic,Concordia Health Associates,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Winnipeg,102 1155 Concordia Ave,Winnipeg,Manitoba,204-415-0322,POINT (-97.06147719999996 49.91185690000003),-97.06147719999996,49.91185690000003
673,674,Medical Clinic,Nine Circles Community Health Centre,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,705 Broadway Ave,Winnipeg,Manitoba,204-940-6000,POINT (-97.16018079999998 49.88595140000007),-97.16018079999998,49.88595140000007
674,675,Medical Clinic,Beautiful Plains Comunity Clinic,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Prairie Mountain Health,499 MOUNTAIN Ave Box 70,Neepawa,Manitoba,204-841-8841,POINT (-99.46611449999995 50.22680050000008),-99.46611449999995,50.22680050000008
675,676,Medical Clinic,Corner Medical Centre,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Winnipeg,Unit 11 794 Sargent Ave,Winnipeg,Manitoba,204-783-6430,POINT (-97.167942 49.896538),-97.167942,49.896538
676,677,Medical Clinic,Teulon Medical Clinic,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Interlake-Eastern,162 3rd Ave SE,Teulon,Manitoba,204-886-2131,POINT (-97.254977 50.38745210000008),-97.254977,50.38745210000008
677,678,Medical Clinic,Klinic Community Health Centre,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,167 Sherbrook St,Winnipeg,Manitoba,204-784-4090,POINT (-97.15895259999996 49.88422860000003),-97.15895259999996,49.88422860000003
678,679,Medical Clinic,Videl Medical Clinic,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,4,",,Winnipeg,711 Sargent Ave,Winnipeg,Manitoba,204-775-5160,POINT (-97.16421099999999 49.896863),-97.16421099999999,49.896863
679,680,Medical Clinic,Access Downtown,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,4,6,",,Winnipeg,640 Main St,Winnipeg,Manitoba,204 940-1626,POINT (-97.135997 49.903123),-97.135997,49.903123
680,681,Medical Clinic,Westwood Clinic,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,4,",,Winnipeg,3320 Portage Ave,Winnipeg,Manitoba,204-612-2990,POINT (-97.29569530199996 49.88069773300003),-97.29569530199996,49.88069773300003
681,682,Medical Clinic,Centre Medical Seine Inc.,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Southern Health-Santé Sud,100 142 Centrale Ave,Ste Anne,Manitoba,204-422-8811,POINT (-96.64694289999994 49.66932180000003),-96.64694289999994,49.66932180000003
682,683,Pharmacy,432 Pharmacy,,,,2021-12-17T06:00:00+00:00,"6,",,,103 1107 Munroe Ave,Winnipeg,Manitoba,204-410-6999,POINT (-97.06725665999994 49.90787077300007),-97.06725665999994,49.90787077300007
683,684,Medical Clinic,Killarney Physicians,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,4,",,Prairie Mountain Health,86 Ellis Dr,Killarney,Manitoba,204-523-4609,POINT (-99.66340700000001 49.176918),-99.66340700000001,49.176918
684,685,Medical Clinic,Dr. Michael Loudon Medical Corporation,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Interlake-Eastern,34 Main St,Teulon,Manitoba,204-886-3039,POINT (-97.262666 50.38786),-97.262666,50.38786
685,686,Medical Clinic,River Park Medical Center,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",2021-06-11 12:00:00 AM,Winnipeg,4 1500 Dakota St,Winnipeg,Manitoba,204-415-6562,POINT (-97.09491559999998 49.80987210000006),-97.09491559999998,49.80987210000006
686,687,Medical Clinic,Norwood Family Medical Centre,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,43A Marion St,Winnipeg,Manitoba,204-233-9477,POINT (-97.12677309999998 49.88241740000007),-97.12677309999998,49.88241740000007
687,688,Medical Clinic,Interlake  Medicentres,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Interlake-Eastern,Unit 2 330 3rd Ave S,Stonewall,Manitoba,204-467-5717,POINT (-97.32409349699998 50.13060865900007),-97.32409349699998,50.13060865900007
688,689,Medical Clinic,Rougeau Plaza Medical Centre,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,211 2110 Main St,Winnipeg,Manitoba,204-663-0827,POINT (-97.109916 49.947919),-97.109916,49.947919
689,690,Medical Clinic,Clinique St-Boniface Clinic,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",,Winnipeg,343 Tache Ave,Winnipeg,Manitoba,204-925-9560,POINT (-97.12376489999997 49.88257220000003),-97.12376489999997,49.88257220000003
690,691,Medical Clinic,7th Street Health Access Centre,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Prairie Mountain Health,20 7th St,Brandon,Manitoba,204-578-4804,POINT (-99.94770699999999 49.848981),-99.94770699999999,49.848981
691,692,Medical Clinic,Transcona Medical Clinic,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,4,",,Winnipeg,200 701 Regent Ave W,Winnipeg,Manitoba,204-222-9173,POINT (-97.02187977499995 49.89634357800003),-97.02187977499995,49.89634357800003
692,693,Medical Clinic,Dr. I. Raza,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",,Winnipeg,110 Isabel St,Winnipeg,Manitoba,204-942-4559,POINT (-97.150059 49.901513),-97.150059,49.901513
693,694,Medical Clinic,Eveline Street Clinic,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Interlake-Eastern,66 Eveline St,Selkirk,Manitoba,204-785-5550,POINT (-96.885648 50.129863),-96.885648,50.129863
694,695,Medical Clinic,9 to 9 Walk In & Family Clinic,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Winnipeg,690 Notre Dame Ave,Winnipeg,Manitoba,204-775-9584,POINT (-97.159961 49.901335),-97.159961,49.901335
695,696,Medical Clinic,Grandview Medical Clinic,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",,Prairie Mountain Health,644 Mill St,Grandview,Manitoba,204-648-3028,POINT (-100.6969697599999 51.18009830600005),-100.6969697599999,51.18009830600005
