facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,street_no,street_name,street_addr,city,postal_code,provider,latitude,longitude,phone,email,website,geo_source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,50.275919,-119.267286,2505493326.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.261294,-123.126423,6047141199.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.688276,-124.933359,2508909327.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,48.378506,-123.721702,2506425229.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.231407,-123.005129,6044342408.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.104144,-122.729672,6045747436.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.916105,-119.443225,2508690132.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.498645,-117.291407,2503527268.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.140864,-123.137985,7782964065.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.089398,-122.60809,6045320515.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.828422,-119.630867,2507070891.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,53.868174,-122.774108,2509641888.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.255643,-123.101278,7783289580.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.243639,-123.090277,6048732681.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.283757,-123.116207,6046834063.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,50.027856,-125.245415,2502861166.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.167603,-121.958133,6047927377.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,50.678825,-120.265656,2503743131.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.312161,-123.081553,6049040150.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.256893,-123.115057,6047089090.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.059923,-122.495387,6046071445.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.104505,-122.80326,6045741081.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.28849,-123.123606,6046051200.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.161942,-122.887176,6045972097.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,50.666914,-120.353588,2503740477.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.263606,-123.144852,6047366006.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,48.441229,-123.511121,2504741114.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.210196,-124.002342,2507564991.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.111268,-121.955584,6048241036.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.026304,-123.068736,6049431144.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.107052,-122.662128,6045343870.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.145496,-122.649349,6048823566.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.241414,-123.057279,6044841470.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.054565,-122.371284,6048518052.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.224843,-122.89286,6043951410.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.857588,-119.490702,2508689521.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.293503,-122.755197,7782842701.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.210232,-123.116617,6042357095.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.265833,-123.00398,6042359027.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,53.990296,-122.789447,2509621814.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.283772,-123.121856,7783304711.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,50.031147,-119.244126,2507662345.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,48.444981,-123.335025,2505955111.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.234698,-123.158135,6042665344.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.28123,-123.00848,6042984101.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.309053,-123.041947,7783386183.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.17281,-123.146586,6042954080.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.227346,-122.995676,6044332721.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.881757,-119.438078,2508603764.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.263507,-123.123658,6047081135.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.268197,-123.15866,6047383138.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.199631,-122.849437,6044959949.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.184598,-123.091472,6042789105.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.16576,-122.663201,6048819921.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.275961,-122.794085,6044688814.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.05147,-122.326944,6048503517.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.1357,-122.845641,6045902271.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.164919,-122.801088,6045814544.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,48.455786,-123.373059,2504757572.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.338824,-123.102705,7783386363.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.133617,-123.182755,6042886343.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,Shoppers Drug Mart,,,,,,,,,Province of British Columbia,49.254039,-123.236457,6042243086.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.21513,-124.02551,2507602031.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.049201,-122.782789,7785455380.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.233466,-123.034798,6044334700.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.28573,-123.139494,6046692884.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.090225,-123.077505,6049465642.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,48.773962,-123.69885,2507016220.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.216926,-122.593382,6044630991.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.122595,-122.662595,6045334631.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.736349,-123.132852,6048988860.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.277083,-122.800408,6044643322.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.118783,-122.730371,6045755880.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.28246,-123.10699,6046227030.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,50.277483,-119.275414,2505492888.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.058872,-122.378989,6048703790.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.133312,-123.094082,6044485468.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.163972,-123.934996,2507534433.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.263469,-123.115972,6048725177.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.190752,-122.845228,6045843281.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.841412,-119.61088,2507072360.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.051131,-122.317578,6048536811.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.285736,-123.12654,6046697374.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,48.42563,-123.358744,2503811113.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.188031,-122.803806,6045887881.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.21262,-122.919692,6045241121.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.327635,-123.07219,6049803661.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.135109,-122.890448,6045919544.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.140768,-121.961856,6048588347.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.170524,-123.136541,6042784521.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.045713,-122.796625,6045353281.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.128845,-122.317647,6048208059.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.263864,-123.155972,6047426000.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,48.453374,-123.39404,2503600296.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,48.44157,-123.470097,2504746657.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.199872,-122.982825,6044124171.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.266485,-123.00166,6045700252.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.25118,-122.89547,6044442222.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.233614,-123.154994,6042631811.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.233298,-123.065533,6043226050.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,48.469592,-123.364261,2507272271.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.226239,-122.992762,6044379621.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,53.910442,-122.760717,2505611118.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.882043,-119.452176,2508602232.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.281256,-123.052522,6042534484.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.271299,-123.10586,6047072030.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.24555,-123.185092,7783725272.0,,https://pharmacy.londondrugs.com/,Source
Late Night Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.28232,-123.11835,6046855292.0,,https://pharmacy.londondrugs.com/,Source
Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,50.676683,-120.33077,2503723445.0,,https://pharmacy.londondrugs.com/,Source
Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.501136,-119.593304,2504873340.0,,https://pharmacy.londondrugs.com/,Source
Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.674119,-124.9814,2507032398.0,,https://pharmacy.londondrugs.com/,Source
Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.406733,-123.519068,6048865710.0,,https://pharmacy.londondrugs.com/,Source
Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,50.029134,-125.249462,2502867900.0,,https://pharmacy.londondrugs.com/,Source
Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.327374,-123.137652,6049269616.0,,https://pharmacy.londondrugs.com/,Source
Pharmacy Services,TYPE 0,London Drugs,,,,,,,,,Province of British Columbia,49.274709,-123.130996,7783091413.0,,https://pharmacy.londondrugs.com/,Source
Pharmacy Services,TYPE 0,Garlane Prescriptions,,,,,,,,,Province of British Columbia,49.263201,-123.113268,6048791933.0,,,Source
Pharmacy Services,TYPE 0,HealthPlus Pharmacy,,,,,,,,,Province of British Columbia,49.183838,-123.091538,6043041294.0,,https://healthpluspharm.com/,Source
Pharmacy Services,TYPE 0,HealthPlus Pharmacy,,,,,,,,,Province of British Columbia,49.148714,-123.135907,6043706799.0,,https://healthpluspharm.com/,Source
Pharmacy Services,TYPE 0,Burnaby Square Prescriptions,,,,,,,,,Province of British Columbia,49.219204,-122.927954,6045231400.0,,,Source
Pharmacy Services,TYPE 0,Alpine Drug Mart I.D.A.,,,,,,,,,Province of British Columbia,49.076931,-117.799197,2503625622.0,,https://alpineidapharmacy.com/,Source
Pharmacy Services,TYPE 0,Central Drug Store,,,,,,,,,Province of British Columbia,49.184087,-123.967187,2507160063.0,central.dufferin@medicinecentre.com,https://centraldrugs.ca/,Source
Pharmacy Services,TYPE 0,Central Drug Store,,,,,,,,,Province of British Columbia,49.192583,-123.9923,2507587711.0,central.bowen@gmail.com,https://centraldrugs.ca/,Source
Pharmacy Services,TYPE 0,Central Drug Store,,,,,,,,,Province of British Columbia,49.250217,-124.07428,2503904423.0,central.lantzville@medicinecentre.com,https://centraldrugs.ca/,Source
Pharmacy Services,TYPE 0,Central Drug Store,,,,,,,,,Province of British Columbia,49.234503,-124.026347,2507512576.0,central.brickyard@medicinecentre.com,https://centraldrugs.ca/,Source
Pharmacy Services,TYPE 0,Central Drug Store,,,,,,,,,Province of British Columbia,49.162935,-123.937391,2507536401.0,central.dunsmuir@medicinecentre.com,https://centraldrugs.ca/,Source
Pharmacy Services,TYPE 0,Central Drug Store,,,,,,,,,Province of British Columbia,49.21679,-124.032412,2505856178.0,,https://centraldrugs.ca/,Source
Pharmacy Services,TYPE 0,Island Pharmacy,,,,,,,,,Province of British Columbia,49.196826,-123.860792,2502478310.0,gabriola@islandpharmacy.ca,http://www.islandpharmacy.ca/,Source
Pharmacy Services,TYPE 0,Island Pharmacy,,,,,,,,,Province of British Columbia,48.653694,-123.622789,2507436977.0,shawnigan@islandpharmacy.ca,http://www.islandpharmacy.ca/,Source
Pharmacy Services,TYPE 0,Island Pharmacy,,,,,,,,,Province of British Columbia,48.650795,-123.562362,2507434421.0,millbay@islandpharmacy.ca,http://www.islandpharmacy.ca/,Source
Pharmacy Services,TYPE 0,Island Pharmacy,,,,,,,,,Province of British Columbia,48.82582,-124.051626,2507490149.0,village@islandpharmacy.ca,http://www.islandpharmacy.ca/,Source
Pharmacy Services,TYPE 0,Island Pharmacy,,,,,,,,,Province of British Columbia,48.710695,-123.607747,2507431448.0,valleyview@islandpharmacy.ca,http://www.islandpharmacy.ca/,Source
Pharmacy Services,TYPE 0,Island Pharmacy,,,,,,,,,Province of British Columbia,48.777664,-123.701858,2507467494.0,festubert@islandpharmacy.ca,http://www.islandpharmacy.ca/,Source
Pharmacy Services,TYPE 0,Island Pharmacy,,,,,,,,,Province of British Columbia,48.823196,-124.057711,2507493141.0,lakecowichan@islandpharmacy.ca,http://www.islandpharmacy.ca/,Source
Pharmacy Services,TYPE 0,Island Pharmacy,,,,,,,,,Province of British Columbia,48.778393,-123.710392,2507464680.0,kenneth@islandpharmacy.ca,http://www.islandpharmacy.ca/,Source
Pharmacy Services,TYPE 0,Island Pharmacy,,,,,,,,,Province of British Columbia,48.455605,-123.441267,2508818887.0,viewroyal@islandpharmacy.ca,http://www.islandpharmacy.ca/,Source
Pharmacy Services,TYPE 0,Drugland Pharmacy,,,,,,,,,Province of British Columbia,49.224538,-122.940216,6046360666.0,,,Source
Pharmacy Services,TYPE 0,Lillooet I.D.A. Pharmacy,,,,,,,,,Province of British Columbia,50.692909,-121.934837,2502567538.0,info@lillooetpharmacy.com,https://www.lillooetpharmacy.com/,Source
Pharmacy Services,TYPE 0,Nanaimo Pharmacy,,,,,,,,,Province of British Columbia,49.272965,-123.0566,6042511299.0,,https://nanaimopharmacy.wixsite.com/nanaimopharmacy,Source
Pharmacy Services,TYPE 0,PharmaCity Drugstore,,,,,,,,,Province of British Columbia,49.051728,-122.319815,6048558882.0,pharmacy2@pharmacity.ca,http://pharmacity.ca/,Source
Pharmacy Services,TYPE 0,PharmaCity Drugstore,,,,,,,,,Province of British Columbia,49.154894,-122.890067,6045952873.0,pharmacy@pharmacity.ca,http://pharmacity.ca/,Source
Pharmacy Services,TYPE 0,PharmaCity Drugstore,,,,,,,,,Province of British Columbia,49.104362,-122.799701,6045743331.0,pharmacy3@pharmacity.ca,http://pharmacity.ca/,Source
Pharmacy Services,TYPE 0,Gonzales Pharmacy,,,,,,,,,Province of British Columbia,48.415544,-123.328833,2505985512.0,,,Source
Pharmacy Services,TYPE 0,Gladwin Pharmacy,,,,,,,,,Province of British Columbia,49.055803,-122.316098,6048502494.0,,,Source
Pharmacy Services,TYPE 0,Ingram Clinic Pharmacy,,,,,,,,,Province of British Columbia,48.779273,-123.709406,2507465191.0,,,Source
Pharmacy Services,TYPE 0,IGS Value Drug Mart,,,,,,,,,Province of British Columbia,49.502559,-115.062102,2504234511.0,,https://www.facebook.com/people/IGS-Value-Drug-Mart/100057174772091/,Source
Pharmacy Services,TYPE 0,Hollyburn Medicine Centre Pharmacy,,,,,,,,,Province of British Columbia,49.329382,-123.159081,6049224174.0,info@hollyburnpharmacy.com,,Source
Pharmacy Services,TYPE 0,Boomer Drugs,,,,,,,,,Province of British Columbia,49.208794,-123.140476,6042669010.0,boomerdrugs@hotmail.com,,Source
Pharmacy Services,TYPE 0,Askew's Pharmacy,,,,,,,,,Province of British Columbia,50.707358,-119.25499,2508327655.0,,https://www.askewsfoods.com/uptown-sa,Source
Pharmacy Services,TYPE 0,Anderson's Pharmacy,,,,,,,,,Province of British Columbia,49.313749,-123.078492,6049885271.0,,https://www.guardian-ida-remedysrx.ca/en/british-columbia/north-vancouver/andersons-pharmacy-7001939,Source
Pharmacy Services,TYPE 0,Garlane Pharmacy,,,,,,,,,Province of British Columbia,49.28131,-123.098844,6046846720.0,,,Source
Pharmacy Services,TYPE 0,Forbes I.D.A. Pharmacy,,,,,,,,,Province of British Columbia,48.464068,-123.498774,2504781600.0,,https://www.guardian-ida-remedysrx.ca/en/british-columbia/victoria/forbes-pharmacy-1-millstream-7018267,Source
Pharmacy Services,TYPE 0,Forbes I.D.A. Pharmacy,,,,,,,,,Province of British Columbia,48.450789,-123.387818,7784323784.0,,https://www.guardian-ida-remedysrx.ca/en/british-columbia/victoria/forbes-pharmacy-burnside-7001271,Source
