,facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,street_no,street_name,street_addr,city,province,postal_code,provider,latitude,longitude,phone,email,website
19800,Wal-Mart Pharmacy,TYPE 4,Niagara Region Public Health Department,,,,,,221 Glendale Avenue,St. Catharines,ON,L2T2K9,Province of Ontario,43.1376976,-79.2231195,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
19801,Real Canadian Superstore,TYPE 4,Halton Region Health Department,,,,,,201 Oak Park Boulevard,Oakville,ON,L6H7T4,Province of Ontario,43.4845436,-79.722679,,,https://www.realcanadiansuperstore.ca/covid19
19802,Shoppers Drug Mart,TYPE 4,Halton Region Health Department,,,,,,75 Nipissing Road,Milton,ON,L9T1R3,Province of Ontario,43.51987,-79.874234,,,https://covid-19.shoppersdrugmart.ca/en
19803,Grand Park Pharmacy,TYPE 4,Peel Public Health,,,,,,"719 Central Parkway West, Unit 207",Mississauga,ON,L5B4L1,Province of Ontario,43.5771311,-79.6456053,,,https://grandparkpharmacy.medmeapp.ca/schedule
19804,Wal-Mart Pharmacy,TYPE 4,Peel Public Health,,,,,,150 McEwan Drive East,Bolton,ON,L7E2Y3,Province of Ontario,43.864852,-79.711242,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
19805,Unicare Pharmacy Of Mississauga,TYPE 4,Peel Public Health,,,,,,"325 Central Parkway West, Unit 29",Mississauga,ON,L5B3X9,Province of Ontario,43.583153,-79.639291,,,https://unicare.medmeapp.ca/schedule
19806,Sobeys Pharmacy,TYPE 4,Halton Region Health Department,,,,,,511 Maple Grove Drive,Oakville,ON,L6J4W3,Province of Ontario,43.4810137,-79.6555687,,,www.pharmacyappointments.ca
19807,NKS Health,TYPE 4,Peel Public Health,,,,,,"130 Dundas Street East, Unit 500",Mississauga,ON,L5A3V8,Province of Ontario,43.5829756,-79.6124605,,,https://nkshealthmississauga.medmeapp.ca/schedule/2157
19808,Total Health Pharmacy,TYPE 4,Halton Region Health Department,,,,,,470 Bronte Street South,Milton,ON,L9T2J4,Province of Ontario,43.4990651,-79.8764319,905-876-4440,,www.thpmilton.com
19809,Pharmasave Bovaird Spingdale,TYPE 4,Peel Public Health,,,,,,"2250 Bovaird Drive, Unit 101 & 102",Brampton,ON,L6R0W3,Province of Ontario,43.750831,-79.7393301,905-595-4968,,https://pharmasavebovairdspringdale.com/
19810,Kensington Pharmacy,TYPE 4,Peel Public Health,,,,,,18 Kensington Road,Brampton,ON,L6T4S5,Province of Ontario,43.7226426,-79.7175955,905-792-3100,,https://kensingtonpharmacy.medmeapp.ca/schedule
19811,James Potter Road Pharmacy,TYPE 4,Peel Public Health,,,,,,"9715 James Potter Road, Unit 101",Brampton,ON,L6X3B9,Province of Ontario,43.6748948,-79.8059521,,,https://jamespotterroadpharmacy.medmeapp.ca/schedule
19812,Lacoste Pharmacy Pharmasave,TYPE 4,Peel Public Health,,,,,,"60 Lacoste Boulevard, Unit 104",Brampton,ON,L6P2K2,Province of Ontario,43.7870765,-79.7535941,905-794-5551,,www.lacostepharmacy.com
19813,Copper Ridge IDA Pharmacy,TYPE 4,Peel Public Health,,,,,,"8015 Financial Drive, Unit B2",Brampton,ON,L6Y0B4,Province of Ontario,43.633482,-79.770248,905-453-9003,,https://copperridgeida.medmeapp.ca/schedule
19814,Bolton Pharmacy & Health Centre,TYPE 4,Peel Public Health,,,,,,8 Queen Street North,Bolton,ON,L7E1C8,Province of Ontario,43.879677,-79.738673,905-533-7700,,https://pharmasave.com/north-bolton/
19815,Drumbo Pharmacy,TYPE 4,Southwestern Public Health,,,,,,4 Wilmot Street North,Drumbo,ON,N0J1G0,Province of Ontario,43.2369493,-80.5525732,519-463-5151,,https://www.bookmyshot.com/covidshot/5194635151
19816,Creditview IDA Pharmacy,TYPE 4,Peel Public Health,,,,,,"11210 Creditview Road, Unit D",Brampton,ON,L7A4X3,Province of Ontario,43.6976141,-79.8487287,905-495-4500,,
19817,Brampton Community Pharmacy,TYPE 4,Peel Public Health,,,,,,"3975 Cottrelle Boulevard, Unit 12",Brampton,ON,L6P2P9,Province of Ontario,43.7839234,-79.6592292,905-915-8177,,https://brampton-community-pharmacy.business.site/?utm_source=gmb&utm_medium=referral
19818,Pulse Pharmacy,TYPE 4,Peel Public Health,,,,,,"11755 Bramalea Road, Unit 4",Brampton,ON,L6R3S9,Province of Ontario,43.7715277,-79.7784823,289-801-8997,,www.mylocalrx.ca
19819,Brant Arts Dispensary,TYPE 4,Halton Region Health Department,,,,,,672 Brant Street,Burlington,ON,L7R2H3,Province of Ontario,43.330819,-79.806087,,,https://brantarts.medmeapp.ca/schedule
19820,Meadowvale Pharmacy,TYPE 4,Peel Public Health,,,,,,"6750 Winston Churchill Boulevard, Unit 9A",Mississauga,ON,L5N4C4,Province of Ontario,43.582735,-79.765133,905-824-0701,,www.meadowvalepharmacy.com
19821,J. C. Pharmacy,TYPE 4,Peel Public Health,,,,,,"888 Dundas Street East, Unit B4-2",Mississauga,ON,L4Y4G6,Province of Ontario,43.5979162,-79.5945552,905-897-3320,,
19822,Rexall,TYPE 4,Ottawa Public Health,,,,,,2950 Carling Avenue,Ottawa,ON,K2B7J7,Province of Ontario,45.3559601,-75.8021816,,,https://www.rexall.ca/covid-19/vaccines
19823,Bramqueen Pharmacy,TYPE 4,Peel Public Health,,,,,,"490 Bramalea Road, Unit 3",Brampton,ON,L6T0G1,Province of Ontario,43.723433,-79.717782,905-451-3644,,https://bramqueenpharmacy.medmeapp.ca/schedule
19824,MacLaren Pharmacy,TYPE 4,"Haliburton, Kawartha, Pine Ridge District Health Unit",,,,,,79 Bridge Street East,Campbellford,ON,K0L1L0,Province of Ontario,44.307921,-77.795969,,,https://www.guardian-ida-pharmacies.ca/en/ontario/campbellford/maclaren-pharmacy-7002161
19825,Shoppers Drug Mart,TYPE 4,Ottawa Public Health,,,,,,888 Meadowlands Drive East,Ottawa,ON,K2C3R2,Province of Ontario,45.367308,-75.701493,,,https://covid-19.shoppersdrugmart.ca/en
19826,Carling IDA Pharmacy,TYPE 4,Ottawa Public Health,,,,,,1320 Carling Avenue,Ottawa,ON,K1Z7K8,Province of Ontario,45.385402,-75.735117,613-722-7774,,
19827,Shoppers Drug Mart,TYPE 4,Ottawa Public Health,,,,,,1559 Alta Vista Drive,Ottawa,ON,K1G0E9,Province of Ontario,45.408761,-75.657136,,,https://covid-19.shoppersdrugmart.ca/en
19828,Tay Guardian Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,,115 William Street,Victoria Harbour,ON,L0K2A0,Province of Ontario,44.751963,-79.77375,705-506-0301,,www.simcoemed.com
19829,Brechin Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,,2280 Highway 12,Brechin,ON,L0K1B0,Province of Ontario,44.5464419,-79.1768374,705-484-0074,,
19830,Shoppers Drug Mart,TYPE 4,Durham Region Health Department,,,,,,"2401 Highway 2, Unit 3",Bowmanville,ON,L1C4V4,Province of Ontario,43.908021,-78.706567,,,https://covid-19.shoppersdrugmart.ca/en
19831,Dubreuilville Medical Centre - Lady Dunn Health Centre,TYPE 4,Algoma Public Health Unit,,,,,,851 St. Joseph Street,Dubreilville,ON,P0S1B0,Province of Ontario,48.346588367092,-84.5489832019652,705-914-1114,,https://www.ldhc.com/
19832,Lady Dunn Health Centre - White River Location,TYPE 4,Algoma Public Health Unit,,,,,,17 Government Road West,Wawa,ON,P0S1K0,Province of Ontario,48.000878647519,-84.7721169173181,705-914-1114,,https://www.ldhc.com/
19833,Mary Berglund Community Health Centre (Ignace),TYPE 4,Northwestern Health Unit,,,,,,1100 Main Street,Ignace,ON,P0T1T0,Province of Ontario,49.405698,-91.635418,807-934-2251,,
19834,Manitoulin Health Centre - Mindemoya,TYPE 4,Sudbury and District Public Health Unit,,,,,,2120B Highway 551,Mindemoya,ON,P0P1S0,Province of Ontario,45.738391,-82.167532,705-377-5311,,http://www.mhc.on.ca/covid-19
19835,Shoppers Drug Mart,TYPE 4,Toronto Public Health,,,,,,2550 Finch Avenue West,North York,ON,M9M2G3,Province of Ontario,43.7490794801004,-79.5601983203755,416-749-5271,,https://covid-19.shoppersdrugmart.ca/en
19836,Shoppers Drug Mart,TYPE 4,Toronto Public Health,,,,,,123 Rexdale Boulevard,Etobicoke,ON,M9W1P1,Province of Ontario,43.71114867557,-79.5654343453644,416-743-1645,,https://covid-19.shoppersdrugmart.ca/en
19837,Loblaw Pharmacy,TYPE 4,Toronto Public Health,,,,,,2549 Weston Road,Toronto,ON,M9N2A7,Province of Ontario,43.7096181516006,-79.5333953062213,416-246-1417,,https://covid19.realcanadiansuperstore.ca/en
19838,Shoppers Drug Mart,TYPE 4,Toronto Public Health,,,,,,2751 Eglinton Avenue East,Scarborough,ON,M1J2C7,Province of Ontario,43.7365779757273,-79.2472254646711,416-267-8211,,https://covid-19.shoppersdrugmart.ca/en
19839,Shoppers Drug Mart,TYPE 4,Toronto Public Health,,,,,,"565 Sherbourne Street, Unit 40",Toronto,ON,M4X1W7,Province of Ontario,43.6702022201621,-79.3756168135955,416-267-8211,,https://covid-19.shoppersdrugmart.ca/en
19840,Keele-Ingram Pharmacy,TYPE 4,Toronto Public Health,,,,,,2221 Keele Street,Toronto,ON,M6M3Z5,Province of Ontario,43.6989939337786,-79.4754332982909,416-247-8618,,https://www.book.pharmachoice.com/(416)%20247-8618
19841,Shih Pharmacy,TYPE 4,Toronto Public Health,,,,,,"2700 Kipling Avenue, Unit 9",Toronto,ON,M9V4P2,Province of Ontario,43.7570945034532,-79.5890280729573,416-740-1623,,
19842,Wal-Mart Pharmacy,TYPE 4,Toronto Public Health,,,,,,1900 Eglinton Avenue East,Toronto,ON,M2L2L9,Province of Ontario,43.7284493188959,-79.2953724168353,416-615-2704,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
19843,Rexall,TYPE 4,Peel Public Health,,,,,,499 Main Street South,Brampton,ON,L6Y1N7,Province of Ontario,43.66626628976,-79.737412161074,905-459-0173,,https://www.rexall.ca/covid-19/vaccines
19844,Shoppers Drug Mart,TYPE 4,Peel Public Health,,,,,,7205 Goreway Drive,Mississauga,ON,L4T2T9,Province of Ontario,43.719060167337,-79.6372884236409,905-677-7181,,https://covid-19.shoppersdrugmart.ca/en
19845,Shoppers Drug Mart,TYPE 4,Peel Public Health,,,,,,25 Great Lakes Drive,Brampton,ON,L4T2T9,Province of Ontario,43.719060167337,-79.6372884236409,905-799-0414,,https://covid-19.shoppersdrugmart.ca/en
19846,Shoppers Drug Mart,TYPE 4,Peel Public Health,,,,,,"25 Peel Centre Drive, Unit 379",Brampton,ON,L6T3R5,Province of Ontario,43.7141961912588,-79.7246011683881,905-793-4844,,https://covid-19.shoppersdrugmart.ca/en
19847,Rexall,TYPE 4,Peel Public Health,,,,,,227 Vodden Street East,Brampton,ON,L6V1N2,Province of Ontario,43.702454104889,-79.7559005091976,905-454-5939,,https://www.rexall.ca/covid-19/vaccines
19848,Credit Ridge Remedy's Rx,TYPE 4,Peel Public Health,,,,,,"9525 Mississauga Road, Unit 7",Brampton,ON,L6X0Z8,Province of Ontario,43.6583755480364,-79.8168540907672,905-451-4888,,https://pharmaconnect.ca/Appointment/8f9b1c44-e98b-4d4c-8d4c-09226873e9e3
19849,Drug Store Pharmacy,TYPE 4,Peel Public Health,,,,,,35 Worthington Avenue,Brampton,ON,L7A2Y7,Province of Ontario,43.6837756989348,-79.8151985895348,905-495-8123,,
19850,Gore Pharmacy IDA,TYPE 4,Peel Public Health,,,,,,"4515 Ebenezer Road, Suite 110",Brampton,ON,L6P2K7,Province of Ontario,43.7722580012184,-79.6610864906876,905-794-5003,,https://gorepharmacy.medmeapp.ca/schedule
19851,Mount Dennis Temporary Testing Site,TYPE 4,Toronto Public Health,,,,,,1541 Jane Street,Toronto,ON,M9N2R3,Province of Ontario,43.6986385358905,-79.5019437485544,416-645-7575 ext.3113,,
19852,Keelesdale Eglinton Community Testing Site,TYPE 4,Toronto Public Health,,,,,,115 Black Creek Drive,Toronto,ON,M6M0A9,Province of Ontario,43.6877369797442,-79.4818946994389,416-653-5400 ext.3121,,
19853,Women's College Pop-Ups,TYPE 4,Toronto Public Health,,,,,,12 Flemington Road,Toronto,ON,M6A2N4,Province of Ontario,43.7197274845867,-79.4449085162645,416-787-1661 ext. 3300,,
19854,LAMP Community Pop-Ups,TYPE 4,Toronto Public Health,,,,,,185 Fifth Street,Etobicoke,ON,M8V2Z5,Province of Ontario,43.6034952945864,-79.5033907662978,,,
19855,Fortinos,TYPE 4,York Region Public Health Services,,,,,,8585 Highway 27 RR 3,Woodbridge,ON,L4L1A7,Province of Ontario,43.792724,-79.624057,,,http://fortinos.ca/covid19
19856,Haliburton Highland Pharmacy,TYPE 4,"Haliburton, Kawartha, Pine Ridge District Health Unit",,,,,,211 Highland Street,Haliburton,ON,K0M1S0,Province of Ontario,45.046383,-78.5091705,705-457-9669,,https://www.rxhealthmed.ca/locations/haliburton-highland-pharmacy/
19857,Bob Fallis Sports Centre,TYPE 4,Simcoe Muskoka District Health Unit,,,,,,2961 Sideroad 10,Bradford,ON,L3Z2A4,Province of Ontario,44.1156970073712,-79.6030970841716,,,
19858,Victor Pharmacy,TYPE 4,Toronto Public Health,,,,,,123 Edward Street,Toronto,ON,M5G1E2,Province of Ontario,43.6556377,-79.3889995,416-597-0366,,https://victorpharmacy.com/#victor-pharmacy
19859,Mcgregor IDA Drugs,TYPE 4,Durham Region Health Department,,,,,,5 King Street West,Bowmanville,ON,L1C1R2,Province of Ontario,43.9116789,-78.6941409,905-623-5792,,www.mcgregorpharmacy.com
19860,Wal-Mart Pharmacy,TYPE 4,Toronto Public Health,,,,,,900 Dufferin Street,Toronto,ON,M6H4A9,Province of Ontario,43.656331,-79.435335,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
19861,Wal-Mart Pharmacy,TYPE 4,Southwestern Public Health,,,,,,499 Norwich Avenue,Woodstock,ON,N4S9A2,Province of Ontario,43.1153065,-80.7333232,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
19862,Old Park Pharmacy,TYPE 4,Toronto Public Health,,,,,,1042 Eglinton Avenue West,Toronto,ON,M6C2C5,Province of Ontario,43.700189,-79.430382,416-787-7341,,https://www.oldparkpharmacy.com/
19863,Food Basics Pharmacy,TYPE 4,Toronto Public Health,,,,,,5085 Sheppard Avenue East,Scarborough,ON,M1S4N8,Province of Ontario,43.792445,-79.240256,,,https://foodbasics.ca/covid19
19864,9-Eleven Drug Mart,TYPE 4,Toronto Public Health,,,,,,6018 Yonge Street,North York,ON,M2M3V9,Province of Ontario,43.7890365,-79.4204824,416-221-6444,,https://911drugmart.ca/
19865,Grand Valley Drug Store,TYPE 4,Wellington-Dufferin-Guelph Health Unit,,,,,,23 Main Street South,Grand Valley,ON,L9W5S8,Province of Ontario,43.898331,-80.3149838,519-928-3303,,www.grandvalleydrugstore.ca
19866,Muskoka Medical Centre Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,,"348 Muskoka Road 3 North, Unit 101",Huntsville,ON,P1H1H8,Province of Ontario,45.338436,-79.20328,,,muskokamedical.tiny.us/covid19
19867,Loblaw Pharmacy,TYPE 4,Niagara Region Public Health Department,,,,,,285 Geneva Street,St. Catharines,ON,L2N2G1,Province of Ontario,43.177397,-79.245147,,,www.zehrs.ca/COVID19
19868,Loblaw Pharmacy,TYPE 4,Hamilton Public Health Services,,,,,,65 Mall Road,Hamilton,ON,L8V1B8,Province of Ontario,43.2210022,-79.8589477,,,covid19.yourhealthmattershere.ca
19869,Fortinos,TYPE 4,Halton Region Health Department,,,,,,1059 Plains Road East,Burlington,ON,L7T4K1,Province of Ontario,43.326815,-79.831108,905-634-2739,,https://www.fortinos.ca
19870,Wal-Mart Pharmacy,TYPE 4,Ottawa Public Health,,,,,,3900 Innes Road,Orleans,ON,K1C1T1,Province of Ontario,45.451795,-75.5086616,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
19871,Wal-Mart Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,,35 Mapleview Drive West,Barrie,ON,L4N9H5,Province of Ontario,44.332531,-79.686662,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
19872,Drugstore Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,,11 Bryne Drive,Barrie,ON,L4N8V8,Province of Ontario,44.358352,-79.694915,,,Zehrs.ca/covid19
19873,Wal-Mart Pharmacy,TYPE 4,Wellington-Dufferin-Guelph Health Unit,,,,,,95 1st Street,Orangeville,ON,L9W2E8,Province of Ontario,43.930311,-80.095632,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
19874,Metro Pharmacy,TYPE 4,Toronto Public Health,,,,,,16 William Kitchen Boulevard,Scarborough,ON,M1P5B7,Province of Ontario,43.770894,-79.282059,,,https://metro.ca/covid19
19875,Food Basics Pharmacy,TYPE 4,Toronto Public Health,,,,,,2452 Sheppard Avenue East,North York,ON,M2J1X1,Province of Ontario,43.7135997,-79.4564405,,,https://foodbasics.ca/covid19
19876,Food Basics Pharmacy,TYPE 4,"Region of Waterloo, Public Health",,,,,,95 Water Street North,Cambridge,ON,N1R3B5,Province of Ontario,43.36235,-80.314704,,,https://foodbasics.ca/covid19
19877,Drug Store Pharmacy,TYPE 4,Niagara Region Public Health Department,,,,,,1135 Thompson Road,Fort Erie,ON,L2A6A8,Province of Ontario,42.907466,-78.94367,,,Nofrills.ca/covid19
19878,Loblaw Pharmacy,TYPE 4,Hamilton Public Health Services,,,,,,115 Hamilton Street North,Waterdown,ON,L0R2H6,Province of Ontario,43.334867,-79.902899,905-690-4469,,
19879,Metro Pharmacy,TYPE 4,Toronto Public Health,,,,,,20 Church Avenue,North York,ON,M2N0B7,Province of Ontario,43.774393,-79.413166,,,https://metro.ca/covid19
19880,Food Basics Pharmacy,TYPE 4,Toronto Public Health,,,,,,2900 Ellesmere Road,Scarborough,ON,M1E4B8,Province of Ontario,43.784352,-79.203651,,,https://foodbasics.ca/covid19
19881,Metro Pharmacy,TYPE 4,Toronto Public Health,,,,,,2155 St. Clair Avenue West,Toronto,ON,M6N1K5,Province of Ontario,43.669628,-79.473196,,,https://metro.ca/covid19
19882,Shoppers Drug Mart,TYPE 4,Simcoe Muskoka District Health Unit,,,,,,649 Yonge Street,Barrie,ON,L4N4E7,Province of Ontario,44.356461,-79.644036,,,https://covid-19.shoppersdrugmart.ca/en
19883,NoFrills Pharmacy,TYPE 4,Wellington-Dufferin-Guelph Health Unit,,,,,,504 Main Street North,Mount Forest,ON,N0G2L2,Province of Ontario,43.988121,-80.741529,,,https://www.nofrills.ca/covid19
19884,Metro Pharmacy,TYPE 4,Toronto Public Health,,,,,,100 Lynn Williams Street,Toronto,ON,M6K3N6,Province of Ontario,43.639983,-79.417831,,,https://metro.ca/covid19
19885,Real Canadian Superstore,TYPE 4,Durham Region Health Department,,,,,,1385 Harmony Road North,Oshawa,ON,L1H7K5,Province of Ontario,43.941918,-78.843771,,,https://www.realcanadiansuperstore.ca/covid19
19886,The Drugstore Pharmacy,TYPE 4,Toronto Public Health,,,,,,985 Woodbine Avenue,Toronto,ON,M4C4B8,Province of Ontario,43.686368,-79.312504,,,valu-mart.ca/covid19
19887,Foodland Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,,260 Queen Street North,Tottenham,ON,L0G1W0,Province of Ontario,44.033078,-79.809384,,,www.pharmacyappointments.ca
19888,Cooks Pharmacy,TYPE 4,"Region of Waterloo, Public Health",,,,,,"520 University Avenue West, Unit 101",Waterloo,ON,N2T2Z6,Province of Ontario,43.437837,-80.560014,,,www.cooksrx.ca
19889,Medicine Shoppe,TYPE 4,"Region of Waterloo, Public Health",,,,,,296 Highland Road East,Kitchener,ON,N2M3W4,Province of Ontario,43.4353518,-80.4902601,519-571-7050,,medicineshoppe.ca
19890,Wal-Mart Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,,100 Stonebridge Boulevard,Wasaga Beach,ON,L9Z0E6,Province of Ontario,44.525261,-80.00375,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
19891,Loblaw Pharmacy,TYPE 4,Wellington-Dufferin-Guelph Health Unit,,,,,,191 Silvercreek Parkway North,Guelph,ON,N1H3T2,Province of Ontario,43.5418984,-80.2813224,519-821-7444,,Yourindependentgrocer.ca/covid19
19892,St Gabriel Medical Pharmacy,TYPE 4,Toronto Public Health,,,,,,650 Sheppard Avenue East,Toronto,ON,M2K3E4,Province of Ontario,43.7101311,-79.4550899,416-222-0007,,
19893,St Mary Health Centre Pharmacy,TYPE 4,Ottawa Public Health,,,,,,2010 Trim Road,Orleans,ON,K4A0G4,Province of Ontario,45.46847,-75.454775,613-590-7800,,https://www.champlainhealthline.ca/displayservice.aspx?id=151636
19894,Wal-Mart Pharmacy,TYPE 4,"Region of Waterloo, Public Health",,,,,,100 The Boardwalk,Kitchener,ON,N2N0B1,Province of Ontario,43.432973,-80.558261,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
19895,Wal-Mart Pharmacy,TYPE 4,Ottawa Public Health,,,,,,1375 Baseline Road,Ottawa,ON,K2C3G1,Province of Ontario,45.363772,-75.738601,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
19896,Wal-Mart Pharmacy,TYPE 4,Toronto Public Health,,,,,,3132 Eglinton Avenue East,Scarborough,ON,M1J2H1,Province of Ontario,43.7427692,-79.2236412,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
19897,Islington IDA Pharmacy,TYPE 4,Toronto Public Health,,,,,,2428 Islington Avenue,Toronto,ON,M9W3X8,Province of Ontario,43.723516,-79.559505,,,https://www.guardian-ida-pharmacies.ca/erticle/covid-19-coronavirus
19898,Shoppers Drug Mart,TYPE 4,Ottawa Public Health,,,,,,5230 Mitch Owens Road,Manotick,ON,K4M1B2,Province of Ontario,45.233839,-75.674579,,,https://covid-19.shoppersdrugmart.ca/en
19899,Memorial Pharmasave,TYPE 4,Simcoe Muskoka District Health Unit,,,,,,"200 Memorial Avenue, Unit 1",Orillia,ON,L3V5X6,Province of Ontario,44.597668,-79.423641,,,https://memorialpharmasave.medmeapp.ca/schedule/
19900,Fittons Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,,"425 West Street North, Unit 20",Orillia,ON,L3V7R2,Province of Ontario,44.6227661,-79.4342687,,,https://fittonspharmacy.medmeapp.ca/schedule/
19901,The Boardwalk Pharmacy,TYPE 4,"Region of Waterloo, Public Health",,,,,,430 The Boardwalk,Waterloo,ON,N2J3Z4,Province of Ontario,43.440173,-80.564937,519-578-3000,,https://theboardwalkpharmacy.com
19902,Medicine Cabinet,TYPE 4,Toronto Public Health,,,,,,2081 Lakeshore Boulevard West,Toronto,ON,M8Y3Z4,Province of Ontario,43.6525383,-79.4970804,416-901-9644,,www.medcab.ca
19903,Wal-Mart Pharmacy,TYPE 4,Toronto Public Health,,,,,,3757 Keele Street,Toronto,ON,M3J1N4,Province of Ontario,43.757741,-79.488619,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info
19904,Roya Boutique Pharmacy,TYPE 4,Toronto Public Health,,,,,,77 Provost Drive,Toronto,ON,M2K0B7,Province of Ontario,43.769199,-79.370631,416-221-4200,,https://www.facebook.com/RxRoya/
19905,Pharmasave Wincare Pharmacy & Comp,TYPE 4,"Region of Halton, Public Health",,,,,,"2501 Guelph Line, Unit 1",Burlington,ON,L7M2A3,Province of Ontario,43.375947,-79.836108,905-332-2999,,http://www.wincarepharmasave.com/
19906,B. Well Pharmacy,TYPE 4,Toronto Public Health,,,,,,262 Manitoba Street,Etobicoke,ON,M8Y4G9,Province of Ontario,43.6533482,-79.4970804,416-826-1075,,www.bwellpharmacy.com
19907,Brant Lakeshore Pharmacy,TYPE 4,"Region of Halton, Public Health",,,,,,"1477 Lakeshore Road, Unit 1",Burlington,ON,L7S1B5,Province of Ontario,43.4930662,-79.8874592,,,https://www.brantlakeshorepharmacy.com/book-online
19908,Food Basics Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,,975 West Ridge Boulevard,Orillia,ON,L3V8A3,Province of Ontario,44.611011,-79.454255,,,https://foodbasics.ca/covid19
19909,Orangeville Pharmacy,TYPE 4,Wellington-Dufferin-Guelph Health Unit,,,,,,50 Rolling Hills Drive,Orangeville,ON,L9W6T6,Province of Ontario,43.786401,-80.0118003,519-307-8100,,https://www.byecovid.ca/5193078100
19910,Weston Care Pharmacy,TYPE 4,Toronto Public Health,,,,,,3214 Weston Road,North York,ON,M9M2T7,Province of Ontario,43.7384471,-79.5399401,647-350-8553,,
19911,Neighbour Care Pharmacy,TYPE 4,Toronto Public Health,,,,,,1357 Danforth Road,Scarborough,ON,M1J1G7,Province of Ontario,43.7439486,-79.2464446,647-352-2274,,www.neighbourcare.ca
19912,Guildcrest Pharmacy,TYPE 4,Toronto Public Health,,,,,,"3775 Kingston Road, Unit A1",Scarborough,ON,M1J3H4,Province of Ontario,43.747026,-79.208049,416-238-8136,,
19913,Queen East Medical Pharmacy,TYPE 4,Toronto Public Health,,,,,,1876 Queen Street East,Toronto,ON,M4L1H2,Province of Ontario,43.6688466,-79.3064151,647-313-1948,,www.queeneastpharmacy.ca
19914,Pharmazone Pharmacy,TYPE 4,Toronto Public Health,,,,,,1069 Midland Avenue,Scarborough,ON,M1K4G7,Province of Ontario,43.7421385,-79.2608942,416-901-3040,,http://www.pharmazonehc.com/
19915,Huron Crossing Pharmasave,TYPE 4,"Region of Waterloo, Public Health",,,,,,"1415 Huron Road, Unit 207",Kitchener,ON,N2R0L3,Province of Ontario,43.3828533,-80.4908732,519-744-2737,,https://pharmasavehuroncrossing.com
19916,Medcare Drug Mart Niagara,TYPE 4,Niagara Region Public Health Department,,,,,,"7555 Montrose Road, Unit E2",Niagara Falls,ON,L2H2E9,Province of Ontario,43.0661634,-79.1256811,,,https://medcaredrugmartniagara.myappts.ca/src/
19917,Dwight Market Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,,2836 Highway 60,Dwight,ON,P0A1H0,Province of Ontario,45.3308366,-79.0118252,705-635-2551,,www.dwightmarketpharmacy.com
19918,Martin Grove Pharmacy,TYPE 4,Toronto Public Health,,,,,,135 Martin Grove Road,Etobicoke,ON,M9B4K8,Province of Ontario,43.6491682,-79.5487333,416-901-2220,,https://martingrovepharmacy.medmeapp.ca/schedule
19919,Huron Heights Pharmacy,TYPE 4,"Region of Waterloo, Public Health",,,,,,"1606 Battler Road, Unit B",Kitchener,ON,N2R0C9,Province of Ontario,43.3961868,-80.4637172,519-895-8585,,www.huronpharmacy.com/covid
19920,Deer Park Pharmacy,TYPE 4,Toronto Public Health,,,,,,"55 St. Clair Avenue West, Unit 108",Toronto,ON,M4V2Y7,Province of Ontario,43.6873607,-79.396771,416-923-1818,,
19921,Rexall,TYPE 4,Toronto Public Health,,,,,,1820 Bayview Avenue,Toronto,ON,M4G4G7,Province of Ontario,43.712781,-79.3797896,416-485-1853,,https://www.rexall.ca/covid-19/vaccines
19922,Seoul Pharmacy,TYPE 4,Toronto Public Health,,,,,,"865 York Mills Road, Unit W1",North York,ON,M3B1Y6,Province of Ontario,43.7540931,-79.3517366,,,https://calendly.com/seoulpharmacy
19923,Medical Care Pharmacy,TYPE 4,Toronto Public Health,,,,,,"5818 Sheppard Avenue East, Unit 2",Scarborough,ON,M1B4Z6,Province of Ontario,43.7962149,-79.2311351,416-546-1020,,
19924,Mount Hope Pharmasave,TYPE 4,Hamilton Public Health Services,,,,,,3055 Homestead Drive,Mount Hope,ON,L0R1W0,Province of Ontario,43.1598011,-79.9125767,289-759-1100,,WWW.CHAFFORD500MEDICALCENTER.CA
