Year,Month,Permit_Issued_Date,Ward,Structure_Type,Type_of_Work,Permit_Fee,Construction_Value,Units,Issued_Date,FID
2012,10,2012-10-24T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation/Addition,,20000,0,2012-10-24T00:00:00.000Z,6113
2012,10,2012-10-24T00:00:00.000Z,Ward 12,Single Detached Dwelling,Repair,87,11850,0,2012-10-24T00:00:00.000Z,6114
2015,6,2015-06-17T00:00:00.000Z,Ward 10,Deck,New,32,4000,0,2015-06-17T00:00:00.000Z,3001
2015,7,2015-07-08T00:00:00.000Z,Ward 12,Commercial Building,Addition,1600,200000,0,2015-07-08T00:00:00.000Z,3002
2015,7,2015-07-17T00:00:00.000Z,Ward 5,Deck,New,7.5,400,0,2015-07-17T00:00:00.000Z,3003
2015,6,2015-06-04T00:00:00.000Z,Ward 1,Single Detached Dwelling,Renovation,16,1885,0,2015-06-04T00:00:00.000Z,3004
2015,6,2015-06-17T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,200,25000,0,2015-06-17T00:00:00.000Z,3005
2015,7,2015-07-07T00:00:00.000Z,Ward 2,Apartment Building,Repair,280,35000,0,2015-07-07T00:00:00.000Z,3006
2015,7,2015-07-17T00:00:00.000Z,Ward 7,Commercial Building,Renovation,40,5000,0,2015-07-17T00:00:00.000Z,3007
2015,6,2015-06-04T00:00:00.000Z,Ward 1,Single Detached Dwelling,Repair,80,10000,0,2015-06-04T00:00:00.000Z,3008
2015,6,2015-06-17T00:00:00.000Z,Ward 6,Mini Home,New,155,90000,1,2015-06-17T00:00:00.000Z,3009
2015,7,2015-07-07T00:00:00.000Z,Ward 3,Deck,New,48,5977,0,2015-07-07T00:00:00.000Z,3010
2015,7,2015-07-17T00:00:00.000Z,Ward 8,Institutional,Renovation,384,47447,0,2015-07-17T00:00:00.000Z,3011
2015,7,2015-07-17T00:00:00.000Z,Ward 8,Institutional,Renovation,216,26480,0,2015-07-17T00:00:00.000Z,3012
2015,7,2015-07-17T00:00:00.000Z,Ward 8,Institutional,Renovation,136,16500,0,2015-07-17T00:00:00.000Z,3013
2015,7,2015-07-17T00:00:00.000Z,Ward 8,Institutional,Renovation,2152,269000,0,2015-07-17T00:00:00.000Z,3014
2015,7,2015-07-17T00:00:00.000Z,Ward 11,Detached Garage,New,320,40000,0,2015-07-17T00:00:00.000Z,3015
2015,7,2015-07-17T00:00:00.000Z,Ward 11,Single Detached Dwelling/Apartment,New,2880,360000,2,2015-07-17T00:00:00.000Z,3016
2015,7,2015-07-16T00:00:00.000Z,Ward 10,Apartment Building,Renovation,48,5500,0,2015-07-16T00:00:00.000Z,3017
2015,7,2015-07-16T00:00:00.000Z,Ward 12,Single Detached Dwelling,Repair,48,5500,0,2015-07-16T00:00:00.000Z,3018
2015,7,2015-07-16T00:00:00.000Z,Ward 12,Mini Home,New,155,109000,1,2015-07-16T00:00:00.000Z,3019
2015,7,2015-07-16T00:00:00.000Z,Ward 12,Apartment Building,Renovation,120,15000,0,2015-07-16T00:00:00.000Z,3020
2015,7,2015-07-16T00:00:00.000Z,Ward 12,Deck,New,24,3000,0,2015-07-16T00:00:00.000Z,3021
2015,7,2015-07-16T00:00:00.000Z,Ward 3,Apartment Building,Renovation,200,25000,0,2015-07-16T00:00:00.000Z,3022
2015,7,2015-07-15T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,16,1914,0,2015-07-15T00:00:00.000Z,3023
2015,7,2015-07-15T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,24,3000,0,2015-07-15T00:00:00.000Z,3024
2015,7,2015-07-15T00:00:00.000Z,Ward 7,Deck,New,360,4500,0,2015-07-15T00:00:00.000Z,3025
2015,7,2015-07-15T00:00:00.000Z,Ward 8,Industrial,Renovation,1120,140000,0,2015-07-15T00:00:00.000Z,3026
2015,7,2015-07-15T00:00:00.000Z,Ward 7,Pool,New,64,8000,0,2015-07-15T00:00:00.000Z,3027
2015,7,2015-07-15T00:00:00.000Z,Ward 11,Commercial/Residential,Renovation,120,15000,0,2015-07-15T00:00:00.000Z,3028
2015,7,2015-07-14T00:00:00.000Z,Ward 4,Single Detached Dwelling,New,2600,325000,1,2015-07-14T00:00:00.000Z,3029
2015,7,2015-07-14T00:00:00.000Z,Ward 3,Commercial Building,New,800,100000,0,2015-07-14T00:00:00.000Z,3030
2015,7,2015-07-13T00:00:00.000Z,Ward 3,Pool,New,328,40500,0,2015-07-13T00:00:00.000Z,3031
2015,7,2015-07-13T00:00:00.000Z,Ward 10,Commercial Building,Renovation,104,12400,0,2015-07-13T00:00:00.000Z,3032
2015,7,2015-07-13T00:00:00.000Z,Ward 12,Commercial Building,Renovation,264,33000,0,2015-07-13T00:00:00.000Z,3033
2015,7,2015-07-13T00:00:00.000Z,Ward 11,Commercial Building,Renovation,1200,150000,0,2015-07-13T00:00:00.000Z,3034
2015,7,2015-07-13T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,1200,150000,0,2015-07-13T00:00:00.000Z,3035
2015,7,2015-07-10T00:00:00.000Z,Ward 3,Single Detached Dwelling,Addition,64,7800,0,2015-07-10T00:00:00.000Z,3036
2015,7,2015-07-10T00:00:00.000Z,Ward 4,Deck,New,160,20000,0,2015-07-10T00:00:00.000Z,3037
2015,7,2015-07-10T00:00:00.000Z,Ward 2,Single Detached Dwelling,Renovation,136,16551,0,2015-07-10T00:00:00.000Z,3038
2015,7,2015-07-10T00:00:00.000Z,Ward 2,Single Detached Dwelling,New,1520,190000,1,2015-07-10T00:00:00.000Z,3039
2015,7,2015-07-10T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,560,70000,0,2015-07-10T00:00:00.000Z,3040
2015,7,2015-07-09T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,24,3000,0,2015-07-09T00:00:00.000Z,3041
2015,7,2015-07-09T00:00:00.000Z,Ward 12,Single Detached Dwelling,Renovation,32,3600,0,2015-07-09T00:00:00.000Z,3042
2015,7,2015-07-09T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,24,3000,0,2015-07-09T00:00:00.000Z,3043
2015,7,2015-07-09T00:00:00.000Z,Ward 11,Deck,New,80,10000,0,2015-07-09T00:00:00.000Z,3044
2015,7,2015-07-09T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,40,4900,0,2015-07-09T00:00:00.000Z,3045
2015,7,2015-07-09T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,64,7500,0,2015-07-09T00:00:00.000Z,3046
2015,7,2015-07-09T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,24,3000,0,2015-07-09T00:00:00.000Z,3047
2015,7,2015-07-09T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,24,2500,0,2015-07-09T00:00:00.000Z,3048
2015,7,2015-07-09T00:00:00.000Z,Ward 1,Apartment Building,Renovation,1600,200000,0,2015-07-09T00:00:00.000Z,3049
2015,6,2015-06-26T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,32,3500,0,2015-06-26T00:00:00.000Z,3050
2015,6,2015-06-17T00:00:00.000Z,Ward 8,Institutional,Renovation,288,35400,0,2015-06-17T00:00:00.000Z,3051
2015,7,2015-07-07T00:00:00.000Z,Ward 11,Federal/Provincial,Renovation,504,62600,0,2015-07-07T00:00:00.000Z,3052
2015,6,2015-06-04T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,32,4000,0,2015-06-04T00:00:00.000Z,3053
2015,6,2015-06-04T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,56,6100,0,2015-06-04T00:00:00.000Z,3054
2015,6,2015-06-04T00:00:00.000Z,Ward 2,Deck,Addition,24,3000,0,2015-06-04T00:00:00.000Z,3055
2015,6,2015-06-04T00:00:00.000Z,Ward 3,Single Detached Dwelling,Repair,224,28000,0,2015-06-04T00:00:00.000Z,3056
2015,6,2015-06-04T00:00:00.000Z,Ward 1,Pool,New,40,4900,0,2015-06-04T00:00:00.000Z,3057
2015,6,2015-06-04T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,32,3997,0,2015-06-04T00:00:00.000Z,3058
2015,6,2015-06-04T00:00:00.000Z,Ward 2,Single Detached Dwelling,Renovation,32,3372,0,2015-06-04T00:00:00.000Z,3059
2015,6,2015-06-04T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,64,7772,0,2015-06-04T00:00:00.000Z,3060
2015,6,2015-06-04T00:00:00.000Z,Ward 5,Single Detached Dwelling,Renovation,40,4766,0,2015-06-04T00:00:00.000Z,3061
2015,6,2015-06-04T00:00:00.000Z,Ward 6,Single Detached Dwelling,New,1200,150000,1,2015-06-04T00:00:00.000Z,3062
2015,6,2015-06-04T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,552,69000,0,2015-06-04T00:00:00.000Z,3063
2015,6,2015-06-04T00:00:00.000Z,Ward 7,Commercial Building,Renovation,600,75000,0,2015-06-04T00:00:00.000Z,3064
2015,6,2015-06-04T00:00:00.000Z,Ward 12,Single Detached Dwelling,New,1992,249000,1,2015-06-04T00:00:00.000Z,3065
2015,6,2015-06-03T00:00:00.000Z,Ward 11,Pool,New,200,25000,0,2015-06-03T00:00:00.000Z,3066
2015,6,2015-06-03T00:00:00.000Z,Ward 4,Apartment Building,New,160,20000,0,2015-06-03T00:00:00.000Z,3067
2015,6,2015-06-03T00:00:00.000Z,Ward 11,Accessory Building,New,7.5,1000,0,2015-06-03T00:00:00.000Z,3068
2015,6,2015-06-03T00:00:00.000Z,Ward 11,Accessory Building,New,7.5,1000,0,2015-06-03T00:00:00.000Z,3069
2015,6,2015-06-03T00:00:00.000Z,Ward 11,Accessory Building,New,7.5,1000,0,2015-06-03T00:00:00.000Z,3070
2015,6,2015-06-03T00:00:00.000Z,Ward 11,Accesory Building,New,40,4500,0,2015-06-03T00:00:00.000Z,3071
2015,6,2015-06-03T00:00:00.000Z,Ward 8,Institutional,Renovation,280,35000,0,2015-06-03T00:00:00.000Z,3072
2015,6,2015-06-03T00:00:00.000Z,Ward 11,Deck,New,40,5000,0,2015-06-03T00:00:00.000Z,3073
2015,6,2015-06-03T00:00:00.000Z,Ward 1,Single Detached Dwelling,New,1680,210000,1,2015-06-03T00:00:00.000Z,3074
2015,6,2015-06-03T00:00:00.000Z,Ward 4,Single Detached Dwelling,New,1840,230000,1,2015-06-03T00:00:00.000Z,3075
2015,6,2015-06-02T00:00:00.000Z,Ward 3,Pool,New,96,12000,0,2015-06-02T00:00:00.000Z,3076
2015,6,2015-06-02T00:00:00.000Z,Ward 4,Apartment Building,New,160,20000,0,2015-06-02T00:00:00.000Z,3077
2015,6,2015-06-02T00:00:00.000Z,Ward 1,Accesory Building,New,16,2000,0,2015-06-02T00:00:00.000Z,3078
2015,6,2015-06-02T00:00:00.000Z,Ward 2,Deck,Addition,16,2000,0,2015-06-02T00:00:00.000Z,3079
2015,6,2015-06-02T00:00:00.000Z,Ward 12,Single Detached Dwelling,New,1760,220000,1,2015-06-02T00:00:00.000Z,3080
2015,6,2015-06-02T00:00:00.000Z,Ward 10,Commercial/Residential,Addition,400,50000,0,2015-06-02T00:00:00.000Z,3081
2015,6,2015-06-01T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,80,4800,0,2015-06-01T00:00:00.000Z,3082
2015,6,2015-06-01T00:00:00.000Z,Ward 2,Apartment Building,Renovation,480,60000,0,2015-06-01T00:00:00.000Z,3083
2015,6,2015-06-01T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,120,15000,0,2015-06-01T00:00:00.000Z,3084
2015,6,2015-06-01T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,216,26500,0,2015-06-01T00:00:00.000Z,3085
2015,6,2015-06-01T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,40,5000,0,2015-06-01T00:00:00.000Z,3086
2015,6,2015-06-01T00:00:00.000Z,Ward 2,Accesory Building,New,24,2832,0,2015-06-01T00:00:00.000Z,3087
2015,6,2015-06-01T00:00:00.000Z,Ward 1,Single Detached Dwelling,Renovation,48,5500,0,2015-06-01T00:00:00.000Z,3088
2015,6,2015-06-01T00:00:00.000Z,Ward 6,Deck,New,40,4500,0,2015-06-01T00:00:00.000Z,3089
2015,6,2015-06-01T00:00:00.000Z,Ward 4,Commercial Building,Renovation/Addition,16152,2018750,0,2015-06-01T00:00:00.000Z,3090
2015,7,2015-07-07T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,112,14000,0,2015-07-07T00:00:00.000Z,3091
2015,6,2015-06-17T00:00:00.000Z,Ward 12,Single Detached Dwelling,New,2080,260000,1,2015-06-17T00:00:00.000Z,3092
2015,6,2015-06-26T00:00:00.000Z,Ward 11,Apartment Building,Renovation,32,3797,0,2015-06-26T00:00:00.000Z,3093
2015,7,2015-07-07T00:00:00.000Z,Ward 6,Detached Garage,New,240,30000,0,2015-07-07T00:00:00.000Z,3094
2015,7,2015-07-07T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,432,53993,0,2015-07-07T00:00:00.000Z,3095
2015,7,2015-07-07T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,32,3126,0,2015-07-07T00:00:00.000Z,3096
2015,7,2015-07-07T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,16,2000,0,2015-07-07T00:00:00.000Z,3097
2015,7,2015-07-07T00:00:00.000Z,Ward 11,Deck,New,40,4550,0,2015-07-07T00:00:00.000Z,3098
2015,7,2015-07-07T00:00:00.000Z,Ward 2,Pool,New,24,3000,0,2015-07-07T00:00:00.000Z,3099
2015,7,2015-07-06T00:00:00.000Z,Ward 2,Accesory Building,New,16,2000,0,2015-07-06T00:00:00.000Z,3100
2015,7,2015-07-06T00:00:00.000Z,Ward 9,Apartment Building,Renovation,400,50000,0,2015-07-06T00:00:00.000Z,3101
2015,7,2015-07-06T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,144,18000,0,2015-07-06T00:00:00.000Z,3102
2015,7,2015-07-06T00:00:00.000Z,Ward 7,Single Detached Dwelling,Addition,160,20000,0,2015-07-06T00:00:00.000Z,3103
2015,7,2015-07-06T00:00:00.000Z,Ward 12,Single Detached Dwelling,Renovation,240,30000,0,2015-07-06T00:00:00.000Z,3104
2015,7,2015-07-03T00:00:00.000Z,Ward 8,Single Detached Dwelling,Renovation,88,10898,0,2015-07-03T00:00:00.000Z,3105
2015,7,2015-07-03T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,88,10480,0,2015-07-03T00:00:00.000Z,3106
2015,7,2015-07-03T00:00:00.000Z,Ward 8,Apartment Building,Renovation,344,42500,0,2015-07-03T00:00:00.000Z,3107
2015,7,2015-07-03T00:00:00.000Z,Ward 5,Single Detached Dwelling,Renovation,80,9650,0,2015-07-03T00:00:00.000Z,3108
2015,7,2015-07-03T00:00:00.000Z,Ward 7,Pool,New,80,9465,0,2015-07-03T00:00:00.000Z,3109
2015,7,2015-07-03T00:00:00.000Z,Ward 11,Accessory Building,New,7.5,1000,0,2015-07-03T00:00:00.000Z,3110
2015,7,2015-07-03T00:00:00.000Z,Ward 11,Accesory Building,New,32,4000,0,2015-07-03T00:00:00.000Z,3111
2015,7,2015-07-03T00:00:00.000Z,Ward 8,Institutional,Renovation,160,20000,0,2015-07-03T00:00:00.000Z,3112
2015,7,2015-07-03T00:00:00.000Z,Ward 5,Single Detached Dwelling,Renovation,80,10000,0,2015-07-03T00:00:00.000Z,3113
2015,7,2015-07-02T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,40,5000,0,2015-07-02T00:00:00.000Z,3114
2015,7,2015-07-02T00:00:00.000Z,Ward 9,Commercial Building,Renovation,232,29000,0,2015-07-02T00:00:00.000Z,3115
2015,6,2015-06-30T00:00:00.000Z,Ward 4,Single Detached Dwelling,Repair,64,7500,0,2015-06-30T00:00:00.000Z,3116
2015,6,2015-06-30T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,120,15000,0,2015-06-30T00:00:00.000Z,3117
2015,6,2015-06-30T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,32,4000,0,2015-06-30T00:00:00.000Z,3118
2015,6,2015-06-30T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,112,6300,0,2015-06-30T00:00:00.000Z,3119
2015,6,2015-06-30T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,64,8000,0,2015-06-30T00:00:00.000Z,3120
2015,6,2015-06-30T00:00:00.000Z,Ward 12,Mini Home,New,155,76500,1,2015-06-30T00:00:00.000Z,3121
2015,6,2015-06-30T00:00:00.000Z,Ward 2,Single Detached Dwelling,New,2000,250000,1,2015-06-30T00:00:00.000Z,3122
2015,6,2015-06-30T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,32,4000,0,2015-06-30T00:00:00.000Z,3123
2015,6,2015-06-29T00:00:00.000Z,Ward 7,Deck,New,64,8000,0,2015-06-29T00:00:00.000Z,3124
2015,6,2015-06-29T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,40,4500,0,2015-06-29T00:00:00.000Z,3125
2015,6,2015-06-29T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,64,7488,0,2015-06-29T00:00:00.000Z,3126
2015,6,2015-06-29T00:00:00.000Z,Ward 2,Single Detached Dwelling,Renovation,56,7000,0,2015-06-29T00:00:00.000Z,3127
2015,6,2015-06-29T00:00:00.000Z,Ward 1,Single Detached Dwelling,Renovation,48,6000,0,2015-06-29T00:00:00.000Z,3128
2015,6,2015-06-29T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,40,4088,0,2015-06-29T00:00:00.000Z,3129
2015,6,2015-06-29T00:00:00.000Z,Ward 10,Apartment Building,Renovation,320,40000,0,2015-06-29T00:00:00.000Z,3130
2015,6,2015-06-29T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,24,3000,0,2015-06-29T00:00:00.000Z,3131
2015,6,2015-06-17T00:00:00.000Z,Ward 7,Commercial Building,Renovation,2888,361000,0,2015-06-17T00:00:00.000Z,3132
2015,6,2015-06-26T00:00:00.000Z,Ward 5,Single Detached Dwelling,New,1584,198000,1,2015-06-26T00:00:00.000Z,3133
2015,6,2015-06-16T00:00:00.000Z,Ward 2,Single Detached Dwelling,Renovation,48,5752,0,2015-06-16T00:00:00.000Z,3134
2015,6,2015-06-16T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,88,10442,0,2015-06-16T00:00:00.000Z,3135
2015,6,2015-06-16T00:00:00.000Z,Ward 4,Accesory Building,New,24,2500,0,2015-06-16T00:00:00.000Z,3136
2015,6,2015-06-16T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,112,7000,0,2015-06-16T00:00:00.000Z,3137
2015,6,2015-06-16T00:00:00.000Z,Ward 4,Pool,New,40,5000,0,2015-06-16T00:00:00.000Z,3138
2015,6,2015-06-16T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,24,2900,0,2015-06-16T00:00:00.000Z,3139
2015,6,2015-06-16T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,40,5000,0,2015-06-16T00:00:00.000Z,3140
2015,6,2015-06-16T00:00:00.000Z,Ward 7,Deck,New,32,3100,0,2015-06-16T00:00:00.000Z,3141
2015,6,2015-06-16T00:00:00.000Z,Ward 7,Commercial Building,Renovation,152,18955,0,2015-06-16T00:00:00.000Z,3142
2015,6,2015-06-16T00:00:00.000Z,Ward 9,Apartment Building,Renovation,96,12000,0,2015-06-16T00:00:00.000Z,3143
2015,6,2015-06-16T00:00:00.000Z,Ward 8,Institutional,Renovation,360,44300,0,2015-06-16T00:00:00.000Z,3144
2015,6,2015-06-16T00:00:00.000Z,Ward 12,Single Detached Dwelling,Renovation,120,14800,0,2015-06-16T00:00:00.000Z,3145
2015,6,2015-06-16T00:00:00.000Z,Ward 7,Deck,New,24,3000,0,2015-06-16T00:00:00.000Z,3146
2015,6,2015-06-16T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,160,20000,0,2015-06-16T00:00:00.000Z,3147
2015,6,2015-06-16T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,40,5000,0,2015-06-16T00:00:00.000Z,3148
2015,6,2015-06-16T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,240,30000,0,2015-06-16T00:00:00.000Z,3149
2015,6,2015-06-16T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation/Addition,832,104000,0,2015-06-16T00:00:00.000Z,3150
2015,6,2015-06-16T00:00:00.000Z,Ward 1,Accesory Building,New,16,2000,0,2015-06-16T00:00:00.000Z,3151
2015,6,2015-06-15T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,104,12100,0,2015-06-15T00:00:00.000Z,3152
2015,6,2015-06-15T00:00:00.000Z,Ward 6,Single Detached Dwelling/Apartment,Renovation,80,10000,0,2015-06-15T00:00:00.000Z,3153
2015,6,2015-06-15T00:00:00.000Z,Ward 2,Mini Home,Addition,200,25000,0,2015-06-15T00:00:00.000Z,3154
2015,6,2015-06-15T00:00:00.000Z,Ward 1,Accesory Building,New,24,2700,0,2015-06-15T00:00:00.000Z,3155
2015,6,2015-06-15T00:00:00.000Z,Ward 3,Federal/Provincial,Renovation,248,30500,0,2015-06-15T00:00:00.000Z,3156
2015,6,2015-06-15T00:00:00.000Z,Ward 2,Accesory Building,New,16,1500,0,2015-06-15T00:00:00.000Z,3157
2015,6,2015-06-15T00:00:00.000Z,Ward 3,Accesory Building,New,48,6000,0,2015-06-15T00:00:00.000Z,3158
2015,6,2015-06-15T00:00:00.000Z,Ward 1,Detached Garage,New,40,4200,0,2015-06-15T00:00:00.000Z,3159
2015,6,2015-06-15T00:00:00.000Z,Ward 2,Accesory Building,New,16,1200,0,2015-06-15T00:00:00.000Z,3160
2015,6,2015-06-15T00:00:00.000Z,Ward 4,Commercial Building,Renovation,2064,257980,0,2015-06-15T00:00:00.000Z,3161
2015,6,2015-06-15T00:00:00.000Z,Ward 7,Single Detached Dwelling,New,4000,499500,1,2015-06-15T00:00:00.000Z,3162
2015,6,2015-06-15T00:00:00.000Z,Ward 8,Single Detached Dwelling,New,2400,300000,1,2015-06-15T00:00:00.000Z,3163
2015,6,2015-06-26T00:00:00.000Z,Ward 5,Single Detached Dwelling,New,1584,198000,1,2015-06-26T00:00:00.000Z,3164
2015,6,2015-06-26T00:00:00.000Z,Ward 5,Single Detached Dwelling,New,1584,198000,1,2015-06-26T00:00:00.000Z,3165
2015,6,2015-06-25T00:00:00.000Z,Ward 5,Pool,New,184,23000,0,2015-06-25T00:00:00.000Z,3166
2015,6,2015-06-25T00:00:00.000Z,Ward 7,Pool,New,192,23050,0,2015-06-25T00:00:00.000Z,3167
2015,6,2015-06-25T00:00:00.000Z,Ward 8,Pool,New,224,27100,0,2015-06-25T00:00:00.000Z,3168
2015,6,2015-06-25T00:00:00.000Z,Ward 2,Detached Garage,New,96,12000,0,2015-06-25T00:00:00.000Z,3169
2015,6,2015-06-25T00:00:00.000Z,Ward 12,Semi Detached,New,1792,224000,2,2015-06-25T00:00:00.000Z,3170
2015,6,2015-06-25T00:00:00.000Z,Ward 12,Semi Detached,New,2208,276000,2,2015-06-25T00:00:00.000Z,3171
2015,6,2015-06-25T00:00:00.000Z,Ward 8,Institutional,Renovation,320,39800,0,2015-06-25T00:00:00.000Z,3172
2015,6,2015-06-25T00:00:00.000Z,Ward 11,Institutional,Renovation,512,63500,0,2015-06-25T00:00:00.000Z,3173
2015,6,2015-06-24T00:00:00.000Z,Ward 1,Single Detached Dwelling,Renovation,40,4259,0,2015-06-24T00:00:00.000Z,3174
2015,6,2015-06-24T00:00:00.000Z,Ward 1,Single Detached Dwelling,Renovation,48,6000,0,2015-06-24T00:00:00.000Z,3175
2015,6,2015-06-24T00:00:00.000Z,Ward 3,Commercial Building,Addition,224,27950,0,2015-06-24T00:00:00.000Z,3176
2015,6,2015-06-24T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,72,8500,0,2015-06-24T00:00:00.000Z,3177
2015,6,2015-06-24T00:00:00.000Z,Ward 2,Single Detached Dwelling,New,1440,180000,1,2015-06-24T00:00:00.000Z,3178
2015,6,2015-06-23T00:00:00.000Z,Ward 8,Single Detached Dwelling,Renovation,264,32689,0,2015-06-23T00:00:00.000Z,3179
2015,6,2015-06-23T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,32,3664,0,2015-06-23T00:00:00.000Z,3180
2015,6,2015-06-23T00:00:00.000Z,Ward 9,Single Detached Dwelling/Apartment,Demolition,,0,0,2015-06-23T00:00:00.000Z,3181
2015,6,2015-06-23T00:00:00.000Z,Ward 9,Single Detached Dwelling,Demolition,,0,0,2015-06-23T00:00:00.000Z,3182
2015,6,2015-06-23T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,32,3940,0,2015-06-23T00:00:00.000Z,3183
2015,6,2015-06-23T00:00:00.000Z,Ward 11,Apartment Building,Renovation,152,18970,0,2015-06-23T00:00:00.000Z,3184
2015,6,2015-06-23T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,160,20000,0,2015-06-23T00:00:00.000Z,3185
2015,6,2015-06-23T00:00:00.000Z,Ward 5,Single Detached Dwelling,Renovation,64,7300,0,2015-06-23T00:00:00.000Z,3186
2015,6,2015-06-23T00:00:00.000Z,Ward 12,Pool,New,104,12900,0,2015-06-23T00:00:00.000Z,3187
2015,6,2015-06-23T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,200,25000,0,2015-06-23T00:00:00.000Z,3188
2015,6,2015-06-23T00:00:00.000Z,Ward 7,Deck,New,32,3500,0,2015-06-23T00:00:00.000Z,3189
2015,6,2015-06-23T00:00:00.000Z,Ward 10,Single Detached Dwelling,Addition,1040,130000,0,2015-06-23T00:00:00.000Z,3190
2015,6,2015-06-23T00:00:00.000Z,Ward 12,Single Detached Dwelling,New,3600,449410,1,2015-06-23T00:00:00.000Z,3191
2015,6,2015-06-23T00:00:00.000Z,Ward 10,Apartment Building,New,22400,2800000,0,2015-06-23T00:00:00.000Z,3192
2015,6,2015-06-22T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,112,14000,0,2015-06-22T00:00:00.000Z,3193
2015,6,2015-06-22T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,168,21000,0,2015-06-22T00:00:00.000Z,3194
2015,6,2015-06-22T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,640,80000,0,2015-06-22T00:00:00.000Z,3195
2015,6,2015-06-19T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,40,5000,0,2015-06-19T00:00:00.000Z,3196
2015,6,2015-06-19T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,56,7000,0,2015-06-19T00:00:00.000Z,3197
2015,6,2015-06-19T00:00:00.000Z,Ward 1,Deck,New,32,4000,0,2015-06-19T00:00:00.000Z,3198
2015,6,2015-06-19T00:00:00.000Z,Ward 2,Single Detached Dwelling,Renovation,32,4000,0,2015-06-19T00:00:00.000Z,3199
2015,6,2015-06-19T00:00:00.000Z,Ward 10,Accesory Building,New,32,4000,0,2015-06-19T00:00:00.000Z,3200
2015,5,2015-05-20T00:00:00.000Z,Ward 8,Institutional,Repair,192,23700,0,2015-05-20T00:00:00.000Z,3201
2015,5,2015-05-20T00:00:00.000Z,Ward 9,Attached Garage,Renovation/Addition,288,36000,0,2015-05-20T00:00:00.000Z,3202
2015,5,2015-05-20T00:00:00.000Z,Ward 12,Commercial Building,Renovation,480,60000,0,2015-05-20T00:00:00.000Z,3203
