EI Code,EI name,Other Name for EI,Institution Type,Designation Status,Designation Reason,Date of Designation,Date of De-Designation,Address Line 1,Address Line 2,Address Line 3,City,Province,Postal Code,Country,Telephone Number Overseas,Telephone Number,Fax Number
EPLW,Windsor Career College - Windsor,null,Private Institution,Designated,NA,2012-12-27,null,235 Eugenie Street West,Suite 200,null,Windsor,Ontario,N8X2X7,Canada,5199718066,5199718066,5199718066
EPOU,York Construction Academy,2001016 Ontario Inc,Private Institution,Designated,NA,2021-03-11,null,155 Champagne Dr,Suite 8A,null,North York,Ontario,M3J2C6,Canada,null,null,null
EPOC,Yorkville University,null,Private Institution,Designated,NA,2017-08-22,null,2000 Steeles Avenue West,null,null,Concord,Ontario,L4K 4N1,Canada,null,null,null
EPPD,Yorkville University-Dundas,null,Private Institution,Designated,NA,2021-02-26,null,10 DUNDAS ST EAST,null,null,Toronto,Ontario,M5B2G9,Canada,null,null,null
EVDU,Algonquin College of Applied Arts & Technology (Pembroke),null,Technical and Vocational,Designated,NA,1998-01-19,null,1 College Way,null,null,Pembroke,Ontario,K8A0C8,Canada,6137354700,6137354700,6137354700
EVAA,Algonquin College of Arts-Ottawa/Perth,null,Technical and Vocational,Designated,NA,1986-12-21,null,Registrar's Office -  Roomc150,1385 Woodroffe Ave.,null,Ottawa,Ontario,K2G1V8,Canada,(613) 727-4723,(613) 727-4723,(613) 727-4723
EVBH,Cambrian College,null,Technical and Vocational,Designated,NA,1988-12-21,null,1400 Barrydown Rd.,null,null,Sudbury,Ontario,P3A 3V8,Canada,7055668101,7055668101,7055668101
EVAD,Canadore College of Applied Ar,null,Technical and Vocational,Designated,NA,1975-06-11,null,Box 5001  100 College Dr.,null,null,North Bay,Ontario,P1B 8K9,Canada,7054747600,7054747600,7054747600
EVAQ,Centennial College ,null,Technical and Vocational,Designated,NA,1988-12-21,null,"P.O. Box 631 - Station ""A""",null,null,Scarborough,Ontario,M1K5E9,Canada,(416) 289-5000,(416) 289-5000,(416) 289-5000
EVDQ,College Boreal,null,Technical and Vocational,Designated,NA,1995-03-15,null,21 Boulevard Lasalle,null,null,Sudbury,Ontario,P3A 6B1,Canada,7055606673,7055606673,7055606673
EVCN,College D'Alfred,null,Technical and Vocational,Designated,NA,1988-12-21,null,31 Rue St. Paul,null,null,Alfred,Ontario,K0B 1A0,Canada,6136792218,6136792218,6136792218
EVAI,Conestoga College of Applied Arts & Technology,null,Technical and Vocational,Designated,NA,1988-12-21,null,299 Doon Valley Dr.,null,null,Kitchener,Ontario,N2G 4M4,Canada,5197485220,5197485220,5197485220
EVAK,Confederation College of Applied Arts & Technology,null,Technical and Vocational,Designated,NA,1988-12-21,null,P.O. Box 398,1450 Nakina Dr.,null,Thunder Bay,Ontario,P7C 4W1,Canada,8074756158,8074756158,8074756158
EVAL,Durham College of Applied Arts And Technology,null,Technical and Vocational,Designated,NA,1988-12-21,null,P.O. Box 385  Stn. F,2000 Simcoe Street North,null,Oshawa,Ontario,L1H7K4,Canada,(905) 721-3036,(905) 721-3036,(905) 721-3036
EVAM,Fanshawe College of Applied Arts & Technology,null,Technical and Vocational,Designated,NA,1988-12-21,null,Financial Aid Office- Rm#E2020,P.O. Box 7005,1460 Oxford Street E.,London,Ontario,N5Y 5R6,Canada,5194524277,5194524277,5194524277
EVBT,Fleming College - Lindsay,null,Technical and Vocational,Designated,NA,1988-12-21,null,Frost Campus  Box 8000  Albert,St. S.,null,Lindsay,Ontario,K9V5E6,Canada,(705) 878-9302,(705) 878-9302,(705) 878-9302
EVBU,Fleming College -Peterborough- Cobourg- Haileybury,null,Technical and Vocational,Designated,NA,1988-12-21,null,Brealey Campus,599 Brealy Drive,null,Peterborough,Ontario,K9J7B1,Canada,(705) 749-5530,(705) 749-5530,(705) 749-5530
EVAU,George Brown College of Applie,null,Technical and Vocational,Designated,NA,1988-12-21,null,P.O. Box 1015  Stn. B,null,null,Toronto,Ontario,M5T 2T9,Canada,4168672464,4168672464,4168672464
EVAW,Georgian College of Applied Arts & Technology,null,Technical and Vocational,Designated,NA,1988-12-21,null,One Georgian Dr.,null,null,Barrie,Ontario,L4M 3X9,Canada,7057281968,7057281968,7057281968
EVAX,Humber College Institute of Technology & Advanced Learning,null,Technical and Vocational,Designated,NA,1988-12-21,null,205 Humber College Blvd.,P.O. Box 1900,null,Etobicoke,Ontario,M9W5L7,Canada,(416) 675-3111,(416) 675-3111,(416) 675-3111
EVDB,La Cite Collegiale,null,Technical and Vocational,Designated,NA,1990-04-25,null,801 Aviation Parkway,null,null,Ottawa,Ontario,K1K 4R3,Canada,6137862400,6137862400,6137862400
EVBC,Lambton College of Applied Arts & Technology,null,Technical and Vocational,Designated,NA,1988-12-21,null,Box 969,1457 London Rd.,null,Sarnia,Ontario,N7S 6K4,Canada,5195427751,5195427751,5195427751
EVBF,Loyalist College of Applied Ar,null,Technical and Vocational,Designated,NA,1988-12-21,null,Financial Aid Office,Box 4200,null,Belleville,Ontario,K8N5B9,Canada,(613) 969-1913,(613) 969-1913,(613) 969-1913
EVBZ,Michener Institute of Education at UHN,null,Technical and Vocational,Designated,NA,1988-12-21,null,Health Sciences.,222 St. Patrick Street,null,Toronto,Ontario,M5T 1V4,Canada,4165963143,4165963143,4165963143
EVBO,Mohawk College of Applied Arts And Technology,null,Technical and Vocational,Designated,NA,1988-12-21,null,135 Fennell Ave West ,null,null,Hamilton,Ontario,L9C 0E5,Canada,9055751212,9055751212,9055751212
EVAP,Niagara College - Timmins,null,Technical and Vocational,Designated,NA,1988-12-21,null,Financial Aid Office,300 Woodlawn Road,null,Welland,Ontario,L3C 7L3,Canada,9057352211,9057352211,9057352211
EVCL,Niagara Parks Commission School of Horticulture,null,Technical and Vocational,Designated,NA,1988-12-21,null,2565 Niagara Parkway,P.O. Box 150,null,Niagara Falls,Ontario,null,Canada,(905) 356-8554,(905) 356-8554,(905) 356-8554
EVAT,Northern College of Applied Arts & Technology-Haileybury,null,Technical and Vocational,Designated,NA,1988-12-21,null,640 Latchford St. Postal Bag A,null,null,Haileybury,Ontario,P0J 1K0,Canada,7036723376,7036723376,7036723376
EVAS,Northern College of Applied Arts & Technology-Kirkland Lake,null,Technical and Vocational,Designated,NA,1988-12-21,null,140 Government Rd. E,null,null,Kirkland Lake,Ontario,P2N 3L8,Canada,7055679291,7055679291,7055679291
EVAR,Northern College of Applied Arts & Technology-Timmins,null,Technical and Vocational,Designated,NA,1988-12-21,null,Financial Aid - Theresa Fudge,P O Box 3211,Highway 101 East,Timmins,Ontario,P4N8R6,Canada,(705) 235-7213,(705) 235-7213,(705) 235-7213
EVAY,Ontario College of Art and Design University,null,Technical and Vocational,Designated,NA,1988-12-21,null,100 Mccaul St.,null,null,Toronto,Ontario,M5T 1W1,Canada,4169776000,4169776000,4169776000
EVBP,Sault College of Applied Arts,null,Technical and Vocational,Designated,NA,1988-12-21,null,Po Box 60  443 Northern Ave.,null,null,Sault Ste. Marie,Ontario,P6A5L3,Canada,(705) 759-6774,(705) 759-6774,(705) 759-6774
EVBV,Seneca College of Applied Arts & Technology - York Campus,null,Technical and Vocational,Designated,Student(s) attending- EI pending de-designation,2015-12-22,null,70 The Pond Road,null,null,Toronto,Ontario,M3J3M6,Canada,(416) 491-5050,(416) 491-5050,(416) 491-5050
EVCE,Seneca College of Applied Arts & Technology- King Campus And Technology,null,Technical and Vocational,Designated,Student(s) attending- EI pending de-designation,1988-12-21,null,13990 Dufferin St. N.  Rr-3,null,null,King City,Ontario,L7B 1B3,Canada,9999999999,9999999999,9999999999
EVAZ,Seneca College of Applied Arts & Technology- Markham Campus,null,Technical and Vocational,Designated,Student(s) attending- EI pending de-designation,2007-02-26,null,8 The Seneca Way,null,null,Markham,Ontario,L3R5Y1,Canada,4164915050,4164915050,4164915050
EVBQ,Seneca College of Applied Arts & Technology- Newnham/Jane-Toronto,null,Technical and Vocational,Designated,NA,1988-12-21,null,1750 Finch Avenue East,null,null,Toronto,Ontario,M2J2X5,Canada,(416) 491-5050,(416) 491-5050,(416) 491-5050
EVBR,Sheridan College,null,Technical and Vocational,Designated,NA,1988-12-21,null,1430 Trafalgar Road,null,null,Oakville,Ontario,L6H2L1,Canada,(905) 845-9430,(905) 845-9430,(905) 845-9430
EVBM,St Lawrence College of Applied Arts & Technology-Brockville,null,Technical and Vocational,Designated,NA,1988-12-21,null,2288 Parkdale Ave.,null,null,Brockville,Ontario,K6V 5X3,Canada,6133450660,6133450660,6133450660
EVBK,St Lawrence College of Applied Arts & Technology-Cornwall,null,Technical and Vocational,Designated,NA,1988-12-21,null,Windmill Point,null,null,Cornwall,Ontario,K6H 4Z1,Canada,6139336080,6139336080,6139336080
EVBL,St Lawrence College of Applied Arts & Technology-Kingston,null,Technical and Vocational,Designated,NA,1988-12-21,null,Box 6000  King & Portsmouth,null,null,Kingston,Ontario,K7L 5A6,Canada,6135445400,6135445400,6135445400
EVBJ,St. Clair College of Applied Arts & Technology,null,Technical and Vocational,Designated,NA,1988-09-26,null,C/O Robert Braidford,Box 11,2000 Talbot Road W.,Windsor,Ontario,N9A6S4,Canada,(519) 972-2727,(519) 972-2727,(519) 972-2727
EVBG,University of Guelph - Ridgetown College,null,Technical and Vocational,Designated,NA,1988-12-21,null,120 Main Street East,null,null,Ridgetown,Ontario,N0P 2C0,Canada,5196741610,5196741610,5196741610
EUAA,Algoma University College,null,University,Designated,NA,1988-12-21,null,1520 Queen St. E.,null,null,Sault Ste. Marie,Ontario,P6A2G4,Canada,(705) 949-2301,(705) 949-2301,(705) 949-2301
EUBD,Brock University Student Awards Office,null,University,Designated,NA,1988-12-21,null,500 Glenridge Ave.,null,null,St. Catharines,Ontario,L2S 3A1,Canada,4166885550,4166885550,4166885550
EUAE,Carleton University,null,University,Designated,NA,1988-12-21,null,1125 Colonel By Dr. ,Room 202 Robertson Hall,null,Ottawa,Ontario,K1S5B6,Canada,(613) 520-7400,(613) 520-7400,(613) 520-7400
EUAG,Dominicain University College,null,University,Designated,NA,1988-12-21,null,96 Empress Ave.,null,null,Ottawa,Ontario,K1R7G3,Canada,6132335696,6132335696,6132335696
EUAL,Lakehead University,null,University,Designated,NA,1988-12-21,null,955 Oliver Road,null,null,Thunder Bay,Ontario,P7B5E1,Canada,8073438027,8073438027,8073438027
EUAM,Laurentian University,null,University,Designated,NA,1988-12-21,null,Student Awards Office,Ramsey Lake Rd.,null,Sudbury,Ontario,P3E 2C6,Canada,7056736519,7056736519,7056736519
EUAN,Mcmaster University,null,University,Designated,NA,1988-12-21,null,Financial Services,1280 Main Street West,Gilmore Hall-C/O Cashier's Off,Hamilton,Ontario,L8S 4L8,Canada,4165259140,4165259140,4165259140
EUBC,Nipissing University,null,University,Designated,NA,1988-12-21,null,P.O.Box 5002,100 College Drive,null,North Bay,Ontario,P1B 8L7,Canada,7054743450,7054743450,7054743450
EUBT,Northern Ontario School of Medicine,null,University,Designated,NA,2005-03-17,null,East And West Campuses,C/O 955 Oliver Road,null,Thunder Bay,Ontario,P7B 5E1,Canada,8077667300,8077667300,8077667300
EUAP,Queen's University,null,University,Designated,NA,1988-12-21,null,Student Awards,74 Union Street,Gordon Hall,Kingston,Ontario,K7L3N6,Canada,(613) 533-2216,(613) 533-2216,(613) 533-2216
EUAS,Royal Military College Registrar's Office,null,University,Designated,NA,1988-12-21,null,P.O. Box 17000,Station Forces,null,Kingston,Ontario,K7K 7B4,Canada,6135416000,6135416000,6135416000
EUBF,Ryerson University,null,University,Designated,NA,1988-12-21,null,Student Finanical Assistance ,POD 59,350 Victoria St.,Toronto,Ontario,M5B 2K3,Canada,4169795036,4169795036,4169795036
EUAU,St. Paul University,null,University,Designated,NA,1988-12-21,null,223 Main St.,null,null,Ottawa,Ontario,K1S1C4,Canada,(613) 236-1393,(613) 236-1393,(613) 236-1393
EUAW,Trent University Acounts Receivable Dept.,null,University,Designated,NA,1988-12-21,null,Po Box 4800,null,null,Peterborough,Ontario,K9J7B8,Canada,(705) 748-1011,(705) 748-1011,(705) 748-1011
EUBA,University of  Windsor,null,University,Designated,NA,1988-12-21,null,Cashier's Office,401 Sunset Ave.,null,Windsor,Ontario,N9B 3P4,Canada,5192534232,5192534232,5192534232
EUAK,University of Guelph,null,University,Designated,NA,1988-12-21,null,Student Financial Service,50 Stone Road East,null,Guelph,Ontario,N1G 2W1,Canada,5198244120,5198244120,5198244120
EUBS,University of Ontario Institute of Technology,null,University,Designated,NA,2002-09-20,null,2000 Simcoe Street North,null,null,Oshawa,Ontario,L1H7K4,Canada,(905) 721-3036,(905) 721-3036,(905) 721-3036
EUAO,University of Ottawa,null,University,Designated,NA,1988-12-21,null,Financial Aid Office,85 University- rroom 102,null,Ottawa,Ontario,K1N6N5,Canada,(613) 562-5734,(613) 562-5734,(613) 562-5734
EUAV,University of Toronto (Admission And Awards),null,University,Designated,NA,1988-12-21,null,172 St. George St.,null,null,Toronto,Ontario,M5R0A3,Canada,(416) 978-2190,(416) 978-2190,(416) 978-2190
EUAX,University of Waterloo,null,University,Designated,NA,1988-12-21,null,Student Aid Office,University Avenue,null,Waterloo,Ontario,N2L 3G1,Canada,5198884567,5198884567,5198884567
EUAY,Western University,null,University,Designated,NA,1988-12-21,null,Student Financial Aid,Western Student Services Bldg,Room 1100,London,Ontario,N6A3K7,Canada,5196612111,5196612111,5196612111
EUAZ,Wilfrid Laurier University,null,University,Designated,NA,1988-12-21,null,75 University Ave W.,null,null,Waterloo,Ontario,N2L 3C5,Canada,5198841970,5198841970,5198841970
EUBB,York University,null,University,Designated,NA,1988-12-21,null,Student Financial Services,4700 Keele Street,Suite N201,North York,Ontario,M3J 1P3,Canada,4167362100,4167362100,4167362100
IJAE,Collège de l'île,null,Junior College,Designated,NA,1995-08-15,null,P.O. Box 159,null,null,Wellington,Prince Edward Island,C0B2E0,Canada,(877) 854-3010,(877) 854-3010,(877) 854-3010
IJAD,Holland College - Atlantic Police Academy,null,Junior College,Designated,NA,1995-02-13,null,P.O. Box 156,66 Argus Street,null,Slemon Park,Prince Edward Island,C0B 2A0,Canada,9028886700,9028886700,9028886700
IJAF,Holland College - Georgetown Centre,null,Junior College,Designated,NA,2000-06-08,null,117 Kent Street,null,null,Georgetown,Prince Edward Island,C0A1L0,Canada,9026522055,9026522055,9026522055
IJAA,Holland College - Prince of Wales Campus,null,Junior College,Designated,NA,1988-12-21,null,140 Weymouth Street,null,null,Charlottetown,Prince Edward Island,C1A 4Z1,Canada,9026294217,9026294217,9026294217
IJAC,Holland College - Summerside Waterfront Campus,null,Junior College,Designated,NA,1995-02-13,null,98 Water Street,null,null,Summerside,Prince Edward Island,C1N 4N6,Canada,902 888 6448,902 888 6448,902 888 6448
INAC,Marguerite Connolly Training & Consulting,null,Nursing Schools,Designated,NA,null,null,55 Grafton Street,null,null,Charlottetown,Prince Edward Island,C1A 1K8,Canada,(902) 566-9705,(902) 566-9705,(902) 566-9705
IPAN,Academy of Learning,null,Private Institution,Designated,NA,1995-01-26,null,55 Grafton St,null,null,Charlottetown,Prince Edward Island,C1A1K8,Canada,9028948973,9028948973,9028948973
IPBK,Atlantic Commercial Diving Centre Inc,null,Private Institution,Designated,NA,2020-07-22,null,100 Industrial Crescent,P.O. Box 1642,null,Summerside,Prince Edward Island,C1N2V5,Canada,null,null,null
IPAK,Hair Concepts Training Academy,null,Private Institution,Designated,NA,1994-02-14,null,186 MacEwen Road,null,null,Summerside,Prince Edward Island,C1N2P6,Canada,(902) 439-6825,(902) 439-6825,(902) 439-6825
IPBI,Homburg Institute,null,Private Institution,Designated,NA,2013-05-07,null,98 Fitzroy Street,null,null,Charlottetown,Prince Edward Island,C1A 8W5,Canada,902-566-3956,902-566-3956,902-566-3956
IPAJ,JVI Transportation And Safety Academy,null,Private Institution,Designated,NA,1993-09-08,null,75 Kensington Road,null,null,Charlottetown,Prince Edward Island,C1A5J1,Canada,(902) 894-5726,(902) 894-5726,(902) 894-5726
IPAA,Maritime Christian College,null,Private Institution,Designated,NA,1988-12-21,null,503 University Avenue,null,null,Charlottetown,Prince Edward Island,C1A 7Z4,Canada,9026288887,9026288887,9026288887
IPAD,Private Institute of Hair Design & Aesthetics,null,Private Institution,Designated,NA,1990-09-20,null,40 Enman Crescent,null,null,Charlottetown,Prince Edward Island,C1E1E6,Canada,(902) 628-1563,(902) 628-1563,(902) 628-1563
IVAE,Holland College - Tourism and Culinary Centre,null,Technical and Vocational,Designated,NA,1997-06-16,null,4 Sydney Street,null,null,Charlottetown,Prince Edward Island,C1A1E9,Canada,(902) 894-6805,(902) 894-6805,(902) 894-6805
IUAA,University of Prince Edward Island,null,University,Designated,NA,1988-12-21,null,550 University Ave.,null,null,Charlottetown,Prince Edward Island,C1A 4P3,Canada,9025660439,9025660439,9025660439
FJBT,CEGEP DE THETFORD,null,Junior College,Designated,NA,2019-01-07,null,671 boul Frontenac Ouest,null,null,Thetford Mines- Quebec,Quebec,G6G1N1,Canada,(418) 338-5591,(418) 338-5591,(418) 338-5591
FJDR,CEGEP de Sherbrooke ,null,Junior College,Designated,NA,2019-02-14,null,475 Rue du Cegep,null,null,Sherbrooke,Quebec,J1E4K1,Canada,8195646350,8195646350,8195646350
FJBA,CEGEP de la Pocatiere,null,Junior College,Designated,NA,2013-12-18,null,140- 4ieme Ave,null,null,La Pocatiere,Quebec,G0R 1Z0,Canada,(418) 856-1525,(418) 856-1525,(418) 856-1525
FJBO,CEGEP du Vieux-Montreal,null,Junior College,Designated,NA,2012-11-07,null,N/A,255 Rue Ontario Est,null,Montreal,Quebec,H2X 1X6,Canada,(514) 982-3437,(514) 982-3437,(514) 982-3437
FJDU,Campus D’Effets Visuels Inc.,null,Junior College,Designated,NA,2020-02-27,null,226 ave Papineau #105,null,null,Montreal,Quebec,H2K 4J5,Canada,null,null,null
FJCT,Cegep Baie-Comeau,null,Junior College,Designated,NA,2018-02-09,null,537 Bleau,null,null,Baie-Comeau,Quebec,G5C2B2,Canada,(418) 589-5707,(418) 589-5707,(418) 589-5707
FJDP,Cegep Garneau,null,Junior College,Designated,NA,2016-07-28,null,1660 Boulevard de l entente,null,null,Quebec City,Quebec,G1S4S3,Canada,4186888310,4186888310,4186888310
FJAC,Cegep Gerald-Godin,CEGEP Gerald-Godin,Junior College,Designated,NA,2020-10-26,null,15615 boul Gauvin Ouest,null,null,Montreal,Quebec,H9H 5K8,Canada,(514) 626-2666,(514) 626-2666,(514) 626-2666
FJCC,Cegep Saint-Jean-Sur-Richelieu,null,Junior College,Designated,NA,2019-05-10,null,C.P. 1018,30 boul du Seminaire,null,Saint-Jean-Sur-Richelieu,Quebec,J3B7B1,Canada,(514) 347-5301,(514) 347-5301,(514) 347-5301
FJBF,Cegep de l'Abitibi-Temiscamingue,null,Junior College,Designated,NA,2018-09-18,null,425- boulevard du College,null,null,Rouyn-Noranda,Quebec,J9X 5E5,Canada,819-762-0931,819-762-0931,819-762-0931
FJCB,Cegep de la Gaspesie et des Iles - Carleton,Centre d'Etude Collegiales,Junior College,Designated,NA,2016-09-23,null,776 Boulevard Perron,null,null,Carleton-Sur-Mer,Quebec,G0C1J0,Canada,null,null,null
FJDE,Centre de Formation Professionnelle (C.F.P.) Bel Avenir,null,Junior College,Designated,NA,2020-11-30,null,1725 Boul. Du Carmel,null,null,Trois-Rivieres,Quebec,G8Z3R8,Canada,(819) 379-8057,(819) 379-8057,(819) 379-8057
FJDD,Centre de Formation Professionnelle (C.F.P.) Relance,null,Junior College,Designated,NA,2016-12-05,null,155- Mgr. Ross Ouest,C.P. 1268,null,Chandler,Quebec,G0C1K0,Canada,4186893911,4186893911,4186893911
FJDS,Centre de Formation Professionnelle de la Baie-James,null,Junior College,Designated,NA,2019-08-21,null,265-A Rue Lanctot,null,null,Chibougamau,Quebec,G8P 1C1,Canada,null,null,null
FJCY,Centre de Formation Proffessionelle (C.F.P.) Limoilou,null,Junior College,Designated,NA,2017-02-28,null,2050 8e Ave.,null,null,Quebec,Quebec,G1J3P1,Canada,(418) 525-8182,(418) 525-8182,(418) 525-8182
FJBC,Champlain College Lennoxville,null,Junior College,Designated,NA,1988-12-21,null,2580 College Street,null,null,Sherbrooke,Quebec,J1M0C8,Canada,(819) 564-3666,(819) 564-3666,(819) 564-3666
FJBB,Champlain Regional College - St Lambert Longueuil Campus,null,Junior College,Designated,NA,2016-10-19,null,900 Riverside Drive,null,null,St Lambert,Quebec,J4P3P2,Canada,(450) 672-7360,(450) 672-7360,(450) 672-7360
FJAA,College Ahuntsic,null,Junior College,Designated,NA,2018-02-23,null,9155 Rue St-Hubert,null,null,Montreal,Quebec,H2M1Y8,Canada,(514) 389-5921,(514) 389-5921,(514) 389-5921
FJDV,College Air Richelieu,null,Junior College,Designated,NA,2020-06-01,null,5800 Route De l’Aeroport,null,null,St-Hubert,Quebec,J3Y8Y9,Canada,null,null,null
FJAS,College Montmorency (Cegep),null,Junior College,Designated,NA,2012-09-27,null,475 Blvd. De L'Avenir,null,null,Laval,Quebec,H7N5H9,Canada,(514) 975-6100,(514) 975-6100,(514) 975-6100
FJDT,College Salette,null,Junior College,Designated,NA,2019-08-28,null,3536 Boul. St-Laurent,null,null,Montreal,Quebec,H2X 2V1,Canada,null,null,null
FJBV,College de Bois-De-Boulogne,null,Junior College,Designated,NA,2018-09-19,null,10555 Avenue De,Bois-De-Boulogne,null,Montreal,Quebec,H4N1L4,Canada,(514) 332-3000,(514) 332-3000,(514) 332-3000
FJAB,College de Chicoutimi,null,Junior College,Designated,NA,1988-12-21,null,534 Est Rue Jaques-Cartier,null,null,Chicoutimi,Quebec,G7H1Z6,Canada,4185499520,4185499520,4185499520
FJAE,College de Drummondville (Cegep),null,Junior College,Designated,NA,2020-11-18,null,960 Rue Saint-Georges,null,null,Drummondville,Quebec,J2C6A2,Canada,(819) 478-4671,(819) 478-4671,(819) 478-4671
FJAN,College de Jonquiere (Cegep),null,Junior College,Designated,NA,2020-09-16,null,2505 Rue St.-Hubert,null,null,Jonquiere,Quebec,G7X7W2,Canada,(418) 547-2191,(418) 547-2191,(418) 547-2191
FJAP,College de Levis-Lauzon,null,Junior College,Designated,NA,2016-10-03,null,205 Mgr. Bourget,null,null,Lauzon,Quebec,G6V6Z9,Canada,(418) 833-5110,(418) 833-5110,(418) 833-5110
FJAV,College de Maisonneuve,null,Junior College,Designated,NA,2018-06-21,null,3800 Est Rue Sherbrooke,null,null,Montreal,Quebec,H1X2A2,Canada,(514) 254-7131,(514) 254-7131,(514) 254-7131
FJBE,College de Rimouski,null,Junior College,Designated,NA,1988-12-21,null,60 Rue De L'Eveche Ouest,null,null,Rimouski,Quebec,G5L4H6,Canada,(418) 723-1880,(418) 723-1880,(418) 723-1880
FJBW,College de Rosemont (Cegep),null,Junior College,Designated,NA,2018-09-13,null,6400  16 E. Ave.,null,null,Montreal,Quebec,H1X2S9,Canada,(514) 376-1620,(514) 376-1620,(514) 376-1620
FJAQ,College de Saint-Jerome,null,Junior College,Designated,NA,2017-06-26,null,455 Rue Fournier,null,null,Saint-Jerome,Quebec,J7Z4V2,Canada,(450) 436-1580,(450) 436-1580,(450) 436-1580
FJBI,College de Saint-Laurent,null,Junior College,Designated,NA,2021-02-23,null,625 Blvd Ste-Croix,null,null,Montreal,Quebec,H4L3X7,Canada,(514) 747-6521,(514) 747-6521,(514) 747-6521
FJBM,College de Trois-Rivieres (Cegep),null,Junior College,Designated,NA,2017-03-07,null,3500 Rue De Courval,null,null,Trois-Rivieres,Quebec,G9A5E6,Canada,(819) 376-1721,(819) 376-1721,(819) 376-1721
FJCE,College de Valleyfield,null,Junior College,Designated,NA,2019-10-02,null,169 Rue Champlain,null,null,Valleyfield,Quebec,J6T1X6,Canada,5143739441,5143739441,5143739441
FJAR,College de Victoriaville-,null,Junior College,Designated,NA,2019-03-21,null,475 Notre-Dame Est,null,null,Victoriaville,Quebec,G6P4B3,Canada,(819) 758-6401,(819) 758-6401,(819) 758-6401
FJAG,Dawson College (Cegep),null,Junior College,Designated,NA,2014-02-14,null,3040 Sherbrooke Street W.,null,null,Montreal,Quebec,H3Z 1A4,Canada,5149318731,5149318731,5149318731
FJDQ,Ecole de Technologie Superieure,null,Junior College,Designated,NA,2018-03-02,null,1100 Notre Dame Street West,null,null,Montreal ,Quebec,H3C1K3,Canada,5143968800,5143968800,5143968800
FJCK,Heritage College - Cegep,null,Junior College,Designated,NA,2017-12-06,null,325- boul. Cite des Jeunes,null,null,Gatineau,Quebec,J8Y 6T3,Canada,8197782270,8197782270,8197782270
FJAM,John Abbott College (Cegep),null,Junior College,Designated,NA,2019-03-29,null,21 275 Lakeshore Rd.,null,null,Ste. Anne De Bellevue,Quebec,H9X3L9,Canada,(514) 457-6610,(514) 457-6610,(514) 457-6610
FJDF,TAV College,le Collège TAV,Junior College,Designated,NA,2017-02-09,null,6333 Decarie Boulevard ,null,null,Montreal,Quebec,H3W 3E1,Canada,(514) 731-2296,(514) 731-2296,(514) 731-2296
FJBN,Vanier College (Cegep),null,Junior College,Designated,NA,2005-09-06,null,821 St. Croix Street,null,null,Laurent,Quebec,H4L 3X9,Canada,5147447500,5147447500,5147447500
FZAC,Ecole Nationale de l'Horlogerie,null,Miscellaneous,Designated,NA,2020-12-17,null,946 Rue St Paul,null,null,Trois Rivieres,Quebec,G9A1J3,Canada,(819) 379-8057,(819) 379-8057,(819) 379-8057
FPSW,Academie de Massage Scientifique,null,Private Institution,Designated,NA,2016-10-12,null,1375 rue Janelle,null,null,Drummondville,Quebec,J2C3E4,Canada,(819) 475-1996,(819) 475-1996,(819) 475-1996
FPDP,Aviron Quebec Inc.,null,Private Institution,Designated,NA,2013-02-19,null,270 Blvd. Charest,null,null,Quebec,Quebec,G1K3H1,Canada,(418) 529-1321,(418) 529-1321,(418) 529-1321
FPFE,C.F.P. - Sorel-Tracy,null,Private Institution,Designated,NA,2016-05-02,null,2725 boul de Tracy,null,null,Sorel-Tracy,Quebec,J3R1C2,Canada,4507431285,4507431285,4507431285
FPTJ,CDI College - Pointe-Claire,null,Private Institution,Designated,NA,2012-06-29,null,1000 Boulevard Saint-Jean,Suite 500,null,Pointe-Claire,Quebec,H9R 5P1,Canada,5147820539,5147820539,5147820539
FPAF,CDI College of Business- Technology- Health Care,Collège CDI Administration- Technologie- Santé (Montréal),Private Institution,Designated,NA,2018-05-08,null,416- boulevard de,Maisonneuve Ouest,null,Montreal,Quebec,G1R5M7,Canada,5148494757,5148494757,5148494757
FPFJ,Centre de Formation Professionnelle Gabriel Rousseau,Vocational Training Center Gabriel-Rousseau,Private Institution,Designated,NA,2018-10-16,null,1155- boul Guillaume-Couture,null,null,Levis,Quebec,G6W5M6,Canada,4188390508,4188390508,4188390508
FPFI,Centre de Formation Professionnelle de 24 Juin,Centre 24-Juin,Private Institution,Designated,NA,2017-11-03,null,2955 Boulevard de lUniversite,null,null,Sherbrooke,Quebec,J1K2Y3,Canada,null,null,null
FPFH,Centre de Formation Professionnelle de l'ASBESTERIE,null,Private Institution,Designated,NA,2017-08-30,null,340 Boulevard Morin,null,null,Asbestos,Quebec,J1T3C2,Canada,8198790769,8198790769,8198790769
FPTD,Centre de Formation Rimouski-Neigette,null,Private Institution,Designated,NA,2020-12-02,null,424 Rue Ross,C.P. 3424,null,Rimouski,Quebec,G5L7P3,Canada,(418) 722-4922,(418) 722-4922,(418) 722-4922
FPAW,College CDI-Laval,CDI College,Private Institution,Designated,NA,2021-02-04,null,3 Place Laval Bureau 400,null,null,Laval- Quebec,Quebec,H7N1A2,Canada,(450) 662-9090,(450) 662-9090,(450) 662-9090
FPCY,College Inter-Dec,null,Private Institution,Designated,NA,1988-12-21,null,2000 rue Sainte Catherine W,Suite 8000,null,Montreal,Quebec,H3H 2T2,Canada,5149394444,5149394444,5149394444
