idx,facility_name,facility_type,health_authority,alternative_name,number_beds,longitude,latitude,street_addr,city,province,postal_code,phone,provider
692,Jasper Bailey,Residential Care,Interior Health,McArthur Home,,-120.3482057,50.7625069,"794-796 McArthur Drive, Kamloops BC V2B 8L9",Kamloops,BC,V2B 8L9,(778) 472-2205,Province of British Columbia
693,Allison Donovan,Residential Care,Interior Health,Quatro Home,,-120.3487029,50.7571077,"797-799 Settlement Road, Kamloops BC V2B 6J4",Kamloops,BC,V2B 6J4,(778) 472-4455,Province of British Columbia
694,Wayne Walters,Residential Care,Interior Health,Columbia Garden Care Village,34,-116.0331677,50.5076471,"800 10 Ave, Invermere BC V0A 1K0",Invermere,BC,V0A 1K0,(250) 341-3350,Province of British Columbia
695,Ben Bellows,Residential Care,Interior Health,Crest View Care Village,32,-116.5157147,49.1043599,"800 Cavell Street, Creston BC V0B 1G4",Creston,BC,V0B 1G4,(250) 428-9986,Province of British Columbia
696,Heather Dorsey,Residential Care,Interior Health,Henry M. Durand Manor,28,-116.9648163,51.2979129,"803 9 Ave S, Golden BC V0A 1H0",Golden,BC,V0A 1H0,(250) 344-3042,Province of British Columbia
697,Jesse Fowlie,Residential Care,Interior Health,Community Connections Second Street Home,,-118.2035386,51.0028573,"804 2 St W, Revelstoke BC V0E 2S0",Revelstoke,BC,V0E 2S0,(250) 837-2061,Province of British Columbia
698,Kim Donn,Residential Care,Interior Health,Solly Court,,-119.3828911,49.898764,"810 Solly Court, Kelowna BC V1X 5W8",Kelowna,BC,V1X 5W8,(250) 765-3721,Province of British Columbia
699,Arlene DeWilde,Residential Care,Interior Health,Rose Wood Village,46,-117.6366632,49.0929297,"8125 Devito Dr, Trail BC V1R 4X9",Trail,BC,V1R 4X9,(250) 364-3150,Province of British Columbia
700,Kendra Kruger,Residential Care,Interior Health,Swan Valley Lodge-30,30,-116.5153237,49.0979122,"818 Vancouver St, Creston BC V0B 1G0",Creston,BC,V0B 1G0,(250) 428-2283,Province of British Columbia
701,Charlotte Robertson,Residential Care,Interior Health,Piccadilly Care Center,59,-119.2955552,50.6929509,"821 10 Ave SW, Salmon Arm BC V1E 1T2",Salmon Arm,BC,V1E 1T2,(250) 804-1676,Province of British Columbia
702,Valerie Hruschak,Residential Care,Interior Health,Top of the World Ranch Treatment Centre,,-115.6682155,49.6909063,"8350 Holmes Rd, Fort Steele BC V0B 1N0",Fort Steele,BC,V0B 1N0,(250) 426-6306,Province of British Columbia
703,Nikki Malakoff,Residential Care,Interior Health,Silverbirch House,,-117.6669025,49.3176591,"839 Silverbirch Lane, Castlegar BC V1N 1E6",Castlegar,BC,V1N 1E6,(250) 365-2776,Province of British Columbia
704,Heather Bryan,Residential Care,Interior Health,Orcrest Group Home,,-120.3438216,50.7750075,"860 Orcrest Dr, Kamloops BC V2B 6T2",Kamloops,BC,V2B 6T2,(250) 579-9354,Province of British Columbia
705,Nicole Knight,Residential Care,Interior Health,"880 Elder Road, Kamloops",,-120.3533734,50.7606871,"880 Elder Road, Kamloops BC V2B 6K8",Kamloops,BC,V2B 6K8,(778) 765-2284,Province of British Columbia
706,Billie-Jo Askeland,Residential Care,Interior Health,Mariposa Gardens,109,-119.4770583,49.034727,"8816 97 St, Osoyoos BC V0H 1V5",Osoyoos,BC,V0H 1V5,(250) 495-8124,Province of British Columbia
707,Ken Vaughn-Evans,Residential Care,Interior Health,Orchard House,,-116.5139028,49.0876669,"901 Erickson St, Creston BC V0B 1G3",Creston,BC,V0B 1G3,(250) 428-2718,Province of British Columbia
708,Trina Heerschop,Residential Care,Interior Health,35th Avenue Home,,-119.2444167,50.2672433,"902 35 Ave, Vernon BC V1T 2R3",Vernon,BC,V1T 2R3,(250) 308-4383,Province of British Columbia
709,Jesse Fowlie,Residential Care,Interior Health,Community Connections Eighth Street Home,,-118.1896244,50.9881554,"904 8 St, Revelstoke BC V0E 2S0",Revelstoke,BC,V0E 2S0,(250) 837-4427,Province of British Columbia
710,Tami Turner,Residential Care,Interior Health,Mountain Lake Seniors Community Ltd.,92,-117.2656912,49.5085719,"908 11 Street, Nelson BC V1L 7A6",Nelson,BC,V1L 7A6,(250) 352-2600,Province of British Columbia
711,Kristin Lockhart,Residential Care,Interior Health,McKim Cottage,,-117.2672021,49.5083042,"916 11 St, Nelson BC V1L 7A6",Nelson,BC,V1L 7A6,(250) 352-2022,Province of British Columbia
712,Aimee Droder,Residential Care,Interior Health,Ridgeview Lodge,129,-120.3931349,50.7034311,"920 Desmond Street, Kamloops BC V2B 5K6",Kamloops,BC,V2B 5K6,(250) 376-3131,Province of British Columbia
713,Sian Lewis,Residential Care,Interior Health,Phoenix Centre,,-120.3363635,50.6693527,"922 3 Ave, Kamloops BC V2C 6W5",Kamloops,BC,V2C 6W5,(250) 374-4634,Province of British Columbia
714,Anne Winters,Residential Care,Interior Health,David Lloyd Jones Home,64,-119.4815286,49.8869221,"934 Bernard Ave, Kelowna BC V1Y 6P8",Kelowna,BC,V1Y 6P8,(250) 762-2706,Province of British Columbia
715,Megan Delf,Residential Care,Interior Health,Mountain View Lodge,22,-121.9396427,50.689413,"951 Murray Street, Lillooet BC V0K 1V0",Lillooet,BC,V0K 1V0,(250) 256-1312,Province of British Columbia
716,Michele Myers,Residential Care,Interior Health,A New Tomorrow,,-120.367559,50.7030602,"966 966 10th St, Kamloops BC V2B 1V2",Kamloops,BC,V2B 1V2,(778) 257-6007,Province of British Columbia
717,Angie Dambrowitz,Residential Care,Interior Health,Country Squire Retirement Villa,,-119.4731812,49.0422212,"9705 87 Street N, Osoyoos BC V0H 1V2",Osoyoos,BC,V0H 1V2,(250) 495-6568,Province of British Columbia
718,Erika Robinson,Residential Care,Interior Health,Ridgewood Lodge,37,-120.5264897,49.4543189,"98 Ridgewood Dr, Princeton BC V0X 1W0",Princeton,BC,V0X 1W0,(250) 295-3233,Province of British Columbia
719,Shannon Ballas,Residential Care,Interior Health,iRecover Okanagan,,-119.1081637,50.2331662,"9816 School Rd, Coldstream BC V1B 3C7",Coldstream,BC,V1B 3C7,(250) 545-3617,Province of British Columbia
720,Laryssa Wolansky,Residential Care,Interior Health,Cardinal House,,-119.2953338,50.2622284,"A & B 4212 28 Ave, Vernon BC V1T 1X6",Vernon,BC,V1T 1X6,(250) 558-0349,Province of British Columbia
721,Thompson Community Services,Residential Care,Island Health,1985 Treelane,,-125.2737183,50.0257667,1985 Treelane Rd,Campbell River,BC,V9W 4G1,(250-287-8883),Province of British Columbia
722,Thompson Community Services,Residential Care,Island Health,1990 Treelane,,-125.2737796,50.0262975,1990 Treelane Rd,Campbell River,BC,V9W 4E8,(250)287-8883,Province of British Columbia
723,Pacific Coast Community Resources,Residential Care,Island Health,619 Anderton,,-124.9354547,49.6857448,619 Anderton Rd,Comox,BC,V9M 2J1,(236)269-2038,Province of British Columbia
724,Valley Integration To Active Living (V.I.T.A.L.),Residential Care,Island Health,Abbott House,,-123.7143617,48.8502463,7109 Westholme Rd,Duncan,BC,V9L 6B4,(250)748-9958,Province of British Columbia
725,Acacia Ty Mawr Holdings Ltd.,Residential Care,Island Health,Acacia Ty Mawr,35,-123.6241103,48.6494501,2655 Shawnigan Lake Rd E,Shawnigan Lake,BC,V0R 2W0,(250)743-2124,Province of British Columbia
726,Mary Marcoux,Residential Care,Island Health,Amadeus Residence,,-123.5382256,48.392344,842 Pears Rd,Victoria,BC,V9C 4A2,(250)474-8852,Province of British Columbia
727,Kardel Consulting Services Inc.,Residential Care,Island Health,Amelia House,,-123.4037832,48.6589243,2316 Amelia Ave,Sidney,BC,V8L 2H9,(250)655-9111,Province of British Columbia
728,Amica Mature Lifestyles,Residential Care,Island Health,Amica Douglas House,39,-123.369556,48.4106234,50 Douglas St,Victoria,BC,V8V 2N8,(250)383-6258,Province of British Columbia
729,Amica on the Gorge Inc.,Residential Care,Island Health,Amica On The Gorge,78,-123.4194668,48.4533074,994 Gorge Rd W,Victoria,BC,V9A 1P2,(250)220-8000,Province of British Columbia
730,Rebecca M. de Aro,Residential Care,Island Health,Apple Gate Respite Home,,-125.2254014,49.9616451,710 Applegate Rd,Campbell River,BC,V9W 7A2,(250)923-8519,Province of British Columbia
731,J. Garnons Williams Ltd.,Residential Care,Island Health,Applecross,,-124.0428252,49.2418921,6408 Dover Rd,Nanaimo,BC,V9V 1A7,(250)390-0580,Province of British Columbia
732,Shekinah Homes Society,Residential Care,Island Health,Arc En Ciel,,-123.3854005,48.4473049,3114 Irma St,Victoria,BC,V9A 1S8,(250)595-2451,Province of British Columbia
733,Arrowsmith Health Care ( 2011) Society,Residential Care,Island Health,Arrowsmith Lodge,75,-124.3236216,49.3161292,266 Moilliet St,Parksville,BC,V9P 1M9,(250)248-4331,Province of British Columbia
734,Nanaimo Memory Care Partnership,Residential Care,Island Health,Avenir Memory Care At Nanaimo,83,-124.0252648,49.2145964,4989 Wills Rd,Nanaimo,BC,V9T 2K4,(250)585-3788,Province of British Columbia
735,Sooke Elderly Citizens Housing Society,Residential Care,Island Health,Ayre Manor,31,-123.7275791,48.3772565,6764 Ayre Rd,Sooke,BC,V9Z 1K1,(250)642-1750,Province of British Columbia
736,Beacon Hill Seniors Village 3 LLP,Residential Care,Island Health,Beacon Hill Villa,80,-123.3670916,48.4180655,635 Superior St,Victoria,BC,V8V 1V1,(250)383-5447,Province of British Columbia
737,Broadmead Care Society,Residential Care,Island Health,Beckley Farm Lodge,65,-123.3724403,48.4150329,530 Simcoe St,Victoria,BC,V8V 4W4,(250)381-4421,Province of British Columbia
738,Independent Living Housing Society,Residential Care,Island Health,Bed & Breakfast,,-123.3677228,48.4607815,910 Easter Rd,Victoria,BC,V8X 2Z8,(250)475-2182,Province of British Columbia
739,Berwick Investments Ltd.,Residential Care,Island Health,Berwick House,41,-123.3336487,48.4755032,4062 Shelbourne St,Victoria,BC,V8N 3E6,(250)721-4062,Province of British Columbia
740,Berwick Investments Ltd.,Residential Care,Island Health,Berwick On The Lake,36,-124.0036075,49.2100736,3201 Ross Rd,Nanaimo,BC,V9T 6L9,(250)729-7995,Province of British Columbia
741,Berwick Retirement Royal Oak Ltd.,Residential Care,Island Health,Berwick Royal Oak,28,-123.3874866,48.5031019,4680 Elk Lake Dr,Victoria,BC,V8Z 0B4,(250)386-4680,Province of British Columbia
742,Pacific Coast Community Resources Inc.,Residential Care,Island Health,Blenkinsop Home,,-123.3503798,48.4659403,3924 Blenkinsop Rd,Victoria,BC,V8P 3P5,(250)590-4436,Province of British Columbia
743,Beacon Community Association,Residential Care,Island Health,Brentwood House,17,-123.4509233,48.5794251,1167 Stelly's Cross Rd,Brentwood Bay,BC,V8M 1H4,(250)652-0634,Province of British Columbia
744,Victoria Association for Community Living,Residential Care,Island Health,Brock Home,,-123.5100651,48.4545558,1015 Springboard Pl,Victoria,BC,V9B 3E2,(250)478-9197,Province of British Columbia
745,Barrett and Mak Programs Inc.,Residential Care,Island Health,Burde Street Residence,,-124.7788388,49.2416144,3338 Burde St,Port Alberni,BC,V9Y 0A5,(250)724-1607,Province of British Columbia
746,Victoria Association for Community Living,Residential Care,Island Health,Burnside Home,,-123.3707565,48.4426579,595 Burnside Rd W,Victoria,BC,V8Z 1M7,(250)727-9534,Province of British Columbia
747,Clements Centre Society,Residential Care,Island Health,Campbell Street Group Home,,-123.6883723,48.7777614,346 Campbell St,Duncan,BC,V9L 3H8,(250)748-5219,Province of British Columbia
748,BeConnected Support Services Ltd.,Residential Care,Island Health,Carey House,,-123.4007389,48.4825801,4241 Carey Rd,Victoria,BC,V8Z 4H1,(250)727-0545,Province of British Columbia
749,Iona Sadlemyer,Residential Care,Island Health,Cartref,,-123.3428769,48.4737691,4024 Livingstone Ave N,Victoria,BC,V8N 5Z5,(250)721-2620,Province of British Columbia
750,Nanaimo Association For Community Living,Residential Care,Island Health,Caspers Way Home,,-123.977657,49.1776058,1647 Caspers Way,Nanaimo,BC,V9S 1K2,(250)741-0214,Province of British Columbia
751,0732029 BC Limited,Residential Care,Island Health,Cedars At Cobble Hill,,-123.6024013,48.6969509,3741 Holland Ave,Cobble Hill,BC,V0R 1L0,(250)733-2006,Province of British Columbia
752,Pacific Coast Community Resources Inc.,Residential Care,Island Health,Central Saanich House,,-123.4030704,48.5632637,6661 Central Saanich Rd,Saanichton,BC,V8Z 5V1,(250)652-6434,Province of British Columbia
753,Cerwydden Care Centre Partnership,Residential Care,Island Health,Cerwydden Care Centre,56,-123.7330884,48.7901287,3243 Cowichan Lake Rd,Duncan,BC,V9L 4B8,(250)746-4432,Province of British Columbia
754,CSH (Malaspina Gardens) LP,Residential Care,Island Health,Chartwell Malaspina Care Residence,136,-123.9248236,49.1298634,100 Eleventh St,Nanaimo,BC,V9R 6R6,(250)754-7711,Province of British Columbia
755,Roberta Schenker,Residential Care,Island Health,Chestnut House,,-123.5982066,48.7309792,4504 Chestnut Rd,Cowichan Bay,BC,V0R 1N2,(250)748-6103,Province of British Columbia
756,Thompson Community Services Inc.,Residential Care,Island Health,Clayton House,,-123.4621866,48.6804434,875 Clayton Rd,North Saanich,BC,V8L 5M3,(778)351-0565,Province of British Columbia
757,Clover Point Lodge Ltd.,Residential Care,Island Health,Clover Point Care,16,-123.3542325,48.4096733,90 Linden Ave,Victoria,BC,V8V 4C8,(250)590-7885,Province of British Columbia
758,Communitas Supportive Care Society,Residential Care,Island Health,Colwyn House,,-125.2430433,50.0164341,517 Colwyn St,Campbell River,BC,V9W 2W8,(250)287-3677,Province of British Columbia
759,Courtenay Seniors Village 3LLP,Residential Care,Island Health,Comox Valley Seniors Village,136,-124.9930277,49.7023661,4640 Headquarters Rd,Courtenay,BC,V9N 7J3,(250)331-1183,Province of British Columbia
760,Vancouver Island Health Authority,Residential Care,Island Health,Cowichan Hospice House,,-123.7110724,48.7849551,250 Cairnsmore St,Duncan,BC,V9L 4H2,(250)709-3080,Province of British Columbia
761,Craigdarroch Care Home Ltd.,Residential Care,Island Health,Craigdarroch Care Home,18,-123.3453412,48.4229423,1048 Craigdarroch Rd,Victoria,BC,V8W 3C8,(250)595-3813,Province of British Columbia
762,The Cridge Centre For The Family,Residential Care,Island Health,"Cridge Brain Injury Residence, The",,-123.4145897,48.4750919,1251 Santa Rosa Ave,Victoria,BC,V8Z 2V5,(250)479-5299,Province of British Columbia
763,Vancouver Island Health Authority,Residential Care,Island Health,Cumberland Lodge,66,-125.0311371,49.6216348,2696 Windermere Ave,Cumberland,BC,V0R 1S0,(250)331-8505,Province of British Columbia
764,Evelyn Carruthers,Residential Care,Island Health,Cummings Home,6,-124.9536777,49.6903919,1926 Cummings Rd,Courtenay,BC,V9N 9G6,(250)897-0075,Province of British Columbia
765,Deertrail Cottage Inc.,Residential Care,Island Health,Deertrail Cottage,9,-123.6499628,48.8385328,1711 Escarpment Way,Duncan,BC,V9L 5W7,(250)746-9641,Province of British Columbia
766,Discovery Harbour Care Centre Partnership,Residential Care,Island Health,Discovery Harbour Care Centre,142,-125.2537651,50.0297507,850 14th Ave,Campbell River,BC,V9W 4H4,(250)287-7166,Province of British Columbia
767,Valley Integration To Active Living (V.I.T.A.L.),Residential Care,Island Health,Dogwood House,,-123.7178739,48.7812258,353 Dogwood Pl,Duncan,BC,V9L 1H5,(250)748-7112,Province of British Columbia
768,Niagara Care Community Ltd.,Residential Care,Island Health,Douglas Care Community,28,-123.3702758,48.4110201,657 Niagara St,Victoria,BC,V8V 1J1,(250)383-9011,Province of British Columbia
769,Vancouver Island Autistic Homes Society,Residential Care,Island Health,Douglas House,,-123.3853288,48.4795951,4171 Douglas St,Victoria,BC,V8X 3Y7,(778)430-5337,Province of British Columbia
770,Dover Home Care Inc.,Residential Care,Island Health,Dover House Intermediate Care Facility,24,-124.0339629,49.234142,6155 Hammond Bay Rd,Nanaimo,BC,V9T 5M4,(250)756-4222,Province of British Columbia
771,Kardel Consulting Services Inc.,Residential Care,Island Health,Dustin House,,-123.3766182,48.5150696,4967 Dustin Crt,Victoria,BC,V8Y 3B5,(250)658-1491,Province of British Columbia
772,Dwelling Place Health Care Services Ltd.,Residential Care,Island Health,Dwelling Place,14,-124.0151831,49.1998154,2630 Labieux Rd,Nanaimo,BC,V9T 3N1,(250)756-3008,Province of British Columbia
773,Island Community Mental Health Association,Residential Care,Island Health,Eagle Rock Heights,,-123.3682653,48.4665573,972 Greenridge Cres,Victoria,BC,V8X 3B9,(250)727-0241,Province of British Columbia
774,Nanaimo Travellers Lodge Society,Residential Care,Island Health,Eden Gardens,130,-123.9831258,49.1918276,1917 Northfield Rd,Nanaimo,BC,V9S 3B6,(250)758-4676,Province of British Columbia
775,Edgewood Holdings 2013 Ltd.,Residential Care,Island Health,Edgewood,,-123.9974744,49.189754,2121 Boxwood Rd,Nanaimo,BC,V9S 4L2,(250)751-0111,Province of British Columbia
776,Shekinah Homes Society,Residential Care,Island Health,Elivan,,-123.3844489,48.4471822,3127 Irma St,Victoria,BC,V9A 1S9,(778)433-5626,Province of British Columbia
777,Evergreen Seniors Home Inc.,Residential Care,Island Health,Evergreen Seniors Home,70,-125.2480244,50.0071448,635 Evergreen Rd,Campbell River,BC,V9W 3R7,(250)286-7274,Province of British Columbia
778,Integra Support Services Ltd.,Residential Care,Island Health,Fairway Home,,-123.4937434,48.4461636,670 Fairway Ave,Victoria,BC,V9B 2R5,(250)478-9863,Province of British Columbia
779,Independent Living Housing Society,Residential Care,Island Health,Feltham,,-123.3258787,48.4758034,1765 Feltham Rd,Victoria,BC,V8N 2A4,(250)477-6648,Province of British Columbia
780,Alberni Clayoquot Continuing Care Society,Residential Care,Island Health,Fir Park Village,66,-124.7955959,49.2600306,4411 Wallace St,Port Alberni,BC,V9Y 7Y5,(250)724-6541,Province of British Columbia
781,BeConnected Support Services Ltd.,Residential Care,Island Health,Forrester House,,-123.3221765,48.4438946,1998 Forrester St,Victoria,BC,V8R 3H1,(250)592-4461,Province of British Columbia
782,Gate House Adult Care Ltd.,Residential Care,Island Health,Gate House Adult Care,4,-123.5978302,48.681255,3380 Cobble Hill Rd,Cobble Hill,BC,V0R 1L0,(250)743-4913,Province of British Columbia
783,Future Focus Program Services,Residential Care,Island Health,Gatehouse,,-124.9862519,49.7129894,2847 Gatehouse Pl,Courtenay,BC,V9N 8S1,(250)871-2244,Province of British Columbia
784,Columbian Centre Society,Residential Care,Island Health,Gateway House,,-123.9993665,49.1967586,2356 Rosstown Rd,Nanaimo,BC,V9T 3R7,(250)758-8711,Province of British Columbia
785,Port Alberni Association For Community Living,Residential Care,Island Health,Gilley Residence,,-124.380275,49.3419689,1357 Gilley Cres,Parksville,BC,V2P 1X2,(250)594-0071,Province of British Columbia
786,Glacier View Lodge Society,Residential Care,Island Health,Glacier View Lodge,102,-124.9618356,49.6886798,2450 Back Rd,Courtenay,BC,V9N 9G8,(250)338-1451,Province of British Columbia
787,The Ita Wegman Association of B.C.,Residential Care,Island Health,Glenora Farm - Farm House,,-123.7788194,48.7430774,4766 Waters Rd,Duncan,BC,V9L 6S9,(250)715-1559,Province of British Columbia
788,The Ita Wegman Association of B.C.,Residential Care,Island Health,Glenora Farm 1 (Big House),,-123.7788194,48.7430774,4766 Waters Rd,Duncan,BC,V9L 6S9,(250)715-1559,Province of British Columbia
789,The Ita Wegman Association of B.C.,Residential Care,Island Health,Glenora Farm 2 (Helios House),,-123.7788194,48.7430774,4766 Waters Rd,Duncan,BC,V9L 6S9,(250)715-1559,Province of British Columbia
790,The Ita Wegman Association of B.C.,Residential Care,Island Health,Glenora Farm 3 (Corwyn House),,-123.7788194,48.7430774,4766 Waters Rd,Duncan,BC,V9L 6S9,(250)715-1559,Province of British Columbia
791,1175722 B.C. Ltd,Residential Care,Island Health,Golden Grove Care Facility,6,-125.206101,49.9486851,130 Strathcona Way,Campbell River,BC,V9H 0B1,(250)923-7049,Province of British Columbia
792,Victoria Association for Community Living,Residential Care,Island Health,Gorge View Home,,-123.3923411,48.4465291,2972 Wascana St,Victoria,BC,V9H 1V7,(250)595-2821,Province of British Columbia
793,Thompson Community Services Inc.,Residential Care,Island Health,Grant House,,-123.7478277,48.3742721,7134 Grant Rd,Sooke,BC,V9Z 0N6,(778)352-0223,Province of British Columbia
794,Vancouver Island Autistic Homes Society,Residential Care,Island Health,Greenlea Group Home,,-123.3933629,48.4948246,758 Greenlea Dr,Victoria,BC,V8Z 3E6,(250)744-1334,Province of British Columbia
795,Island Community Mental Health Association,Residential Care,Island Health,Greenridge Place,,-123.3686344,48.4664763,970 Greenridge Cres,Victoria,BC,V8X 3B9,(250)727-3227,Province of British Columbia
796,Greenwoods Eldercare Society,Residential Care,Island Health,Greenwoods,51,-123.5099952,48.8619107,133 Blain Rd,Salt Spring Island,BC,V8K 1Z9,(250)537-5561,Province of British Columbia
797,Pacific Coast Community Resources Inc.,Residential Care,Island Health,Grosvenor House,,-123.3466776,48.4424101,2825 Grosvenor Rd,Victoria,BC,V8M 3M8,(250)383-9175,Province of British Columbia
798,Thompson Community Services Inc.,Residential Care,Island Health,Haida House,,-123.5031964,48.4243482,3311 Haida Dr,Victoria,BC,V9C 3V1,(778)265-2580,Province of British Columbia
799,Carmichael Enterprises Youth Residential Program Ltd.,Residential Care,Island Health,Hammond Place,,-123.9864367,49.2315533,4930 Hammond Bay Rd,Nanaimo,BC,V9T 5B4,(250)751-8773,Province of British Columbia
800,Shekinah Homes Society,Residential Care,Island Health,Happy Rock,,-123.3941232,48.4492152,3034 Donald St,Victoria,BC,V9A 1Y2,(250)592-2863,Province of British Columbia
801,HD Management Inc.,Residential Care,Island Health,Harmony House,4,-124.0021768,49.1667893,2316 Arbot Rd,Nanaimo,BC,V9R 6S8,(250)753-2316,Province of British Columbia
802,Hart House Inc.,Residential Care,Island Health,Hart House,22,-123.325381,48.4154053,1961 Fairfield Rd,Victoria,BC,V8W 3C8,(250)598-3542,Province of British Columbia
803,Independent Living Housing Society,Residential Care,Island Health,Hawthorne,,-123.3304573,48.4877589,1610 Hawthorne St,Victoria,BC,V8N 2M4,(250)721-4065,Province of British Columbia
804,Kardel Consulting Services Inc.,Residential Care,Island Health,Henry House,,-123.4012506,48.6534717,2374 Henry Ave,Sidney,BC,V8L 2B5,(250)655-3330,Province of British Columbia
805,Pacific Coast Community Resources,Residential Care,Island Health,Hillside House,,-124.0018651,49.2171006,3509 Hillside Ave,Nanaimo,BC,V9T 2Y9,(250),Province of British Columbia
806,Homewood Health Inc.,Residential Care,Island Health,Homewood Ravensview,,-123.4377416,48.6244458,1515 Mctavish Rd,North Saanich,BC,V8L 3Y3,(250)510-9092,Province of British Columbia
807,Campbell River & District Association for Community Living,Residential Care,Island Health,Hoover Rd. Home,,-125.1426609,49.8730957,2429 Hoover Rd,Campbell River,BC,V9W 1C5,(250)923-6901,Province of British Columbia
808,1222424 BC Ltd.,Residential Care,Island Health,Island View Place Care,19,-123.4029657,48.5730254,7013 E Saanich Rd,Saanichton,BC,V8M 1Y3,(250)652-1706,Province of British Columbia
809,KDJ Alliances Holdings Ltd.,Residential Care,Island Health,Island Way Group Home,,-124.0033172,49.1983176,201 Burlwood Pl,Nanaimo,BC,V9T 4N2,(250)756-9756,Province of British Columbia
810,AXR Operating (BC) GP Inc.,Residential Care,Island Health,James Bay Care Centre,115,-123.376914,48.4173083,336 Simcoe St,Victoria,BC,V8V 1L2,(250)388-6457,Province of British Columbia
811,Western Human Resource Corp.,Residential Care,Island Health,Jedburgh Group Home,,-123.4424864,48.4582572,29 Jedburgh Rd,Victoria,BC,V9B 1K7,(250)727-2872,Province of British Columbia
812,Victoria Association for Community Living,Residential Care,Island Health,Jeffree Home,,-123.4222562,48.601164,1867 Jeffree Rd,Saanichton,BC,V8M 1K5,(250)652-1876,Province of British Columbia
813,Pacific Coast Community Resources Inc.,Residential Care,Island Health,Jersey Road Home,,-123.3720978,48.5253631,5191 Jersey Rd,Victoria,BC,V8Y 2G9,(250)658-0297,Province of British Columbia
814,Campbell River & District Association for Community Living,Residential Care,Island Health,Jesmar Place Group Home,,-125.2443005,50.005402,435 Jesmar Pl,Campbell River,BC,V9W 5J9,(250)830-0887,Province of British Columbia
815,Nanaimo Association For Community Living,Residential Care,Island Health,Jinglepot Residence,,-124.0255624,49.2053366,4224 Jingle Pot Rd,Nanaimo,BC,V9T 5P5,(250)756-2599,Province of British Columbia
816,L'Arche Comox Valley,Residential Care,Island Health,Jubilee House,,-124.9906283,49.6803686,534 19th St,Courtenay,BC,V9N 2B1,(250)334-3774,Province of British Columbia
817,J. Garnons Williams Ltd.,Residential Care,Island Health,Kaitlyn's Way Home,,-124.0369436,49.2131709,5244 Kaitlyns Way,Nanaimo,BC,V9T 5W1,(250)756-4352,Province of British Columbia
818,Keeping House Care Facility Ltd.,Residential Care,Island Health,Keeping House,10,-123.99689,49.1714997,2263 Jingle Pot Rd,Nanaimo,BC,V9R 6W2,(250)716-1920,Province of British Columbia
819,Nanaimo Association For Community Living,Residential Care,Island Health,Kennedy Home,,-123.9446498,49.1612043,407 Kennedy St,Nanaimo,BC,V9R 2J4,(250)754-2255,Province of British Columbia
820,Nanaimo District Senior Citizens Housing Development Society,Residential Care,Island Health,Kiwanis Village Lodge,75,-123.9679068,49.1861839,1221 Kiwanis Cres,Nanaimo,BC,V9S 5Y1,(250)753-6471,Province of British Columbia
821,Kardel Consulting Services Inc.,Residential Care,Island Health,Lakes Road Home,,-123.6830845,48.7989678,6284 Lakes Rd,Duncan,BC,V9L 4S6,(250)715-0609,Province of British Columbia
822,Western Human Resource Corp.,Residential Care,Island Health,Lands End Home,,-123.4175001,48.6856879,1995 Lands End Rd,North Saanich,BC,V8L 5J2,(250)656-0777,Province of British Columbia
823,Campbell River & District Association for Community Living,Residential Care,Island Health,Lannan Road Residence,,-124.9361976,49.7087168,2046 Lannan Rd,Comox,BC,V9M 3Z6,(250)339-6802,Province of British Columbia
824,Victoria Association for Community Living,Residential Care,Island Health,Lindsay Home,,-123.3952548,48.4911471,754 Lindsay St,Victoria,BC,V8Z 3E1,(250)479-2478,Province of British Columbia
825,Estelle Brilling & Bernie Brilling,Residential Care,Island Health,"Little Mountain Manor, Inc.",8,-124.3286943,49.297904,959 Little Mountain Rd,Parksville,BC,V9P 2C3,(250)248-4591,Province of British Columbia
826,Integra Support Services Ltd.,Residential Care,Island Health,Lucas Home,,-123.373936,48.4779969,909 Lucas Ave,Victoria,BC,V8X 4M7,(250)590-3172,Province of British Columbia
827,Luther Court Society,Residential Care,Island Health,Luther Court,60,-123.3364271,48.4619202,1525 Cedar Hill X Rd,Victoria,BC,V8P 5M1,(250)477-7241,Province of British Columbia
828,Thompson Community Services Inc.,Residential Care,Island Health,Luxton Home,,-123.5341518,48.419041,3522 Luxton Rd,Victoria,BC,V9C 0K6,(778)440-5850,Province of British Columbia
829,Western Human Resource Corp.,Residential Care,Island Health,Mainwaring,,-123.4154788,48.6249708,8950 Mainwaring Rd,North Saanich,BC,V8L 1J7,(250)655-1215,Province of British Columbia
830,Malaspina Community Resources Services Ltd.,Residential Care,Island Health,Malaspina Residence,,-124.9927014,49.6786877,2028 Cedar Cres,Courtenay,BC,V9N 3B6,(250)334-9996,Province of British Columbia
831,Port Alberni Association For Community Living,Residential Care,Island Health,Maple Street Residence,,-124.8084067,49.2711362,5537 Maple St,Port Alberni,BC,V9Y 8H4,(250)724-7340,Province of British Columbia
832,Clements Centre Society,Residential Care,Island Health,Marchmont Place,,-123.7247109,48.7929963,6124 Ryall Rd,Duncan,BC,V9L 2H7,(250)746-5124,Province of British Columbia
833,Victoria Association for Community Living,Residential Care,Island Health,Marin Park,,-123.4513407,48.5714563,1166 Marin Park Dr,Brentwood Bay,BC,V8M 1E8,(250)652-9996,Province of British Columbia
