,idx,facility_name,facility_type,alternative_name,longitude,latitude,street_addr,city,province,postal_code,provider,filename
8338,8338,Respect Rx Byward Market,Pharmacy,,-75.6852006349999,45.428857657,306 Rideau Street,Ottawa,ON,K1N5Y5,Province of Ontario,ON_healthcare_facilities.csv
8339,8339,Clear View Pharmacy,Pharmacy,,-79.650565656,43.499301546,1140 Winston Churchill Boulevard,Oakville,ON,L6J0A3,Province of Ontario,ON_healthcare_facilities.csv
8340,8340,Pharmasave,Pharmacy,,-79.734601707,43.77306559,75 Braydon Boulevard,Brampton,ON,L6P2S4,Province of Ontario,ON_healthcare_facilities.csv
8341,8341,Brampton Lifecare Pharmacy,Pharmacy,,-79.7163356,43.7587290880001,2740 North Park Drive,Brampton,ON,L6S0E9,Province of Ontario,ON_healthcare_facilities.csv
8342,8342,Shoppers Drug Mart #848,Pharmacy,,-79.415795805,43.7790203060001,5576 Yonge Street,Toronto,ON,M2N5S2,Province of Ontario,ON_healthcare_facilities.csv
8343,8343,Nipissing Manor Nursing Care,Pharmacy,,-79.291975602,46.2616200310001,R.R. 1,Corbeil,ON,P0H1K0,Province of Ontario,ON_healthcare_facilities.csv
8344,8344,Queens Pharmacy Ltd,Pharmacy,,-75.5654623949999,45.4318797620001,110 Bearbrook Road,Ottawa,ON,K1B5R2,Province of Ontario,ON_healthcare_facilities.csv
8345,8345,Lakeland Long Term Care,Pharmacy,,-80.0170191449999,45.3410483430001,6 Albert Street,Parry Sound,ON,P2A3A4,Province of Ontario,ON_healthcare_facilities.csv
8346,8346,Medical Access Care Pharmacy,Pharmacy,,-80.750069272,43.1441934310001,729 Devonshire Avenue,Woodstock,ON,N4S5R3,Province of Ontario,ON_healthcare_facilities.csv
8347,8347,Cure Ida Pharmacy,Pharmacy,,-79.23763495,43.7922553160001,1585 Markham Road,Toronto,ON,M1B2W1,Province of Ontario,ON_healthcare_facilities.csv
8348,8348,Wellesley Central Place,Pharmacy,,-79.375289283,43.667095288,160 Wellesley Street East,Toronto,ON,M4Y1J2,Province of Ontario,ON_healthcare_facilities.csv
8349,8349,Top Health Apothecary,Pharmacy,,-80.221939543,43.567080531,235 Starwood Drive,Guelph,ON,N1E7M5,Province of Ontario,ON_healthcare_facilities.csv
8350,8350,Legend Pharmacy,Pharmacy,,-80.274319622,43.1441770540001,150 Brant Avenue,Brantford,ON,N3T3H7,Province of Ontario,ON_healthcare_facilities.csv
8351,8351,Arc Pharmacy,Pharmacy,,-79.707178579,43.557479653,2520 Eglinton Avenue West,Mississauga,ON,L5M0Y2,Province of Ontario,ON_healthcare_facilities.csv
8352,8352,Drugstore Pharmacy 4276,Pharmacy,,-79.250228158,43.8387469240001,7075 Markham Road,Markham,ON,L3S3J9,Province of Ontario,ON_healthcare_facilities.csv
8353,8353,Alliance Drugs Pharmacy,Pharmacy,,-79.7884252759999,43.233056692,360 Queenston Road,Hamilton,ON,L8K1H9,Province of Ontario,ON_healthcare_facilities.csv
8354,8354,Lakeside Pharmacy,Pharmacy,,-79.4892723139999,43.614268673,2438 Lake Shore Boulevard West,Toronto,ON,M8V1C4,Province of Ontario,ON_healthcare_facilities.csv
8355,8355,Welland Life Compounding Phcy,Pharmacy,,-79.2391841799999,42.9744365710001,838 Ontario Road,Welland,ON,L3B5E2,Province of Ontario,ON_healthcare_facilities.csv
8356,8356,Shoppers Simply Pharmacy #3003,Pharmacy,,-75.693285536,45.4155174540001,267 O'connor Street,Ottawa,ON,K2P1V3,Province of Ontario,ON_healthcare_facilities.csv
8357,8357,M-Line Pharmacy,Pharmacy,,-79.887386106,43.212987384,1289 Upper James Street,Hamilton,ON,L9C3B3,Province of Ontario,ON_healthcare_facilities.csv
8358,8358,Shoppers Drug Mart #620,Pharmacy,,-75.6636487229999,45.369793347,1180 Walkley Road,Ottawa,ON,K1V2M5,Province of Ontario,ON_healthcare_facilities.csv
8359,8359,Shoppers Drug Mart #1527,Pharmacy,,-75.668446725,45.3791302490001,1582 Bank Street,Ottawa,ON,K1H7Z5,Province of Ontario,ON_healthcare_facilities.csv
8360,8360,Churchill Meadows Pharmacy,Pharmacy,,-79.7146651799999,43.5453730510001,3050 Artesian Drive,Mississauga,ON,L5M7P5,Province of Ontario,ON_healthcare_facilities.csv
8361,8361,Shoppers Drug Mart #629,Pharmacy,,-75.671961424,45.350666344,3310 Mccarthy Road,Ottawa,ON,K1V9S1,Province of Ontario,ON_healthcare_facilities.csv
8362,8362,Medcen Pharmacy,Pharmacy,,-81.2321807069999,42.9624289760001,339 Wellington Road South,London,ON,N6C5Z9,Province of Ontario,ON_healthcare_facilities.csv
8363,8363,Drugstore Pharmacy 4277,Pharmacy,,-80.9676833729999,44.5633068660001,1020 10th Street West,Owen Sound,ON,N4K5S1,Province of Ontario,ON_healthcare_facilities.csv
8364,8364,Watford Nursing Home,Pharmacy,,-81.88560481,42.9521671420001,344 Victoria Street,Watford,ON,N0M2S0,Province of Ontario,ON_healthcare_facilities.csv
8365,8365,Shoppers Drug Mart 643,Pharmacy,,-75.751264143,45.268229826,3781 Strandherd Drive,Ottawa,ON,K2J5M4,Province of Ontario,ON_healthcare_facilities.csv
8366,8366,Shoppers Drug Mart #980,Pharmacy,,-79.3182160759999,43.798482414,2900 Warden Avenue,Toronto,ON,M1W2S8,Province of Ontario,ON_healthcare_facilities.csv
8367,8367,Drugstore Pharmacy 4275,Pharmacy,,-76.962651856,44.2586964000001,450 Centre Street North,Napanee,ON,K7R1P8,Province of Ontario,ON_healthcare_facilities.csv
8368,8368,Garry J. Armstrong Ltc Home,Pharmacy,,-75.6832133349999,45.437854658,200 Island Lodge Road,Ottawa,ON,K1N5M2,Province of Ontario,ON_healthcare_facilities.csv
8369,8369,Uptown Family Pharmacy,Pharmacy,,-79.313572182,43.8811557280001,12 Nipigon Avenue,Markham,ON,L6C0X7,Province of Ontario,ON_healthcare_facilities.csv
8370,8370,Shoppers Drug Mart #1343,Pharmacy,,-79.435849409,43.7448437990001,Bathurst Street,Toronto,ON,M5V1A5,Province of Ontario,ON_healthcare_facilities.csv
8371,8371,Totten Pharmacy,Pharmacy,,-83.0559842119999,42.2865490670001,2780 Totten Street,Windsor,ON,M9B0A9,Province of Ontario,ON_healthcare_facilities.csv
8372,8372,Sturgeon Falls Life Care Pharm,Pharmacy,,-79.928602322,46.366467916,77 Front Street,West Nipissing,ON,P2B2H2,Province of Ontario,ON_healthcare_facilities.csv
8373,8373,Kemptville Medical Pharmacy,Pharmacy,,-75.65452219,45.0200528880001,2670 County Road 43,Kemptville,ON,K0G1J0,Province of Ontario,ON_healthcare_facilities.csv
8374,8374,Marsellus Pharmacy,Pharmacy,,-79.720798254,44.3387435880001,2 Marsellus Drive,Barrie,ON,L4N0Y4,Province of Ontario,ON_healthcare_facilities.csv
8375,8375,Iris Compounding Pharmacy,Pharmacy,,-75.786522761,45.347742839,2730 Iris Street,Ottawa,ON,K2C1E6,Province of Ontario,ON_healthcare_facilities.csv
8376,8376,Mornelle Drug Mart,Pharmacy,,-79.2330472469999,43.777339714,1200 Markham Road,Toronto,ON,M1H3C3,Province of Ontario,ON_healthcare_facilities.csv
8377,8377,Metro Pharmacy 546,Pharmacy,,-75.865220882,45.2821693240001,10 Cope Drive,Ottawa,ON,K2M0N2,Province of Ontario,ON_healthcare_facilities.csv
8378,8378,Delisle Pharmacy,Pharmacy,,-79.3952114909999,43.6899856910001,1566 Yonge Street,Toronto,ON,M4T2S9,Province of Ontario,ON_healthcare_facilities.csv
8379,8379,Pinehaven Nursing Home,Pharmacy,,-80.5123767279999,43.4927465040001,229 Lexington Road,Waterloo,ON,N2K2E1,Province of Ontario,ON_healthcare_facilities.csv
8380,8380,Ottawa Street Pharmacy,Pharmacy,,-83.0095995,42.3106762730001,1535 Ottawa Street,Windsor,ON,N8X2G3,Province of Ontario,ON_healthcare_facilities.csv
8381,8381,Central Fill Solutions,Pharmacy,,-79.5300500439999,43.802641904,346 Millway Avenue,Vaughan,ON,L4K3W1,Province of Ontario,ON_healthcare_facilities.csv
8382,8382,Hazeldean Pharmacy,Pharmacy,,-75.9338926039999,45.270621019,6150 Hazeldean Road,Ottawa,ON,K2S1B9,Province of Ontario,ON_healthcare_facilities.csv
8383,8383,Beverly Med Pharmacy,Pharmacy,,-79.4320857169999,43.852024918,9201 Yonge Street,Richmond Hill,ON,L4C1H9,Province of Ontario,ON_healthcare_facilities.csv
8384,8384,Wellness Pharmacy,Pharmacy,,-81.2877462229999,42.94331687,925 Wonderland,London,ON,N6K3R5,Province of Ontario,ON_healthcare_facilities.csv
8385,8385,Hdgh Prince Road Pharmacy,Pharmacy,,-83.0642412139999,42.2868526660001,1453 Prince Road,Windsor,ON,N9C3Z4,Province of Ontario,ON_healthcare_facilities.csv
8386,8386,Campus Trail Pharmacy,Pharmacy,,-79.204593282,45.3432094830001,39 Campus Trail,Huntsville,ON,P1H0E5,Province of Ontario,ON_healthcare_facilities.csv
8387,8387,Parkdale Guardian Drugs,Pharmacy,,-79.4385645,43.6404053800001,1514 Queen Street West,Toronto,ON,M6K1M4,Province of Ontario,ON_healthcare_facilities.csv
8388,8388,Keating's Pharmacy,Pharmacy,,-81.3949271119999,43.551770871,67 Main Street South,Huron East,ON,N0K1W0,Province of Ontario,ON_healthcare_facilities.csv
8389,8389,Don Mills & Lawrence Pharmacy,Pharmacy,,-79.34752718,43.7357814010001,895 Lawrence Avenue East,Toronto,ON,M3C1P7,Province of Ontario,ON_healthcare_facilities.csv
8390,8390,Bayview Village Pharmacy,Pharmacy,,-79.3836964939999,43.767716405,595 Sheppard Avenue East,Toronto,ON,M2K0G3,Province of Ontario,ON_healthcare_facilities.csv
8391,8391,Waterford Phcy & Health Food,Pharmacy,,-80.2919320089999,42.935126316,9 Alice Street,Waterford,ON,N0E1Y0,Province of Ontario,ON_healthcare_facilities.csv
8392,8392,Saint Luke's Place,Pharmacy,,-80.310035558,43.4253952020001,1642 Franklin Boulevard,Cambridge,ON,N3C3P4,Province of Ontario,ON_healthcare_facilities.csv
8393,8393,Majestic City Pharmacy,Pharmacy,,-79.249082856,43.824827521,2900 Markham Road,Toronto,ON,M1X1E6,Province of Ontario,ON_healthcare_facilities.csv
8394,8394,Heritage Glen Pharmacy,Pharmacy,,-79.752167695,43.5829583560001,6515 Glen Erin Drive,Mississauga,ON,L5N2X9,Province of Ontario,ON_healthcare_facilities.csv
8395,8395,Palms Pharmacy,Pharmacy,,-79.687013663,43.4471147350001,71 Speers Road,Oakville,ON,L6K0J2,Province of Ontario,ON_healthcare_facilities.csv
8396,8396,Costco Pharmacy #1362,Pharmacy,,-75.603457008,45.434950961,1405 Blair Towers Place,Ottawa,ON,K1J1A5,Province of Ontario,ON_healthcare_facilities.csv
8397,8397,Prohealth Pharmacy,Pharmacy,,-79.326015468,43.682712893,1473 Danforth Avenue,Toronto,ON,M4J1N5,Province of Ontario,ON_healthcare_facilities.csv
8398,8398,Metro Pharmacy #550,Pharmacy,,-78.1997566319999,43.970256395,1111 Elgin Street West,Cobourg,ON,K9A4X5,Province of Ontario,ON_healthcare_facilities.csv
8399,8399,Markham Pharmacy,Pharmacy,,-79.25384016,43.850533926,7595 Markham Road,Markham,ON,L3S0B6,Province of Ontario,ON_healthcare_facilities.csv
8400,8400,R.O.O.T.S. Four Winds Pharmacy,Pharmacy,,-79.4908113279999,43.7626567990001,3932 Keele Street,Toronto,ON,M3J1N8,Province of Ontario,ON_healthcare_facilities.csv
8401,8401,Clarence Creek Pharmacy,Pharmacy,,-75.214617085,45.5075462900001,1922 Labonte Street,Clarence Creek,ON,K0A1N0,Province of Ontario,ON_healthcare_facilities.csv
8402,8402,Tottenham Medical Pharmacy,Pharmacy,,-79.794550949,44.0251202310001,120 Mill Street East,New Tecumseth,ON,L0G1W0,Province of Ontario,ON_healthcare_facilities.csv
8403,8403,Rxconnect Specialty Pharmacy,Pharmacy,,-80.5653252399999,43.439943192,435 The Boardwalk,Waterloo,ON,L5N8R9,Province of Ontario,ON_healthcare_facilities.csv
8404,8404,Erin Creek Pharmasave,Pharmacy,,-79.7402538919999,43.5886698570001,6400 Millcreek Drive,Mississauga,ON,L5N3E7,Province of Ontario,ON_healthcare_facilities.csv
8405,8405,Pharmaright Pharmacy,Pharmacy,,-84.316974455,46.539006204,688 Second Line East,Sault Ste. Marie,ON,P6B4K3,Province of Ontario,ON_healthcare_facilities.csv
8406,8406,Shoppers Drug Mart #910,Pharmacy,,-75.7320363429999,45.3455931400001,1642 Merivale Road,Ottawa,ON,K2G4A1,Province of Ontario,ON_healthcare_facilities.csv
8407,8407,Shoppers Drug Mart #831,Pharmacy,,-79.722112911,43.869058507,1 Queensgate Boulevard,Caledon,ON,L7E2X7,Province of Ontario,ON_healthcare_facilities.csv
8408,8408,Al Shefa Pharmacy,Pharmacy,,-79.515338035,43.7518589960001,2885 Jane Street,Toronto,ON,M3N2J6,Province of Ontario,ON_healthcare_facilities.csv
8409,8409,Lmc Pharmacy London,Pharmacy,,-81.2565675179999,42.9948051800001,140 Oxford Street East,London,ON,N6A5R9,Province of Ontario,ON_healthcare_facilities.csv
8410,8410,Van Mills Ida Pharmacy,Pharmacy,,-79.650257858,43.5271638510001,1900 Fowler Drive,Mississauga,ON,L5K0A1,Province of Ontario,ON_healthcare_facilities.csv
8411,8411,Rx Bliss,Pharmacy,,-79.3373176759999,43.7238663000001,18 Wynford Drive,Toronto,ON,M3C3S2,Province of Ontario,ON_healthcare_facilities.csv
8412,8412,Shoppers Drug Mart #774,Pharmacy,,-79.617665255,43.607823566,700 Burnhamthorpe Road East,Mississauga,ON,L4Y2X3,Province of Ontario,ON_healthcare_facilities.csv
8413,8413,Medix Pharmacy,Pharmacy,,-76.555911123,44.258668717,2392 Princess Street,Kingston,ON,K7M3G4,Province of Ontario,ON_healthcare_facilities.csv
8414,8414,London Medical Phcy Clarke Rd,Pharmacy,,-81.176885393,43.0048148860001,1892 Dundas Street,London,ON,N5W3G4,Province of Ontario,ON_healthcare_facilities.csv
8415,8415,Shoppers Drug Mart #895,Pharmacy,,-79.325215274,43.7450133040001,51 Underhill Drive,Toronto,ON,M3A2J8,Province of Ontario,ON_healthcare_facilities.csv
8416,8416,Shoppers Drug Mart #1406,Pharmacy,,-77.856568017,45.061581899,118 Hastings Street North,Bancroft,ON,K0L1C0,Province of Ontario,ON_healthcare_facilities.csv
8417,8417,Shoppers Simply Pharmacy,Pharmacy,,-79.585499756,43.740154691,1525 Albion Road,Toronto,ON,M9V5G5,Province of Ontario,ON_healthcare_facilities.csv
8418,8418,Shoppers Drug Mart #954,Pharmacy,,-79.5599962479999,43.735329791,900 Albion Road,Toronto,ON,M9V1A5,Province of Ontario,ON_healthcare_facilities.csv
8419,8419,Pioneer Ridge,Pharmacy,,-89.2559747669999,48.4182671610001,750 Tungsten Street,Thunder Bay,ON,P7B6R1,Province of Ontario,ON_healthcare_facilities.csv
8420,8420,St Michael's Pharmacy,Pharmacy,,-79.8359585919999,43.2469120920001,839 Main Street East,Hamilton,ON,L8M1L8,Province of Ontario,ON_healthcare_facilities.csv
8421,8421,Shoppers Drug Mart #1452,Pharmacy,,-79.4827454529999,44.074825554,18293 Yonge Street,East Gwillimbury,ON,L9N0A2,Province of Ontario,ON_healthcare_facilities.csv
8422,8422,Shoppers Drug Mart #1072,Pharmacy,,-81.244049509,42.9414397720001,395 Southdale Road East,London,ON,N6E1A2,Province of Ontario,ON_healthcare_facilities.csv
8423,8423,Ridge Square Pharmacy,Pharmacy,,-80.131722918,43.610784143,167 Jolliffe Avenue,Rockwood,ON,N0B2K0,Province of Ontario,ON_healthcare_facilities.csv
8424,8424,Trc Front Street Pharmacy,Pharmacy,,-79.361563277,43.6535025860001,431 King Street East,Toronto,ON,M5A1L5,Province of Ontario,ON_healthcare_facilities.csv
8425,8425,Trc Crescent Street Pharmacy,Pharmacy,,-79.29883896,43.6890578950001,2688 Danforth Avenue,Toronto,ON,M4C1L7,Province of Ontario,ON_healthcare_facilities.csv
8426,8426,Trc Gerrard Street Pharmacy,Pharmacy,,-79.318854265,43.672632391,247 Coxwell Avenue,Toronto,ON,M4L3B4,Province of Ontario,ON_healthcare_facilities.csv
8427,8427,Mednow Pharmacy,Pharmacy,,-79.456482008,43.6557503820001,1640 Bloor Street West,Toronto,ON,M6P1A7,Province of Ontario,ON_healthcare_facilities.csv
8428,8428,Habers Compounding Pharmacy,Pharmacy,,-79.4201090989999,43.686626189,1584 Bathurst Street,Toronto,ON,M5P3H3,Province of Ontario,ON_healthcare_facilities.csv
8429,8429,Johnstons Pharmacy,Pharmacy,,-77.9571503829999,44.309303765,6 Front Street West,Hastings,ON,K0L1Y0,Province of Ontario,ON_healthcare_facilities.csv
8430,8430,The Medicine Shoppe Phcy #124,Pharmacy,,-79.435976409,43.7469058990001,4119 Bathurst Street,Toronto,ON,M3H3P4,Province of Ontario,ON_healthcare_facilities.csv
8431,8431,Smart Pharmacy,Pharmacy,,-79.4948483209999,43.6737684830001,814 Jane Street,Toronto,ON,M6N4C1,Province of Ontario,ON_healthcare_facilities.csv
8432,8432,Lifecare Rx Pharmacy,Pharmacy,,-79.722435875,43.4645615360001,201 River Oaks Boulevard West,Oakville,ON,L6H3S7,Province of Ontario,ON_healthcare_facilities.csv
8433,8433,Carerx Pharmacy,Pharmacy,,-79.452645542,44.060632653,596 Davis Drive,Newmarket,ON,L3Y2P9,Province of Ontario,ON_healthcare_facilities.csv
8434,8434,Old Town Pharmacy,Pharmacy,,-83.1114938119999,42.1030444310001,80 Richmond Street,Amherstburg,ON,N9V1E9,Province of Ontario,ON_healthcare_facilities.csv
8435,8435,Humber Pharmacy,Pharmacy,,-79.4779941209999,43.727789194,1017 Wilson Avenue,Toronto,ON,M3K1Z1,Province of Ontario,ON_healthcare_facilities.csv
8436,8436,Legacy Pharmacy,Pharmacy,,-79.33618158,43.775414309,2035 Sheppard Avenue East,Toronto,ON,M2J0A8,Province of Ontario,ON_healthcare_facilities.csv
8437,8437,Rivermont Pharmacy Guardian,Pharmacy,,-79.782243008,43.6229847610001,20 Rivermont Road,Brampton,ON,L6Y6G7,Province of Ontario,ON_healthcare_facilities.csv
8438,8438,Shoppers Drug Mart #994,Pharmacy,,-79.3422429729999,43.6791506920001,755 Danforth Avenue,Toronto,ON,M1K1L2,Province of Ontario,ON_healthcare_facilities.csv
8439,8439,Med Cure Pharmacy & Med Clinic,Pharmacy,,-79.083789107,43.8700298370001,2460 Brock Road,Pickering,ON,L1X0J1,Province of Ontario,ON_healthcare_facilities.csv
8440,8440,Rolling Hills Pharmacy,Pharmacy,,-80.0726598269999,43.918913199,140 Rolling Hills Drive,Orangeville,ON,L9W4X9,Province of Ontario,ON_healthcare_facilities.csv
8441,8441,Findlay Creek Pharmacy,Pharmacy,,-75.5878541929999,45.3194977420001,111 Shuttleworth Drive,Ottawa,ON,K1T0W7,Province of Ontario,ON_healthcare_facilities.csv
8442,8442,Curlew Compounding Pharmacy,Pharmacy,,-79.318127971,43.7416002040001,1252 Lawrence Avenue East,Toronto,ON,M3A1C3,Province of Ontario,ON_healthcare_facilities.csv
8443,8443,True Davidson Acres,Pharmacy,,-79.298406061,43.6960601970001,200 Dawes Road,Toronto,ON,M4C5M8,Province of Ontario,ON_healthcare_facilities.csv
8444,8444,Angus Pharmacy,Pharmacy,,-82.6436563029999,46.3831377750001,14 Brunswick Walk,Elliot Lake,ON,P5A2A8,Province of Ontario,ON_healthcare_facilities.csv
8445,8445,Shoppers Drug Mart #627,Pharmacy,,-75.734370745,45.360489843,1469 Merivale Road,Ottawa,ON,K2E5N9,Province of Ontario,ON_healthcare_facilities.csv
8446,8446,V.CARE Pharmacy,Pharmacy,,-79.441911024,43.895884525,11005 Yonge Street,Richmond Hill,ON,L4C0K7,Province of Ontario,ON_healthcare_facilities.csv
8447,8447,Medipark Pharmacy,Pharmacy,,-79.652757763,43.577011559,780 Burnhamthorpe Road West,Mississauga,ON,L5C3X3,Province of Ontario,ON_healthcare_facilities.csv
8448,8448,Waterloo Wellness Pharmacy,Pharmacy,,-80.5131081279999,43.4921026040001,209 Lexington Road,Waterloo,ON,N2K2E1,Province of Ontario,ON_healthcare_facilities.csv
8449,8449,Britlin Pharmacy,Pharmacy,,-79.691125579,43.614621464,5985 Rodeo Drive,Mississauga,ON,L5R3X8,Province of Ontario,ON_healthcare_facilities.csv
8450,8450,Downtown Dispensary,Pharmacy,,-79.415211481,44.6105779490001,188 Mississauga Street East,Orillia,ON,L3V1V9,Province of Ontario,ON_healthcare_facilities.csv
8451,8451,Shoppers Drug Mart #1345,Pharmacy,,-79.372857696,44.916035703,511 Muskoka Road South,Gravenhurst,ON,P1P1J8,Province of Ontario,ON_healthcare_facilities.csv
8452,8452,Eastwood Pharmacy,Pharmacy,,-80.46933121,43.443775197,120 Ottawa Street North,Kitchener,ON,N2H3K5,Province of Ontario,ON_healthcare_facilities.csv
8453,8453,Purehealth Pharmacy,Pharmacy,,-79.450811825,43.87045412,10 Trench Street,Richmond Hill,ON,L4C4Z3,Province of Ontario,ON_healthcare_facilities.csv
8454,8454,Fairport Pharmacy,Pharmacy,,-79.1112928109999,43.8124108260001,750 Oklahoma Drive,Pickering,ON,L1W3G9,Province of Ontario,ON_healthcare_facilities.csv
8455,8455,Truecare Pharmacy,Pharmacy,,-79.8651683259999,43.52178114,810 Nipissing Road,Milton,ON,L9T4Z9,Province of Ontario,ON_healthcare_facilities.csv
8456,8456,Rediscover Health Pharmacy,Pharmacy,,-79.424743512,43.8155092120001,7714 Yonge Street,Vaughan,ON,L4J1W2,Province of Ontario,ON_healthcare_facilities.csv
8457,8457,"Lemire,dr Martine",Pharmacy,,-75.6433725219999,45.442708661,595 Chemin Montreal,Ottawa,ON,K1K4L2,Province of Ontario,ON_healthcare_facilities.csv
8458,8458,Courtice Clinic Pharmacy,Pharmacy,,-78.788928517,43.9147951580001,1656 Nash Road 2,Courtice,ON,L1E2Y4,Province of Ontario,ON_healthcare_facilities.csv
8459,8459,Shoppers Drug Mart #917,Pharmacy,,-79.3645989889999,43.779258408,4865 Leslie Street,Toronto,ON,M2J2K8,Province of Ontario,ON_healthcare_facilities.csv
8460,8460,Shoppers Drug Mart #1071,Pharmacy,,-81.6216959289999,42.959276156,78 Front Street East,Strathroy,ON,N7G1Y7,Province of Ontario,ON_healthcare_facilities.csv
8461,8461,Main Drug Mart,Pharmacy,,-79.287310562,43.747571506,2130 Lawrence Avenue East,Toronto,ON,M1R3A6,Province of Ontario,ON_healthcare_facilities.csv
8462,8462,Shoppers Drug Mart #1537,Pharmacy,,-79.359935391,43.812309414,2900 Steeles Avenue East,Markham,ON,L3T4X1,Province of Ontario,ON_healthcare_facilities.csv
8463,8463,Brighton Pharmachoice,Pharmacy,,-77.734902888,44.041744328,19 Elizabeth Street,Brighton,ON,K0K1H0,Province of Ontario,ON_healthcare_facilities.csv
8464,8464,Albion Islington Pharmacy,Pharmacy,,-79.5627751489999,43.736084491,968 Albion Road,Toronto,ON,M9V1A7,Province of Ontario,ON_healthcare_facilities.csv
8465,8465,Loblaw Pharmacy 1071,Pharmacy,,-75.495318874,45.457238569,4270 Innes Road,Ottawa,ON,K4A5E6,Province of Ontario,ON_healthcare_facilities.csv
8466,8466,The Prescription Shoppe,Pharmacy,,-80.318942355,43.3583217890001,2 George Street North,Cambridge,ON,N1S2M7,Province of Ontario,ON_healthcare_facilities.csv
8467,8467,Midtown Medical Pharmacy,Pharmacy,,-79.861930501,43.2570696930001,130 Wilson Street,Hamilton,ON,L8R1E2,Province of Ontario,ON_healthcare_facilities.csv
8468,8468,Bethany Drug Mart,Pharmacy,,-78.565988569,44.1821448150001,1484 Ontario 7A,Kawartha Lakes,ON,L0A1A0,Province of Ontario,ON_healthcare_facilities.csv
8469,8469,Welland Pharmacy,Pharmacy,,-79.23406048,42.9933007750001,601 East Main Street,Welland,ON,L3B3Y3,Province of Ontario,ON_healthcare_facilities.csv
8470,8470,Nations Pharmacy,Pharmacy,,-79.470845014,43.672742584,1980 St Clair Avenue East,Toronto,ON,M6N4X9,Province of Ontario,ON_healthcare_facilities.csv
8471,8471,King Ray Pharmacy,Pharmacy,,-78.856296137,43.899675653,202 King Street East,Oshawa,ON,L1H1C4,Province of Ontario,ON_healthcare_facilities.csv
8472,8472,Larder Lake Pharmacy,Pharmacy,,-79.712208943,48.1003792990001,15 Godfrey Street,Larder Lake,ON,P0K1L0,Province of Ontario,ON_healthcare_facilities.csv
8473,8473,Toronto Grace Outpatient Phcy,Pharmacy,,-79.383205085,43.6703345880001,650 Church Street,Toronto,ON,M4Y2G5,Province of Ontario,ON_healthcare_facilities.csv
8474,8474,Kennedy Lawrence Pharmacy,Pharmacy,,-79.2771826589999,43.7503872070001,2300 Lawrence Avenue East,Toronto,ON,M1P2R2,Province of Ontario,ON_healthcare_facilities.csv
8475,8475,Sunnyside Home,Pharmacy,,-80.4451854019999,43.4409939980001,247 Franklin Street North,Kitchener,ON,N2A1Y5,Province of Ontario,ON_healthcare_facilities.csv
8476,8476,Freshco Pharmacy #7233,Pharmacy,,-79.395302908,43.8807604240001,1430 Major Mackenzie Drive East,Richmond Hill,ON,L4S0A1,Province of Ontario,ON_healthcare_facilities.csv
8477,8477,Eglinton Discount Drugs,Pharmacy,,-79.4486386089999,43.69624069,1774 Eglinton Avenue West,Toronto,ON,M6E2H6,Province of Ontario,ON_healthcare_facilities.csv
8478,8478,Albion Finch Pharmacy,Pharmacy,,-79.5895518579999,43.742768391,6100 Finch Avenue West,Toronto,ON,M9V0A1,Province of Ontario,ON_healthcare_facilities.csv
8479,8479,Applewood Medical Pharmacy,Pharmacy,,-79.593136246,43.599821966,966 Dundas Street East,Mississauga,ON,L4Y4H5,Province of Ontario,ON_healthcare_facilities.csv
8480,8480,Woolwich Total Health Pharmacy,Pharmacy,,-80.5583883529999,43.60025262,10 Church Street West,Elmira,ON,N3B1M3,Province of Ontario,ON_healthcare_facilities.csv
8481,8481,Eastern Pharmacy,Pharmacy,,-79.744766703,43.6962801760001,80 Eastern Avenue,Brampton,ON,L6W1X9,Province of Ontario,ON_healthcare_facilities.csv
8482,8482,Cottam Pharmacy,Pharmacy,,-82.745612302,42.129217554,125 County Road 34,Kingsville,ON,N0R1B0,Province of Ontario,ON_healthcare_facilities.csv
8483,8483,Lifecare Pharmacy,Pharmacy,,-79.248774553,43.791215116,4865 Sheppard Avenue East,Toronto,ON,M1S3V8,Province of Ontario,ON_healthcare_facilities.csv
8484,8484,Carewise Drugstore,Pharmacy,,-75.734102047,45.385735647,1300 Carling Avenue,Ottawa,ON,K1Z7L2,Province of Ontario,ON_healthcare_facilities.csv
8485,8485,Renew Toronto Pharmacy,Pharmacy,,-79.504083518,43.6012822700001,2898 Lake Shore Boulevard West,Toronto,ON,M8V1J2,Province of Ontario,ON_healthcare_facilities.csv
8486,8486,Wal-Mart Pharmacy #3174,Pharmacy,,-79.537040646,43.797698403,670 Applewood Crescent,Vaughan,ON,L4K0L4,Province of Ontario,ON_healthcare_facilities.csv
8487,8487,Drugstore Pharmacy #4284,Pharmacy,,-75.749163042,45.2684860270001,3777 Strandherd Drive,Ottawa,ON,K2J4B1,Province of Ontario,ON_healthcare_facilities.csv
8488,8488,Wal-Mart Pharmacy,Pharmacy,,-80.279915027,43.1804910600001,300 King George Road,Brantford,ON,N3T4V3,Province of Ontario,ON_healthcare_facilities.csv
8489,8489,Fairview Lodge,Pharmacy,,-78.950658865,43.878478445,632 Dundas Street West,Whitby,ON,L1N5S3,Province of Ontario,ON_healthcare_facilities.csv
8490,8490,Morelli's Pharmacy,Pharmacy,,-79.820485495,43.330394008,1225 Fairview Street,Burlington,ON,L7S1Y3,Province of Ontario,ON_healthcare_facilities.csv
