,idx,facility_name,facility_type,longitude,latitude,street_addr,city,province,phone,website,provider,filename
352,352,WELCOME GUARDIAN PHARMACY,Pharmacy Immunization Site,-79.39605486,43.697720065,1881 YONGE STREET,Toronto,ON,416-480-1420,https://davisvilleguardianpharmacy.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
353,353,WAL-MART PHARMACY,Pharmacy Immunization Site,-79.258018709,43.776283247,300 BOROUGH DR,Toronto,ON,416-296-5056,https://www.walmart.ca/cp/shop/covid-19-vaccinations-centre-info/6000203072273,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
354,354,REXALL #901,Pharmacy Immunization Site,-79.249501507,43.737273419,2682 EGLINTON AVE EAST,Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
355,355,SHOPPERS DRUG MART #501,Pharmacy Immunization Site,-79.244802095,43.754611876,685 MCCOWAN ROAD,Toronto,ON,416-431-4822,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
356,356,WAL-MART PHARMACY,Pharmacy Immunization Site,-79.473413066,43.70917554,1305 LAWRENCE AVE W,Toronto,ON,,https://www.walmart.ca/cp/shop/covid-19-vaccinations-centre-info/6000203072273,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
357,357,REXALL #8168,Pharmacy Immunization Site,-79.489215621,43.72425819,1235 WILSON AVE,Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
358,358,SHOPPERS DRUG MART#840,Pharmacy Immunization Site,-79.515356718,43.75676438,3975 JANE ST,Toronto,ON,416-630-2553,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
359,359,CASSANDRA PHARMACY,Pharmacy Immunization Site,-79.314114597,43.752550325,2040 VICTORIA PARK AVE,Toronto,ON,416-449-2040,https://www.guardian-ida-pharmacies.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
360,360,SHOPPERS DRUG MART #1242,Pharmacy Immunization Site,-79.205982857,43.781112865,2863 ELLESMERE RD,Toronto,ON,416-724-6055,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
361,361,SHOPPERS DRUG MART #990,Pharmacy Immunization Site,-79.510976356,43.720197762,1597 WILSON AVE,Toronto,ON,,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
362,362,FOOD BASICS PHARMACY #596,Pharmacy Immunization Site,-79.269312074,43.809220727,1571 SANDHURST CIR,Toronto,ON,,https://metropharmacy.medmeapp.com/schedule,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
363,363,Wellmedica Bay Street,Pharmacy Immunization Site,-79.386362291533,43.663464152659,901 Bay Street,Toronto,ON,416-597-0464,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
364,364,Woods Drug Store,Pharmacy Immunization Site,-79.311407808723,43.670661788211,130 Kingston Road,Toronto,ON,416-691-3771,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
365,365,John and Weston Discount Drugs,Pharmacy Immunization Site,-79.517332551135,43.701336776211,17 John Street,Toronto,ON,416-248-8885,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
366,366,Rexall,Pharmacy Immunization Site,-79.560298949228,43.608908225373,190 Sherway Drive,Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
367,367,Shoppers Drug Mart,Pharmacy Immunization Site,-79.468964037556,43.786550889424,1881 Steeles Avenue West,Toronto,ON,416-665-2631,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
368,368,Freshco Pharmacy,Pharmacy Immunization Site,-79.407051922268,43.654310869017,410 Bathurst Street,Toronto,ON,,https://www.pharmacyappointments.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
369,369,Main Drug Mart,Pharmacy Immunization Site,-79.421635035759,43.649368497301,1169 Dundas Street West,Toronto,ON,,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
370,370,Medical Pharmacy,Pharmacy Immunization Site,-79.403409493387,43.657621384872,340 College Street,Toronto,ON,416-922-4145,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
371,371,One Medical Pharmacy,Pharmacy Immunization Site,-79.328872666544,43.727381866205,"20 Wynford Drive, Unit 102",Toronto,ON,416-443-1444,https://onemedicalpharmacy.weebly.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
372,372,Shoppers Drug Mart,Pharmacy Immunization Site,-79.38619780696,43.668751214587,728 Yonge Street,Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
373,373,2160 Weston Road,Pharmacy Immunization Site,-79.525419206869,43.703085220691,2160 Weston Road,Toronto,ON,416-244-8191,https://maindrugmart.medmeapp.ca/schedule/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
374,374,Lakeside Pharmacy,Pharmacy Immunization Site,-79.489438365,43.614273804,2438 Lake Shore Blvd. West,Toronto,ON,416-252-2999,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
375,375,Rexall,Pharmacy Immunization Site,-79.42271710185,43.643343180327,1093 Queen Street West,Toronto,ON,416-531-7446,https://www.rexall.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
376,376,Shoppers Drug Mart,Pharmacy Immunization Site,-79.361311342325,43.660386700658,"593 Dundas Street East, South Tower",Toronto,ON,416-214-9440,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
377,377,Shoppers Drug Mart,Pharmacy Immunization Site,-79.367401655817,43.664124383028,467 Parliament Street,Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
378,378,Shoppers Drug Mart,Pharmacy Immunization Site,-79.290691015341,43.689887942737,3003 Danforth Avenue,Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
379,379,Shoppers Drug Mart,Pharmacy Immunization Site,-79.34885102737,43.688888084446,1012 Pape Avenue,Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
380,380,Shoppers Drug Mart,Pharmacy Immunization Site,-79.385317457669,43.658343992891,700 Bay Street,Toronto,ON,416-979-2424,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
381,381,Shoppers Drug Mart,Pharmacy Immunization Site,-79.38772367116,43.657347969153,555 University Avenue,Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
382,382,Shoppers Drug Mart,Pharmacy Immunization Site,-79.466647876714,43.760244162885,1115 Lodestar Road Building E,Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
383,383,Shoppers Drug Mart,Pharmacy Immunization Site,-79.364092215342,43.655683126719,351 Queen Street East,Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
384,384,Shoppers Simply Pharmacy,Pharmacy Immunization Site,-79.445008099997,43.677423308439,"1223 St. Clair Avenue West, Unit 1221",Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
385,385,The Drug Store Pharmacy,Pharmacy Immunization Site,-79.420661286505,43.672352904111,650 Dupont Street,Toronto,ON,,https://covid19.yourhealthmattershere.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
386,386,Agape Pharmacy,Pharmacy Immunization Site,-79.347420791556,43.748436133648,"10 Mallard Road, Unit C107",Toronto,ON,647-344-3153,https://agapepharmacy.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
387,387,Yonge Cummer Pharmacy,Pharmacy Immunization Site,-79.417121906845,43.787418678401,5925 Yonge Street,Toronto,ON,647-547-8184,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
388,388,Ash Medical Pharmacy,Pharmacy Immunization Site,-79.238136564637,43.739550253992,"2900 Eglinton Avenue East, Unit 3",Toronto,ON,,https://myrxhealth.ca/amp/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
389,389,Guildview Pharmacy,Pharmacy Immunization Site,-79.198445006943,43.758814301368,4160 Kingston Road,Toronto,ON,416-283-5388,https://guildviewpharmacy.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
390,390,Maple Drug Mart,Pharmacy Immunization Site,-79.263560351094,43.751546223389,2645 Lawrence Avenue East,Toronto,ON,647-427-5842,https://mapledrugmart.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
391,391,Akron Pharmacy,Pharmacy Immunization Site,-79.487651937712,43.617691905907,2318 Lake Shore Boulevard West,Toronto,ON,416-259-6361,https://theakronpharmacy.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
392,392,Weston Jane Pharmacy,Pharmacy Immunization Site,-79.495848285,43.689037346,1292 Weston Rd,Toronto,ON,647-344-9111,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
393,393,Nhatrang Drug Mart,Pharmacy Immunization Site,-79.464139811,43.73150664,736 Wilson Avenue,Toronto,ON,416-635-1586,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
394,394,Pharmasave,Pharmacy Immunization Site,-79.217490071,43.737767955,"3485 Kingston Road, Scarborough",Toronto,ON,416-261-3346,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
395,395,Wilson Pro Pharmacy,Pharmacy Immunization Site,-79.470048966367,43.730320456417,928 Wilson Avenue,Toronto,ON,416-630-0300,https://wilsonpropharmacy.myappts.ca/src/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
396,396,Community Choice Pharmacy - Rexdale,Pharmacy Immunization Site,-79.571740722094,43.719510720942,8 Taber Road,Toronto,ON,416-746-8260,https://www.communitychoice.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
397,397,Ultima Pharmacy,Pharmacy Immunization Site,-79.391982635586,43.765678372955,311 Sheppard Avenue East,Toronto,ON,647-705-7572,https://ultimapharmacy.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
398,398,Danforth Village Pharmacy,Pharmacy Immunization Site,-79.276061122094,43.69458786869,"3400 Danforth Avenue, Unit 6",Toronto,ON,416-691-6602,https://www.danforthvillmed.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
399,399,Midland Pharmacy,Pharmacy Immunization Site,-79.267957706749,43.768445606394,1207 Ellesmere Road,Toronto,ON,416-285-7418,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
400,400,Beech Medical Pharmacy,Pharmacy Immunization Site,-79.290925066274,43.68035593579901,855 Kingston Road,Toronto,ON,416-699-1118,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
401,401,Dalecliff Medical Pharmacy,Pharmacy Immunization Site,-79.302654837438,43.760551244864,"209 Ellesmere Road, Unit 2",Toronto,ON,416-445-6978,https://www.guardian-ida-pharmacies.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
402,402,Danforth Neighbourhood Pharmacy Care,Pharmacy Immunization Site,-79.305017437438,43.687833491843,2416 Danforth Avenue,Toronto,ON,416-691-3871,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
403,403,Datu's Pharmacy,Pharmacy Immunization Site,-79.451506193259,43.654527630971,"2238 Dundas Street West, Unit 103",Toronto,ON,416-588-4559,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
404,404,Duke Pharmacy,Pharmacy Immunization Site,-79.462716664421,43.665691679278,2798 Dundas Street West,Toronto,ON,416-767-8800,https://www.dukepharmacy.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
405,405,Heritage Pharmacy,Pharmacy Immunization Site,-79.325768622093,43.68326682507,1488 Danforth Avenue,Toronto,ON,416-469-0444,https://www.heritagepharmacy.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
406,406,Liberty Market Pharmacy,Pharmacy Immunization Site,-79.418770864423,43.638759695431,"171 East Liberty Street, Unit 102",Toronto,ON,416-984-4147,https://www.libertymarketpharmacy.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
407,407,Pharmacy Go Caledonia,Pharmacy Immunization Site,-79.463520340701,43.682797412488,324 Silverthorn Avenue,Toronto,ON,,https://pharmacygo.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
408,408,Vina Pharmacy,Pharmacy Immunization Site,-79.436453522095,43.641133344552,1460 Queen Street West,Toronto,ON,416-588-8538,https://www.vinapharmacy.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
409,409,Shoppers Drug Mart,Pharmacy Immunization Site,-79.519516728833,43.701483032193,1995 Weston Road,Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
410,410,Shoppers Drug Mart,Pharmacy Immunization Site,-79.360937199996,43.714540871846,935 Eglinton Avenue West,Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
411,411,Metro Pharmacy,Pharmacy Immunization Site,-79.216335057759,43.743228136154,3221 Eglinton Avenue East,Toronto,ON,,https://www.metro.ca/en/services/pharmacy/covid-19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
412,412,Metro Pharmacy,Pharmacy Immunization Site,-79.313568157668,43.75680185094,15 Ellesmere Road,Toronto,ON,,https://www.metro.ca/en/services/pharmacy/covid-19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
413,413,NoFrills Pharmacy,Pharmacy Immunization Site,-79.29969466930801,43.726693211771,1880 Eglinton Avenue East,Toronto,ON,,https://covid19.nofrills.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
414,414,Real Canadian Superstore,Pharmacy Immunization Site,-79.263118586505,43.77824208170401,1755 Brimley Road,Toronto,ON,,https://covid19.realcanadiansuperstore.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
415,415,Rexall,Pharmacy Immunization Site,-79.221381271161,43.809236120427,1371 Neilson Road,Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
416,416,Shoppers Drug Mart,Pharmacy Immunization Site,-79.250115242324,43.706899392123,2301 Kingston Road,Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
417,417,Shoppers Drug Mart,Pharmacy Immunization Site,-79.267859673013,43.733270512919,2428 Eglinton Avenue East,Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
418,418,CAMH Pharmacy,Pharmacy Immunization Site,-79.41758891534,43.643547307497,1001 Queen Street West,Toronto,ON,416-535-8501,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
419,419,Main Drug Mart,Pharmacy Immunization Site,-79.305845278,43.73092251,"1646 Victoria Park Ave, Unit 7",Toronto,ON,416-752-9088,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
420,420,Newe Town Medical Pharmacy,Pharmacy Immunization Site,-79.315292491529,43.797497363637,"3420 Finch Avenue East, Unit 102",Toronto,ON,416-494-1486,https://www.newetownepharmacy.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
421,421,Noble IDA Pharmacy,Pharmacy Immunization Site,-79.236146566385,43.739966607276,2934 Eglinton Avenue East,Toronto,ON,416-667-8488,https://a.telehippo.com/o/Noble,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
422,422,Oasis Drug Mart,Pharmacy Immunization Site,-79.257068964583,43.770762875171,"1501 Ellesmere Road, Unit 100",Toronto,ON,647-351-4400,https://docs.google.com/forms/d/e/1FAIpQLSeqQpYJIAazCBNNloHMc7N7VqamKcC3jwvwryosI21cWAKeLg/viewform,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
423,423,Pharmalinx Guardian Pharmacy,Pharmacy Immunization Site,-79.268486964577,43.789029734859,"2101 Brimley Road, Unit 103",Toronto,ON,647-297-6700,https://pharmalinx.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
424,424,Scarborough Discount Pharmacy,Pharmacy Immunization Site,-79.244149979968,43.74436439622,"1375 Danforth Road, Unit 3",Toronto,ON,416-261-0848,https://www.centraleasthealthline.ca/displayService.aspx?id=199343,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
425,425,1 Clinic Rx Pharmacy,Pharmacy Immunization Site,-79.37592003385,43.643736359557,16 Yonge Street,Toronto,ON,647-344-8800,https://1clinicrxpharmacy.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
426,426,Blair Court Pharmacy,Pharmacy Immunization Site,-79.341907193356,43.689796095417,266 Donlands Avenue,Toronto,ON,,https://www.blaircourtpharmacy.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
427,427,Blue Sky Pharmacy,Pharmacy Immunization Site,-79.443677406872,43.678271465181,"1176 St. Clair Avenue West, Unit A",Toronto,ON,,https://blueskypharmacy.medmeapp.ca/schedule,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
428,428,Cloud Pharmacy,Pharmacy Immunization Site,-79.378711293379,43.656062377714,55 Dundas Street East,Toronto,ON,,https://www.cloudpharmacy.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
429,429,Guardian Sheppard Community Pharmacy,Pharmacy Immunization Site,-79.199384349214,43.802764440813,"1265 Morningside Avenue, Unit 109",Toronto,ON,647-799-0669,https://www.guardian-ida-pharmacies.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
430,430,Long Branch Pharmacy,Pharmacy Immunization Site,-79.545173766425,43.59013837230301,3857 Lake Shore Boulevard West,Toronto,ON,416-259-2000,https://www.remedys.ca/en/ontario/toronto/long-branch-pharmacy-7051891,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
431,431,Maple Leaf Medical Pharmacy,Pharmacy Immunization Site,-79.384053908713,43.661626135317,14 College Street,Toronto,ON,,https://mapleleafmedicalpharmacy.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
432,432,Pharmacy By The Grange,Pharmacy Immunization Site,-79.39045536,43.65430455,"275 Dundas Street W, Unit 9-10, M5T 3K1",Toronto,ON,416-593-4696,https://www.guardian-ida-pharmacies.ca/en/ontario/toronto/pharmacy-by-the-grange-7026271,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
433,433,Procare Pharmacy,Pharmacy Immunization Site,-79.346419420381,43.744907896123,1262 Don Mills Road,Toronto,ON,,https://www.procare-pharmacy.ca/locations/north-york,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
434,434,Shuter St. Pharmacy,Pharmacy Immunization Site,-79.365434776225,43.657095951203,"290 Shuter Street, 2nd Floor",Toronto,ON,647-352-2252,https://www.shuterstpharmacy.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
435,435,Theodore Pharmacy,Pharmacy Immunization Site,-79.30719150691,43.713941183069,1450 O'Connor Drive,Toronto,ON,416-701-1001,https://www.guardian-ida-pharmacies.ca/en/ontario/toronto/theodore-pharmacy-7015227,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
