,idx,facility_name,facility_type,health_authority,longitude,latitude,street_addr,city,province,phone,provider,filename
389,389,Hasselfield Drugs Ltd,Pharmacy,Prairie Mountain Health,-100.4941928169999,49.19217459900005,103 Broadway St S,Deloraine,MB,204-747-2648,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
390,390,Westaway Pharmacy,Pharmacy,Southern Health-Santé Sud,-98.24243656999994,49.37047346200006,445 Norton Ave Box 278,Miami,MB,204-435-2471,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
391,391,Prairie Trail Pharmacy,Pharmacy,Winnipeg,-97.177126,49.851858,100 1345 Taylor Ave,Winnipeg,MB,204-222-3003,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
392,392,Scales Drug Store,Pharmacy,Prairie Mountain Health,-101.264339,52.106427,900 Main St,Swan River,MB,204-734-3411,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
393,393,Swan Valley Pharmacy,Pharmacy,Prairie Mountain Health,-101.265037,52.105165,811 Main St E Box 2200,Swan River,MB,204-734-2882,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
394,394,Higgins Pharmacy,Pharmacy,Winnipeg,-97.13515999599996,49.90425999300004,678 Main St,Winnipeg,MB,204-942-0333,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
395,395,Medical Centre Pharmacy,Pharmacy,Prairie Mountain Health,-99.946342,49.847344,146 6th St,Brandon,MB,204-727-8451,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
396,396,Shoppers Drug Mart #2502,Pharmacy,Winnipeg,-97.047898,49.833539,700 50 Sage Creek Blvd,Winnipeg,MB,204-254-7771,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
397,397,GV Pharmacy Inc,Pharmacy,Prairie Mountain Health,-100.699443,51.173162,404 Main St,Winnipeg,MB,204-546-2626,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
398,398,St Adolphe Pharmacy,Pharmacy,Southern Health-Santé Sud,-97.112260989,49.67460142000004,457 Main St,St. Adolphe,MB,204-883-2314,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
399,399,Steele's Apothecary,Pharmacy,Winnipeg,-97.16154,49.903575,750 McDermot Ave,Winnipeg,MB,204-295-5358,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
400,400,Manila Pharmacy,Pharmacy,Winnipeg,-97.165195,49.933844,1054 McPhillips St,Winnipeg,MB,204-505-8224,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
401,401,Valley Super Thrifty Pharmacy,Pharmacy,Southern Health-Santé Sud,-97.364044,49.356554,212 Main St N,Morris,MB,204-746-2542,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
402,402,La Salle Pharmacy,Pharmacy,Southern Health-Santé Sud,-97.265773,49.690698,2 49 Principale Rue,La Salle,MB,204-736-2412,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
403,403,H. F. Wiebe Pharmacy,Pharmacy,Southern Health-Santé Sud,-97.941357,49.183015,104 650 South Railway Ave,Winkler,MB,204-331-5235,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
404,404,Stony Mountain Pharmacy,Pharmacy,Interlake-Eastern,-97.218803,50.086408,5 Main St Box 489,Stony Mountain,MB,204-513-1818,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
405,405,Riverton Pharmacy,Pharmacy,Interlake-Eastern,-96.99838937799996,50.99744355800004,1 BROADWAY St NW Box 358,Riverton,MB,204-230-2770,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
406,406,Pharmasave #478,Pharmacy,Prairie Mountain Health,-99.970902,49.842678,C 2425 Victoria Ave,Brandon,MB,204-728-1062,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
407,407,Stonewall Pharmacy,Pharmacy,Interlake-Eastern,-97.3274,50.135314,17 333 Main St,Stonewall,MB,204-467-8385,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
408,408,Oakbank Pharmasave # 475,Pharmacy,Interlake-Eastern,-96.841885,49.939688,1 559 Main St,Oakbank,MB,204-444-3030,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
409,409,Pharmasave #471,Pharmacy,Northern,-101.875415,54.76487,37 Main St,Flin Flon,MB,204-687-7677,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
410,410,West Broadway Pharmacy,Pharmacy,Winnipeg,-97.154076,49.885802,595 Broadway Ave,Winnipeg,MB,204-775-9293,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
411,411,Northway Pharmacy River Heights,Pharmacy,Winnipeg,-97.18427,49.863535,101 1425 Corydon Ave,Winnipeg,MB,204-284-1442,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
412,412,Hazlewood Drugs,Pharmacy,Prairie Mountain Health,-100.056416,49.230583,323 South Railway St,Boissevain,MB,204-534-6103,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
413,413,Treherne Pharmacy,Pharmacy,Prairie Mountain Health,-98.69945,49.629828,266 Railway Ave,Treherne,MB,204-723-2334,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
414,414,Quarry Ridge Pharmacy,Pharmacy,Interlake-Eastern,-97.328378,50.131341,469 1st St W,Stonewall,MB,204-467-7333,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
415,415,Specialty Health Network - Shopper Drug Mart #6073,Pharmacy,Winnipeg,-97.217108,49.83049,179 Commerce Dr,Winnipeg,MB,204-488-0900,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
416,416,Health Plus Pharmacy,Pharmacy,Winnipeg,-97.076642108,49.86178127200003,A 1075 Autumnwood Dr,Winnipeg,MB,204-254-4626,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
417,417,Whites Drug Store,Pharmacy,Prairie Mountain Health,-101.2673445519999,52.10564737800007,700 Main St,Swan River,MB,204-734-3157,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
418,418,Healthway Pharmacy,Pharmacy,Winnipeg,-97.16856,49.886104,865 Portage Ave,Winnipeg,MB,204-415-6070,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
419,419,Shoal Lake Pharmacy,Pharmacy,Prairie Mountain Health,-100.590317,50.436967,355 Station Rd,Shoal Lake,MB,204-759-2300,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
420,420,St. Laurent Pharmacy,Pharmacy,Interlake-Eastern,-97.942426,50.415329,95182 Highway #6 Hwy,St. Laurent,MB,204-646-2855,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
421,421,Homestead CO-OP Pharmacy,Pharmacy,Southern Health-Santé Sud,-98.00010052399996,49.51052278800006,61 Main St N Box 790,Carman,MB,204-745-3602,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
422,422,Sobeys Pembina #5037,Pharmacy,Winnipeg,-97.15524132099996,49.78957047900008,2850 Pembina Hwy,Winnipeg,MB,204-261-5065,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
423,423,Healthway Pharmacy #2,Pharmacy,Winnipeg,-97.133773,49.909325,862 Main St,Winnipeg,MB,204-415-7575,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
424,424,South Sherbrook Pharmacy,Pharmacy,Winnipeg,-97.159847,49.881353,B 88 Sherbrook St,Winnipeg,MB,204-774-9319,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
425,425,Silver Heights Pharmacy,Pharmacy,Winnipeg,-97.22883,49.878182,4 2015 Portage Ave,Winnipeg,MB,204-895-0665,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
426,426,Pacific Pharmacy,Pharmacy,Winnipeg,-97.154177,49.906843,940 Sherbrook St,Winnipeg,MB,204-615-9990,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
427,427,Winnipegosis Clinic Phamacy,Pharmacy,Prairie Mountain Health,-99.525956,51.063197,200 1st St,Winnipegosis,MB,204-656-4424,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
428,428,Wal-Mart Pharmacy #1204,Pharmacy,Winnipeg,-97.076689,49.854404,35 Lakewood Blvd,Winnipeg,MB,204-220-1056,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
429,429,Red River Pharmacy,Pharmacy,Winnipeg,-97.142254,49.89334,100 286 Smith St,Winnipeg,MB,204-219-0740,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
430,430,Heritage Coop Pharmacy,Pharmacy,Prairie Mountain Health,-99.953149,49.82818,1035 Richmond Ave,Brandon,MB,204-727-3610,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
431,431,Rexall Geri-Aid #4861,Pharmacy,Winnipeg,-97.181739,49.895247,965 Wall St,Winnipeg,MB,204-775-9775,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
432,432,Hill's Clinic Pharmacy,Pharmacy,Southern Health-Santé Sud,-98.27850545899996,49.96907238200004,103 140 9th St SE,Portage la Prairie,MB,204-239-1368,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
433,433,Whitfield Drugs,Pharmacy,Prairie Mountain Health,-100.258990619,49.61717684100006,15 Crescent Ave W,Souris,MB,204-483-2155,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
434,434,Stafford Pharmacy Inc.,Pharmacy,Winnipeg,-97.15789,49.863231,395 Stafford St,Winnipeg,MB,204-474-2669,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
435,435,Save On Foods Pharmacy #4405,Pharmacy,Winnipeg,-97.198365,49.797983,410 400 North Town Rd,Winnipeg,MB,204-452-0254,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
436,436,Swan Health Care Plus Pharmacy,Pharmacy,Prairie Mountain Health,-101.268309,52.105148,615 Main St,Swan River,MB,204-734-3392,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
437,437,Rexall #7408,Pharmacy,Winnipeg,-97.109916,49.947919,2110 Main St,Winnipeg,MB,204-339-5622,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
438,438,Homestead Co-op Pharmacy Portage,Pharmacy,Southern Health-Santé Sud,-98.322382,49.970745,2275 Saskatchewan Ave W,Portage la Prairie,MB,204-239-0458,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
439,439,Rexall Pharma Plus #4813,Pharmacy,Winnipeg,-97.15359205199996,49.84268468800008,1295 Pembina Hwy,Winnipeg,MB,204-982-0188-160,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
440,440,Medicare Pharmacy - Maples,Pharmacy,Winnipeg,-97.168803,49.953231,1287 Jefferson Ave,Winnipeg,MB,204-414-3407,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
441,441,Medicare Pharmacy - Main St,Pharmacy,Winnipeg,-97.134333,49.90716,794 Main St,Winnipeg,MB,204-589-8205,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
442,442,Melita Super Thrifty Pharmacy,Pharmacy,Prairie Mountain Health,-100.991922,49.270457,112 Main St,Melita,MB,204-522-3255,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
443,443,Save on Foods Pharmacy #4410,Pharmacy,Winnipeg,-97.15582618099997,49.94202152600008,1399 McPhillips St,Winnipeg,MB,204-334-1075,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
444,444,Save On Foods Pharmacy #4415,Pharmacy,Winnipeg,-97.202339,49.889439,850 St James St,Winnipeg,MB,204-783-9275,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
445,445,Isabel Pharmacy,Pharmacy,Winnipeg,-97.150059,49.901513,110 Isabel St,Winnipeg,MB,204-775-4488,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
446,446,Nations First Pharmacy,Pharmacy,Interlake-Eastern,-96.604278,50.516748,102 19 Pine St,Pine Falls,MB,204-367-8899,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
447,447,You Drugmart,Pharmacy,Winnipeg,-97.104617,49.911369,E 359 Johnson Ave W,Winnipeg,MB,204-654-9499,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
448,448,JM Pharmacy Limited,Pharmacy,Winnipeg,-97.100288,49.851336,313 St Anne's Rd,Winnipeg,MB,204-615-6001,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
449,449,Jason's Canadadrugstore.com,Pharmacy,Winnipeg,-97.107388,49.860213,123 St Anne's Rd,Winnipeg,MB,204-219-3660,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
450,450,Pembina Drugs,Pharmacy,Winnipeg,-97.15849999199996,49.79434000800006,3 2725 Pembina Hwy,Winnipeg,MB,204-261-4449,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
451,451,South Point Pharmacy,Pharmacy,Winnipeg,-97.15347375,49.84649960100006,103 1151 Pembina Hwy,Winnipeg,MB,204-504-9772,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
452,452,Nu Health Meds Phamacy,Pharmacy,Winnipeg,-97.085937,49.857871,102 1280 Archibald St,Winnipeg,MB,204-615-5542,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
453,453,Notre Dame Pharmacy,Pharmacy,Winnipeg,-97.17308980099996,49.90553498900005,1034 Notre Dame Ave,Winnipeg,MB,204-779-0001,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
454,454,Virden Drugs,Pharmacy,Prairie Mountain Health,-100.926979,49.85466,310 King St E,Virden,MB,204-748-2211,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
455,455,SRx Pharmacy,Pharmacy,Winnipeg,-97.133777,49.896403,F 228 Waterfront Dr,Winnipeg,MB,204-944-1208,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
456,456,Parkers' Super Thrifty Pharmacy,Pharmacy,Interlake-Eastern,-96.869929,50.142644,362 Eveline St,Selkirk,MB,204-482-4469,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
457,457,Life and care pharmacy,Pharmacy,Winnipeg,-97.12299350299998,49.88268720900004,133 Goulet St,Winnipeg,MB,204-233-7888,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
458,458,Kennedy Pharmacy,Pharmacy,Winnipeg,-97.147009,49.889836,203 Kennedy St,Winnipeg,MB,431-804-9536,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
459,459,Norway House Pharmacy Ltd.,Pharmacy,Northern,-97.76863003999996,53.99515998700008,Box 520,Norway House,MB,204-359-6363,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
460,460,Nairn Pharmacy,Pharmacy,Winnipeg,-97.112087,49.906752,297 Nairn Ave,Winnipeg,MB,204-615-0202,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
461,461,Ronald Pharmacy,Pharmacy,Winnipeg,-97.272789,49.878689,4 2727 Portage Ave,Winnipeg,MB,204-691-7777,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
462,462,Red River Pharmacy (Elgin),Pharmacy,Winnipeg,-97.145263,49.902322,Main Floor 425 Elgin Ave,Winnipeg,MB,204-505-8883,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
463,463,Peter's Pharmacy,Pharmacy,Interlake-Eastern,-97.219767,50.087316,18 Main St Box 440,Ashern,MB,204-768-2935,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
464,464,Rossburn Pharmacy,Pharmacy,Prairie Mountain Health,-100.810376006,50.66905855900006,23 Main St,Rossburn,MB,204-859-2705,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
465,465,Regent Park Pharmacy,Pharmacy,Winnipeg,-97.021912,49.896065,118 701 Regent Ave W,Winnipeg,MB,204-222-3257,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
466,466,The Medicine Shoppe Pharmacy #396,Pharmacy,Northern,-101.252075695,53.82265174400004,1 330 Fischer Ave,The Pas,MB,204-623-5888,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
467,467,Southend Phamacy,Pharmacy,Winnipeg,-97.109201,49.826094,30 166 Meadowood Dr,Winnipeg,MB,204-504-7510,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
468,468,Leila Pharmacy,Pharmacy,Winnipeg,-97.15093996599995,49.82882774000007,1686 Pembina Hwy,Winnipeg,MB,204-594-3600,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
469,469,Prairie Health Apothecary,Pharmacy,Winnipeg,-97.0893,49.83192,600 St Anne's Rd,Winnipeg,MB,204-254-4257,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
470,470,Shoppers Drug Mart #2506,Pharmacy,Winnipeg,-97.196730689,49.79812136800007,520 350 North Town Rd,Winnipeg,MB,204-269-1477,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
471,471,Medsafe Pharmacy - Shilo,Pharmacy,Prairie Mountain Health,-99.961418,49.844495,335 18TH St,BRANDON,MB,204-702-0114,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
472,472,Plessis Pharmacy,Pharmacy,Winnipeg,-97.02622305999996,49.89621088900003,15 801 Regent Ave W,Winnipeg,MB,204-960-7517,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
473,473,LifeSmart Pharmacy St. James,Pharmacy,Winnipeg,-97.24247,49.88493,B103 2080 Ness Ave,Winnipeg,MB,204-504-6577,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
474,474,Life & Care Pharmacy (Altona),Pharmacy,Southern Health-Santé Sud,-97.553468,49.106593,17 115 4th Ave NE,Altona,MB,204-233-7888,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
475,475,Rothesay Pharmacy,Pharmacy,Winnipeg,-97.080348,49.937637,A 1202 Rothesay St,Winnipeg,MB,204-416-7770,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
476,476,Northway Pharmacy Dakota,Pharmacy,Winnipeg,-97.111361,49.836394,1087 St Mary's Rd,Winnipeg,MB,204-255-2988,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
477,477,Meadowood Pharmacy,Pharmacy,Winnipeg,-97.113469,49.8239,1555 St Mary's Rd,Winnipeg,MB,204-257-3986,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
478,478,Spring Meadow Pharmacy,Pharmacy,Winnipeg,-97.02414745,49.90990969600006,19 1783 Plessis Rd,Winnipeg,MB,204-504-2037,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
479,479,LifeSmart Pharmacy (Osborne),Pharmacy,Winnipeg,-97.14037144499996,49.87566118400008,2 230 Osborne St,Winnipeg,MB,204-287-5233,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
480,480,Powerview Pharmacy,Pharmacy,Interlake-Eastern,-95.225829,49.750209,Highway 59 N,Traverse Bay,MB,204-367-4805,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
481,481,Oakfield Pharmacy,Pharmacy,Winnipeg,-97.14682,49.956197,105 1021 Court Ave,Winnipeg,MB,204-338-6355,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
482,482,Seine Pharmacy,Pharmacy,Southern Health-Santé Sud,-96.646983,49.669183,170 142 Centrale Ave,Ste Anne,MB,204-422-8226,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
483,483,The Prescription Shop (218 Regent Ave.),Pharmacy,Winnipeg,-97.006818,49.894834,218 Regent Ave W,Winnipeg,MB,204-222-7222,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
484,484,White Cross Pharmacy (Portage La Prairie),Pharmacy,Southern Health-Santé Sud,-98.32095970199998,49.96447015500007,5006 Crescent Rd W,Portage la Prairie,MB,204-857-7883,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
485,485,Rossmere Pharmacy,Pharmacy,Winnipeg,-97.09594,49.936265,D 1046 Henderson Hwy,Winnipeg,MB,204-615-6050,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
486,486,LifeSmart Pharmacy Ellice,Pharmacy,,-97.21698051099996,49.89445247400005,1880 Ellice Ave,Winnipeg,MB,204-410-0007,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
487,487,Pine Falls Community Health,Pharmacy,Interlake-Eastern,-96.21484990099998,50.56338639500007,P1-61 37 Maple St,Pine Falls,MB,204-367-2807,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
488,488,Waterford Pharmacy Inc.,Pharmacy,Winnipeg,-97.19728979999996,49.95566250000007,F1 55 Waterford Green Common,Winnipeg,MB,204-219-4483,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
489,489,Shawano Pharmacy,Pharmacy,Winnipeg,-97.14307997199997,49.88661998400005,550 360 Broadway Ave,Winnipeg,MB,204-944-1577,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
490,490,Stevenson's Pharmacy,Pharmacy,Southern Health-Santé Sud,-98.790584,49.410745,18 Lorne Ave,Swan Lake,MB,204-836-2866,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
491,491,Minnedosa Pharmacy,Pharmacy,Prairie Mountain Health,-99.839141,50.247251,77 Main St S,Minnedosa,MB,204-867-2071,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
492,492,Lifestyle Pharmacy (St. Andrews),Pharmacy,Interlake-Eastern,-96.98413530199996,50.07135272400006,1 5571 Main St,St Andrews,MB,204-504-5500,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
493,493,Northway Pharmacy Selkirk,Pharmacy,Interlake-Eastern,-96.87643,50.142391,A 339 Main St,Selkirk,MB,204-785-2938,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
494,494,Norwood Pharmacy,Pharmacy,Winnipeg,-97.12056509299998,49.88137998500008,172 Marion St,Winnipeg,MB,204-233-8296,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
495,495,Safety Drugs Pharmacy 2,Pharmacy,Winnipeg,-97.152597,49.952351,7 1099 Kingsbury Ave,Winnipeg,MB,204-633-5499,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
496,496,Main St. Pharmacy,Pharmacy,Winnipeg,-97.133007,49.911961,968 Main St,Winnipeg,MB,204-586-3333,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
497,497,MediSystem Pharmacy,Pharmacy,Winnipeg,-97.207244,49.923998,12 1832 King Edward St,Winnipeg,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
498,498,Northway Pharmacy Seven Oaks,Pharmacy,Winnipeg,-97.134222,49.948718,632 Leila Ave,Winnipeg,MB,204-560-0727,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
499,499,Panacea Pharmacy,Pharmacy,Winnipeg,-97.111974,49.835272,3 620 Dakota St,Winnipeg,MB,204-256-5726,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
500,500,My Care Pharmacy,Pharmacy,Winnipeg,-97.175519,49.884255,986 Portage Ave,Winnipeg,MB,204-504-5212,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
501,501,Lundar Pharmacy,Pharmacy,Interlake-Eastern,-98.03180748199998,50.69530919700003,18 Main St Box 180,Lundar,MB,204-762-5431,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
502,502,Pharmasave #456,Pharmacy,Southern Health-Santé Sud,-98.284984,49.973239,308 Saskatchewan Ave E,Portage la Prairie,MB,204-239-6923,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
503,503,The Medicine Shoppe Pharmacy #413,Pharmacy,Southern Health-Santé Sud,-98.29944678199996,49.97385397400006,3 602 Saskatchewan Ave W,Portage la Prairie,MB,204-239-5100,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
504,504,Pharmasave #453,Pharmacy,Prairie Mountain Health,-100.259805,49.61707,33 Crescent Ave,Souris,MB,204-483-3615,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
505,505,Rexall #7411 (1490 Plessis Road),Pharmacy,Winnipeg,-97.027931,49.899289,Unit 1 1490 Plessis Rd,Winnipeg,MB,204-222-4700,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
506,506,Machray Pharmacy,Pharmacy,Winnipeg,-97.14068581799997,49.92790481000003,561 Machray Ave,Winnipeg,MB,204-615-2225,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
507,507,Westbrook Pharmacy,Pharmacy,Winnipeg,-97.194736,49.921152,1794 Logan Ave,Winnipeg,MB,204-633-6700,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
508,508,Peguis Pharmacy Selkirk,Pharmacy,Interlake-Eastern,-96.883694,50.149569,103 620 Manitoba Ave,Selkirk,MB,204-482-8353,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
509,509,Ray of Hope Pharmacy,Pharmacy,Winnipeg,-97.101990544,49.92925048200004,1 775 Henderson Hwy,Winnipeg,MB,204-800-2593,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
510,510,St. Mary's Pharmacy - Gimli,Pharmacy,Interlake-Eastern,-96.99452515399996,50.62691571600004,129 7th Ave,Gimli,MB,204-651-1567,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
511,511,Peguis Pharmacy - Portage,Pharmacy,Winnipeg,-97.17786831799998,49.88449291200004,102 1065 Portage Ave,Winnipeg,MB,204-774-0043,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
512,512,Maplecreek Medical,Medical Clinic,,,,2866 McGregor Farm Rd,Sunnyside,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
513,513,Ness Pharmacy,Pharmacy,Winnipeg,-97.28208998099996,49.88853998500008,A 3065 Ness Ave,Winnipeg,MB,204-416-6377,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
514,514,Medic-X Pharmacy,Pharmacy,Winnipeg,-97.13743878399998,49.90126308500004,210 Pacific Ave,Winnipeg,MB,204-942-3173,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
515,515,Millennium Pharmacy,Pharmacy,Winnipeg,-97.152947736,49.88981613000004,311 Balmoral St,Winnipeg,MB,0,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
516,516,Panet Pharmacy,Pharmacy,Winnipeg,-97.0864193,49.88112551200004,8 854 Marion St,Winnipeg,MB,204-297-7250,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
517,517,St. Mercurius Pharmacy,Pharmacy,Winnipeg,-97.08131542399995,49.81872382600005,6 980 St Anne's Rd,Winnipeg,MB,204-227-7730,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
518,518,Next Door Pharmacy,Pharmacy,Prairie Mountain Health,-101.26197968,52.10668951800005,1004 Main St E,Swan River,MB,204-614-1800,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
519,519,Melita Medical Clinic,Medical Clinic,,-100.996774402,49.27069388000007,155 Summit Street,Melita,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
520,520,Open Health Niverville,Medical Clinic,Southern Health-Santé Sud,-97.04554469999994,49.60193340000006,A 161 2nd Ave S,Niverville,MB,204-388-6626,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
