EI Code,EI name,Other Name for EI,Institution Type,Designation Status,Designation Reason,Date of Designation,Date of De-Designation,Address Line 1,Address Line 2,Address Line 3,City,Province,Postal Code,Country,Telephone Number Overseas,Telephone Number,Fax Number
EPNL,Stanford International College of Business & Technology,,Private Institution,Designated,,2017-06-13,,1011 Eglinton Ave. E.,Suite 7,,Mississauga,Ontario,L4K1K4,Canada,9056293088,9056293088,9056293088
EPNK,Stanford International College of Business & Technology,,Private Institution,Designated,,2017-06-13,,1011 Eglinton Ave East,Suite 1,,Mississauga,Ontario,L4K1K4,Canada,9056293088,9056293088,9056293088
EPNV,Stanford International College of Business & Technology-Brampton,,Private Institution,Designated,,2017-04-12,,18 Corporation Drive,,,Brampton,Ontario,L6S6B5,Canada,9057890666,9057890666,9057890666
EPKG,Stratford Chefs School,,Private Institution,Designated,,2006-05-02,,192 Ontario Street,,,Stratford,Ontario,N5A 3H4,Canada,5192711414,5192711414,5192711414
EPMD,Sunview College - Brampton,,Private Institution,Designated,,2013-09-03,,8897 The Gore Rd.,Unit 25,,Brampton,Ontario,L6P0B7,Canada,4164649797,4164649797,4164649797
EPPF,Sunview College - Business Technology Healthcare-Scarborough,,Private Institution,Designated,,2021-03-09,,7-1220 Ellesmere Rd,,,Scarborough,Ontario,M1P2X5,Canada,,,
EPEC,Sunview College - Mississauga,,Private Institution,Designated,,2011-08-18,,2120 Dundas Street,,,Mississauga,Ontario,L4X1L9,Canada,(416) 646-4744,(416) 646-4744,(416) 646-4744
EPDW,Sunview College -Toronto,,Private Institution,Designated,,2011-08-18,,127 Westmore Drive,Unit 115,,Etobicoke,Ontario,M9V3Y6,Canada,(416) 646-4744,(416) 646-4744,(416) 646-4744
EPDA,Sutherland-Chan School Teaching Clinic,,Private Institution,Designated,,1988-12-21,,330 Dupont St. 4th Fl.,Suite 400,,Toronto,Ontario,M5R 1V9,Canada,4169241107,4169241107,4169241107
EPMH,TAHA ACADEMY OF BEAUTY- BUSINESS & HEALTH,,Private Institution,Designated,,2013-10-31,,2210 Markham Rd.,Unit 2,,Scarborough,Ontario,M1B5V6,Canada,4166093500,4166093500,4166093500
EPDQ,The Canadian Academy of Dental Health & Community Sciences,,Private Institution,Designated,,2011-07-22,,1599 Hurontario St,Suite 105,,Mississauga- ON,Ontario,L5B2N6,Canada,(905) 278-2794,(905) 278-2794,(905) 278-2794
EPCQ,The Glenn Gould School of Royal Conservatory of Music,,Private Institution,Designated,,2010-06-04,,273 Bloor St. W.,Room 204,,Toronto- ON,Ontario,M5S1W2,Canada,(416) 408-2824,(416) 408-2824,(416) 408-2824
EQHE,The Institute of Technical Trades,,Private Institution,Designated,,1999-01-07,,749 Warden Avenue,,,Scarborough,Ontario,M1L 4A8,Canada,4167591950,4167591950,4167591950
EPHB,The School of Makeup Art,,Private Institution,Designated,,1988-12-21,,25 Yorkville Avenue,Suite 200,,Toronto,Ontario,M4W1L1,Canada,(416) 340-1300,(416) 340-1300,(416) 340-1300
EPEF,The School of Toronto Dance Theatre,,Private Institution,Designated,,1988-12-21,,80 Winchester St.,,,Toronto,Ontario,M4X1B2,Canada,(416) 967-6887,(416) 967-6887,(416) 967-6887
EPGW,Toronto College of Dental Hygiene & Auxiliaries Inc.,,Private Institution,Designated,,2011-12-23,,28 Vanley Crescent,,,North York,Ontario,M3J2B8,Canada,(416) 423-3099,(416) 423-3099,(416) 423-3099
EPBT,Toronto Film School,,Private Institution,Designated,,1988-12-21,,2000 Steeles Avenue West,Unit 1,,Concord,Ontario,L4K4N1,Canada,(416) 669-0544,(416) 669-0544,(416) 669-0544
EQGD,Toronto Film School-Davisville Campus,,Private Institution,Designated,,1998-02-04,,1835 Yonge Street,2nd Floor,,Toronto,Ontario,M4S1X8,Canada,(647) 288-8999,(647) 288-8999,(647) 288-8999
EQAM,Toronto Film School-Dundas,,Private Institution,Designated,,2010-12-03,,10 Dundas St. E.,Suite 704,,Toronto,Ontario,M5B2G9,Canada,(905) 669-0550,(905) 669-0550,(905) 669-0550
EPTH,Toronto Institute of Pharmaceutical Technology,,Private Institution,Designated,,1994-04-19,,55 Town Centre Court,Suite 800,,Scarborough,Ontario,M1P4X4,Canada,(416) 296-8860,(416) 296-8860,(416) 296-8860
EQGC,Toronto International Business College,,Private Institution,Designated,,1998-01-27,,1265 Morningside Ave.,Suite 200,,Scarborough,Ontario,M1B3V9,Canada,4163350508,4163350508,4163350508
EPCC,Toronto Montessori Teacher Training Institute,,Private Institution,Designated,,1988-12-21,,8569 Bayview Avenue,,,Richmond Hill,Ontario,LB4 3M7,Canada,9058896882,9058896882,9058896882
EPNQ,Toronto School of Traditional Chinese Medicine,,Private Institution,Designated,,2016-10-04,,700 Lawrence Ave. W.,Suite 433,,Toronto,Ontario,M6A 3B4,Canada,4167829682,4167829682,4167829682
EPGF,Trebas Institute- Toronto,,Private Institution,Designated,,1988-12-21,,543 Yonge St.,Suite 300,,Toronto,Ontario,M4Y1Y5,Canada,(416) 966-3066,(416) 966-3066,(416) 966-3066
EPUW,Trillium College,,Private Institution,Designated,,1995-04-11,,360 George St. N.- Unit 16,,,Peterborough,Ontario,K9H7E7,Canada,(705) 742-5565,(705) 742-5565,(705) 742-5565
EPUT,Trillium College - Oshawa,,Private Institution,Designated,,1991-12-12,,419 King Street West,Suite 900,,Oshawa,Ontario,L1J2K5,Canada,(905) 723-1163,(905) 723-1163,(905) 723-1163
EPOJ,Trillium College - Sudbury,,Private Institution,Designated,,2018-11-29,,248 - 40 Elm Street,,,Sudbury,Ontario,P3C1S8,Canada,,,
EPBM,Trillium College Inc-Toronto,,Private Institution,Designated,,2010-06-22,,869 Yonge St.,,,Toronto,Ontario,M4W2H2,Canada,(905) 448-4130,(905) 448-4130,(905) 448-4130
EPBG,Trillium College Inc.-St Catharines,,Private Institution,Designated,,2009-06-26,,60 James St.,2nd floor,,St. Catherines,Ontario,L2R7E7,Canada,(905) 448-4130,(905) 448-4130,(905) 448-4130
EQGO,Trillium College-Burlington,,Private Institution,Designated,,1998-08-06,,1 - 760 Brant Street,,,Burlington,Ontario,L7R4B7,Canada,(905) 632-3200,(905) 632-3200,(905) 632-3200
EPAO,Trillium College-Kingston,,Private Institution,Designated,,2008-01-30,,797 Princess St.,Suite 200,,Kingston,Ontario,K7L1G1,Canada,,,
EQIA,Trillium College-Ottawa,,Private Institution,Designated,,1999-03-22,,75 Albert St.,Suite 101,,Ottawa,Ontario,K1P5E7,Canada,,,
EPZN,Trios Career Business- Technology & Healthcare Inc.,,Private Institution,Designated,,1997-01-10,,Hamilton Campus,4 Hughson Street South,5th Floor,Hamilton,Ontario,L8N 3Z1,Canada,9055288972,9055288972,9055288972
EPCU,Trios College -Scarborough,,Private Institution,Designated,,2011-02-07,,1333 Kennedy Rd.,Unit 1,,Scarborough,Ontario,M1P2L9,Canada,(416) 646-1222,(416) 646-1222,(416) 646-1222
EPZM,Trios College Business Technology Health,,Private Institution,Designated,,1997-01-10,,200 John Street West,Suite C5,,Oshawa,Ontario,L1J2B4,Canada,(905) 435-9911,(905) 435-9911,(905) 435-9911
EQIV,Trios College Business- Technology & Healthcare Inc.,,Private Institution,Designated,,1999-09-07,,252 Queen St. E.,Suite 200,,Brampton,Ontario,L6V1C1,Canada,(905) 949-4955,(905) 949-4955,(905) 949-4955
EPZO,Trios College Business- Technology & Healthcare Inc.,,Private Institution,Designated,,1997-01-10,,Kitchener Campus,110 King Street East,,Kitchener,Ontario,N2G0A5,Canada,5195780838,5195780838,5195780838
EQIX,Trios College Business- Technology & Healthcare Inc.,,Private Institution,Designated,,1999-09-07,,55 City Centre Drive,2nd Floor,,Mississauga,Ontario,L5B 1M3,Canada,9059494955,9059494955,9059494955
EQIW,Trios College Business- Technology & Healthcare Inc.,,Private Institution,Designated,,1999-09-07,,7610 Tecumseh Road East,Suite 200,,Windsor,Ontario,N8T1E9,Canada,(519) 945-0770,(519) 945-0770,(519) 945-0770
EQIU,Trios College Business- Technology- & Healthcare Inc.,,Private Institution,Designated,,1999-09-07,,425 Bloor Street East,Suite 200,,Toronto,Ontario,M4W3R4,Canada,(416) 922-4250,(416) 922-4250,(416) 922-4250
EPFA,Trios College of Business- Technology & Healthcare (London),,Private Institution,Designated,,1982-02-01,,520 First Street,Unit 1,,London,Ontario,N5V 3C6,Canada,5194556698,5194556698,5194556698
EPBP,Tyndale University ,,Private Institution,Designated,,1988-12-21,,3377 Bayview Ave.,,,Toronto,Ontario,M2M 3S4,Canada,4162266620,4162266620,4162266620
EPVQ,Vercore Business Academy,,Private Institution,Designated,,1995-12-06,,65 Adelaide Street East,,,Toronto,Ontario,M5C 1K6,Canada,4163635763,4163635763,4163635763
EPFG,Versailles Academy of Make-Up Art And Esthetics,,Private Institution,Designated,,2006-08-01,,1930 Bank Street,Unit 1,,Ottawa,Ontario,K1V7Z8,Canada,(613) 521-4155,(613) 521-4155,(613) 521-4155
EPLE,Voila Institute School of Hair Design,,Private Institution,Designated,,2012-07-30,,72-74 King St. W.,,,Kitchener,Ontario,N2G1A6,Canada,5197438892,5197438892,5197438892
EPCI,West End Academy,,Private Institution,Designated,,2010-03-09,,Merivale Mall,1642 Merivale Road,Unit 15A,Ottawa,Ontario,K2G4A1,Canada,6138281818,6138281818,6138281818
EQJH,Westervelt College - Brantford,,Private Institution,Designated,,2000-05-25,,39 King George Road, ,,Brantford,Ontario,N3R 5K2,Canada,5197524859,5197524859,5197524859
EPIA,Westervelt College - London,,Private Institution,Designated,,1988-03-14,,303 Richmond Street,,,London,Ontario,N6B2H8,Canada,5196594822,5196594822,5196594822
EPCG,Westervelt College - Windsor,,Private Institution,Designated,,1988-12-21,,630 Tecumseh Road East,,,Windsor,Ontario,N8X4W2,Canada,5196682000,5196682000,5196682000
EQJD,Westervelt College-Kitchener campus,,Private Institution,Designated,,2000-02-02,,14 - 248 Stirling Avenue South,,,Kitchener,Ontario,N2G 4L1,Canada,5198950013,5198950013,5198950013
EPCH,Willis Business College Limited,,Private Institution,Designated,,1988-12-21,,1200 St. Laurent Blvd. Unit 20,,,Ottawa,Ontario,K1K3B8,Canada,6132331128,6132331128,6132331128
EPML,Willis College of Business- Health & Technology-Arnprior,,Private Institution,Designated,,2013-11-14,,39 Winners Circle Drive,RR #3,Suite 208,Arnprior,Ontario,K7S3G9,Canada,6132331128,6132331128,6132331128
EPOH,Windsor Career College - Toronto,,Private Institution,Designated,,2018-05-23,,1625 Albion Road,Suite 203,,Toronto,Ontario,M9V5H8,Canada,4165515475,4165515475,4165515475
EPLW,Windsor Career College - Windsor,,Private Institution,Designated,,2012-12-27,,235 Eugenie Street West,Suite 200,,Windsor,Ontario,N8X2X7,Canada,5199718066,5199718066,5199718066
EPOU,York Construction Academy,2001016 Ontario Inc,Private Institution,Designated,,2021-03-11,,155 Champagne Dr,Suite 8A,,North York,Ontario,M3J2C6,Canada,,,
EPOC,Yorkville University,,Private Institution,Designated,,2017-08-22,,2000 Steeles Avenue West,,,Concord,Ontario,L4K 4N1,Canada,,,
EPPD,Yorkville University-Dundas,,Private Institution,Designated,,2021-02-26,,10 DUNDAS ST EAST,,,Toronto,Ontario,M5B2G9,Canada,,,
EVDU,Algonquin College of Applied Arts & Technology (Pembroke),,Technical and Vocational,Designated,,1998-01-19,,1 College Way,,,Pembroke,Ontario,K8A0C8,Canada,6137354700,6137354700,6137354700
EVAA,Algonquin College of Arts-Ottawa/Perth,,Technical and Vocational,Designated,,1986-12-21,,Registrar's Office -  Roomc150,1385 Woodroffe Ave.,,Ottawa,Ontario,K2G1V8,Canada,(613) 727-4723,(613) 727-4723,(613) 727-4723
EVBH,Cambrian College,,Technical and Vocational,Designated,,1988-12-21,,1400 Barrydown Rd.,,,Sudbury,Ontario,P3A 3V8,Canada,7055668101,7055668101,7055668101
EVAD,Canadore College of Applied Ar,,Technical and Vocational,Designated,,1975-06-11,,Box 5001  100 College Dr.,,,North Bay,Ontario,P1B 8K9,Canada,7054747600,7054747600,7054747600
EVAQ,Centennial College ,,Technical and Vocational,Designated,,1988-12-21,,"P.O. Box 631 - Station ""A""",,,Scarborough,Ontario,M1K5E9,Canada,(416) 289-5000,(416) 289-5000,(416) 289-5000
EVDQ,College Boreal,,Technical and Vocational,Designated,,1995-03-15,,21 Boulevard Lasalle,,,Sudbury,Ontario,P3A 6B1,Canada,7055606673,7055606673,7055606673
EVCN,College D'Alfred,,Technical and Vocational,Designated,,1988-12-21,,31 Rue St. Paul,,,Alfred,Ontario,K0B 1A0,Canada,6136792218,6136792218,6136792218
EVAI,Conestoga College of Applied Arts & Technology,,Technical and Vocational,Designated,,1988-12-21,,299 Doon Valley Dr.,,,Kitchener,Ontario,N2G 4M4,Canada,5197485220,5197485220,5197485220
EVAK,Confederation College of Applied Arts & Technology,,Technical and Vocational,Designated,,1988-12-21,,P.O. Box 398,1450 Nakina Dr.,,Thunder Bay,Ontario,P7C 4W1,Canada,8074756158,8074756158,8074756158
EVAL,Durham College of Applied Arts And Technology,,Technical and Vocational,Designated,,1988-12-21,,P.O. Box 385  Stn. F,2000 Simcoe Street North,,Oshawa,Ontario,L1H7K4,Canada,(905) 721-3036,(905) 721-3036,(905) 721-3036
EVAM,Fanshawe College of Applied Arts & Technology,,Technical and Vocational,Designated,,1988-12-21,,Financial Aid Office- Rm#E2020,P.O. Box 7005,1460 Oxford Street E.,London,Ontario,N5Y 5R6,Canada,5194524277,5194524277,5194524277
EVBT,Fleming College - Lindsay,,Technical and Vocational,Designated,,1988-12-21,,Frost Campus  Box 8000  Albert,St. S.,,Lindsay,Ontario,K9V5E6,Canada,(705) 878-9302,(705) 878-9302,(705) 878-9302
EVBU,Fleming College -Peterborough- Cobourg- Haileybury,,Technical and Vocational,Designated,,1988-12-21,,Brealey Campus,599 Brealy Drive,,Peterborough,Ontario,K9J7B1,Canada,(705) 749-5530,(705) 749-5530,(705) 749-5530
EVAU,George Brown College of Applie,,Technical and Vocational,Designated,,1988-12-21,,P.O. Box 1015  Stn. B,,,Toronto,Ontario,M5T 2T9,Canada,4168672464,4168672464,4168672464
EVAW,Georgian College of Applied Arts & Technology,,Technical and Vocational,Designated,,1988-12-21,,One Georgian Dr.,,,Barrie,Ontario,L4M 3X9,Canada,7057281968,7057281968,7057281968
EVAX,Humber College Institute of Technology & Advanced Learning,,Technical and Vocational,Designated,,1988-12-21,,205 Humber College Blvd.,P.O. Box 1900,,Etobicoke,Ontario,M9W5L7,Canada,(416) 675-3111,(416) 675-3111,(416) 675-3111
EVDB,La Cite Collegiale,,Technical and Vocational,Designated,,1990-04-25,,801 Aviation Parkway,,,Ottawa,Ontario,K1K 4R3,Canada,6137862400,6137862400,6137862400
EVBC,Lambton College of Applied Arts & Technology,,Technical and Vocational,Designated,,1988-12-21,,Box 969,1457 London Rd.,,Sarnia,Ontario,N7S 6K4,Canada,5195427751,5195427751,5195427751
EVBF,Loyalist College of Applied Ar,,Technical and Vocational,Designated,,1988-12-21,,Financial Aid Office,Box 4200,,Belleville,Ontario,K8N5B9,Canada,(613) 969-1913,(613) 969-1913,(613) 969-1913
EVBZ,Michener Institute of Education at UHN,,Technical and Vocational,Designated,,1988-12-21,,Health Sciences.,222 St. Patrick Street,,Toronto,Ontario,M5T 1V4,Canada,4165963143,4165963143,4165963143
EVBO,Mohawk College of Applied Arts And Technology,,Technical and Vocational,Designated,,1988-12-21,,135 Fennell Ave West ,,,Hamilton,Ontario,L9C 0E5,Canada,9055751212,9055751212,9055751212
EVAP,Niagara College - Timmins,,Technical and Vocational,Designated,,1988-12-21,,Financial Aid Office,300 Woodlawn Road,,Welland,Ontario,L3C 7L3,Canada,9057352211,9057352211,9057352211
EVCL,Niagara Parks Commission School of Horticulture,,Technical and Vocational,Designated,,1988-12-21,,2565 Niagara Parkway,P.O. Box 150,,Niagara Falls,Ontario,,Canada,(905) 356-8554,(905) 356-8554,(905) 356-8554
EVAT,Northern College of Applied Arts & Technology-Haileybury,,Technical and Vocational,Designated,,1988-12-21,,640 Latchford St. Postal Bag A,,,Haileybury,Ontario,P0J 1K0,Canada,7036723376,7036723376,7036723376
EVAS,Northern College of Applied Arts & Technology-Kirkland Lake,,Technical and Vocational,Designated,,1988-12-21,,140 Government Rd. E,,,Kirkland Lake,Ontario,P2N 3L8,Canada,7055679291,7055679291,7055679291
EVAR,Northern College of Applied Arts & Technology-Timmins,,Technical and Vocational,Designated,,1988-12-21,,Financial Aid - Theresa Fudge,P O Box 3211,Highway 101 East,Timmins,Ontario,P4N8R6,Canada,(705) 235-7213,(705) 235-7213,(705) 235-7213
EVAY,Ontario College of Art and Design University,,Technical and Vocational,Designated,,1988-12-21,,100 Mccaul St.,,,Toronto,Ontario,M5T 1W1,Canada,4169776000,4169776000,4169776000
EVBP,Sault College of Applied Arts,,Technical and Vocational,Designated,,1988-12-21,,Po Box 60  443 Northern Ave.,,,Sault Ste. Marie,Ontario,P6A5L3,Canada,(705) 759-6774,(705) 759-6774,(705) 759-6774
EVBV,Seneca College of Applied Arts & Technology - York Campus,,Technical and Vocational,Designated,Student(s) attending- EI pending de-designation,2015-12-22,,70 The Pond Road,,,Toronto,Ontario,M3J3M6,Canada,(416) 491-5050,(416) 491-5050,(416) 491-5050
EVCE,Seneca College of Applied Arts & Technology- King Campus And Technology,,Technical and Vocational,Designated,Student(s) attending- EI pending de-designation,1988-12-21,,13990 Dufferin St. N.  Rr-3,,,King City,Ontario,L7B 1B3,Canada,9999999999,9999999999,9999999999
EVAZ,Seneca College of Applied Arts & Technology- Markham Campus,,Technical and Vocational,Designated,Student(s) attending- EI pending de-designation,2007-02-26,,8 The Seneca Way,,,Markham,Ontario,L3R5Y1,Canada,4164915050,4164915050,4164915050
EVBQ,Seneca College of Applied Arts & Technology- Newnham/Jane-Toronto,,Technical and Vocational,Designated,,1988-12-21,,1750 Finch Avenue East,,,Toronto,Ontario,M2J2X5,Canada,(416) 491-5050,(416) 491-5050,(416) 491-5050
EVBR,Sheridan College,,Technical and Vocational,Designated,,1988-12-21,,1430 Trafalgar Road,,,Oakville,Ontario,L6H2L1,Canada,(905) 845-9430,(905) 845-9430,(905) 845-9430
EVBM,St Lawrence College of Applied Arts & Technology-Brockville,,Technical and Vocational,Designated,,1988-12-21,,2288 Parkdale Ave.,,,Brockville,Ontario,K6V 5X3,Canada,6133450660,6133450660,6133450660
EVBK,St Lawrence College of Applied Arts & Technology-Cornwall,,Technical and Vocational,Designated,,1988-12-21,,Windmill Point,,,Cornwall,Ontario,K6H 4Z1,Canada,6139336080,6139336080,6139336080
EVBL,St Lawrence College of Applied Arts & Technology-Kingston,,Technical and Vocational,Designated,,1988-12-21,,Box 6000  King & Portsmouth,,,Kingston,Ontario,K7L 5A6,Canada,6135445400,6135445400,6135445400
EVBJ,St. Clair College of Applied Arts & Technology,,Technical and Vocational,Designated,,1988-09-26,,C/O Robert Braidford,Box 11,2000 Talbot Road W.,Windsor,Ontario,N9A6S4,Canada,(519) 972-2727,(519) 972-2727,(519) 972-2727
EVBG,University of Guelph - Ridgetown College,,Technical and Vocational,Designated,,1988-12-21,,120 Main Street East,,,Ridgetown,Ontario,N0P 2C0,Canada,5196741610,5196741610,5196741610
EUAA,Algoma University College,,University,Designated,,1988-12-21,,1520 Queen St. E.,,,Sault Ste. Marie,Ontario,P6A2G4,Canada,(705) 949-2301,(705) 949-2301,(705) 949-2301
EUBD,Brock University Student Awards Office,,University,Designated,,1988-12-21,,500 Glenridge Ave.,,,St. Catharines,Ontario,L2S 3A1,Canada,4166885550,4166885550,4166885550
EUAE,Carleton University,,University,Designated,,1988-12-21,,1125 Colonel By Dr. ,Room 202 Robertson Hall,,Ottawa,Ontario,K1S5B6,Canada,(613) 520-7400,(613) 520-7400,(613) 520-7400
EUAG,Dominicain University College,,University,Designated,,1988-12-21,,96 Empress Ave.,,,Ottawa,Ontario,K1R7G3,Canada,6132335696,6132335696,6132335696
EUAL,Lakehead University,,University,Designated,,1988-12-21,,955 Oliver Road,,,Thunder Bay,Ontario,P7B5E1,Canada,8073438027,8073438027,8073438027
EUAM,Laurentian University,,University,Designated,,1988-12-21,,Student Awards Office,Ramsey Lake Rd.,,Sudbury,Ontario,P3E 2C6,Canada,7056736519,7056736519,7056736519
EUAN,Mcmaster University,,University,Designated,,1988-12-21,,Financial Services,1280 Main Street West,Gilmore Hall-C/O Cashier's Off,Hamilton,Ontario,L8S 4L8,Canada,4165259140,4165259140,4165259140
EUBC,Nipissing University,,University,Designated,,1988-12-21,,P.O.Box 5002,100 College Drive,,North Bay,Ontario,P1B 8L7,Canada,7054743450,7054743450,7054743450
EUBT,Northern Ontario School of Medicine,,University,Designated,,2005-03-17,,East And West Campuses,C/O 955 Oliver Road,,Thunder Bay,Ontario,P7B 5E1,Canada,8077667300,8077667300,8077667300
EUAP,Queen's University,,University,Designated,,1988-12-21,,Student Awards,74 Union Street,Gordon Hall,Kingston,Ontario,K7L3N6,Canada,(613) 533-2216,(613) 533-2216,(613) 533-2216
EUAS,Royal Military College Registrar's Office,,University,Designated,,1988-12-21,,P.O. Box 17000,Station Forces,,Kingston,Ontario,K7K 7B4,Canada,6135416000,6135416000,6135416000
EUBF,Ryerson University,,University,Designated,,1988-12-21,,Student Finanical Assistance ,POD 59,350 Victoria St.,Toronto,Ontario,M5B 2K3,Canada,4169795036,4169795036,4169795036
EUAU,St. Paul University,,University,Designated,,1988-12-21,,223 Main St.,,,Ottawa,Ontario,K1S1C4,Canada,(613) 236-1393,(613) 236-1393,(613) 236-1393
EUAW,Trent University Acounts Receivable Dept.,,University,Designated,,1988-12-21,,Po Box 4800,,,Peterborough,Ontario,K9J7B8,Canada,(705) 748-1011,(705) 748-1011,(705) 748-1011
EUBA,University of  Windsor,,University,Designated,,1988-12-21,,Cashier's Office,401 Sunset Ave.,,Windsor,Ontario,N9B 3P4,Canada,5192534232,5192534232,5192534232
EUAK,University of Guelph,,University,Designated,,1988-12-21,,Student Financial Service,50 Stone Road East,,Guelph,Ontario,N1G 2W1,Canada,5198244120,5198244120,5198244120
EUBS,University of Ontario Institute of Technology,,University,Designated,,2002-09-20,,2000 Simcoe Street North,,,Oshawa,Ontario,L1H7K4,Canada,(905) 721-3036,(905) 721-3036,(905) 721-3036
EUAO,University of Ottawa,,University,Designated,,1988-12-21,,Financial Aid Office,85 University- rroom 102,,Ottawa,Ontario,K1N6N5,Canada,(613) 562-5734,(613) 562-5734,(613) 562-5734
EUAV,University of Toronto (Admission And Awards),,University,Designated,,1988-12-21,,172 St. George St.,,,Toronto,Ontario,M5R0A3,Canada,(416) 978-2190,(416) 978-2190,(416) 978-2190
EUAX,University of Waterloo,,University,Designated,,1988-12-21,,Student Aid Office,University Avenue,,Waterloo,Ontario,N2L 3G1,Canada,5198884567,5198884567,5198884567
EUAY,Western University,,University,Designated,,1988-12-21,,Student Financial Aid,Western Student Services Bldg,Room 1100,London,Ontario,N6A3K7,Canada,5196612111,5196612111,5196612111
EUAZ,Wilfrid Laurier University,,University,Designated,,1988-12-21,,75 University Ave W.,,,Waterloo,Ontario,N2L 3C5,Canada,5198841970,5198841970,5198841970
EUBB,York University,,University,Designated,,1988-12-21,,Student Financial Services,4700 Keele Street,Suite N201,North York,Ontario,M3J 1P3,Canada,4167362100,4167362100,4167362100
IJAE,Collège de l'île,,Junior College,Designated,,1995-08-15,,P.O. Box 159,,,Wellington,Prince Edward Island,C0B2E0,Canada,(877) 854-3010,(877) 854-3010,(877) 854-3010
IJAD,Holland College - Atlantic Police Academy,,Junior College,Designated,,1995-02-13,,P.O. Box 156,66 Argus Street,,Slemon Park,Prince Edward Island,C0B 2A0,Canada,9028886700,9028886700,9028886700
IJAF,Holland College - Georgetown Centre,,Junior College,Designated,,2000-06-08,,117 Kent Street,,,Georgetown,Prince Edward Island,C0A1L0,Canada,9026522055,9026522055,9026522055
IJAA,Holland College - Prince of Wales Campus,,Junior College,Designated,,1988-12-21,,140 Weymouth Street,,,Charlottetown,Prince Edward Island,C1A 4Z1,Canada,9026294217,9026294217,9026294217
IJAC,Holland College - Summerside Waterfront Campus,,Junior College,Designated,,1995-02-13,,98 Water Street,,,Summerside,Prince Edward Island,C1N 4N6,Canada,902 888 6448,902 888 6448,902 888 6448
INAC,Marguerite Connolly Training & Consulting,,Nursing Schools,Designated,,,,55 Grafton Street,,,Charlottetown,Prince Edward Island,C1A 1K8,Canada,(902) 566-9705,(902) 566-9705,(902) 566-9705
IPAN,Academy of Learning,,Private Institution,Designated,,1995-01-26,,55 Grafton St,,,Charlottetown,Prince Edward Island,C1A1K8,Canada,9028948973,9028948973,9028948973
IPBK,Atlantic Commercial Diving Centre Inc,,Private Institution,Designated,,2020-07-22,,100 Industrial Crescent,P.O. Box 1642,,Summerside,Prince Edward Island,C1N2V5,Canada,,,
IPAK,Hair Concepts Training Academy,,Private Institution,Designated,,1994-02-14,,186 MacEwen Road,,,Summerside,Prince Edward Island,C1N2P6,Canada,(902) 439-6825,(902) 439-6825,(902) 439-6825
IPBI,Homburg Institute,,Private Institution,Designated,,2013-05-07,,98 Fitzroy Street,,,Charlottetown,Prince Edward Island,C1A 8W5,Canada,902-566-3956,902-566-3956,902-566-3956
IPAJ,JVI Transportation And Safety Academy,,Private Institution,Designated,,1993-09-08,,75 Kensington Road,,,Charlottetown,Prince Edward Island,C1A5J1,Canada,(902) 894-5726,(902) 894-5726,(902) 894-5726
IPAA,Maritime Christian College,,Private Institution,Designated,,1988-12-21,,503 University Avenue,,,Charlottetown,Prince Edward Island,C1A 7Z4,Canada,9026288887,9026288887,9026288887
IPAD,Private Institute of Hair Design & Aesthetics,,Private Institution,Designated,,1990-09-20,,40 Enman Crescent,,,Charlottetown,Prince Edward Island,C1E1E6,Canada,(902) 628-1563,(902) 628-1563,(902) 628-1563
IVAE,Holland College - Tourism and Culinary Centre,,Technical and Vocational,Designated,,1997-06-16,,4 Sydney Street,,,Charlottetown,Prince Edward Island,C1A1E9,Canada,(902) 894-6805,(902) 894-6805,(902) 894-6805
IUAA,University of Prince Edward Island,,University,Designated,,1988-12-21,,550 University Ave.,,,Charlottetown,Prince Edward Island,C1A 4P3,Canada,9025660439,9025660439,9025660439
FJBT,CEGEP DE THETFORD,,Junior College,Designated,,2019-01-07,,671 boul Frontenac Ouest,,,Thetford Mines- Quebec,Quebec,G6G1N1,Canada,(418) 338-5591,(418) 338-5591,(418) 338-5591
FJDR,CEGEP de Sherbrooke ,,Junior College,Designated,,2019-02-14,,475 Rue du Cegep,,,Sherbrooke,Quebec,J1E4K1,Canada,8195646350,8195646350,8195646350
FJBA,CEGEP de la Pocatiere,,Junior College,Designated,,2013-12-18,,140- 4ieme Ave,,,La Pocatiere,Quebec,G0R 1Z0,Canada,(418) 856-1525,(418) 856-1525,(418) 856-1525
FJBO,CEGEP du Vieux-Montreal,,Junior College,Designated,,2012-11-07,,,255 Rue Ontario Est,,Montreal,Quebec,H2X 1X6,Canada,(514) 982-3437,(514) 982-3437,(514) 982-3437
FJDU,Campus D’Effets Visuels Inc.,,Junior College,Designated,,2020-02-27,,226 ave Papineau #105,,,Montreal,Quebec,H2K 4J5,Canada,,,
FJCT,Cegep Baie-Comeau,,Junior College,Designated,,2018-02-09,,537 Bleau,,,Baie-Comeau,Quebec,G5C2B2,Canada,(418) 589-5707,(418) 589-5707,(418) 589-5707
FJDP,Cegep Garneau,,Junior College,Designated,,2016-07-28,,1660 Boulevard de l entente,,,Quebec City,Quebec,G1S4S3,Canada,4186888310,4186888310,4186888310
FJAC,Cegep Gerald-Godin,CEGEP Gerald-Godin,Junior College,Designated,,2020-10-26,,15615 boul Gauvin Ouest,,,Montreal,Quebec,H9H 5K8,Canada,(514) 626-2666,(514) 626-2666,(514) 626-2666
