idx,facility_name,source_id,authority_type,address_str,province,ISCED4+,provider,address_str_clean,street_no,street_name
21,Toronto Montessori Teacher Training Institute,EPCC,Private Institution,"8569 Bayview Avenue, Richmond Hill, Ontario, Canada, 9058896882",ON,1,Employment and Social Development Canada,8569 bayview avenue richmond hill ontario canada 9058896882,8569,bayview avenue
22,Westervelt College - Windsor,EPCG,Private Institution,"630 Tecumseh Road East, Windsor, Ontario, Canada, 5196682000",ON,1,Employment and Social Development Canada,630 tecumseh road east windsor ontario canada 5196682000,630,tecumseh road east
23,Willis Business College Limited,EPCH,Private Institution,"1200 St. Laurent Blvd. Unit 20, Ottawa, Ontario, Canada, 6132331128",ON,1,Employment and Social Development Canada,1200 st laurent blvd unit 20 ottawa ontario canada 6132331128,1200,st laurent blvd
24,West End Academy,EPCI,Private Institution,"Merivale Mall, 1642 Merivale Road, Unit 15A, Ottawa, Ontario, Canada, 6138281818",ON,1,Employment and Social Development Canada,merivale mall 1642 merivale road unit 15a ottawa ontario canada 6138281818,1642,merivale road
25,Computek College of Business Healthcare & Technology-Markham,EPCJ,Private Institution,"202-7 Eastvale Drive, Markham, Ontario, Canada, (905) 471-3344",ON,1,Employment and Social Development Canada,202 7 eastvale drive markham ontario canada 471 3344,202 7,eastvale drive
26,Canadian Memorial Chiropractic College,EPCK,Private Institution,"6100 Leslie Street, Toronto, Ontario, Canada, 4164822340",ON,1,Employment and Social Development Canada,6100 leslie street toronto ontario canada 4164822340,6100,leslie street
27,"KLC College:Healthcare, Business, Education-Richmond Hill",EPCM,Private Institution,"201-9005 Leslie St., Richmond Hill, ON, Ontario, Canada, (888) 732-0326",ON,1,Employment and Social Development Canada,201 9005 leslie st richmond hill on ontario canada 732 0326,201 9005,leslie st
28,Master's College & Seminary,EPCN,Private Institution,"780 Argyle Street, Peterborough, Ontario, Canada, (705) 749-0725",ON,1,Employment and Social Development Canada,780 argyle street peterborough ontario canada 749 0725,780,argyle street
29,Emmanuel Bible College,EPCP,Private Institution,"100 Fergus Ave., Kitchener, Ontario, Canada, 5198948900",ON,1,Employment and Social Development Canada,100 fergus ave kitchener ontario canada 5198948900,100,fergus ave
30,The Glenn Gould School of Royal Conservatory of Music,EPCQ,Private Institution,"273 Bloor St. W., Room 204, Toronto, ON, Ontario, Canada, (416) 408-2824",ON,1,Employment and Social Development Canada,273 bloor st w room 204 toronto on ontario canada 408 2824,273,bloor st w
31,"Anderson College of Health, Business & Technology",EPCT,Private Institution,"31 King St. E., Suite 200, Hamilton, ON, Ontario, Canada, (902) 273-6656",ON,1,Employment and Social Development Canada,31 king st e hamilton on ontario canada 273 6656,273,king st e hamilton on ontario canada
32,Trios College -Scarborough,EPCU,Private Institution,"1333 Kennedy Rd., Unit 1, Scarborough, Ontario, Canada, (416) 646-1222",ON,1,Employment and Social Development Canada,1333 kennedy rd unit 1 scarborough ontario canada 646 1222,1333,kennedy rd
33,Marca College of Hair & Esthetics-Brampton,EPCV,Private Institution,"370 Main St. North, Brampton, Ontario, Canada, (905) 305-1010",ON,1,Employment and Social Development Canada,370 main st north brampton ontario canada 305 1010,370,main st north
34,Sutherland-Chan School Teaching Clinic,EPDA,Private Institution,"330 Dupont St. 4th Fl., Suite 400, Toronto, Ontario, Canada, 4169241107",ON,1,Employment and Social Development Canada,330 dupont st 4th fl toronto ontario canada 4169241107,330,dupont st
35,The Canadian Academy of Dental Health & Community Sciences,EPDQ,Private Institution,"1599 Hurontario St, Suite 105, Mississauga, ON, Ontario, Canada, (905) 278-2794",ON,1,Employment and Social Development Canada,1599 hurontario st mississauga on ontario canada 278 2794,1599,hurontario st
36,North American College Information & Technology,EPDR,Private Institution,"207-730 Yonge St., Toronto, Ontario, Canada,",ON,1,Employment and Social Development Canada,207 730 yonge st toronto ontario canada,207 730,yonge st
37,Sunview College -Toronto,EPDW,Private Institution,"127 Westmore Drive, Unit 115, Etobicoke, Ontario, Canada, (416) 646-4744",ON,1,Employment and Social Development Canada,127 westmore drive unit 115 etobicoke ontario canada 646 4744,127,westmore drive
38,Sunview College - Mississauga,EPEC,Private Institution,"2120 Dundas Street, Mississauga, Ontario, Canada, (416) 646-4744",ON,1,Employment and Social Development Canada,2120 dundas street mississauga ontario canada 646 4744,2120,dundas street
39,"Anderson College of Health, Business & Technology-Mississauga",EPEE,Private Institution,"300a - 165 Dundas Street West, Mississauga, Ontario, Canada, 4162736656",ON,1,Employment and Social Development Canada,300a 165 dundas street west mississauga ontario canada 4162736656,300a 165,dundas street west
40,The School of Toronto Dance Theatre,EPEF,Private Institution,"80 Winchester St., Toronto, Ontario, Canada, (416) 967-6887",ON,1,Employment and Social Development Canada,80 winchester st toronto ontario canada 967 6887,80,winchester st
41,Gina's College of Advanced Aesthetices - Waterloo,EPEH,Private Institution,"385 Weber Street North, Waterloo, Ontario, Canada, 5198862998",ON,1,Employment and Social Development Canada,385 weber street north waterloo ontario canada 5198862998,385,weber street north
42,Ontario College of Health & Technology,EPEK,Private Institution,"1040 South Service Rd, Unit 107, Stoney Creek, Ontario, Canada, (905) 643-8778",ON,1,Employment and Social Development Canada,1040 south service rd unit 107 stoney creek ontario canada 643 8778,1040,south service rd
43,"CDI College of Business, Technology & Health Care-Scarborough",EPEM,Private Institution,"205-2206 Eglinton Ave E, Scarborough, Ontario, Canada, (289) 645-9400",ON,1,Employment and Social Development Canada,205 2206 eglinton ave e scarborough ontario canada 645 9400,205 2206,eglinton ave e
44,Bryan College of Applied Health & Business Sciences,EPEX,Private Institution,"Registrar/Admissions, 1200 Lawrence Ave. West, North York, Ontario, Canada, 8886416300",ON,1,Employment and Social Development Canada,registrar/admissions 1200 lawrence ave west north york ontario canada 8886416300,1200,lawrence ave west
45,"Trios College of Business, Technology & Healthcare (London)",EPFA,Private Institution,"520 First Street, Unit 1, London, Ontario, Canada, 5194556698",ON,1,Employment and Social Development Canada,520 first street unit 1 london ontario canada 5194556698,520,first street
46,Herzing College,EPFC,Private Institution,"Box 225, 1200 St. Laurent Blvd., Suite 408, Ottawa, Ontario, Canada, (613) 742-8099",ON,1,Employment and Social Development Canada,1200 st laurent blvd ottawa ontario canada 742 8099,1200,st laurent blvd
47,Kikkawa College,EPFD,Private Institution,"2340 Dundas Street West, Unit G-04, Toronto, Ontario, Canada, 4167624857",ON,1,Employment and Social Development Canada,2340 dundas street west unit g 04 toronto ontario canada 4167624857,2340,dundas street west
48,P.E.B.E.C. School of Esthetics,EPFF,Private Institution,"496 Dundas Street, London, Ontario, Canada, (519) 432-7162",ON,1,Employment and Social Development Canada,496 dundas street london ontario canada 432 7162,496,dundas street
49,Versailles Academy of Make-Up Art And Esthetics,EPFG,Private Institution,"1930 Bank Street, Unit 1, Ottawa, Ontario, Canada, (613) 521-4155",ON,1,Employment and Social Development Canada,1930 bank street unit 1 ottawa ontario canada 521 4155,1930,bank street
50,Academie de Dessin et de Mode Richard Robinson,EPFK,Private Institution,"419 Sussex Dr., Ottawa, Ontario, Canada, 6132415233",ON,1,Employment and Social Development Canada,419 sussex dr ottawa ontario canada 6132415233,419,sussex dr
51,Covenant Canadian Reformed Teachers' College,EPFM,Private Institution,"410 Crerar Dr., Hamilton, Ontario, Canada, (905) 385-0634",ON,1,Employment and Social Development Canada,410 crerar dr hamilton ontario canada 385 0634,410,crerar dr
52,Avola College of Hairstyling & Esthetics,EPFO,Private Institution,"282 Dundas St. East, Toronto, Ontario, Canada, 4169671800",ON,1,Employment and Social Development Canada,282 dundas st east toronto ontario canada 4169671800,282,dundas st east
53,"CDI College of Business, Technology & Health Care-Mississauga",EPFS,Private Institution,"33 City Centre Dr, Suite 280, Mississauga, Ontario, Canada, (289) 327-0278",ON,1,Employment and Social Development Canada,33 city centre dr mississauga ontario canada 327 0278,33,city centre dr
54,Canadian College of Naturopathic Medicine,EPFX,Private Institution,"1255 Sheppard Avenue East, North York, Ontario, Canada, 4164981255",ON,1,Employment and Social Development Canada,1255 sheppard avenue east north york ontario canada 4164981255,1255,sheppard avenue east
55,Canadian All Care College,EPFY,Private Institution,"240 Alton Towers Circle, Suite 302 & 308, Scarborough, Ontario, Canada, (416) 292-6050",ON,1,Employment and Social Development Canada,240 alton towers circle & 308 scarborough ontario canada 292 6050,240,alton towers circle & 308
56,Gina's College of Advanced Aesthetics - Mississauga,EPGB,Private Institution,"3045 Southcreek Rd. Unit 7, Mississauga, Ontario, Canada, 4166028891",ON,1,Employment and Social Development Canada,3045 southcreek rd unit 7 mississauga ontario canada 4166028891,3045,southcreek rd
57,Redeemer University,EPGD,Private Institution,"777 Garner Road East, Ancaster, Ontario, Canada, 9056482131",ON,1,Employment and Social Development Canada,777 garner road east ancaster ontario canada 9056482131,777,garner road east
58,"Trebas Institute, Toronto",EPGF,Private Institution,"543 Yonge St., Suite 300, Toronto, Ontario, Canada, (416) 966-3066",ON,1,Employment and Social Development Canada,543 yonge st toronto ontario canada 966 3066,543,yonge st
59,Canadian School of Private Investigation & Security,EPGN,Private Institution,"2828 Dufferin Str., Toronto, Ontario, Canada, 4167855720",ON,1,Employment and Social Development Canada,2828 dufferin str toronto ontario canada 4167855720,2828,dufferin str
60,Academy of Applied Pharmaceutical Sciences,EPGO,Private Institution,"200 Consumers Road, Ste 200 , Toronto, Ontario, Canada, (416) 502-2277",ON,1,Employment and Social Development Canada,200 consumers road ste 200 toronto ontario canada 502 2277,200,consumers road
61,Algonquin Careers Academy-Ottawa,EPGP,Private Institution,"1830 Bank St., Ottawa, Ontario, Canada, 6137227811",ON,1,Employment and Social Development Canada,1830 bank st ottawa ontario canada 6137227811,1830,bank st
62,Toronto College of Dental Hygiene & Auxiliaries Inc.,EPGW,Private Institution,"28 Vanley Crescent, North York, Ontario, Canada, (416) 423-3099",ON,1,Employment and Social Development Canada,28 vanley crescent north york ontario canada 423 3099,28,vanley crescent
63,Elegance Schools Incorporated-London,EPGY,Private Institution,"77A - 301 Oxford Street West, London, Ontario, Canada, 5194341181",ON,1,Employment and Social Development Canada,77a 301 oxford street west london ontario canada 5194341181,77a 301,oxford street west
64,Ontario Institute of Audio Recording Technology,EPGZ,Private Institution,"502 Newbold Street, London, Ontario, Canada, 5196865010",ON,1,Employment and Social Development Canada,502 newbold street london ontario canada 5196865010,502,newbold street
65,The School of Makeup Art,EPHB,Private Institution,"25 Yorkville Avenue, Suite 200, Toronto, Ontario, Canada, (416) 340-1300",ON,1,Employment and Social Development Canada,25 yorkville avenue toronto ontario canada 340 1300,25,yorkville avenue
66,Biztech Institute Inc,EPHI,Private Institution,"5170 Dixie Rd., Suite 205, Mississauga, Ontario, Canada, 9052129039",ON,1,Employment and Social Development Canada,5170 dixie rd mississauga ontario canada 9052129039,5170,dixie rd
67,Westervelt College - London,EPIA,Private Institution,"303 Richmond Street, London, Ontario, Canada, 5196594822",ON,1,Employment and Social Development Canada,303 richmond street london ontario canada 5196594822,303,richmond street
68,Nu-Wave School of Hair Design,EPIF,Private Institution,"1526 Victoria Avenue, Thunder Bay, Ontario, Canada, 8076236666",ON,1,Employment and Social Development Canada,1526 victoria avenue thunder bay ontario canada 8076236666,1526,victoria avenue
69,Marca College of Hair & Esthetics (Danforth),EPIH,Private Institution,"2902 Danforth Avenue, Toronto, Ontario, Canada, 4166982602",ON,1,Employment and Social Development Canada,2902 danforth avenue toronto ontario canada 4166982602,2902,danforth avenue
70,Recording Arts Canada,EPIR,Private Institution,"111 Peter Street, Suite 708, Toronto, Ontario, Canada, 4169775074",ON,1,Employment and Social Development Canada,111 peter street toronto ontario canada 4169775074,111,peter street
71,Acupuncture and Integrative Medicine Academy Inc.,EPIY,Private Institution,"300-455 Spadina Avenue, Toronto, Ontario, Canada, 4163231818",ON,1,Employment and Social Development Canada,300 455 spadina avenue toronto ontario canada 4163231818,300 455,spadina avenue
72,D'Arcy Lane Incorporated,EPIZ,Private Institution,"520 First St, Unit 9, London, Ontario, Canada, 5196734421",ON,1,Employment and Social Development Canada,520 first st unit 9 london ontario canada 5196734421,520,first st
73,"Anderson College of Health, Business & Technology",EPJX,Private Institution,"180 Bloor St. W., Suite 400, Toronto, Ontario, Canada, 4164666107",ON,1,Employment and Social Development Canada,180 bloor st w toronto ontario canada 4164666107,180,bloor st w
74,C/J Health Care Support College - Scarborough,EPKB,Private Institution,"1371 Neilson Road, Suite 401, Scarborough, Ontario, Canada, 4162838252",ON,1,Employment and Social Development Canada,1371 neilson road scarborough ontario canada 4162838252,1371,neilson road
75,Stratford Chefs School,EPKG,Private Institution,"192 Ontario Street, Stratford, Ontario, Canada, 5192711414",ON,1,Employment and Social Development Canada,192 ontario street stratford ontario canada 5192711414,192,ontario street
76,Foundation for Montessori Education,EPKH,Private Institution,"2100 Bloor Street West, Unit 13, Toronto, Ontario, Canada, (416) 769-7457",ON,1,Employment and Social Development Canada,2100 bloor street west unit 13 toronto ontario canada 769 7457,2100,bloor street west
77,Career College Grouop Medix-Toronto,EPKI,Private Institution,"700 Lawrence Avenue West, Suite 300, Toronto, Ontario, Canada, 4166308021",ON,1,Employment and Social Development Canada,700 lawrence avenue west toronto ontario canada 4166308021,700,lawrence avenue west
78,Harris Institute for the Arts,EPKL,Private Institution,"118 Sherbourne Street, Toronto, Ontario, Canada, 4163670178",ON,1,Employment and Social Development Canada,118 sherbourne street toronto ontario canada 4163670178,118,sherbourne street
79,Passion Beauty Academy Inc,EPLB,Private Institution,"5120 Dixie Road, Unit 17, Mississauga, Ontario, Canada, 9056248448",ON,1,Employment and Social Development Canada,5120 dixie road unit 17 mississauga ontario canada 9056248448,5120,dixie road
80,CJ Health Care College,EPLC,Private Institution,"1123 Albion Rd, L101, Toronto, Ontario, Canada, (416) 422-5900",ON,1,Employment and Social Development Canada,1123 albion rd l101 toronto ontario canada 422 5900,1123,albion rd l101
81,Voila Institute School of Hair Design,EPLE,Private Institution,"72-74 King St. W., Kitchener, Ontario, Canada, 5197438892",ON,1,Employment and Social Development Canada,72 74 king st w kitchener ontario canada 5197438892,72 74,king st w
82,Metalworks Institute of Sound & Music Production,EPLF,Private Institution,"3611 Mavis Rd., Mississauga, Ontario, Canada, 9052794000",ON,1,Employment and Social Development Canada,3611 mavis rd mississauga ontario canada 9052794000,3611,mavis rd
83,CLI College of Business Health & Technology,EPLG,Private Institution,"203-2300 Sheppard Ave. W., Toronto, Ontario, Canada, 4167475152",ON,1,Employment and Social Development Canada,203 2300 sheppard ave w toronto ontario canada 4167475152,203 2300,sheppard ave w
84,Niagara University,EPLH,Private Institution,"131 Farnham Ave, Toronto, Ontario, Canada, 9052947260",ON,1,Employment and Social Development Canada,131 farnham ave toronto ontario canada 9052947260,131,farnham ave
85,"KLC College:Healthcare, Business, Education-Kingston",EPLM,Private Institution,"742 Arlington Park Place, Kingston, Ontario, Canada, (613) 384-6194",ON,1,Employment and Social Development Canada,742 arlington park place kingston ontario canada 384 6194,742,arlington park place
86,Hamilton School of Careers,EPLO,Private Institution,"553/557 Barton Street E., Hamilton, Ontario, Canada, (905) 577-9733",ON,1,Employment and Social Development Canada,553/557 barton street e hamilton ontario canada 577 9733,553/557,barton street e
87,"Queen's College of Business, Technology & Public Safety",EPLQ,Private Institution,"121 Brunel Road, Mississauga, Ontario, Canada, (416) 480-1545",ON,1,Employment and Social Development Canada,121 brunel road mississauga ontario canada 480 1545,121,brunel road
88,"CDI College of Business, Technology and Healthcare-Hamilton",EPLR,Private Institution,"14 & 20 Houghson Street South, Hamilton, Ontario, Canada, 9056670980",ON,1,Employment and Social Development Canada,14 & 20 houghson street south hamilton ontario canada 9056670980,14,& 20 houghson street south
89,"CDI College of Business, Technology and Healthcare-North York",EPLS,Private Institution,"33-4950 Yonge St., North York, Ontario, Canada, 4166459408",ON,1,Employment and Social Development Canada,33 4950 yonge st north york ontario canada 4166459408,33 4950,yonge st
90,"Canadian College of Business, Science & Technology",EPLU,Private Institution,"4900 Sheppard Ave. E., Suite 208, Scarborough, Ontario, Canada, 4168506028",ON,1,Employment and Social Development Canada,4900 sheppard ave e scarborough ontario canada 4168506028,4900,sheppard ave e
91,Citi College of Canadian Careers-Mississauga,EPLV,Private Institution,"50 Burnhamthrope Road West, Suite 702, Mississauga, Ontario, Canada,",ON,1,Employment and Social Development Canada,50 burnhamthrope road west mississauga ontario canada,50,burnhamthrope road west
92,Windsor Career College - Windsor,EPLW,Private Institution,"235 Eugenie Street West, Suite 200, Windsor, Ontario, Canada, 5199718066",ON,1,Employment and Social Development Canada,235 eugenie street west windsor ontario canada 5199718066,235,eugenie street
93,Fiorio Beauty Academy,EPLX,Private Institution,"1981 Queen Street East, Toronto, Ontario, Canada, 4169681574",ON,1,Employment and Social Development Canada,1981 queen street east toronto ontario canada 4169681574,1981,queen street east
94,Metro College of Technology,EPLY,Private Institution,"789 Don Mills Road, Suite 500, Toronto, Ontario, Canada, 4165859880",ON,1,Employment and Social Development Canada,789 don mills road toronto ontario canada 4165859880,789,don mills road
95,Looks Aesthetic Academy,EPLZ,Private Institution,"25 Watline Ave, Gr 16, Mississauga, Ontario, Canada, 9055070024",ON,1,Employment and Social Development Canada,25 watline ave gr 16 mississauga ontario canada 9055070024,25,watline ave gr 16
96,KLC College Healthcare Business Education-Kingston,EPMA,Private Institution,"734 Arlington Park Place, Kingston, Ontario, Canada, 6133846194",ON,1,Employment and Social Development Canada,734 arlington park place kingston ontario canada 6133846194,734,arlington park place
97,Career School of Hairstyling-Oshawa,EPMB,Private Institution,"92 Bond St. W., Oshawa, Ontario, Canada, 9055763558",ON,1,Employment and Social Development Canada,92 bond st w oshawa ontario canada 9055763558,92,bond st w
98,Career School of Hairstyling,EPMC,Private Institution,"43 McMillan St., Oshawa, Ontario, Canada, 9055763558",ON,1,Employment and Social Development Canada,43 mcmillan st oshawa ontario canada 9055763558,43,mcmillan st
99,Sunview College - Brampton,EPMD,Private Institution,"8897 The Gore Rd., Unit 25, Brampton, Ontario, Canada, 4164649797",ON,1,Employment and Social Development Canada,8897 the gore rd unit 25 brampton ontario canada 4164649797,8897,the gore rd
100,Pre-Apprenticeship Training Institute,EPME,Private Institution,"11 Kodiak Crescent, Toronto, Ontario, Canada, 4166384111",ON,1,Employment and Social Development Canada,11 kodiak crescent toronto ontario canada 4166384111,11,kodiak crescent
101,Pre-Apprenticeship Training Institute,EPMG,Private Institution,"45 Commerce Court, Cambridge, Ontario, Canada, 5196531119",ON,1,Employment and Social Development Canada,45 commerce court cambridge ontario canada 5196531119,45,commerce court
102,"TAHA ACADEMY OF BEAUTY, BUSINESS & HEALTH",EPMH,Private Institution,"2210 Markham Rd., Unit 2, Scarborough, Ontario, Canada, 4166093500",ON,1,Employment and Social Development Canada,2210 markham rd unit 2 scarborough ontario canada 4166093500,2210,markham rd
103,Aveda Institute Toronto,EPMI,Private Institution,"125 King St. E., Toronto, Ontario, Canada, 4169212961",ON,1,Employment and Social Development Canada,125 king st e toronto ontario canada 4169212961,125,king st e
104,McMaster Divinity College,EPMJ,Private Institution,"1280 Main St. W., Hamilton, Ontario, Canada, 9055255914",ON,1,Employment and Social Development Canada,1280 main st w hamilton ontario canada 9055255914,1280,main st w
105,Stanford International College of Business & Technology,EPMK,Private Institution,"930 Progress Avenue, Scarborough, Ontario, Canada, 4163831608",ON,1,Employment and Social Development Canada,930 progress avenue scarborough ontario canada 4163831608,930,progress avenue
106,"Willis College of Business, Health & Technology-Arnprior",EPML,Private Institution,"39 Winners Circle Drive, RR #3, Suite 208, Arnprior, Ontario, Canada, 6132331128",ON,1,Employment and Social Development Canada,39 winners circle drive rr #3 arnprior ontario canada 6132331128,39,winners circle drive rr #3
107,Niagara University-Toronto,EPMM,Private Institution,"319 Ossington Ave., Toronto, Ontario, Canada, 4165337039",ON,1,Employment and Social Development Canada,319 ossington ave toronto ontario canada 4165337039,319,ossington ave
108,Canadian College of Business Science & Technology-Etobicoke,EPMN,Private Institution,"5001 Yonge St, Suite 305, North York, Ontario, Canada, 4167459555",ON,1,Employment and Social Development Canada,5001 yonge st north york ontario canada 4167459555,5001,yonge st
109,Canadian All Care College,EPMO,Private Institution,"4630 Dufferin St, Suite 305, Toronto, Ontario, Canada, 4162926050",ON,1,Employment and Social Development Canada,4630 dufferin st toronto ontario canada 4162926050,4630,dufferin st
110,Canadian Institute of Learning,EPMP,Private Institution,"37 George St. N, Suite 301, Brampton, Ontario, Canada, 9058743311",ON,1,Employment and Social Development Canada,37 george st n brampton ontario canada 9058743311,37,george st n
111,North American College of Information Technology,EPMQ,Private Institution,"2100 Ellesmere Rd., Suite 101, Scarborough, Ontario, Canada, 4162906024",ON,1,Employment and Social Development Canada,2100 ellesmere rd scarborough ontario canada 4162906024,2100,ellesmere rd
112,Modern College of Hairstyling & Esthetics,EPMR,Private Institution,"34 Commerce Crt, Suite 10, North Bay, Ontario, Canada, 7044741490",ON,1,Employment and Social Development Canada,34 commerce crt north bay ontario canada 7044741490,34,commerce crt
113,Modern College of Hairstyling & Esthetics,EPMS,Private Institution,"66 Elm St, Suite 110, Sudbury, Ontario, Canada, 7056719000",ON,1,Employment and Social Development Canada,66 elm st sudbury ontario canada 7056719000,66,elm st
114,Herzing College,EPMU,Private Institution,"1099 Kingston Rd., Suite 220, Pickering, Ontario, Canada, 9054273010",ON,1,Employment and Social Development Canada,1099 kingston rd pickering ontario canada 9054273010,1099,kingston rd
115,Herzing College - Scarborough,EPMV,Private Institution,"1457 McCowan Rd., Suite 216, Scarborough, Ontario, Canada, 4167241053",ON,1,Employment and Social Development Canada,1457 mccowan rd scarborough ontario canada 4167241053,1457,mccowan rd
116,"Gates College of Business, Culinary & Healthcare",EPMW,Private Institution,"345 Queen St. East, Sault Ste Marie, Ontario, Canada, 9053728978",ON,1,Employment and Social Development Canada,345 queen st east sault ste marie ontario canada 9053728978,345,queen st east
117,National Academy of Health & Business-Toronto,EPMX,Private Institution,"20 Eglinton E., Suite 202, Toronto, Ontario, Canada, 4165450404",ON,1,Employment and Social Development Canada,20 eglinton e toronto ontario canada 4165450404,20,
118,Marca College of Hair & Esthetics - Hamilton,EPMZ,Private Institution,"2 King St. W., Jackson Square, Hamilton, Ontario, Canada, 9053051010",ON,1,Employment and Social Development Canada,2 king st w jackson square hamilton ontario canada 9053051010,2,king st w jackson square
119,Modern College of Hairstyling & Esthetics-Barrie,EPNC,Private Institution,"400 Bayfield Street, Unit 218, Barrie, Ontario, Canada, 7053931200",ON,1,Employment and Social Development Canada,400 bayfield street unit 218 barrie ontario canada 7053931200,400,bayfield street
120,"Anderson College of Health, Business & Technology",EPND,Private Institution,"5734 Yonge Street, Suite 100, Toronto, Ontario, Canada, 4162226107",ON,1,Employment and Social Development Canada,5734 yonge street toronto ontario canada 4162226107,5734,yonge street
121,Southern Ontario Dental College,EPNE,Private Institution,"201 Wilson Street East, Level 1, Ancaster, Ontario, Canada, 9053044706",ON,1,Employment and Social Development Canada,201 wilson street east level 1 ancaster ontario canada 9053044706,201,wilson street east
122,Beauty Academy London,EPNF,Private Institution,"J3/J4 785 Wonderland Rd. S., London, Ontario, Canada, (519)657-7000",ON,1,Employment and Social Development Canada,j3/j4 785 wonderland rd s london ontario canada 657 7000,785,wonderland rd s
123,"Oxford College of Arts, Business and Technology - Burlington",EPNG,Private Institution,"760 Brant Street, Burlington, Ontario, Canada, 9056323200",ON,1,Employment and Social Development Canada,760 brant street burlington ontario canada 9056323200,760,brant street
124,"Oxford College of Arts, Business and Technology - Mississauga",EPNH,Private Institution,"1300 Central Parkway West, Suite 400, Mississauga, Ontario, Canada, 9055921153",ON,1,Employment and Social Development Canada,1300 central parkway west mississauga ontario canada 9055921153,1300,central parkway west
125,"Oxford College of Arts, Business and Technology - Toronto",EPNI,Private Institution,"869 Yonge Street, Toronto, Ontario, Canada, 4169072571",ON,1,Employment and Social Development Canada,869 yonge street toronto ontario canada 4169072571,869,yonge street
126,"Oxford College of Arts, Business and Technology - Peterborough",EPNJ,Private Institution,"360 George Street North, Suite 16, Peterborough, Ontario, Canada, 7057425565",ON,1,Employment and Social Development Canada,360 george street north peterborough ontario canada 7057425565,360,george street north
127,Stanford International College of Business & Technology,EPNK,Private Institution,"1011 Eglinton Ave East, Suite 1, Mississauga, Ontario, Canada, 9056293088",ON,1,Employment and Social Development Canada,1011 eglinton ave east mississauga ontario canada 9056293088,1011,eglinton ave east
128,Stanford International College of Business & Technology,EPNL,Private Institution,"1011 Eglinton Ave. E., Suite 7, Mississauga, Ontario, Canada, 9056293088",ON,1,Employment and Social Development Canada,1011 eglinton ave e mississauga ontario canada 9056293088,1011,eglinton ave e
129,Pharma-Medical Science College of Canada,EPNM,Private Institution,"505 Consumers Rd., Suite 100, North York, Ontario, Canada, 416-821-4876",ON,1,Employment and Social Development Canada,505 consumers rd north york ontario canada 416 821 4876,505,consumers rd
130,CMU College of Makeup Art & Design,EPNN,Private Institution,"366 Adelaide Street East, Suite 120, Toronto, Ontario, Canada, 4169686739",ON,1,Employment and Social Development Canada,366 adelaide street east toronto ontario canada 4169686739,366,adelaide street east
131,"Gates College of Business, Culinary & Healthcare",EPNO,Private Institution,"1135 Landsdowne St., Suite 201A, Peterborough, Ontario, Canada, 9053728978",ON,1,Employment and Social Development Canada,1135 landsdowne st a peterborough ontario canada 9053728978,1135,landsdowne st a
132,Protege School,EPNP,Private Institution,"3390 Midland Ave., Unit 10, Toronto, Ontario, Canada, 4167549866",ON,1,Employment and Social Development Canada,3390 midland ave unit 10 toronto ontario canada 4167549866,3390,midland ave
133,Toronto School of Traditional Chinese Medicine,EPNQ,Private Institution,"700 Lawrence Ave. W., Suite 433, Toronto, Ontario, Canada, 4167829682",ON,1,Employment and Social Development Canada,700 lawrence ave w toronto ontario canada 4167829682,700,lawrence ave w
134,Six Nations Polytechnic,EPNR,Private Institution,"2160 Fourth Line, PO BOX 700, Ohsweken, Ontario, Canada, 5194450023",ON,1,Employment and Social Development Canada,2160 fourth line ohsweken ontario canada 5194450023,2160,fourth line
135,Allanti School of Hairstyling & Aesthetics,EPNS,Private Institution,"134 West St., Brantford, Ontario, Canada,",ON,1,Employment and Social Development Canada,134 west st brantford ontario canada,134,west st
136,Cappa School of Professional Hairstyling & Aesthetics,EPNT,Private Institution,"56 St. Paul St. W, St. Catharines, Ontario, Canada, 9056881175",ON,1,Employment and Social Development Canada,56 st paul st w st catharines ontario canada 9056881175,56,st paul st w
137,Eight Branches Academy of Eastern Medicine,EPNU,Private Institution,"112 Merton Street, 3rd floor, Toronto, Ontario, Canada, 4169255722",ON,1,Employment and Social Development Canada,112 merton street 3rd floor toronto ontario canada 4169255722,112,merton street
138,Stanford International College of Business & Technology-Brampton,EPNV,Private Institution,"18 Corporation Drive, Brampton, Ontario, Canada, 9057890666",ON,1,Employment and Social Development Canada,18 corporation drive brampton ontario canada 9057890666,18,corporation drive
139,Saco Academy,EPNW,Private Institution,"1980 Ogilvie Rd., Unit 103, Ottawa, Ontario, Canada, 6137457171",ON,1,Employment and Social Development Canada,1980 ogilvie rd unit 103 ottawa ontario canada 6137457171,1980,ogilvie rd
140,Ontario College of Traditional Chinese Medicine - Toronto,EPNX,Private Institution,"283 Spadina Avenue, 3rd floor, Toronto, Ontario, Canada,",ON,1,Employment and Social Development Canada,283 spadina avenue 3rd floor toronto ontario canada,283,spadina avenue
141,Ontario College of Traditional Chinese Medicine - Markham,EPNY,Private Institution,"3190 Steeles Ave. East, Unit 110, Markham, Ontario, Canada,",ON,1,Employment and Social Development Canada,3190 steeles ave east unit 110 markham ontario canada,3190,steeles ave east
142,International Academy of Massage,EPNZ,Private Institution,"380 Forest Street, Room 1, Ottawa, Ontario, Canada, 613-820-4046",ON,1,Employment and Social Development Canada,380 forest street room 1 ottawa ontario canada 613 820 4046,380,forest street
