X,Y,OBJECTID,ADDRESS,FOLDERTYPE,FILENO,INDATE,ISSUEDATE,WORKDESC,SUBDESC,FOLDERSTATUSDESC,REFERENCEFILE
594910.356120002456009,4805219.119879998266697,6698,3952 THOMAS ALTON BLVD.,SS Semi-Detached Dwelling,17-025245,2017-12-20T00:00:00.000Z,2018-05-16T00:00:00.000Z,New Repeat,Semi-Detached Dwelling,Occupiable,
594913.033420002087951,4805222.863839998841286,6699,3954 THOMAS ALTON BLVD.,SS Semi-Detached Dwelling,17-025244,2017-12-20T00:00:00.000Z,2018-05-16T00:00:00.000Z,New Repeat,Semi-Detached Dwelling,Occupiable,
594918.556010002270341,4805229.561999998986721,6700,3956 THOMAS ALTON BLVD.,SS Semi-Detached Dwelling,17-025240,2017-12-20T00:00:00.000Z,2018-05-16T00:00:00.000Z,New Repeat,Semi-Detached Dwelling,Occupiable,
594921.662170002236962,4805233.086919998750091,6701,3958 THOMAS ALTON BLVD.,SS Semi-Detached Dwelling,17-025236,2017-12-20T00:00:00.000Z,2018-05-16T00:00:00.000Z,New Repeat,Semi-Detached Dwelling,Occupiable,
594926.855920001864433,4805239.820399999619,6702,3960 THOMAS ALTON BLVD.,SS Semi-Detached Dwelling,17-025233,2017-12-20T00:00:00.000Z,2018-05-16T00:00:00.000Z,New Repeat,Semi-Detached Dwelling,Occupiable,
596765.798360002227128,4801168.14299999923,6703,3060 DAVIDSON CRT.,CP Commercial,16-013764,2016-07-05T00:00:00.000Z,2016-08-16T00:00:00.000Z,Renovation (No ZC Reqd),Retail Store,Final,
596765.798360002227128,4801168.14299999923,6704,3060 DAVIDSON CRT.,CP Commercial,16-024163,2016-12-09T00:00:00.000Z,2017-01-05T00:00:00.000Z,Renovation,"Club, Non-residential",Final,
599714.181920002214611,4799618.696959998458624,6705,263 PINE COVE RD.,SO Other Single Detached Dwelling,18-001767,2018-02-02T00:00:00.000Z,,Renovation (No ZC Reqd),Single Detached Dwelling,Deficiency Letter,
599714.181920002214611,4799618.696959998458624,6706,263 PINE COVE RD.,SO Other Single Detached Dwelling,17-016017,2017-08-14T00:00:00.000Z,2017-08-23T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
594326.555160001851618,4803156.683239998295903,6707,3000 DRIFTWOOD DR.,PL Plumbing,18-001370,2018-01-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
594326.555160001851618,4803156.683239998295903,6708,3000 DRIFTWOOD DR.,PL Plumbing,18-001372,2018-01-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
594326.555160001851618,4803156.683239998295903,6709,3000 DRIFTWOOD DR.,PL Plumbing,18-001377,2018-01-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
594326.555160001851618,4803156.683239998295903,6710,3000 DRIFTWOOD DR.,PL Plumbing,18-001373,2018-01-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
594326.555160001851618,4803156.683239998295903,6711,3000 DRIFTWOOD DR.,PL Plumbing,18-001362,2018-01-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
594326.555160001851618,4803156.683239998295903,6712,3000 DRIFTWOOD DR.,PL Plumbing,18-001364,2018-01-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
594326.555160001851618,4803156.683239998295903,6713,3000 DRIFTWOOD DR.,PL Plumbing,18-001365,2018-01-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
594326.555160001851618,4803156.683239998295903,6714,3000 DRIFTWOOD DR.,PL Plumbing,18-001368,2018-01-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
594326.555160001851618,4803156.683239998295903,6715,3000 DRIFTWOOD DR.,PL Plumbing,18-001374,2018-01-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
594326.555160001851618,4803156.683239998295903,6716,3000 DRIFTWOOD DR.,PL Plumbing,18-001376,2018-01-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
597735.844110002741218,4797734.813809998333454,6718,390 PEARL ST.,CP Commercial,18-002446,2018-02-16T00:00:00.000Z,2018-03-19T00:00:00.000Z,Renovation,Commercial - Business/Personal Serv.,Occupiable,
599622.83908000215888,4804730.363669998943806,6721,1095 CLAY AVE.,IP Industrial,19-006546,2019-04-15T00:00:00.000Z,,Renovation,Medium Hazard Industrial Facility,Deficiency Letter,
595518.727200002409518,4806281.094039998948574,6725,4622 ASHLAR CRES.,DS Designated Structure,17-020862,2017-10-13T00:00:00.000Z,2017-10-25T00:00:00.000Z,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,
596818.864900002256036,4800014.0502299983054,6727,940 HAZEL ST.,SO Other Single Detached Dwelling,16-003962,2016-03-14T00:00:00.000Z,2016-03-30T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
596829.571040002629161,4799994.805209998041391,6728,938 HAZEL ST.,SF New Single Detached Dwelling,16-011953,2016-06-13T00:00:00.000Z,2016-07-12T00:00:00.000Z,New,Single Detached Dwelling,Occupiable,MD-090/15
596010.676080002449453,4806614.7870799992234,6729,4810 CAPRI CRES.,SO Other Single Detached Dwelling,18-001113,2018-01-17T00:00:00.000Z,2018-01-24T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
592468.731690002605319,4795040.634999997913837,6730,181 PLAINS RD. W UNIT 19,M9 Multi-Res (Part 9),19-010899,2019-06-06T00:00:00.000Z,,Addition,Row Townhouse,OBC Review,
595845.521000002510846,4806705.265399998053908,6732,3242 SHARP RD.,DS Designated Structure,16-004129,2016-03-16T00:00:00.000Z,2016-04-01T00:00:00.000Z,Dish Antenna/Solar Collector,Single Detached Dwelling,Issued,
595957.976360002532601,4806927.8776399996132,6734,4879 VERDI ST.,SO Other Single Detached Dwelling,18-006779,2018-04-23T00:00:00.000Z,2018-05-04T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
592458.465840002521873,4795050.900849997997284,6736,181 PLAINS RD. W UNIT 22,SO Other Single Detached Dwelling,18-015984,2018-07-13T00:00:00.000Z,2018-07-31T00:00:00.000Z,New,Attached Deck,Final,
592452.327500002458692,4795056.9333599992096,6737,181 PLAINS RD. W UNIT 24,SO Other Single Detached Dwelling,17-011943,2017-06-26T00:00:00.000Z,2017-07-12T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
597474.65092000272125,4804298.920719997957349,6738,2165 ITABASHI WAY  UNIT 4,SO Other Single Detached Dwelling,16-019714,2016-09-22T00:00:00.000Z,2016-10-05T00:00:00.000Z,Repair (No ZC Reqd),Attached Deck,Final,
597441.912560001946986,4804320.434959998354316,6739,2165 ITABASHI WAY  UNIT 7,SO Other Single Detached Dwelling,18-027697,2018-12-07T00:00:00.000Z,2018-12-11T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
597115.478430001996458,4807329.082299998030066,6740,5250 DUNDAS ST.,M3 Multi-Res (Part 3),16-014652,2016-07-15T00:00:00.000Z,2016-12-21T00:00:00.000Z,New,Apartment,Final,535-017/14
600313.30836000200361,4805535.408039998263121,6742,5500 NORTH SERVICE RD.,CP Commercial,16-014449,2016-07-13T00:00:00.000Z,2016-09-08T00:00:00.000Z,Renovation (No ZC Reqd),Commercial - Business/Personal Serv.,Final,
594729.342920002527535,4803436.656199999154,6743,2333 HEADON FOREST DR.,IP Industrial,18-001133,2018-01-18T00:00:00.000Z,2018-04-26T00:00:00.000Z,New,Storage Facility,Issued,
594729.342920002527535,4803436.656199999154,6744,2333 HEADON FOREST DR.,GP Institutional/Government,18-018225,2018-08-03T00:00:00.000Z,2018-08-31T00:00:00.000Z,Accessory Building - New,Secondary School,Final,
597018.369320002384484,4797214.493679998442531,6745,472 BROCK AVE.,M3 Multi-Res (Part 3),15-021966,2015-11-20T00:00:00.000Z,2016-01-08T00:00:00.000Z,Renovation,Apartment,Final,
597384.280920002609491,4804185.013999998569489,6746,2125 ITABASHI WAY  UNIT 113,M9 Multi-Res (Part 9),16-002750,2016-02-23T00:00:00.000Z,2016-02-29T00:00:00.000Z,Renovation (No ZC Reqd),Row Townhouse,Issued,
595974.904000001959503,4807247.7254399992526,6747,3259 APPLEBY LINE,CP Commercial,18-018570,2018-08-09T00:00:00.000Z,2018-08-13T00:00:00.000Z,Kitchen System (No ZC Reqd),Restaurant,Final,
595974.904000001959503,4807247.7254399992526,6748,3259 APPLEBY LINE,CP Commercial,17-008197,2017-05-16T00:00:00.000Z,2017-10-31T00:00:00.000Z,New,Restaurant,Occupiable,
595974.904000001959503,4807247.7254399992526,6749,3259 APPLEBY LINE,CP Commercial,17-008197,2018-02-22T00:00:00.000Z,2018-02-28T00:00:00.000Z,New,Restaurant,Final,
601371.639280002564192,4804760.178599998354912,6750,738 BURLOAK DR.,CP Commercial,18-002812,2018-02-20T00:00:00.000Z,2018-02-22T00:00:00.000Z,Repair (No ZC Reqd),Restaurant,Final,
592283.810880002565682,4793862.590359998866916,6751,868 DANFORTH PL.,SO Other Single Detached Dwelling,15-021134,2015-11-05T00:00:00.000Z,2015-11-27T00:00:00.000Z,Renovation,Single Detached Dwelling,Occupiable,
594326.555160001851618,4803156.683239998295903,6752,3000 DRIFTWOOD DR.,SO Other Single Detached Dwelling,15-018589,2015-09-29T00:00:00.000Z,2015-10-13T00:00:00.000Z,Repair (No ZC Reqd),Single Detached Dwelling,Issued,
594326.555160001851618,4803156.683239998295903,6753,3000 DRIFTWOOD DR.,PL Plumbing,18-001366,2018-01-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
594326.555160001851618,4803156.683239998295903,6754,3000 DRIFTWOOD DR.,PL Plumbing,18-001371,2018-01-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
594326.555160001851618,4803156.683239998295903,6755,3000 DRIFTWOOD DR.,PL Plumbing,18-001375,2018-01-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
594326.555160001851618,4803156.683239998295903,6756,3000 DRIFTWOOD DR.,PL Plumbing,18-001369,2018-01-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
594326.555160001851618,4803156.683239998295903,6757,3000 DRIFTWOOD DR.,PL Plumbing,18-001363,2018-01-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
594326.555160001851618,4803156.683239998295903,6758,3000 DRIFTWOOD DR.,PL Plumbing,18-001367,2018-01-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
595453.220040001906455,4806880.7827199995518,6761,3328 CLINE ST.,SO Other Single Detached Dwelling,17-002374,2017-02-13T00:00:00.000Z,2017-02-28T00:00:00.000Z,New,Attached Deck,Final,
595427.643560002557933,4806892.098119998350739,6762,3332 CLINE ST.,PL Plumbing,18-022606,2018-09-20T00:00:00.000Z,2018-09-26T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
597870.932520002126694,4802441.7984599992633,6767,1100 WALKER'S LINE,CP Commercial,15-011714,2015-06-25T00:00:00.000Z,2015-08-13T00:00:00.000Z,Renovation,Dental Office,Final,
597870.932520002126694,4802441.7984599992633,6768,1100 WALKER'S LINE,CP Commercial,15-016396,2015-08-27T00:00:00.000Z,2015-10-08T00:00:00.000Z,Renovation,Commercial - Business/Personal Serv.,Final,
597870.932520002126694,4802441.7984599992633,6769,1100 WALKER'S LINE,CP Commercial,15-019123,2015-10-06T00:00:00.000Z,2015-10-30T00:00:00.000Z,Renovation,Commercial - Business/Personal Serv.,Final,
597870.932520002126694,4802441.7984599992633,6770,1100 WALKER'S LINE,CP Commercial,15-015025,2015-08-07T00:00:00.000Z,2015-10-02T00:00:00.000Z,Renovation,Commercial - Retail,Final,
597870.932520002126694,4802441.7984599992633,6771,1100 WALKER'S LINE,CP Commercial,15-023362,2015-12-14T00:00:00.000Z,2016-01-21T00:00:00.000Z,Renovation,Office,Final,
597870.932520002126694,4802441.7984599992633,6772,1100 WALKER'S LINE,CP Commercial,15-023380,2015-12-14T00:00:00.000Z,2016-01-21T00:00:00.000Z,Renovation,Office,Final,
597870.932520002126694,4802441.7984599992633,6773,1100 WALKER'S LINE,CP Commercial,15-012155,2015-07-02T00:00:00.000Z,2015-09-23T00:00:00.000Z,Renovation,Restaurant,Final,
597870.932520002126694,4802441.7984599992633,6774,1100 WALKER'S LINE,CP Commercial,15-023340,2015-12-14T00:00:00.000Z,2016-02-05T00:00:00.000Z,Renovation,Office,Final,
597870.932520002126694,4802441.7984599992633,6775,1100 WALKER'S LINE,CP Commercial,15-015029,2015-08-07T00:00:00.000Z,2015-09-22T00:00:00.000Z,Renovation,Commercial - Business/Personal Serv.,Final,
597870.932520002126694,4802441.7984599992633,6776,1100 WALKER'S LINE,CP Commercial,17-009348,2017-05-26T00:00:00.000Z,2017-06-26T00:00:00.000Z,Renovation (No ZC Reqd),Office,Final,
597870.932520002126694,4802441.7984599992633,6777,1100 WALKER'S LINE,PL Plumbing,14-007640,2015-06-18T00:00:00.000Z,2015-07-17T00:00:00.000Z,Internal Plumbing - Alter/Replace,Commercial,Final,535-002/14
597870.932520002126694,4802441.7984599992633,6778,1100 WALKER'S LINE,P1 Plumbing Site Service,14-012231,2015-08-19T00:00:00.000Z,2015-09-15T00:00:00.000Z,Site Servicing - New ((No ZC Reqd),Commercial,Final,
597115.055100002326071,4807289.077219998463988,6779,5260 DUNDAS ST.,M3 Multi-Res (Part 3),16-014652,2016-07-15T00:00:00.000Z,2016-12-21T00:00:00.000Z,New,Apartment,Final,535-017/14
597402.239440002478659,4804349.703839998692274,6780,2165 ITABASHI WAY  UNIT 11,SO Other Single Detached Dwelling,17-007307,2017-05-05T00:00:00.000Z,2017-05-19T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
597476.286360002122819,4804337.962079998105764,6781,2165 ITABASHI WAY  UNIT 21,SO Other Single Detached Dwelling,15-014525,2015-08-04T00:00:00.000Z,2015-08-13T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
594734.199170002713799,4805294.604719998314977,6782,3877 TUFGAR CRES.,SF New Single Detached Dwelling,17-025073,2017-12-20T00:00:00.000Z,2018-01-17T00:00:00.000Z,New Repeat,Single Detached Dwelling,Occupiable,
594743.256600001826882,4805294.696369998157024,6783,3875 TUFGAR CRES.,SF New Single Detached Dwelling,17-025119,2017-12-20T00:00:00.000Z,2018-01-17T00:00:00.000Z,New Repeat,Single Detached Dwelling,Occupiable,
594832.078640001825988,4804963.789569998160005,6784,3901 KOENIG RD.,SF New Single Detached Dwelling,17-014318,2017-07-25T00:00:00.000Z,2017-07-27T00:00:00.000Z,New,Single Detached Dwelling,Occupiable,
594838.532900001853704,4804971.952359998598695,6785,3903 KOENIG RD.,SF New Single Detached Dwelling,17-013525,2017-07-14T00:00:00.000Z,2017-07-18T00:00:00.000Z,New,Single Detached Dwelling,Occupiable,
594884.439970002509654,4804871.7927599996328,6786,3896 LODI RD.,SF New Single Detached Dwelling,17-020671,2017-10-04T00:00:00.000Z,2017-10-16T00:00:00.000Z,New Repeat,Single Detached Dwelling,Occupiable,
594892.070200001820922,4804880.523339997977018,6787,3898 LODI RD.,SF New Single Detached Dwelling,17-020680,2017-10-04T00:00:00.000Z,2017-10-16T00:00:00.000Z,New Repeat,Single Detached Dwelling,Occupiable,
594899.983070001937449,4804888.734769998118281,6788,3900 LODI RD.,SF New Single Detached Dwelling,17-020682,2017-10-04T00:00:00.000Z,2017-10-16T00:00:00.000Z,New Repeat,Single Detached Dwelling,Occupiable,
594906.065120002254844,4804896.353269997984171,6789,3902 LODI RD.,SF New Single Detached Dwelling,17-020474,2017-10-04T00:00:00.000Z,2017-10-16T00:00:00.000Z,New Repeat,Single Detached Dwelling,Occupiable,
596408.281600002199411,4800984.3044399991632,6790,2475 MOUNTAINSIDE DR.,CP Commercial,17-021292,2017-10-18T00:00:00.000Z,2017-10-30T00:00:00.000Z,Kitchen System (No ZC Reqd),Restaurant,Final,
598753.545800002291799,4798291.046479998156428,6791,238 GREEN ST.,SF New Single Detached Dwelling,17-020318,2017-10-04T00:00:00.000Z,2018-01-10T00:00:00.000Z,Infill,Single Detached Dwelling,Issued,
600191.002640002407134,4805521.934519998729229,6792,5515 NORTH SERVICE RD.,CP Commercial,17-011677,2017-06-22T00:00:00.000Z,2017-07-10T00:00:00.000Z,Renovation (No ZC Reqd),Office,Final,
600191.002640002407134,4805521.934519998729229,6796,5515 NORTH SERVICE RD.,CP Commercial,18-014076,2018-06-25T00:00:00.000Z,2018-08-16T00:00:00.000Z,Renovation (No ZC Reqd),Office,Final,
600191.002640002407134,4805521.934519998729229,6797,5515 NORTH SERVICE RD.,CP Commercial,18-002260,2018-02-09T00:00:00.000Z,2018-04-06T00:00:00.000Z,Renovation (No ZC Reqd),Office,Final,
600191.002640002407134,4805521.934519998729229,6798,5515 NORTH SERVICE RD.,CP Commercial,18-006794,2018-04-20T00:00:00.000Z,2018-05-31T00:00:00.000Z,Renovation (No ZC Reqd),Office,Final,
601407.453400001861155,4801886.343599999323,6799,4521 SPRUCE AVE.,SO Other Single Detached Dwelling,16-012932,2016-06-24T00:00:00.000Z,2016-07-05T00:00:00.000Z,New,Attached Deck,Final,
599228.233960002660751,4803935.476799998432398,6801,4475 NORTH SERVICE RD.,CP Commercial,16-004133,2016-03-16T00:00:00.000Z,2016-04-01T00:00:00.000Z,Renovation (No ZC Reqd),Office,Final,
599228.233960002660751,4803935.476799998432398,6802,4475 NORTH SERVICE RD.,CP Commercial,16-015437,2016-07-25T00:00:00.000Z,2016-08-16T00:00:00.000Z,Renovation,Commercial - Business/Personal Serv.,Final,
598199.203280001878738,4804263.6711199991405,6803,1551 CORPORATE DR.,CP Commercial,18-008243,2018-05-11T00:00:00.000Z,2018-11-15T00:00:00.000Z,Sprinkler/Standpipe System (No ZC Reqd),Commercial - Business/Personal Serv.,Issued,
598554.875000001862645,4806462.499999998137355,6804,5835 PAGE CRES.,SO Other Single Detached Dwelling,16-004454,2016-03-22T00:00:00.000Z,2016-04-05T00:00:00.000Z,Repair (No ZC Reqd),Single Detached Dwelling,Final,
597725.37920000217855,4805429.2913599982858,6805,2050 APPLEBY LINE,CP Commercial,16-023967,2016-12-05T00:00:00.000Z,2017-01-12T00:00:00.000Z,Demolition- Internal,Restaurant,Final,
597725.37920000217855,4805429.2913599982858,6806,2050 APPLEBY LINE,CP Commercial,17-003111,2017-02-24T00:00:00.000Z,2017-05-09T00:00:00.000Z,Addition,Restaurant,Final,
597725.37920000217855,4805429.2913599982858,6807,2050 APPLEBY LINE,CP Commercial,17-003111,2017-08-18T00:00:00.000Z,2017-09-19T00:00:00.000Z,Addition,Restaurant,Final,
597795.632880002260208,4801032.032039998099208,6808,3250 HARVESTER RD.,IP Industrial,15-022835,2015-12-03T00:00:00.000Z,2016-01-28T00:00:00.000Z,Renovation,Medium Hazard Industrial Facility,Final,MM-012/15
597795.632880002260208,4801032.032039998099208,6809,3250 HARVESTER RD.,IP Industrial,15-018491,2015-09-28T00:00:00.000Z,2015-10-30T00:00:00.000Z,Renovation,Medium Hazard Industrial Facility,Final,
597795.632880002260208,4801032.032039998099208,6810,3250 HARVESTER RD.,IP Industrial,18-025412,2018-10-31T00:00:00.000Z,2019-01-17T00:00:00.000Z,Renovation,Medium Hazard Industrial Facility,Issued,
595449.274840001948178,4806658.919519998133183,6811,4708 TASSIE RD.,SO Other Single Detached Dwelling,17-014925,2017-07-26T00:00:00.000Z,2017-08-08T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
595353.413400001823902,4806776.5713199991733,6813,4714 DOUG WRIGHT DR.,SO Other Single Detached Dwelling,16-006422,2016-04-20T00:00:00.000Z,2016-05-04T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
598093.937480002641678,4807010.499999998137355,6814,5529 TWELVE MILE TRAIL,SO Other Single Detached Dwelling,16-007400,2016-05-04T00:00:00.000Z,2016-05-20T00:00:00.000Z,Addition,Attached Deck,Final,
598152.000000001862645,4806939.999999998137355,6815,5517 TWELVE MILE TRAIL,DS Designated Structure,17-012308,2017-06-29T00:00:00.000Z,2017-07-12T00:00:00.000Z,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,
597870.932520002126694,4802441.7984599992633,6816,1100 WALKER'S LINE,CP Commercial,17-001367,2017-01-26T00:00:00.000Z,2017-02-09T00:00:00.000Z,Renovation (No ZC Reqd),Office,Final,
597870.932520002126694,4802441.7984599992633,6817,1100 WALKER'S LINE,CP Commercial,15-012344,2015-07-06T00:00:00.000Z,2015-10-30T00:00:00.000Z,Demolition -Building,Commercial - Business/Personal Serv.,Final,
597870.932520002126694,4802441.7984599992633,6818,1100 WALKER'S LINE,CP Commercial,15-015021,2015-08-07T00:00:00.000Z,2015-09-18T00:00:00.000Z,Renovation,Commercial - Business/Personal Serv.,Final,
599177.546490002423525,4800450.030199998989701,6819,509 WOODVIEW RD.,SF New Single Detached Dwelling,16-021840,2016-10-26T00:00:00.000Z,2016-11-25T00:00:00.000Z,New,Single Detached Dwelling,Final,
594347.053310002200305,4797265.138339998200536,6820,1096 CEDARWOOD PL.,SF New Single Detached Dwelling,16-000576,2016-01-11T00:00:00.000Z,2016-01-25T00:00:00.000Z,New,Single Detached Dwelling,Occupiable,MD-066/15
599165.163970001973212,4800459.078969998285174,6821,513 WOODVIEW RD.,SF New Single Detached Dwelling,16-021843,2016-10-26T00:00:00.000Z,2016-11-25T00:00:00.000Z,New,Single Detached Dwelling,Final,
599165.163970001973212,4800459.078969998285174,6822,513 WOODVIEW RD.,SO Other Single Detached Dwelling,17-023641,2017-11-23T00:00:00.000Z,2017-12-01T00:00:00.000Z,Demolition -Building,Detached Garage,Final,
597268.065200001932681,4795012.898999998345971,6823,867 LAKESHORE RD.,GP Institutional/Government,19-005673,2019-04-01T00:00:00.000Z,,Renovation (No ZC Reqd),Institutional/Government Facility,Deficiency Letter,
597268.065200001932681,4795012.898999998345971,6824,867 LAKESHORE RD.,GP Institutional/Government,18-006676,2018-04-16T00:00:00.000Z,,Renovation (No ZC Reqd),Institutional/Government Facility,Deficiency Letter,
597268.065200001932681,4795012.898999998345971,6825,867 LAKESHORE RD.,GP Institutional/Government,18-006711,2018-04-16T00:00:00.000Z,,Sprinkler/Standpipe System (No ZC Reqd),Institutional/Government Facility,Deficiency Letter,
597268.065200001932681,4795012.898999998345971,6826,867 LAKESHORE RD.,GP Institutional/Government,18-006687,2018-04-16T00:00:00.000Z,,Renovation (No ZC Reqd),Institutional/Government Facility,Deficiency Letter,
594914.087020002305508,4804905.2297699991614,6827,3904 LODI RD.,SF New Single Detached Dwelling,17-020684,2017-10-04T00:00:00.000Z,2017-10-16T00:00:00.000Z,New Repeat,Single Detached Dwelling,Occupiable,
594921.344040002673864,4804913.286059997975826,6828,3906 LODI RD.,SF New Single Detached Dwelling,17-020685,2017-10-04T00:00:00.000Z,2017-10-16T00:00:00.000Z,New Repeat,Single Detached Dwelling,Issued,
594928.054250001907349,4804921.852249998599291,6829,3908 LODI RD.,SF New Single Detached Dwelling,17-020686,2017-10-04T00:00:00.000Z,2017-10-26T00:00:00.000Z,New Repeat,Single Detached Dwelling,Occupiable,
594935.311280001886189,4804929.9085399992764,6830,3910 LODI RD.,SF New Single Detached Dwelling,17-020688,2017-10-04T00:00:00.000Z,2017-10-16T00:00:00.000Z,New Repeat,Single Detached Dwelling,Issued,
594942.677340002730489,4804938.629889998584986,6831,3912 LODI RD.,SF New Single Detached Dwelling,17-023688,2017-11-29T00:00:00.000Z,2017-12-19T00:00:00.000Z,New Repeat,Single Detached Dwelling,Occupiable,
597871.966730002313852,4805260.291879998520017,6833,2000 APPLEBY LINE,CP Commercial,16-011895,2016-06-09T00:00:00.000Z,2016-07-04T00:00:00.000Z,Renovation (No ZC Reqd),Restaurant,Final,
597871.966730002313852,4805260.291879998520017,6834,2000 APPLEBY LINE,CP Commercial,16-014348,2016-07-14T00:00:00.000Z,2016-08-03T00:00:00.000Z,Kitchen System (No ZC Reqd),Restaurant,Final,
598109.3868000023067,4804328.513439998030663,6838,1601 CORPORATE DR.,IP Industrial,19-008157,2019-05-03T00:00:00.000Z,,Sprinkler/Standpipe System (No ZC Reqd),Manufacturing Facility,Deficiency Letter,
598109.3868000023067,4804328.513439998030663,6839,1601 CORPORATE DR.,IP Industrial,15-023067,2015-12-08T00:00:00.000Z,2016-03-15T00:00:00.000Z,Spray Booth System (No ZC Reqd),Medium Hazard Industrial Facility,Final,
596670.34744000248611,4806322.021879998967052,6841,2634 ARMOUR CRES.,SO Other Single Detached Dwelling,18-019768,2018-08-21T00:00:00.000Z,2018-08-23T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
597788.38644000235945,4797824.032839998602867,6843,2084 PINE ST.,CP Commercial,16-005580,2016-04-08T00:00:00.000Z,2016-05-04T00:00:00.000Z,Renovation (No ZC Reqd),Hair Styling/Barber/Beauty Parlour,Final,
597781.968800002709031,4797817.150759998708963,6844,2080 PINE ST.,CP Commercial,16-010247,2016-06-02T00:00:00.000Z,2016-06-30T00:00:00.000Z,Renovation (No ZC Reqd),Commercial - Business/Personal Serv.,Final,
595511.15884000249207,4807090.725039998069406,6845,3370 MIKALDA RD.,SO Other Single Detached Dwelling,19-009439,2019-05-21T00:00:00.000Z,2019-06-06T00:00:00.000Z,New,Attached Deck,Issued,
594008.473940002731979,4798871.153649998828769,6846,1150 SKYVIEW DR.  UNIT 2,SO Other Single Detached Dwelling,18-023164,2018-09-28T00:00:00.000Z,2018-10-12T00:00:00.000Z,New,Attached Deck,Issued,
601419.294420002028346,4801966.734009997919202,6847,283 APPLEBY LINE,SF New Single Detached Dwelling,16-014277,2016-07-08T00:00:00.000Z,2016-08-04T00:00:00.000Z,New,Single Detached Dwelling,Issued,MD-022/16
595403.892040002159774,4807000.423279998824,6849,3346 FERRIS ST.,SO Other Single Detached Dwelling,16-024416,2016-12-12T00:00:00.000Z,2016-12-22T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
598322.187520002014935,4797938.999999998137355,6851,2210 LAKESHORE RD.,M3 Multi-Res (Part 3),17-018273,2017-09-12T00:00:00.000Z,2017-10-17T00:00:00.000Z,Maglocks (No ZC Reqd),Apartment,Final,
595386.037680001929402,4806706.5202399995178,6854,4696 IRENA AVE.,SO Other Single Detached Dwelling,16-004547,2016-03-22T00:00:00.000Z,2016-04-07T00:00:00.000Z,New,Attached Deck,Final,
596229.124440002255142,4806810.11459999904,6857,4517 DUNDAS ST.,CP Commercial,16-022622,2016-11-09T00:00:00.000Z,2016-12-06T00:00:00.000Z,Renovation,Commercial - Retail,Final,
596308.083320002071559,4806784.8477599993348,6858,4519 DUNDAS ST.,CP Commercial,19-008502,2019-05-08T00:00:00.000Z,,Renovation (No ZC Reqd),Bank/Financial Institution,Deficiency Letter,
595268.78528000228107,4806524.2920399997383,6859,4678 ERWIN RD.,DS Designated Structure,17-018447,2017-09-14T00:00:00.000Z,2017-09-26T00:00:00.000Z,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,
