"PermitID","PermitClass","TypeConst","UseCategory","IntendUse","ApplDate","IssDate","PermitNo","Address","legaldesc","GrossAreaSqFt","EstValue","DwellingUnitsCreated","DwellingUnitsDemolished","parcelno","Longitude","Latitude"
"10255","Sewage System","New","Residential","Single Detached Dwelling","2018-07-26","2018-08-09","H18-008","602 COPE RD","CON 7 PT LOT 10 RP 59R1203 PART 2","323","25000","0","0","25665","-79.1722","42.9705"
"10246","Pool","New","Accessory","","2018-07-23","2018-08-09","W18-045","63 EDGAR ST","PLAN 50 LOT 522 LOT 523 NP598","512","35000","0","0","14876","-79.2557","42.9989"
"10266","Building","New","Residential","Single Detached Dwelling","2018-07-31","2018-08-10","B18-236","91 WILLOWBROOK DR","PLAN 59M436 LOT 11","1539","300000","1","0","31510","-79.2820","42.9918"
"10279","Building","Addition","Accessory","Detached Garage","2018-08-07","2018-08-10","B18-238","507 WOODLAWN RD","PT TWP LOT 246","390","15000","0","0","17526","-79.2818","43.0124"
"10273","Sewage System","New","Residential","Single Detached Dwelling","2018-08-02","2018-08-10","H18-009","511 BIGGAR RD","CON 1 S PT LOT 13 W PT LOT 14 RP 59R633 PT 1","2260","30000","0","0","1279","-79.1896","43.0304"
"10287","Building","Alteration","Residential","Single Detached Dwelling","2018-08-08","2018-08-13","B18-244","10 FITCH ST","PLAN 1649 PT LOT 102","130","4000","0","0","14940","-79.2544","42.9950"
"10284","Occupancy","","Residential","Single Detached Dwelling","2017-12-19","2018-08-13","O18-096","97 CROW ST","PLAN 59M446 LOT 86","0","0","0","0","32197","-79.2890","42.9863"
"10291","Occupancy","","Residential","Street Townhouse","2017-12-22","2018-08-13","O18-098","80 MONARCH ST","PLAN 59M466 BLK 120","0","0","0","0","32175","-79.2868","42.9866"
"10292","Occupancy","","Residential","Single Detached Dwelling","2018-03-06","2018-08-13","O18-099","616 GAISER RD","PLAN 59M435 LOT 3","0","0","0","0","31467","-79.2861","42.9854"
"10294","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-08-13","2018-08-13","P18-075","249 DAVID ST","PLAN 17 LOT 458 LOT 459 NP939","0","3500","0","0","3116","-79.2369","42.9722"
"10277","Demolition","","Residential","Semi-Detached Dwelling","2018-08-07","2018-08-14","D18-015","211 ROACH AVE","PLAN 19 LOT 2610 PT LOT 2609 PT LOT 2611 PLAN M3 PT LOT 54 NP941","3918","45000","0","2","19880","-79.2711","42.9717"
"10278","Demolition","","Residential","Semi-Detached Dwelling","2018-08-07","2018-08-14","D18-016","201 ROACH AVE","PLAN 19 LOT 2607 LOT 2608 PT LOT 2609 PLAN M3 PT LOT 54 NP941","3918","45000","0","2","19879","-79.2711","42.9719"
"10230","Conditional","New","Industrial","Food Processing Plant","2018-07-20","2018-08-15","C18-006","381 ENTERPRISE DR","PLAN 59M342 LOT 1","22500","6000000","0","0","22547","-79.2036","42.9761"
"10275","Occupancy","","Residential","Single Detached Dwelling","2018-02-07","2018-08-15","O18-095","67 NORTH VALLEY DR","PLAN 59M444 LOT 19","0","0","0","0","32025","-79.2825","43.0058"
"10290","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-08-09","2018-08-15","P18-074","95 CHAFFEY ST","PLAN 62 LOT 1","0","10000","0","0","1561","-79.2438","42.9732"
"10272","Pool","New","Accessory","","2018-07-26","2018-08-15","W18-047","209 WELLBROOK BLVD","PLAN 59M320 LOT 14","594","8000","0","0","21395","-79.2782","42.9898"
"10304","Pool","New","Accessory","","2018-07-13","2018-08-15","W18-053","29 JULIA DR","PLAN 59M429 LOT 25","0","5400","0","0","31327","-79.2861","42.9840"
"10195","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-07-06","2018-08-16","P18-062","6 PARKVIEW CRES","PLAN 68 LOT 49 NP616","0","4000","0","0","14159","-79.2624","42.9976"
"10295","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-08-13","2018-08-16","P18-076","10 FITCH ST","PLAN 1649 PT LOT 102","0","5000","0","0","14940","-79.2544","42.9950"
"10299","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-08-15","2018-08-17","P18-078","69 SUMMIT AVE","PLAN 76 LOT 2","0","3000","0","0","14193","-79.2633","42.9990"
"10302","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-08-15","2018-08-17","P18-079","34 WOODINGTON PL","PLAN 92 LOT 69 NP640","0","1300","0","0","16301","-79.2648","43.0102"
"10281","Building","New","Accessory","Storage","2018-08-07","2018-08-20","B18-240","25 ELMWOOD AVE","PLAN 25 LOT 238 LOT 239 PT LANE NP597","400","20000","0","0","11913","-79.2622","42.9860"
"10310","Occupancy","","Residential","Freehold Triplex","2017-08-04","2018-08-20","O18-101","56 GANTON TRL","PLAN 59M433 BLK 50","0","0","0","0","31390","-79.2182","43.0249"
"10312","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-08-20","2018-08-20","P18-080","153 WALTS ST","PLAN M47 LOT 2","0","2000","0","0","20","-79.2831","42.9972"
"10283","Building","Alteration","Residential","Apartment","2018-08-08","2018-08-21","B18-242","67 EAST MAIN ST","PLAN 1649 LOT 9 NP551","676","7000","0","0","10745","-79.2486","42.9918"
"10214","Building","New","Residential","Detached Garage","2018-07-13","2018-08-22","B18-219","483 BIGGAR RD","CON 1 PT LOT 15","1200","25000","0","0","1302","-79.1969","43.0303"
"10314","Occupancy","","Residential","Street Townhouse","2018-01-26","2018-08-22","O18-102","100 MONARCH ST","PLAN 59M446 BLK 119","0","0","0","0","32174","-79.2871","42.9866"
"9996","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-05-10","2018-08-22","P18-032","2 RICHMOND ST","PLAN 62 LOT 12 NP821","0","4000","0","0","5821","-79.2424","42.9466"
"10298","Pool","New","Accessory","","2018-07-24","2018-08-22","W18-049","114 TIMBERVIEW CRES","PLAN 59M374 LOT 73","346","8000","0","0","28511","-79.2830","42.9846"
"9306","Building","New","Residential","Semi-Detached Dwelling","2017-07-11","2018-08-23","B17-222","36 HOME ST","PART OF LOTS 108 AND 109 PLAN 618 BEING PART 2 RP 59R15816","3294","600000","2","0","0","0.0000","0.0000"
"10308","Building","Addition","Residential","Single Detached Dwelling","2018-08-16","2018-08-23","B18-250","369 SOUTH PELHAM RD","CON 13 PT LOT 1 RP 59R3992 PART 1","586","15000","0","0","19208","-79.2859","42.9926"
"10318","Occupancy","","Residential","Street Townhouse","2017-12-22","2018-08-23","O18-103","76 MONARCH ST","PLAN 59M466 BLK 120","0","0","0","0","32175","-79.2868","42.9866"
"10315","Sign","New","Commercial","Retail","2018-08-21","2018-08-23","S18-008","399 KING ST","PLAN 26 PT BLK E NP574","91","8000","0","0","7218","-79.2517","42.9832"
"10316","Sign","Alteration","Commercial","Retail","2018-08-21","2018-08-23","S18-009","200 FITCH ST","PT TWP LOTS 250 AND 251","538","20000","0","0","28198","-79.2653","42.9953"
"10241","Pool","New","Accessory","","2018-07-19","2018-08-23","W18-044","44 WILTON AVE","PLAN 49 PT LOT 44 PT LOT 43","150","3000","0","0","11831","-79.2601","42.9879"
"10300","Pool","New","Accessory","","2018-08-02","2018-08-23","W18-050","160 NORWAY AVE","PLAN 50 LOT 152 LOT 153 NP598","450","7000","0","0","14727","-79.2591","43.0022"
"10146","Building","New","Accessory","Shed","2018-06-14","2018-08-27","B18-186","14 WESTDALE DR","PT LOT 251","165","7000","0","0","19514","-79.2675","42.9950"
"10280","Building","Alteration","Residential","Apartment","2018-08-07","2018-08-27","B18-239","52 LINCOLN ST","PLAN 25 LOT 282 LOT 283 NP597","4252","200000","4","0","11880","-79.2629","42.9842"
"10260","Occupancy","","Residential","Single Detached Dwelling","2017-12-19","2018-08-27","O18-089","87 CROW ST","PLAN 59M466 LOT 85","0","0","0","0","32073","-79.2889","42.9862"
"10328","Occupancy","","Residential","Street Townhouse","2018-01-25","2018-08-27","O18-104","90 MONARCH ST","PLAN 59M446 BLK 119","0","0","0","0","32174","-79.2871","42.9866"
"10306","Building","New","Residential","Single Detached Dwelling","2018-08-15","2018-08-28","B18-248","81 JULIA DR","PLAN 59M446 LOT 30","1500","410000","1","0","32158","-79.2870","42.9840"
"10332","Occupancy","","Residential","Single Detached Dwelling","2018-01-18","2018-08-28","O18-105","80 CROW ST","PLAN 59M466 LOT 107","0","0","0","0","32089","-79.2882","42.9862"
"10337","Sign","New","Industrial","Office","2018-08-27","2018-08-28","S18-010","250 BUCHNER RD","CON 5 PT LOT 17 PLAN RP 59R9133 PART 4","14","2400","0","0","2692","-79.2074","42.9846"
"10342","Occupancy","","Residential","Single Detached Dwelling","2017-08-09","2018-08-29","O18-106","137 SCHOLFIELD AVE","PLAN 960 PT LOTS 437 AND 438 RP 59R13627 PART 28","0","0","0","0","28221","-79.2335","42.9904"
"10344","Occupancy","","Residential","Single Detached Dwelling","2018-02-12","2018-08-29","O18-107","6 CROW ST","PLAN 59M466 LOT 15","0","0","0","0","32088","-79.2881","42.9852"
"10336","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-08-27","2018-08-29","P18-082","79 SUMMIT AVE","PLAN 78 LOT 1","0","500","0","0","13631","-79.2651","42.9990"
"10345","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-08-28","2018-08-29","P18-084","224 PRICE AVE","PT LOT 251","0","2000","0","0","14589","-79.2663","43.0031"
"10288","Pool","New","Accessory","","2018-08-07","2018-08-29","W18-048","15 THORNTON AVE","PLAN 62 LOT 125 NKA PLAN 821","360","1200","0","0","5513","-79.2436","42.9417"
"9382","Building","New","Commercial","Crematorium","2017-08-09","2018-08-30","B17-257","421 PRINCE CHARLES DR S","PLAN 27 VARIOUS LOTS AND WALMER AND VIENNA STS RP 59R6239 PART 1 PART 3 NP948","3520","350000","0","0","379","-79.2627","42.9691"
"10047","Mechanical","Alteration","Institutional","School","2018-05-24","2018-08-30","M18-002","621 QUAKER RD","PT TWP LOT 236","258","260000","0","0","21670","-79.2772","43.0210"
"10309","Occupancy","","Residential","Street Townhouse","2017-12-22","2018-08-30","O18-100","84 MONARCH ST","PLAN 59M466 BLK 120","0","0","0","0","32175","-79.2868","42.9866"
"10349","Occupancy","","Residential","Single Detached Dwelling","2018-01-11","2018-08-30","O18-108","62 CROW ST","PLAN 59M446 LOT 109","0","0","0","0","32082","-79.2881","42.9859"
"10351","Occupancy","","Residential","Single Detached Dwelling","2017-08-21","2018-08-30","O18-109","287 OLD COURSE TRL","PLAN 59M433 LOT 44","0","0","0","0","31401","-79.2198","43.0248"
"10212","Building","New","Residential","Single Detached Dwelling","2018-07-13","2018-08-31","B18-217","291 MEMORIAL PARK DR","PLAN 59M440 LOT 65","2725","550000","1","0","31842","-79.2254","42.9801"
"10213","Building","New","Residential","Single Detached Dwelling","2018-07-13","2018-08-31","B18-218","281 MEMORIAL PARK DR","PLAN 59M440 LOT 66","2725","550000","1","0","31841","-79.2254","42.9802"
"10276","Building","Addition","Residential","Single Detached Dwelling","2018-08-03","2018-08-31","B18-237","819 LYONS CREEK RD","CON 4 PT LOT 11","800","60000","0","0","4671","-79.1787","42.9960"
"10319","Building","Alteration","Commercial","Retail/Apartments","2018-08-22","2018-08-31","B18-252","41 WEST MAIN ST","PLAN BALD LOT 2 PT LOT 3 LOT 30 NP552","108","30000","0","0","11489","-79.2529","42.9912"
"10324","Building","Alteration","Residential","Single Detached Dwelling","2018-08-23","2018-08-31","B18-257","254 DOANS RIDGE RD","CON 6 PT LOT 12","1008","20000","0","0","4558","-79.1841","42.9838"
"10325","Building","New","Residential","Single Detached Dwelling","2018-08-23","2018-08-31","B18-258","105 CROW ST","PLAN 59M446 LOT 87","2096","272000","1","0","32196","-79.2890","42.9865"
"10326","Building","New","Residential","Single Detached Dwelling","2018-08-23","2018-08-31","B18-259","141 CROW ST","PLAN 59M446 LOT 91","2395","312000","1","0","32072","-79.2891","42.9870"
"10327","Building","New","Accessory","Shed","2018-08-23","2018-08-31","B18-260","49 EVAN ST","PLAN 63 LOT 79 NP611","384","13000","0","0","9989","-79.2425","42.9947"
"10269","Occupancy","","Residential","Single Detached Dwelling","2018-02-20","2018-08-31","O18-092","4 SHAW ST","PLAN 16 LOT 207 PT LOT 208 RP 59R9524 PT 1 AND 2 NP938","0","0","0","0","20408","-79.2563","42.9654"
"10356","Occupancy","","Residential","Single Detached Dwelling","2018-03-08","2018-08-31","O18-111","72 JULIA DR","PLAN 59M446 LOT 28","0","0","0","0","32191","-79.2869","42.9845"
"10357","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-08-30","2018-08-31","P18-085","34 FERNWOOD TERR","PLAN 92 LOT 242 NP640","0","3800","0","0","16783","-79.2687","43.0096"
"10253","Building","Alteration","Institutional","Church","2018-07-26","2018-09-04","B18-231","114 SECOND ST","CROWLAND CON 6 PT LOT 24 PT BLK U RP 59R14543 PART 2","0","10000","0","0","3679","-79.2459","42.9822"
"10305","Building","New","Residential","Single Detached Dwelling","2018-08-15","2018-09-04","B18-247","143 NORTH VALLEY DR","PLAN 59M444 LOT 32","1500","455000","1","0","32016","-79.2825","43.0072"
"10307","Building","New","Residential","Townhouse","2018-08-15","2018-09-04","B18-249","8 LAURIER TRL","NIAGARA SOUTH VACANT LAND CONDOMINIUM PLAN 139 UNITS 25 26 27 28","4948","800000","4","0","0","0.0000","0.0000"
"10330","Building","Addition","Residential","Semi-Detached Dwelling","2018-08-24","2018-09-04","B18-262","31 MAYFAIR DR","PLAN M68 PT BLK A RP 59R6364 PART 7 PART 8 PARCEL A17 SECTION M68","120","2000","0","0","6835","-79.2651","42.9827"
"10338","Building","New","Accessory","Shed","2018-08-27","2018-09-04","B18-266","8 GAISER RD","PLAN 59M380 LOT 31","120","3000","0","0","29263","-79.2751","42.9848"
"10353","Building","Alteration","Residential","Single Detached Dwelling","2018-08-30","2018-09-04","B18-272","78 CLASSIC AVE","PLAN 30 LOT 491 LOT 492 NP951","303","10000","0","0","8266","-79.2332","42.9807"
"10335","Demolition","","Commercial","Retail","2018-08-27","2018-09-04","D18-017","505 EAST MAIN ST","PLAN 40 LOT 1005 LOT 1006 PT LOT 1007 NP960","4427","5000","0","0","9161","-79.2350","42.9933"
"10355","Occupancy","","Residential","Single Detached Dwelling","2018-01-11","2018-09-04","O18-110","16 CROW ST","PLAN 59M446 LOT 114","0","0","0","0","32087","-79.2881","42.9853"
"10362","Occupancy","","Residential","Single Detached Dwelling","2017-08-31","2018-09-04","O18-112","227 SOUTH PELHAM RD","PLAN 59M435 LOT 6","0","0","0","0","31463","-79.2858","42.9854"
"10296","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-08-14","2018-09-04","P18-077","121 FORKS RD","PLAN 62 LOT 45 NP821","0","4000","0","0","5711","-79.2406","42.9469"
"10359","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-08-31","2018-09-04","P18-086","87 WHITEOAK CRES","PLAN M50 LOT 73 PCL 73 1","0","1000","0","0","13595","-79.2556","43.0185"
"10361","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-08-31","2018-09-04","P18-087","24 NYE AVE","PLAN 60 LOT 66 PT LOTS 65 67 RP 59R8953 PART 1 NP608","0","2400","0","0","20744","-79.2469","43.0030"
"10363","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-09-04","2018-09-04","P18-088","23 QUAKER RD","PT TWP LOT 229","0","1400","0","0","2221","-79.2425","43.0218"
"10301","Pool","New","Accessory","","2018-08-09","2018-09-04","W18-051","963 BUCHNER RD","CON 6 N PT LOT 10","452","2000","0","0","4732","-79.1722","42.9795"
"10303","Pool","New","Accessory","","2018-08-13","2018-09-04","W18-052","75 NORTHGATE DR","PLAN NS19 LOT 16","254","2500","0","0","15682","-79.2576","43.0107"
"10341","Pool","New","Accessory","","2018-08-27","2018-09-04","W18-057","32 MEMORIAL PARK DR","PLAN 635 LOT 8","346","3000","0","0","8343","-79.2261","42.9829"
"10237","Building","Alteration","Residential","Townhouse","2018-07-23","2018-09-05","B18-226","21 WOODLAWN RD","NSSCP 100 LEVEL 1 UNIT 12","0","4000","0","0","15868","-79.2512","43.0125"
"10286","Building","Addition","Residential","Single Detached Dwelling","2018-08-08","2018-09-07","B18-243","285 BURGAR ST","PLAN 25 LOT 98 NP573","583","85000","0","0","9861","-79.2438","42.9850"
"10329","Building","Alteration","Residential","Single Detached Dwelling","2018-08-24","2018-09-07","B18-261","166 MICHAEL DR","PLAN 59M165 LOT 19","0","1800","0","0","17254","-79.2817","43.0094"
"10346","Building","Addition","Residential","Single Detached Dwelling","2018-08-28","2018-09-07","B18-267","88 SPRUCE CRES","PLAN 59M392 LOT 44","403","50000","0","0","29624","-79.2840","42.9864"
"10360","Building","Addition","Residential","Single Detached Dwelling","2018-08-31","2018-09-07","B18-274","160 NORWAY AVE","PLAN 50 LOT 152 LOT 153 NP598","500","45000","0","0","14727","-79.2591","43.0022"
"10369","Building","New","Accessory","Shed","2018-09-05","2018-09-07","B18-280","131 NORTH VALLEY DR","PT TWP LOT 246","180","8000","0","0","32033","-79.2825","43.0067"
"10293","Building","Alteration","Industrial","Manufacturing Plant","2018-08-10","2018-09-10","B18-246","490 PRINCE CHARLES DR S","CON 7 PT LT 27 PLAN 938 LOTS 281 TO 289 PT LOTS 279 280 PLAN 943 LOT 290 PT LOT 291 AND RP 59R10479 PARTS 1 AND 2","3627","17000","0","0","20826","-79.2611","42.9682"
"10366","Building","Alteration","Residential","Single Detached Dwelling","2018-09-04","2018-09-10","B18-277","12 MYRTLE AVE","PLAN 31 PT LOT 1 PT LOT 2 PT LOT 3 NP579","1076","55000","0","0","8934","-79.2370","42.9939"
"10311","Pool","New","Accessory","","2018-08-15","2018-09-10","W18-054","113 WELLANDVALE DR","PLAN 59M176 LOT 43","176","1000","0","0","18356","-79.2529","43.0205"
"10339","Pool","New","Accessory","","2018-08-23","2018-09-10","W18-055","90 CLARE AVE","PLAN 59M359 LOT 5","264","45000","0","0","25787","-79.2799","42.9869"
"10340","Pool","New","Accessory","","2018-08-24","2018-09-10","W18-056","98 CLARE AVE","PLAN 59M359 LOT 4","392","45000","0","0","25786","-79.2799","42.9870"
"10373","Occupancy","","Residential","Single Detached Dwelling","2018-03-21","2018-09-11","O18-113","87 NORTH VALLEY DR","PLAN 59M444 LOT 24","0","0","0","0","32030","-79.2819","43.0063"
"9848","Building","Alteration","Commercial","Retail/Apartments","2018-03-14","2018-09-12","B18-059","214 KING ST","PLAN FITCH GRFFTH PT LOT 11 PT LOT 12 NP555","11323","600000","0","0","20372","-79.2506","42.9873"
"10368","Building","New","Accessory","Shed","2018-09-05","2018-09-12","B18-279","48 WESTDALE DR","PLAN 80 LOT 5 NP628","240","3500","0","0","14507","-79.2688","42.9982"
"10381","Occupancy","","Residential","Single Detached Dwelling","2018-03-27","2018-09-12","O18-114","81 WILLOWBROOK DR","PLAN 59M436 LOT 10","0","0","0","0","31509","-79.2818","42.9918"
"10382","Occupancy","","Residential","Single Detached Dwelling","2017-10-26","2018-09-12","O18-115","56 LAURENT AVE","PLAN 59M440 LOT 18","0","0","0","0","31879","-79.2246","42.9793"
"10386","Occupancy","","Residential","Single Detached Dwelling","2018-03-26","2018-09-13","O18-116","91 NORTH VALLEY DR","PLAN 59M444 LOT 25","0","0","0","0","32010","-79.2817","43.0063"
"10274","Occupancy","","Residential","Single Detached Dwelling","2017-12-22","2018-09-14","O18-094","72 MONARCH ST","PLAN 59M466 BLK 120","0","0","0","0","32175","-79.2868","42.9866"
"10392","Occupancy","","Residential","Street Townhouse","2018-02-22","2018-09-14","O18-117","170 MONARCH ST","PLAN 59M466 BLK 116","0","0","0","0","32194","-79.2884","42.9866"
"10364","Building","New","Residential","Triplex","2018-08-31","2018-09-17","B18-275","24 LAURIER TRL","NIAGARA SOUTH VACANT LAND CONDOMINIUM PLAN 139 UNITS 24 23 22","3681","600000","3","0","0","0.0000","0.0000"
"10389","Building","New","Institutional","School","2018-09-13","2018-09-17","B18-290","290 FITCH ST","PT TWP LOT 252 RP 59R12209 PARTS 6 TO 8","768","35000","0","0","19493","-79.2721","42.9953"
"10393","Occupancy","","Residential","Street Townhouse","2018-02-22","2018-09-17","O18-118","166 MONARCH ST","PLAN 59M466 BLK 116","0","0","0","0","32194","-79.2884","42.9866"
"10021","Occupancy","","Industrial","Manufacturing Plant","2018-05-16","2018-09-18","O18-056","200 BUCHNER RD","CON 5 PT LOT 17 RP 59R4787 PART 2 AND 3","15500","0","0","0","34411","-79.2082","42.9882"
"10331","Building","Addition","Residential","Single Detached Dwelling","2018-08-24","2018-09-19","B18-263","45 WELLER AVE","PLAN 50 LOT 620 LOT 621 NP598","957","50000","0","0","14846","-79.2571","42.9975"
"10379","Building","New","Accessory","Shed","2018-09-10","2018-09-19","B18-284","385 RIVERSIDE DR","PLAN 14 PT LOT 2341 PT LOTS 2346 TO 2351 RP 59R6045 PART 1 NP984","192","3000","0","0","153","-79.2730","42.9739"
"10380","Building","Addition","Residential","Single Detached Dwelling","2018-09-10","2018-09-19","B18-285","385 RIVERSIDE DR","PLAN 14 PT LOT 2341 PT LOTS 2346 TO 2351 RP 59R6045 PART 1 NP984","115","5000","0","0","153","-79.2730","42.9739"
"10395","Building","New","Residential","Street Townhouse","2018-09-14","2018-09-19","B18-292","105 HERON ST","PLAN 59M446 BLK 123","5252","682800","4","0","32176","-79.2875","42.9869"
"10313","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-08-20","2018-09-19","P18-081","361 LINCOLN ST","PLAN 54 LOT 13 NKA PLAN 973","0","3000","0","0","7698","-79.2380","42.9839"
"10401","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-09-19","2018-09-19","P18-090","51 CALLA TERR","PLAN NS20 LOT 84","0","2200","0","0","12765","-79.2782","42.9921"
"10396","Building","New","Residential","Street Townhouse","2018-09-14","2018-09-20","B18-293","69 HERON ST","PLAN 59M446 BLK 121","5252","683000","4","0","32179","-79.2868","42.9869"
"10406","Occupancy","","Residential","Single Detached Dwelling","2017-08-31","2018-09-20","O18-120","297 OLD COURSE TRL","PLAN 59M433 LOT 45","0","0","0","0","31397","-79.2198","43.0250"
"10249","Building","Alteration","Residential","Converted Dwelling","2018-07-25","2018-09-21","B18-229","227 LINCOLN ST","PLAN 26 PT BLK A NP574","1262","75000","1","0","20308","-79.2479","42.9837"
"10352","Building","New","Accessory","Detached Garage","2018-08-29","2018-09-21","B18-271","1 MAPLEWOOD CRES","PLAN 68 LOT 57 NP616","480","17000","0","0","14166","-79.2620","42.9980"
"10365","Building","New","Residential","Single Detached Dwelling","2018-09-04","2018-09-21","B18-276","38 WILLOWBROOK DR","PLAN 59M436 LOT 71","1836","250000","1","0","31533","-79.2810","42.9923"
"10367","Building","Alteration","Residential","Single Detached Dwelling","2018-09-05","2018-09-21","B18-278","242 CARDINAL CRES","PLAN 59M359 LOT 50","469","12000","0","0","25833","-79.2784","42.9860"
"10384","Building","Alteration","Residential","Single Detached Dwelling","2018-09-12","2018-09-21","B18-286","69 SUMMIT AVE","PLAN 76 LOT 2","820","94000","1","0","14193","-79.2633","42.9990"
"10387","Building","Alteration","Residential","Single Detached Dwelling","2018-09-12","2018-09-21","B18-288","113 WELLANDVALE DR","PLAN 59M176 LOT 43","116","5000","0","0","18356","-79.2529","43.0205"
"10411","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-09-20","2018-09-21","P18-093","30 LINWOOD DR","PLAN 70 LOT 137 618","0","1200","0","0","14280","-79.2607","42.9996"
"10354","Building","Alteration","Commercial","Restaurant","2018-08-29","2018-09-24","B18-273","42 PRINCE CHARLES DR N","PLAN 1649 PT BLK G AND M RP 59R14582 PARTS 2 TO 4","0","70000","0","0","19775","-79.2584","42.9858"
"10402","Occupancy","","Residential","Street Townhouse","2018-02-22","2018-09-24","O18-119","162 MONARCH ST","PLAN 59M466 BLK 116","0","0","0","0","33634","-79.2658","42.9970"
"10348","Building","Alteration","Commercial","Office","2018-08-29","2018-09-25","B18-269","14 FEDERAL RD","CON 7 PT LOT 27 BRDWY IND PARK","888","50000","0","0","20829","-79.2606","42.9695"
"10415","Building","Addition","Residential","Single Detached Dwelling","2018-09-20","2018-09-25","B18-300","111 MERRITT ST","PLAN 1649 L PB PT NP564","96","2500","0","0","19715","-79.2532","42.9952"
"10409","Occupancy","","Residential","Single Detached Dwelling","2018-04-17","2018-09-25","O18-121","44 CROW ST","PLAN 59M446 LOT 11","0","0","0","0","32084","-79.2881","42.9857"
"10422","Occupancy","","Residential","Street Townhouse","2018-02-22","2018-09-25","O18-122","158 MONARCH ST","PLAN 59M466 BLK 116","0","0","0","0","32194","-79.2884","42.9866"
"10423","Occupancy","","Residential","Street Townhouse","2018-01-25","2018-09-25","O18-123","96 MONARCH ST","PLAN 59M446 BLK 119","0","0","0","0","0","0.0000","0.0000"
"10424","Occupancy","","Residential","Triplex","2018-02-27","2018-09-25","O18-124","81 BORDEN TRL","NIAGARA SOUTH VACANT LAND CONDOMINIUM PLAN 139 UNITS 15 14 13","0","0","0","0","0","0.0000","0.0000"
"10425","Occupancy","","Residential","Triplex","2018-02-27","2018-09-25","O18-125","85 BORDEN TRL","NIAGARA SOUTH VACANT LAND CONDOMINIUM PLAN 139 UNITS 15 14 13","0","0","0","0","0","0.0000","0.0000"
"10426","Occupancy","","Residential","Single Detached Dwelling","2018-05-18","2018-09-25","O18-126","21 ALMOND ST","PLAN 58 LOT 41 NP606","0","0","0","0","2235","-79.2382","43.0021"
"10417","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-09-24","2018-09-25","P18-095","292 MORNINGSTAR AVE","CON 6 PT LOT 23 PT LOT 53 PT LOT 132 RD255","0","1200","0","0","8013","-79.2404","42.9770"
"10427","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-09-24","2018-09-25","P18-096","527 FITCH ST","PLAN NS8 LOT 2","0","3200","0","0","12493","-79.2824","42.9942"
"10431","Building","Alteration","Residential","Single Detached Dwelling","2018-09-25","2018-09-26","B18-306","126 GOLDEN BLVD E","PLAN 978 LOT 62 PT LOT 63 RP 59R4710 PARTS 1 TO 3","300","5000","0","0","8575","-79.2290","42.9844"
"10432","Occupancy","","Residential","Freehold Triplex","2017-08-04","2018-09-26","O18-129","70 GANTON TRL","PLAN 59M433 BLK 50","0","0","0","0","31390","-79.2182","43.0249"
"10374","Pool","New","Accessory","","2018-09-05","2018-09-26","W18-058","223 WILLSON RD","THOROLD PT TWP LOT 252 RP 59R10767 PART 1","576","69000","0","0","14033","-79.2706","43.0005"
"10378","Pool","New","Accessory","","2018-09-07","2018-09-26","W18-060","17 PARKDALE PL","PLAN 50 LOT 515 TO LOT 517 NP598","392","30000","0","0","23093","-79.2560","42.9991"
"10412","Building","Alteration","Commercial","Retail Plaza","2018-09-20","2018-09-27","B18-299","200 FITCH ST","PT TWP LOTS 250 AND 251","0","26000","0","0","19515","-79.2653","42.9953"
"10416","Building","Alteration","Institutional","Bank","2018-09-21","2018-09-27","B18-301","469 EAST MAIN ST","PLAN 38 PT LOT 159 PT LOT 160","60","50000","0","0","9501","-79.2366","42.9932"
"10429","Occupancy","","Residential","Single Detached Dwelling","2018-02-12","2018-09-27","O18-128","148 MONARCH ST","PLAN 59M466 BLK 117","0","0","0","0","32172","-79.2879","42.9866"
"10435","Occupancy","","Residential","Street Townhouse","2018-02-12","2018-09-27","O18-130","140 MONARCH ST","PLAN 59M466 BLK 117","0","0","0","0","32172","-79.2879","42.9866"
"10437","Occupancy","","Residential","Street Townhouse","2018-02-12","2018-09-27","O18-131","144 MONARCH ST","PLAN 59M466 BLK 117","0","0","0","0","0","0.0000","0.0000"
"10321","Building","New","Residential","Single Detached Dwelling","2018-08-22","2018-09-28","B18-254","96 AILSA TRL","PLAN 59M458 LOT 11","1672","330000","1","0","33668","-79.2152","43.0250"
