X,Y,OBJECTID,FOLDERTYPE,DESCRIPTION,STATUS,ISSUEDATE,PROPERTYADDRESS
604213.847500000149012,4812972.8835,2606,RN,Residential Dwelling (New/Add) Building,Issued,2019-02-07T10:49:18.000Z,1486 Pembroke Dr 
604543.900500000454485,4807654.0545,2529,RN,Residential Dwelling (New/Add) Building,Conditional,2017-06-27T14:07:05.000Z,408 Seabourne Dr 
605976.131,4808058.093,2074,RN,Residential Dwelling (New/Add) Building,Issued,2018-05-09T14:55:22.000Z,1199 Lakeshore Rd W 
604761.708999999798834,4809151.6985,2931,RN,Residential Dwelling (New/Add) Building,Issued,2018-06-12T10:48:44.000Z,1165 Pinegrove Rd 
605549.615500000305474,4813534.807,2130,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-03-29T10:13:12.000Z,1250 Marlborough Crt Unit 53 
601790.622499999590218,4813817.11199999973,2375,TH,Town House (New/Add/Alt) Building,Issued,2018-09-04T11:21:30.000Z,3021 Rivertrail Common 
607674.200500000268221,4818437.742,2587,CA,Commercial (Alt/Imp) Building,Issued,2017-05-26T13:22:29.000Z,2055 Winston Park Dr 
604351.144000000320375,4805517.4075,2837,PS,Plumbing Only,Issued,2018-08-03T09:25:34.000Z,2441 Lakeshore Rd W 
602910.865000000223517,4810401.141499999911,2044,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-01-25T15:57:47.000Z,1323 Roseberry Cres 
607959.337500000372529,4811536.848,2010,CA,Commercial (Alt/Imp) Building,Issued,2010-11-23T16:38:04.000Z,340 Church St 
609121.6195,4815344.591499999166,2471,RN,Residential Dwelling (New/Add) Building,Issued,2018-10-12T15:30:41.000Z,431 Canterbury Cres 
602650.779,4815394.66599999927,2168,TH,Town House (New/Add/Alt) Building,Conditional,2017-03-29T17:16:42.000Z,78 Fowley Dr 
602798.489,4815246.376499999315,2319,RN,Residential Dwelling (New/Add) Building,Conditional,2017-04-20T11:35:29.000Z,3037 Post Rd 
604718.377999999560416,4805617.04,2582,AA,Residential Apartment (Alt/Imp) Building,Issued,2016-10-05T08:52:30.000Z,50 Nelson St 
603588.940000000409782,4816324.11,2608,TH,Town House (New/Add/Alt) Building,Issued,2018-06-12T16:56:42.000Z,3073 Postridge Dr 
605971.639000000432134,4808193.64599999972,2293,RN,Residential Dwelling (New/Add) Building,Issued,2018-08-27T12:39:18.000Z,207 Willowridge Crt 
606150.657499999739,4808720.289,2193,RS,Residential (Secondary) Building,Issued,2017-05-17T09:05:09.000Z,250 Westdale Rd 
601490.313500000163913,4813349.6315,2485,CA,Commercial (Alt/Imp) Building,Issued,2018-09-12T16:40:54.000Z,483 Dundas St W 
602638.814000000245869,4815324.1815,2441,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-16T14:00:46.000Z,61 Wheat Boom Dr 
601775.721,4813946.685499999672,2323,TH,Town House (New/Add/Alt) Building,Conditional,2015-10-06T12:04:49.000Z,3067 George Savage Ave 
610359.868499999866,4815338.22499999963,2001,PS,Plumbing Only,Issued,2019-06-04T12:53:05.000Z,2409 Breton Close 
602524.826500000432134,4815882.253,2763,RN,Residential Dwelling (New/Add) Building,Conditional,2018-11-30T15:58:22.000Z,166 Threshing Mill Blvd 
602207.838000000454485,4815009.3365,2191,RN,Residential Dwelling (New/Add) Building,Conditional,2014-02-14T13:44:59.000Z,141 Masterman Cres 
606329.640499999747,4810053.5185,2427,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-07-17T10:57:03.000Z,239 Weybourne Rd 
600281.008500000461936,4811463.58699999936,2354,CA,Commercial (Alt/Imp) Building,Issued,2019-02-19T09:48:33.000Z,2524 Third Line 
608453.701000000350177,4814094.1655,2862,RN,Residential Dwelling (New/Add) Building,Issued,2018-10-26T13:25:05.000Z,1375 Amber Cres 
603616.941999999806285,4816383.502,2540,TH,Town House (New/Add/Alt) Building,Issued,2017-04-12T14:06:41.000Z,444 Wheat Boom Dr 
601339.114500000141561,4814764.47399999946,2681,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-24T17:40:51.000Z,267 Bethpage Dr 
604530.058500000275671,4808638.1325,2423,RN,Residential Dwelling (New/Add) Building,Issued,2019-02-20T14:13:55.000Z,1303 Warwick Ave 
602437.138500000350177,4815332.93249999918,2406,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-19T17:04:32.000Z,3140 Daniel Way 
603405.930499999783933,4813264.9505,2775,SN,Institutional (New/Add) Building,Issued,2018-10-10T09:56:39.000Z,2173 Munn's Ave 
607190.338000000454485,4812965.485,2106,CA,Commercial (Alt/Imp) Building,Issued,2015-12-15T10:21:19.000Z,481 Cornwall Rd 
609836.610500000417233,4814335.14599999972,2637,RN,Residential Dwelling (New/Add) Building,Issued,2000-01-11T11:17:48.000Z,169 Aintree Terr 
601372.588499999605119,4814443.401,2220,RN,Residential Dwelling (New/Add) Building,Issued,2018-02-13T10:53:01.000Z,328 Ironside Dr 
602332.438500000163913,4807210.058499999344,2172,PS,Plumbing Only,Issued,2017-05-08T15:36:18.000Z,2454 South Service Rd W  
601649.9485,4814138.375,2519,RN,Residential Dwelling (New/Add) Building,Conditional,2015-11-17T12:18:16.000Z,358 Begonia Gdns 
602558.724499999545515,4815274.36099999957,2922,RN,Residential Dwelling (New/Add) Building,Conditional,2017-03-23T08:09:26.000Z,3099 Daniel Way 
601862.91399999987,4814415.659499999136,2125,RN,Residential Dwelling (New/Add) Building,Conditional,2015-10-22T16:21:05.000Z,3126 Hines Dr 
604737.775500000454485,4812225.944499999285,2205,RS,Residential (Secondary) Building,Issued,2018-10-09T08:39:30.000Z,148 Otter Cres 
601663.326999999582767,4813889.0285,2257,TH,Town House (New/Add/Alt) Building,Conditional,2015-06-29T15:47:43.000Z,409 Switchgrass St 
599451.205,4810108.686499999836,2282,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-03-04T15:57:25.000Z,2416 Quetico Cres 
604082.551,4806845.5545,2896,RN,Residential Dwelling (New/Add) Building,Issued,2017-04-26T12:43:30.000Z,373 Sawyer Rd 
607205.012500000186265,4811994.9485,2176,RN,Residential Dwelling (New/Add) Building,Conditional,2017-04-26T09:06:03.000Z,344 Reynolds St 
602726.827499999664724,4814275.322499999776,2852,RN,Residential Dwelling (New/Add) Building,Issued,2018-04-09T09:03:39.000Z,117 River Glen Blvd 
608409.309500000439584,4817615.956,2868,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-05-24T12:48:10.000Z,1352 Sir David Dr 
604343.310999999754131,4807947.186499999836,2510,RN,Residential Dwelling (New/Add) Building,Issued,2017-06-16T13:39:18.000Z,1469 Bridge Rd 
604332.981999999843538,4805493.650499999523,2269,CP,Conditional / Part Building,Issued,2019-03-29T15:08:09.000Z,125 Bronte Rd 
605081.510499999858439,4811512.863,2788,CA,Commercial (Alt/Imp) Building,Issued,2018-05-18T13:35:26.000Z,220 North Service Rd W 
601257.772499999963,4809382.1335,2982,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-06-07T14:05:16.000Z,1540 Reeves Gate Unit 15 
606306.309999999590218,4813794.7675,2614,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-03-17T16:29:55.000Z,463 Falgarwood Dr 
599943.7165,4809344.424,2889,FD,Fire Damage,Issued,2016-10-03T11:18:14.000Z,2455 Baintree Cres 
603323.5,4815424.219,2621,CA,Commercial (Alt/Imp) Building,Issued,2018-11-26T16:36:28.000Z,201 Oak Walk Dr 
606887.682,4809602.17,2507,RN,Residential Dwelling (New/Add) Building,Conditional,2000-02-17T16:12:46.000Z,32 Shorewood Pl 
605730.339499999769032,4809362.7005,2243,RN,Residential Dwelling (New/Add) Building,Issued,2019-05-28T11:09:59.000Z,237 Weldon Ave 
611011.004499999806285,4815095.196499999613,2797,RN,Residential Dwelling (New/Add) Building,Issued,2018-09-25T16:00:13.000Z,30 Arkendo Dr 
601647.150000000372529,4814919.605499999598,2635,RN,Residential Dwelling (New/Add) Building,Conditional,2018-03-29T14:57:59.000Z,209 Polly Dr 
607711.608,4811154.732,2212,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-12-20T16:23:52.000Z,189 Lakeshore Rd E 
609401.126000000163913,4814313.015,2231,RN,Residential Dwelling (New/Add) Building,Conditional,2014-08-25T11:09:30.000Z,251 Woodland Dr 
603465.281999999657273,4814779.526499999687,2024,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-04-11T09:38:00.000Z,88 Littlewood Dr 
607110.35950000025332,4814727.65699999966,2223,DA,Industrial (Alt/Imp) Building,Issued,2012-09-18T10:14:33.000Z,1283 North Service Rd E 
605330.365000000223517,4806700.0335,2296,RN,Residential Dwelling (New/Add) Building,Conditional,2017-06-28T11:30:35.000Z,1590 Venetia Dr 
606488.998499999754131,4809241.618,2156,CP,Conditional / Part Building,Issued,2017-03-31T10:35:41.000Z,540 Lakeshore Rd W 
607854.701500000432134,4811072.625499999151,2420,RA,Residential Dwelling (Alt/Imp) Building,Issued,2015-04-08T13:48:34.000Z,68 George St 
602727.937,4815440.305,2695,RN,Residential Dwelling (New/Add) Building,Conditional,2017-03-13T15:48:56.000Z,105 Wheat Boom Dr 
604685.565000000409782,4812291.95099999942,2599,FD,Fire Damage,Issued,2015-11-02T14:39:45.000Z,126 Osborne Cres 
602539.140999999828637,4815231.195499999449,2584,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-16T17:35:52.000Z,3096 Daniel Way 
604057.865500000305474,4813747.73949999921,2699,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-05-24T09:36:41.000Z,2100 Nipigon Dr 
608174.316999999806285,4811520.149499999359,2461,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-07-17T16:40:31.000Z,72 First St 
603425.580500000156462,4812698.22399999946,2656,SN,Institutional (New/Add) Building,Issued,2017-08-25T16:55:56.000Z,2050 Neyagawa Blvd 
602511.321999999694526,4815258.94199999981,2565,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-16T17:37:04.000Z,3108 Daniel Way 
604612.764499999582767,4808811.412499999627,2648,RN,Residential Dwelling (New/Add) Building,Issued,2018-11-27T10:27:20.000Z,581 Warminster Dr 
604798.377500000409782,4808493.66499999911,2240,RN,Residential Dwelling (New/Add) Building,Issued,2018-02-13T09:34:55.000Z,1286 Bridge Rd 
607769.322499999776483,4812883.33799999952,2250,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-05-23T10:02:58.000Z,369 Chartwell Rd 
604164.399500000290573,4810142.95,2678,CA,Commercial (Alt/Imp) Building,Issued,2019-03-12T15:15:59.000Z,1075 North Service Rd W 
601790.622499999590218,4813817.11199999973,2378,TH,Town House (New/Add/Alt) Building,Issued,2018-09-04T11:20:35.000Z,3027 Rivertrail Common 
603445.82799999975,4813200.31299999915,2132,RA,Residential Dwelling (Alt/Imp) Building,Issued,2014-04-30T14:54:35.000Z,177 River Oaks Blvd W 
605611.353000000119209,4808792.1575,2847,RN,Residential Dwelling (New/Add) Building,Issued,2019-03-20T09:01:46.000Z,1077 Scott Ave 
604725.980000000447035,4811985.0445,2815,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-04-30T16:10:22.000Z,1216 Richards Cres 
604351.144000000320375,4805517.4075,2838,CP,Conditional / Part Building,Issued,2019-03-29T15:08:09.000Z,125 Bronte Rd 
608521.133500000461936,4813174.16599999927,2654,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-06-22T14:33:58.000Z,1193 Botany Hill 
606329.640499999747,4810053.5185,2428,RA,Residential Dwelling (Alt/Imp) Building,Issued,2016-04-05T08:47:52.000Z,239 Weybourne Rd 
604659.349000000394881,4807854.343499999493,2912,RN,Residential Dwelling (New/Add) Building,Issued,2018-10-31T14:51:25.000Z,417 Sandmere Pl 
600920.523,4810833.51799999923,2424,TH,Town House (New/Add/Alt) Building,Issued,2018-11-01T09:11:51.000Z,2016 Erika Crt 
605763.123499999754131,4809725.092,2869,RN,Residential Dwelling (New/Add) Building,Issued,2018-07-17T09:27:56.000Z,505 Brookside Dr 
607776.678000000305474,4812127.001,2315,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-10-24T16:37:47.000Z,245 Watson Ave 
601490.313500000163913,4813349.6315,2495,CA,Commercial (Alt/Imp) Building,Issued,2018-03-13T10:36:24.000Z,519 Dundas St W 
605503.476499999873,4815241.9965,2445,CN,Commercial (New/Add) Building,Issued,2016-11-02T11:39:17.000Z,1011 Upper Middle Rd E 
606613.7675,4814751.69199999981,2206,RN,Residential Dwelling (New/Add) Building,Issued,2018-06-13T15:11:29.000Z,1252 Grosvenor St 
610053.646499999798834,4815077.06699999981,2170,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-05-08T18:16:07.000Z,226 Arichat Rd 
601790.622499999590218,4813817.11199999973,2371,TH,Town House (New/Add/Alt) Building,Issued,2018-09-04T11:34:06.000Z,3014 Rivertrail Common 
606045.700000000186265,4810296.35349999927,2025,RN,Residential Dwelling (New/Add) Building,Issued,2018-05-23T10:19:49.000Z,316 Ulric Cres 
603405.930499999783933,4813264.9505,2774,SN,Institutional (New/Add) Building,Issued,2018-08-27T12:11:30.000Z,2173 Munn's Ave 
602760.462000000290573,4815815.3515,2235,TH,Town House (New/Add/Alt) Building,Conditional,2017-05-17T16:39:41.000Z,3161 Mintwood Cir 
605503.476499999873,4815241.9965,2447,CA,Commercial (Alt/Imp) Building,Issued,2019-04-12T10:04:57.000Z,1011 Upper Middle Rd E 
602682.470499999821186,4815298.4545,2600,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-16T17:31:28.000Z,3076 Post Rd 
601308.501500000245869,4813695.924499999732,2900,RS,Residential (Secondary) Building,Issued,2016-09-02T10:00:04.000Z,544 Gardenbrook Ave 
608263.709499999880791,4811791.3,2892,RN,Residential Dwelling (New/Add) Building,Issued,2018-09-13T09:13:26.000Z,84 Raymar Pl 
606154.824,4814626.561499999836,2703,TH,Town House (New/Add/Alt) Building,Conditional,2000-01-21T15:18:13.000Z,1050 Grand Blvd Unit 5 
604100.696000000461936,4806129.488,2357,RN,Residential Dwelling (New/Add) Building,Issued,2000-01-20T11:55:09.000Z,260 Vilma Dr 
609216.08,4814829.616,2163,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-10-24T13:59:12.000Z,2104 Devon Rd 
607617.21100000012666,4811977.366499999538,2638,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-04-01T10:08:42.000Z,360 Sheddon Ave 
606317.060499999672174,4810012.99899999984,2062,RN,Residential Dwelling (New/Add) Building,Issued,2019-01-17T14:25:25.000Z,215 Morden Rd 
601878.25650000013411,4814284.616499999538,2532,AH,Accessory Unit in House,Issued,2018-10-18T16:27:26.000Z,287 Sixteen Mile Dr 
603946.145499999634922,4812678.9485,2360,RN,Residential Dwelling (New/Add) Building,Issued,2018-06-22T10:31:41.000Z,1493 Mansfield Dr 
598927.02350000012666,4809123.3505,2121,RA,Residential Dwelling (Alt/Imp) Building,Issued,2015-08-14T15:25:31.000Z,2394 Chateau Common 
605081.510499999858439,4811512.863,2785,CA,Commercial (Alt/Imp) Building,Issued,2019-05-24T10:41:19.000Z,210 North Service Rd W 
603550.594499999657273,4814838.0075,2727,RN,Residential Dwelling (New/Add) Building,Issued,2017-11-08T15:47:54.000Z,106 Georgian Dr 
605628.582999999634922,4807842.0775,2440,FR,Fire Retrofit,Issued,2018-08-17T15:12:30.000Z,1256 Sedgewick Cres 
600960.989,4809099.17699999921,2904,AN,Residential Apartment (New/Add) Building,Issued,2013-11-26T09:45:28.000Z,2300 Upper Middle Rd W 
601647.722500000149012,4814093.466499999166,2103,RS,Residential (Secondary) Building,Issued,2018-07-20T14:37:40.000Z,365 Leadwood Gate 
601790.622499999590218,4813817.11199999973,2396,TH,Town House (New/Add/Alt) Building,Issued,2018-09-04T11:22:10.000Z,3050 George Savage Ave 
606716.197499999776483,4810876.343499999493,2313,CA,Commercial (Alt/Imp) Building,Issued,2018-08-23T15:49:25.000Z,310 Kerr St 
605598.065000000409782,4807942.795499999076,2674,RN,Residential Dwelling (New/Add) Building,Issued,2017-03-21T10:19:15.000Z,238 Sandwell Dr 
607190.338000000454485,4812965.485,2108,CA,Commercial (Alt/Imp) Building,Issued,2015-11-23T11:14:36.000Z,487 Cornwall Rd 
605930.470499999821186,4810555.670499999076,2739,RN,Residential Dwelling (New/Add) Building,Issued,2016-06-17T10:32:43.000Z,337 Pinegrove Rd 
602773.690499999560416,4815270.776499999687,2539,RN,Residential Dwelling (New/Add) Building,Conditional,2017-04-20T11:35:58.000Z,3049 Post Rd 
600185.225499999709427,4809533.435499999672,2188,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-05-24T16:07:26.000Z,2221 Calloway Dr 
605203.746000000275671,4806191.90799999982,2083,RA,Residential Dwelling (Alt/Imp) Building,Issued,2014-02-13T09:13:17.000Z,2098 Marine Dr Unit 5 
606581.8015,4810594.2935,2828,PS,Plumbing Only,Issued,2018-08-09T09:09:39.000Z,253 Maurice Dr 
600301.9835,4809726.3245,2913,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-07-13T08:18:55.000Z,2289 Canonridge Cir 
598713.553000000305474,4809142.08699999936,2251,RA,Residential Dwelling (Alt/Imp) Building,Issued,2014-05-05T18:48:39.000Z,2446 Chateau Common 
602221.514999999664724,4804121.652,2761,CN,Commercial (New/Add) Building,Issued,2013-01-10T15:18:39.000Z,3545 Rebecca St 
603717.809500000439584,4814983.164499999955,2356,CA,Commercial (Alt/Imp) Building,Issued,2013-09-03T08:51:25.000Z,180 Oak Park Blvd 
602666.655500000342727,4815279.614,2351,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-16T17:32:34.000Z,58 Wheat Boom Dr 
602924.0115,4814342.0335,2120,RA,Residential Dwelling (Alt/Imp) Building,Issued,2016-06-14T15:43:09.000Z,63 River Glen Blvd 
603259.173000000417233,4814161.275499999523,2835,TH,Town House (New/Add/Alt) Building,Issued,2019-02-12T16:30:23.000Z,15 The Greenery 
601361.514000000432134,4814394.32599999942,2882,RN,Residential Dwelling (New/Add) Building,Issued,2018-02-21T11:22:50.000Z,347 John Cramp Path 
603868.0005,4812754.16899999976,2991,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-06-29T16:57:45.000Z,180 Richmond Rd 
603495.344499999657273,4815321.43899999931,2632,PS,Plumbing Only,Issued,2019-05-15T08:47:31.000Z,261 Oak Walk Dr 
601702.733,4810655.93249999918,2144,RN,Residential Dwelling (New/Add) Building,Conditional,2000-01-10T09:48:48.000Z,2118 Nightingale Way 
601736.593000000342727,4814097.568,2458,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-09-25T16:36:33.000Z,343 Sixteen Mile Dr 
605503.476499999873,4815241.9965,2446,CA,Commercial (Alt/Imp) Building,Issued,2016-04-26T14:18:02.000Z,1011 Upper Middle Rd E 
603945.324,4806963.6565,2736,RA,Residential Dwelling (Alt/Imp) Building,Issued,2015-05-11T10:05:32.000Z,421 Southland Cres 
601790.622499999590218,4813817.11199999973,2384,TH,Town House (New/Add/Alt) Building,Issued,2018-09-04T11:32:48.000Z,3020 George Savage Ave 
606477.403,4810743.96399999969,2542,RN,Residential Dwelling (New/Add) Building,Conditional,2015-06-23T14:57:45.000Z,298 Felan Ave 
609052.174499999731779,4814796.718499999493,2941,RN,Residential Dwelling (New/Add) Building,Issued,2018-09-21T15:26:09.000Z,2066 Deramore Dr 
606402.31900000013411,4810088.51799999923,2730,RN,Residential Dwelling (New/Add) Building,Issued,2018-09-07T08:58:28.000Z,224 Weybourne Rd 
602303.901999999769032,4815420.228,2811,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-16T14:21:52.000Z,22 Threshing Mill Blvd 
607149.417000000365078,4811357.06499999948,2288,DP,Demolition,Issued,2019-06-06T15:18:34.000Z,254 Carolyn Dr 
605753.42850000038743,4813466.31,2274,RO,Residential (Other) Building,Issued,2013-10-07T11:27:38.000Z,1240 Marlborough Crt Unit 110 
606154.824,4814626.561499999836,2714,TH,Town House (New/Add/Alt) Building,Conditional,2000-01-21T15:30:15.000Z,1050 Grand Blvd Unit 20 
604620.53000000026077,4810716.3135,2574,CN,Commercial (New/Add) Building,Issued,2016-03-02T11:44:54.000Z,435 North Service Rd W 
607872.992999999783933,4812870.2385,2948,RN,Residential Dwelling (New/Add) Building,Issued,2019-03-27T13:57:34.000Z,341 Ashdale Pl 
601704.826999999582767,4814809.386499999091,2583,RN,Residential Dwelling (New/Add) Building,Issued,2018-02-01T10:14:04.000Z,3264 Donald Mackay St 
606216.222500000149012,4818206.0985,2199,DA,Industrial (Alt/Imp) Building,Issued,2010-05-05T14:46:19.000Z,2715 Bristol Cir 
609079.532999999821186,4812533.72399999946,2056,RA,Residential Dwelling (Alt/Imp) Building,Issued,2015-12-08T08:24:44.000Z,55 Bel Air Dr 
609130.814500000327826,4815537.71199999936,2963,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-10-22T08:42:17.000Z,2200 Dunvegan Ave 
605426.783499999903,4810847.389,2182,MS,Miscellaneous Building,Issued,2017-06-28T13:00:45.000Z,710 Dorval Dr 
606515.026499999687076,4813701.08699999936,2770,SN,Institutional (New/Add) Building,Issued,2019-04-09T16:12:53.000Z,475 Iroquois Shore Rd 
601361.3415,4814325.96299999952,2604,RN,Residential Dwelling (New/Add) Building,Issued,2018-02-13T11:11:53.000Z,360 John Cramp Path 
601681.662499999627471,4814793.967,2127,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-01T10:35:25.000Z,3275 Charles Fay Pass 
601232.6305,4814398.8015,2099,RN,Residential Dwelling (New/Add) Building,Conditional,2018-01-16T18:16:38.000Z,3273 George Savage Ave 
607711.608,4811154.732,2213,CA,Commercial (Alt/Imp) Building,Issued,2015-03-12T08:17:35.000Z,189 Lakeshore Rd E 
602623.846499999985,4815349.458499999717,2075,TH,Town House (New/Add/Alt) Building,Conditional,2017-03-29T17:19:15.000Z,3092 Post Rd 
602558.972500000149012,4809453.4885,2058,RS,Residential (Secondary) Building,Issued,2019-05-24T14:34:23.000Z,1391 Greenridge Cir 
604050.049499999731779,4814959.763,2202,AN,Residential Apartment (New/Add) Building,Issued,2015-03-31T16:51:42.000Z,277 Gatwick Dr 
602619.583999999798834,4815896.3945,2876,TH,Town House (New/Add/Alt) Building,Conditional,2017-05-17T16:00:27.000Z,3217 Mintwood Cir 
603837.441499999724329,4808041.1875,2825,PS,Plumbing Only,Issued,2016-07-07T08:09:09.000Z,624 Third Line 
602221.514999999664724,4804121.652,2754,CP,Conditional / Part Building,Issued,2012-08-27T12:16:17.000Z,3515 Rebecca St 
603323.5,4815424.219,2622,TE,Tent,Issued,2019-03-25T10:27:00.000Z,201 Oak Walk Dr 
605215.18099999987,4807652.39599999972,2511,RN,Residential Dwelling (New/Add) Building,Issued,2018-12-19T13:22:26.000Z,297 Savoy Cres 
604281.706500000320375,4807569.354499999434,2418,RN,Residential Dwelling (New/Add) Building,Issued,2019-05-09T10:37:57.000Z,449 Tennyson Dr 
602018.231499999761581,4814085.72,2534,TH,Town House (New/Add/Alt) Building,Conditional,2015-11-18T12:21:51.000Z,3002 Preserve Dr Unit 41 
601663.134999999776483,4814920.22399999946,2668,RN,Residential Dwelling (New/Add) Building,Conditional,2018-01-31T17:43:27.000Z,205 Polly Dr 
606533.5795,4810232.855499999598,2568,TH,Town House (New/Add/Alt) Building,Conditional,2014-06-06T17:24:16.000Z,276 Ortona Gate 
603625.456500000320375,4806218.59,2237,RS,Residential (Secondary) Building,Issued,2016-08-31T16:29:15.000Z,2448 Ventura Dr 
606669.684999999590218,4810557.98399999924,2834,PS,Plumbing Only,Issued,2018-08-09T09:54:48.000Z,228 Felan Ave 
602738.719499999657273,4815836.70299999975,2328,TH,Town House (New/Add/Alt) Building,Conditional,2017-05-17T16:35:46.000Z,3171 Mintwood Cir 
608070.468000000342727,4811259.527,2887,RN,Residential Dwelling (New/Add) Building,Issued,2019-05-17T11:32:45.000Z,288 William St 
605906.889499999582767,4808263.1355,2616,DP,Demolition,Issued,2018-09-25T12:58:49.000Z,235 Willowridge Crt 
602047.304999999701977,4814027.273,2879,TH,Town House (New/Add/Alt) Building,Conditional,2016-07-15T11:48:28.000Z,3048 Creekshore Common 
604377.5735,4809506.402,2562,SA,Institutional (Alt/Imp) Building,Issued,2018-03-06T10:37:42.000Z,1144 South Service Rd W 
604650.526499999687076,4813423.47199999914,2166,SN,Institutional (New/Add) Building,Issued,2018-05-18T14:12:52.000Z,1065 McCraney St E  
603031.589999999850988,4813374.719499999657,2245,RA,Residential Dwelling (Alt/Imp) Building,Issued,2015-02-02T12:43:29.000Z,285 O'Donoghue Ave 
608081.315999999642372,4812715.96,2688,RS,Residential (Secondary) Building,Issued,2018-03-13T16:06:24.000Z,272 Elton Park Rd 
602697.25800000037998,4814398.069,2465,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-06-26T14:41:34.000Z,2699 Devonsley Cres 
603954.886,4805812.73699999973,2262,RN,Residential Dwelling (New/Add) Building,Conditional,2017-08-03T11:34:19.000Z,2427 Meadowood Cres 
606113.824,4809718.446,2750,RN,Residential Dwelling (New/Add) Building,Issued,2013-08-09T17:37:32.000Z,213 Woodale Ave 
601407.58600000012666,4814439.106,2586,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-05T17:13:32.000Z,323 John Cramp Path 
607527.2045,4810725.0225,2364,TH,Town House (New/Add/Alt) Building,Issued,2018-08-23T16:16:39.000Z,93 Forsythe St 
606332.036500000394881,4818603.97399999946,2035,DA,Industrial (Alt/Imp) Building,Issued,2014-11-03T15:54:10.000Z,2770 Portland Dr 
601333.605999999679625,4814328.673,2515,RN,Residential Dwelling (New/Add) Building,Issued,2018-02-21T15:31:47.000Z,364 John Cramp Path 
599750.434000000357628,4809259.799,2975,TH,Town House (New/Add/Alt) Building,Conditional,2016-10-13T12:00:11.000Z,2280 Baronwood Dr Unit 86 
605081.510499999858439,4811512.863,2789,CA,Commercial (Alt/Imp) Building,Issued,2015-02-24T16:18:02.000Z,220 North Service Rd W 
606727.463499999605119,4819425.295,2670,CA,Commercial (Alt/Imp) Building,Issued,2015-12-23T15:49:05.000Z,2421 Bristol Cir 
605720.261,4813595.841499999166,2558,AA,Residential Apartment (Alt/Imp) Building,Issued,2019-04-12T10:10:19.000Z,1229 Marlborough Crt 
601490.313500000163913,4813349.6315,2489,CA,Commercial (Alt/Imp) Building,Issued,2017-03-16T16:59:06.000Z,497 Dundas St W 
602524.826500000432134,4815882.253,2762,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-01-10T13:02:49.000Z,166 Threshing Mill Blvd 
602732.5115,4815443.711,2090,RN,Residential Dwelling (New/Add) Building,Conditional,2017-03-13T15:48:56.000Z,105 Wheat Boom Dr 
605730.339499999769032,4809362.7005,2244,DP,Demolition,Issued,2019-05-24T14:06:35.000Z,237 Weldon Ave 
602518.4035,4815353.26899999939,2801,RN,Residential Dwelling (New/Add) Building,Conditional,2017-03-22T18:30:59.000Z,3126 Millicent Ave 
603288.339999999850988,4808356.231499999762,2306,DA,Industrial (Alt/Imp) Building,Issued,2016-01-11T15:44:39.000Z,2055 Wyecroft Rd 
601405.628499999642372,4814375.366499999538,2164,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-06T13:40:10.000Z,340 John Cramp Path 
601790.622499999590218,4813817.11199999973,2387,TH,Town House (New/Add/Alt) Building,Issued,2018-09-04T11:26:39.000Z,3028 George Savage Ave 
604696.632500000298023,4811026.65699999966,2792,RA,Residential Dwelling (Alt/Imp) Building,Issued,2012-01-10T09:00:20.000Z,1054 Lindsay Dr 
