OBJECTID,PERMITNUMBER,DESCRIPTION,APPLIEDDATE,ISSUEDDATE,COMPLETEDDATE,STATUSCURRENT,ORIGINALADDRESS1,ORIGINALADDRESS2,ORIGINALCITY,ORIGINALSTATE,ORIGINALZIP,PERMITCLASS,WORKCLASS
8082,16-124705-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-15T00:00:00.000Z,2016-08-29T00:00:00.000Z,2016-09-19T00:00:00.000Z,Closed,68 FOREST RIDGE,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,New Water and Sewer Service
8083,16-124710-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-15T00:00:00.000Z,2016-08-29T00:00:00.000Z,2016-09-08T00:00:00.000Z,Closed,63 FOREST RIDGE,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,New Water and Sewer Service
8084,16-124722-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-15T00:00:00.000Z,2016-08-29T00:00:00.000Z,2016-09-12T00:00:00.000Z,Closed,27 FOREST RIDGE,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,New Water and Sewer Service
8085,16-124729-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-15T00:00:00.000Z,2016-08-25T00:00:00.000Z,2016-09-13T00:00:00.000Z,Closed,32 CELANO,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,New Water and Sewer Service
8089,16-124082-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-12T00:00:00.000Z,2016-08-16T00:00:00.000Z,2016-09-21T00:00:00.000Z,Closed,731 MONTGOMERY,NULL,ANCASTER,NULL,NULL,Single Family Dwelling,New Water and Sewer Service
8086,16-124739-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-15T00:00:00.000Z,2016-08-29T00:00:00.000Z,2016-09-19T00:00:00.000Z,Closed,80 FOREST RIDGE,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,New Water and Sewer Service
8087,16-124744-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-15T00:00:00.000Z,2016-08-29T00:00:00.000Z,2016-09-19T00:00:00.000Z,Closed,64 FOREST RIDGE,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,New Water and Sewer Service
8088,16-124750-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-15T00:00:00.000Z,2016-08-29T00:00:00.000Z,2016-09-19T00:00:00.000Z,Closed,60 FOREST RIDGE,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,New Water and Sewer Service
8090,16-117036-00-WC,25 mm diameter Water Service 100 mm diameter Sanitary Building Sewer 100 mm diameter Storm Building Sewer,2016-06-24T00:00:00.000Z,2016-07-25T00:00:00.000Z,2016-10-14T00:00:00.000Z,Closed,97 KEYSTONE,NULL,GLANBROOK,NULL,NULL,Single Family Dwelling,New Water and Sewer Service
8091,16-117039-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-06-24T00:00:00.000Z,2016-09-15T00:00:00.000Z,2016-10-11T00:00:00.000Z,Closed,32 HIDDEN RIDGE,NULL,GLANBROOK,NULL,NULL,Single Family Dwelling,New Water and Sewer Service
8092,16-117044-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-06-24T00:00:00.000Z,2016-07-08T00:00:00.000Z,2016-07-20T00:00:00.000Z,Closed,16 MERITAGE,NULL,HAMILTON,ON,NULL,Single Family Dwelling,New Water and Sewer Service
8093,16-117054-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-06-27T00:00:00.000Z,2016-07-12T00:00:00.000Z,2016-09-02T00:00:00.000Z,Closed,11 MERITAGE,NULL,HAMILTON,ON,NULL,Single Family Dwelling,New Water and Sewer Service
8094,16-117063-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-06-27T00:00:00.000Z,2016-07-13T00:00:00.000Z,2016-07-22T00:00:00.000Z,Closed,9 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,New Water and Sewer Service
8095,16-117076-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-06-27T00:00:00.000Z,2016-07-11T00:00:00.000Z,2016-08-05T00:00:00.000Z,Closed,41 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,New Water and Sewer Service
8096,16-117082-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-06-27T00:00:00.000Z,2016-07-11T00:00:00.000Z,2016-07-21T00:00:00.000Z,Closed,11 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,New Water and Sewer Service
8097,16-117087-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-06-27T00:00:00.000Z,2016-07-11T00:00:00.000Z,2016-07-28T00:00:00.000Z,Closed,5 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,New Water and Sewer Service
8098,16-117096-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-06-27T00:00:00.000Z,2016-07-12T00:00:00.000Z,2016-08-03T00:00:00.000Z,Closed,17 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,New Water and Sewer Service
8099,16-114129-00-WC,To install the following service: 25 mm diameter Water Service,2016-05-31T00:00:00.000Z,2016-06-24T00:00:00.000Z,2016-08-03T00:00:00.000Z,Closed,1135 OLD MOHAWK,NULL,ANCASTER,NULL,NULL,Single Family Dwelling,New Water Service
8100,16-130354-00-WC,25 mm Diameter Water Service,2016-10-13T00:00:00.000Z,2016-11-11T00:00:00.000Z,,Issued,423 MILES,NULL,GLANBROOK,NULL,NULL,Single Family Dwelling,New Water Service
8101,16-113420-00-WC,25mm Diameter Water Service.,2016-05-25T00:00:00.000Z,2016-07-13T00:00:00.000Z,2017-01-19T00:00:00.000Z,Closed,3764 GOVERNORS,NULL,ANCASTER,NULL,NULL,Single Family Dwelling,New Water Service
8102,16-126846-00-WC,25 mm Diameter Water Service,2016-09-08T00:00:00.000Z,2016-09-23T00:00:00.000Z,2016-10-05T00:00:00.000Z,Closed,8 HOWARD,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,New Water Service
8103,16-131484-00-WC,25 mm Diameter Water Service,2016-10-12T00:00:00.000Z,2016-11-04T00:00:00.000Z,2016-11-14T00:00:00.000Z,Closed,679 HIAWATHA,NULL,ANCASTER,NULL,NULL,Single Family Dwelling,New Water Service
8104,16-111763-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-05-06T00:00:00.000Z,2016-07-07T00:00:00.000Z,,Issued,36 TALLY HO,NULL,DUNDAS,NULL,NULL,Single Family Dwelling,New Water Service
8105,16-125958-00-WC,25 mm Diameter Water Service,2016-08-24T00:00:00.000Z,2016-09-09T00:00:00.000Z,,Issued,3673 UPPER JAMES,NULL,GLANBROOK,NULL,NULL,Single Family Dwelling,New Water Service
8109,16-127388-00-WC,100mm Diameter Sanitary Building Sewer.,2016-09-16T00:00:00.000Z,2016-09-27T00:00:00.000Z,2016-10-18T00:00:00.000Z,Closed,165 BEVERLY,NULL,ANCASTER,NULL,NULL,Single Family Dwelling,New Sewer Service
8106,16-101139-00-WC,BUILDING PERMIT APPLICATION CANCELLED JUNE 29/16 AS PER OWNER'S REQUEST. To install the following service 25 mm Diameter Water Service 20 mm Diameter Water Meter,2016-01-08T00:00:00.000Z,2016-01-15T00:00:00.000Z,2016-06-30T00:00:00.000Z,Cancelled,3477 UPPER JAMES,NULL,GLANBROOK,NULL,NULL,Single Family Dwelling,New Water Service
8107,16-133149-00-WC,To install the following service(s): 100 mm diameter Sanitary Building Sewer 100 mm diameter Storm Building Sewer,2016-11-25T00:00:00.000Z,2016-12-12T00:00:00.000Z,,Issued,90 ROCKCLIFFE,NULL,FLAMBOROUGH,NULL,L9H 7H3,Single Family Dwelling,New Sewer Service
8108,16-128238-00-WC,100 mm Diameter Sanitary Building Sewer,2016-09-16T00:00:00.000Z,2016-09-26T00:00:00.000Z,2016-12-08T00:00:00.000Z,Closed,49 MILLEN,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,New Sewer Service
8110,16-133182-00-WC,BUILDING PERMIT REVOKED AS PER OWNERS REQUEST. To install the following service(s): 100mm diameter Sanitary Building Sewer 100mm diameter Storm Building Sewer,2016-11-25T00:00:00.000Z,2016-11-30T00:00:00.000Z,,Revoked,2156 UPPER JAMES,NULL,GLANBROOK,NULL,NULL,Single Family Dwelling,New Sewer Service
8111,16-111258-00-WC,100 mm Diameter Sanitary Building Sewer,2016-04-25T00:00:00.000Z,2016-05-02T00:00:00.000Z,2016-08-11T00:00:00.000Z,Closed,321 PARKSIDE,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,New Sewer Service
8112,16-107329-00-WC,100 mm Diameter Sanitary Building Sewer,2016-03-18T00:00:00.000Z,2016-04-20T00:00:00.000Z,2016-06-08T00:00:00.000Z,Closed,3160 BINBROOK,NULL,GLANBROOK,NULL,NULL,Single Family Dwelling,New Sewer Service
8113,16-100825-00-WC,100 mm Diameter Sanitary Building Sewer,2016-01-07T00:00:00.000Z,2016-01-18T00:00:00.000Z,2016-02-01T00:00:00.000Z,Closed,1911 RYMAL,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,New Sewer Service
8114,16-116426-00-WC,100 mm Diameter Sanitary Building Sewer,2016-06-21T00:00:00.000Z,2016-06-22T00:00:00.000Z,,Issued,69 NELSON,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,New Sewer Service
8115,16-113763-00-WC,100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-05-26T00:00:00.000Z,2016-06-02T00:00:00.000Z,2016-07-08T00:00:00.000Z,Closed,85 SPRINGSIDE,NULL,HAMILTON,ON,NULL,Single Family Dwelling,New Sewer Service
8116,16-130047-00-WC,100mm Diameter Sanitary Building Sewer 100mm Diameter Storm Building Sewer,2016-10-13T00:00:00.000Z,2016-10-19T00:00:00.000Z,2016-11-04T00:00:00.000Z,Closed,220 TAYLOR,NULL,ANCASTER,NULL,NULL,Single Family Dwelling,New Sewer Service
8117,16-128112-00-WC,100 mm Diameter Sanitary Building Sewer,2016-09-14T00:00:00.000Z,2016-09-23T00:00:00.000Z,2016-12-06T00:00:00.000Z,Closed,679 HIAWATHA,NULL,ANCASTER,NULL,NULL,Single Family Dwelling,New Sewer Service
8118,16-101312-00-WC,100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-01-15T00:00:00.000Z,2016-01-19T00:00:00.000Z,2016-01-26T00:00:00.000Z,Closed,329 JACKSON W,NULL,HAMILTON,ON,L8P 1M9,Single Family Dwelling,New Sewer Service
8119,16-108375-00-WC,100 mm Diameter Sanitary Building Sewer,2016-04-01T00:00:00.000Z,2016-04-11T00:00:00.000Z,2016-05-02T00:00:00.000Z,Closed,179 ALDERCREST,NULL,GLANBROOK,NULL,NULL,Single Family Dwelling,New Sewer Service
8120,16-104964-00-WC,100 mm Diameter Sanitary Building Sewer,2016-02-24T00:00:00.000Z,2016-02-29T00:00:00.000Z,,Issued,234 BEACH,NULL,HAMILTON,ON,NULL,Single Family Dwelling,New Sewer Service
8121,16-124205-00-WC,100 mm Diameter Sanitary Building Sewer,2016-08-09T00:00:00.000Z,2016-08-16T00:00:00.000Z,2016-09-14T00:00:00.000Z,Closed,9013 AIRPORT,NULL,GLANBROOK,NULL,NULL,Single Family Dwelling,New Sewer Service
8122,16-115267-01-WC,WATER & SEWER PERMIT REVISED to include a change of contractor. 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-02T00:00:00.000Z,2016-08-02T00:00:00.000Z,2016-11-16T00:00:00.000Z,Closed,1354 BARTON,NULL,STONEY CREEK,ON,L8E 5L1,Single Family Dwelling,New Sewer Service
8123,16-115267-00-WC,100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-06-09T00:00:00.000Z,2016-06-17T00:00:00.000Z,,Revised,1354 BARTON,NULL,STONEY CREEK,ON,L8E 5L1,Single Family Dwelling,New Sewer Service
8124,16-118711-00-WC,100 mm Diameter Sanitary Building Sewer,2016-07-14T00:00:00.000Z,2016-07-22T00:00:00.000Z,2016-07-22T00:00:00.000Z,Closed,144 WINONA,NULL,STONEY CREEK,ON,NULL,Single Family Dwelling,New Sewer Service
8125,16-113578-00-WC,To install 20mm water line from the well to the new single family dwelling.,2016-05-20T00:00:00.000Z,2016-06-06T00:00:00.000Z,,Issued,158 8TH CON E,NULL,FLAMBOROUGH,ON,NULL,Single Family Dwelling,Water Line Well Connection
8126,16-120518-00-WC,To install a 25 mm water line from the well to the new single family dwelling.,2016-08-05T00:00:00.000Z,2016-08-18T00:00:00.000Z,,Issued,1029 RIDGE,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8130,16-124656-00-WC,To install a new 25 mm water line from the well to the new single family dwelling.,2016-08-18T00:00:00.000Z,2016-08-19T00:00:00.000Z,,Issued,33 SHAKESPEARE,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8127,16-116285-00-WC,To install a new 25mm water line from the well to the new single family dwelling.,2016-06-16T00:00:00.000Z,2016-06-29T00:00:00.000Z,,Issued,365 MUD E,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8128,16-126714-00-WC,To install a new 25 mm water line from the well to the new single family dwelling.,2016-09-07T00:00:00.000Z,2016-09-19T00:00:00.000Z,,Issued,520 5TH CON W,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8129,16-124713-00-WC,To install a new 25mm water line from the cistern to the new single family dwelling.,2016-08-16T00:00:00.000Z,2016-09-12T00:00:00.000Z,,Issued,261 GREEN MOUNTAIN E,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8131,16-126378-00-WC,To install a new 25mm water line from the cistern to the new single family dwelling.,2016-09-07T00:00:00.000Z,2016-09-20T00:00:00.000Z,,Issued,665 HALL E,NULL,GLANBROOK,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8132,16-119224-00-WC,To install a new 31mm water line from the well to the new single family dwelling.,2016-07-20T00:00:00.000Z,2016-09-20T00:00:00.000Z,,Issued,142 MOUNTSBERG,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8133,16-119969-00-WC,To install a well connection for the new single family dwelling.,2016-07-28T00:00:00.000Z,2016-09-15T00:00:00.000Z,,Issued,41 SHAKESPEARE,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8134,16-120694-00-WC,To install a new 25 mm water line from the well to the new single family dwelling.,2016-08-08T00:00:00.000Z,2016-08-12T00:00:00.000Z,,Issued,123 MIDDLETOWN,NULL,FLAMBOROUGH,NULL,L9H 5E1,Single Family Dwelling,Water Line Well Connection
8135,16-125908-00-WC,To install a 25 mm water line from the well to the new single family dwelling.,2016-08-16T00:00:00.000Z,2016-08-31T00:00:00.000Z,,Issued,940 8TH CON W,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8136,16-123872-00-WC,To install a new 25 mm water line from the cistern to the new single family dwelling.,2016-08-10T00:00:00.000Z,2016-09-30T00:00:00.000Z,,Issued,1527 OLD HWY 99,NULL,ANCASTER,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8137,16-124009-00-WC,To install 25mm well line connection.,2016-08-15T00:00:00.000Z,2016-08-30T00:00:00.000Z,,Issued,679 HWY 52 N,NULL,ANCASTER,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8138,16-106323-00-WC,To install a new 25 mm water line from the well to the new single family dwelling.,2016-03-09T00:00:00.000Z,2016-04-21T00:00:00.000Z,2016-12-13T00:00:00.000Z,Closed,1423 GUYATT,NULL,GLANBROOK,ON,L0R 1C0,Single Family Dwelling,Water Line Well Connection
8139,15-129570-00-WC,To install a well connection for the new single family dwelling.,2015-12-07T00:00:00.000Z,2016-01-14T00:00:00.000Z,2016-10-31T00:00:00.000Z,Closed,977 8TH CON W,NULL,FLAMBOROUGH,ON,NULL,Single Family Dwelling,Water Line Well Connection
8140,16-111464-00-WC,To install a new 25mm water line from the well to the new single family dwelling.,2016-05-04T00:00:00.000Z,2016-06-03T00:00:00.000Z,2016-09-13T00:00:00.000Z,Closed,1305 OLD HWY 8,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8141,16-111485-00-WC,To install a new 38mm water line from the well to the new single family dwelling.,2016-05-02T00:00:00.000Z,2016-06-02T00:00:00.000Z,,Issued,45 SHAKESPEARE,NULL,FLAMBOROUGH,ON,NULL,Single Family Dwelling,Water Line Well Connection
8142,16-101103-00-WC,To install a new 25mm water line from the well to the new single family dwelling.,2016-01-08T00:00:00.000Z,2016-03-30T00:00:00.000Z,,Issued,2372 FLETCHER,NULL,GLANBROOK,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8143,16-107089-00-WC,To install a new 25mm water line from the well to the new single family dwelling.,2016-03-18T00:00:00.000Z,2016-03-18T00:00:00.000Z,,Issued,186 HWY 52 S,NULL,ANCASTER,ON,NULL,Single Family Dwelling,Water Line Well Connection
8144,16-110169-00-WC,To install a new 25 mm water line from the well to the new single family dwelling.,2016-04-13T00:00:00.000Z,2016-05-02T00:00:00.000Z,2016-12-21T00:00:00.000Z,Closed,348 CARLISLE,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8145,16-105313-00-WC,To install a new 38 mm water line from the cistern to the new single family dwelling.,2016-02-23T00:00:00.000Z,2016-04-07T00:00:00.000Z,,Issued,153 SUNNYRIDGE,NULL,ANCASTER,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8149,16-102419-00-WC,To install a new 25mm water line from the well to the new single family dwelling.,2016-01-29T00:00:00.000Z,2016-04-22T00:00:00.000Z,,Issued,1142 CENTRE,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8146,16-110387-00-WC,To install a new 25mm water line from the well to the new single family dwelling.,2016-04-22T00:00:00.000Z,2016-05-06T00:00:00.000Z,2017-01-17T00:00:00.000Z,Closed,1151 CENTRE,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8147,16-130347-00-WC,To install a new 25mm water line from the well to the new single family dwelling.,2016-10-21T00:00:00.000Z,2016-10-24T00:00:00.000Z,,Issued,28 HWY 8,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8148,16-132905-00-WC,To install a new 20mm water line from the well to the new single family dwelling.,2016-11-18T00:00:00.000Z,2016-12-01T00:00:00.000Z,,Issued,2139 5TH CON W,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8150,16-106652-00-WC,To install a 25 mm water line from the well to the new single family dwelling.,2016-03-11T00:00:00.000Z,2016-03-30T00:00:00.000Z,2016-09-09T00:00:00.000Z,Closed,1897 8TH CON W,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8151,16-107823-00-WC,To install a new 25mm water line from the well to the new single family dwelling.,2016-03-30T00:00:00.000Z,2016-03-30T00:00:00.000Z,2016-09-13T00:00:00.000Z,Closed,376 MOXLEY,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8152,16-133933-00-WC,To install a new 25mm water line from the well to the new single family dwelling.,2016-12-05T00:00:00.000Z,2016-12-13T00:00:00.000Z,,Issued,1035 SAFARI,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8153,16-133945-00-WC,To install a new 20 mm water line from the well to the new single family dwelling.,2016-12-05T00:00:00.000Z,2016-12-19T00:00:00.000Z,,Issued,530 6TH CON E,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8154,16-129084-00-WC,To install a new 20 mm water line from the well to the new single family dwelling.,2016-10-03T00:00:00.000Z,2016-11-22T00:00:00.000Z,,Issued,59 TEWS,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8155,16-129420-00-WC,To install a new 20 mm water line from the well to the new single family dwelling.,2016-10-05T00:00:00.000Z,2016-10-20T00:00:00.000Z,,Issued,1854 8TH CON W,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8156,16-130861-00-WC,To install a new 20 mm water line from the well to the new single family dwelling.,2016-10-24T00:00:00.000Z,2016-11-09T00:00:00.000Z,,Issued,1238 GOVERNORS,NULL,ANCASTER,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8157,16-127443-00-WC,To install a well connection for the new single family dwelling.,2016-09-16T00:00:00.000Z,2016-10-27T00:00:00.000Z,,Issued,125 CHESSWOOD,NULL,FLAMBOROUGH,ON,NULL,Single Family Dwelling,Water Line Well Connection
8158,16-131293-00-WC,To install a new 32 mm water line from the well to the new single family dwelling.,2016-11-01T00:00:00.000Z,2016-11-21T00:00:00.000Z,,Issued,320 PROGRESTON,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8159,16-133264-00-WC,To install a new 25mm water line from the well to the new single family dwelling.,2016-11-24T00:00:00.000Z,2016-12-08T00:00:00.000Z,,Issued,25 SHAKESPEARE,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8160,16-128429-00-WC,To install a new 25 mm water line from the well to the single family dwelling.,2016-09-27T00:00:00.000Z,2016-09-29T00:00:00.000Z,,Issued,33 ROSEBOUGH,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8161,16-107167-00-WC,To install a 25mm water line from the well to the single family dwelling.,2015-08-27T00:00:00.000Z,2016-03-21T00:00:00.000Z,,Issued,460 HWY 5 W,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8162,16-100337-00-WC,Water line to well connection.,2016-01-05T00:00:00.000Z,2016-01-20T00:00:00.000Z,,Issued,427 BOOK E,NULL,ANCASTER,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8163,16-111611-00-WC,To install a new 25mm water line from the well to the new single family dwelling.,2016-05-05T00:00:00.000Z,2016-05-05T00:00:00.000Z,,Issued,2740 WILSON W,NULL,ANCASTER,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8164,16-110645-00-WC,To install a well connection for the new single family dwelling.,2016-04-26T00:00:00.000Z,2016-06-23T00:00:00.000Z,,Issued,40 CHESSWOOD,NULL,FLAMBOROUGH,ON,NULL,Single Family Dwelling,Water Line Well Connection
8165,16-102691-00-WC,To install a new 25mm water line from the well to the new single family dwelling.,2016-01-21T00:00:00.000Z,2016-09-28T00:00:00.000Z,,Issued,5 WESITE,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8169,16-114506-00-WC,To install a new 32 mm water line from the well to the new single family dwelling.,2016-06-02T00:00:00.000Z,2016-06-16T00:00:00.000Z,,Issued,63 POPLAR,NULL,ANCASTER,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8166,16-112186-00-WC,To install a new 25mm water line from the well to the new single family dwelling.,2016-05-11T00:00:00.000Z,2016-05-11T00:00:00.000Z,2017-01-19T00:00:00.000Z,Closed,305 GREEN MOUNTAIN,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8167,16-112324-00-WC,To install a new 20mm water line from the well to the new single family dwelling.,2016-05-11T00:00:00.000Z,2016-06-15T00:00:00.000Z,,Issued,1622 WESTOVER,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8168,16-111962-00-WC,To install a new 25mm water line from the well to the new single family dwelling.,2016-05-10T00:00:00.000Z,2016-05-10T00:00:00.000Z,2016-11-22T00:00:00.000Z,Closed,1704 VALENS,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8170,16-112786-00-WC,To install a new 25 mm water line from the well to the new single family dwelling.,2016-05-16T00:00:00.000Z,2016-06-08T00:00:00.000Z,,Issued,71 11TH CON E,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8171,16-119829-00-WC,To install a well connection for the new single family dwelling.,2016-07-28T00:00:00.000Z,2016-10-19T00:00:00.000Z,,Issued,345 PROGRESTON,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8172,16-113565-00-WC,To install a new 20 mm water line from the well to the new single family dwelling.,2016-05-20T00:00:00.000Z,2016-06-24T00:00:00.000Z,,Issued,1032 BROCK,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,Water Line Well Connection
8173,16-113364-00-WC,25 mm Diameter Water Service to connect to new cistern.,2016-05-24T00:00:00.000Z,2016-05-24T00:00:00.000Z,2016-11-23T00:00:00.000Z,Closed,4207 WOODBURN,NULL,GLANBROOK,NULL,NULL,Single Family Dwelling,NULL
8174,15-128149-00-WC,25 mm Diameter Water Service 100 mm Diameter Storm Building Sewer 100 mm Diameter Sanitary Building Sewer,2015-11-20T00:00:00.000Z,2016-02-29T00:00:00.000Z,2016-09-28T00:00:00.000Z,Closed,34 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,NULL
8175,15-128157-00-WC,25 mm Diameter Water Service 100 mm Diameter Storm Building Sewer 100 mm Diameter Sanitary Building Sewer,2015-11-20T00:00:00.000Z,2016-02-29T00:00:00.000Z,2016-09-28T00:00:00.000Z,Closed,36 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Single Family Dwelling,NULL
8176,16-101894-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-01-12T00:00:00.000Z,2016-01-28T00:00:00.000Z,2016-02-02T00:00:00.000Z,Closed,43 MCMONIES,NULL,FLAMBOROUGH,ON,NULL,Single Family Dwelling,NULL
8177,16-127269-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-09-12T00:00:00.000Z,2016-09-26T00:00:00.000Z,2016-10-14T00:00:00.000Z,Closed,24 STILLWATER,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,NULL
8178,16-127260-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-09-12T00:00:00.000Z,2016-09-23T00:00:00.000Z,2016-10-06T00:00:00.000Z,Closed,27 BASTIA,NULL,FLAMBOROUGH,NULL,NULL,Single Family Dwelling,NULL
