OPERATOR_NAME,BUSINESS_NAME,TYPE,STREET_ADDRESS,CITY,POSTAL_CODE,BUSINESS_PHONE,INSPECTION_URL,GOVERNING_ACT,GOVERNING_REGULATION,HEALTH_AUTHORITY,MENTAL_HEALTH,MENTAL_HEALTH_PUBLIC_UNITS,MENTAL_HEALTH_PRIVATE_PAY_UNITS,SENIOR_ASSISTED_LIVING,SENIOR_PUBLIC_UNITS,SENIOR_PRIVATE_PAY_UNITS,SUPPORTIVE_RECOVERY,SUPPORTIVE_RECOVERY_PUBLIC_UNITS,SUPPORTIVE_RECOVERY_PRIVATE_PAY_UNITS,LONGITUDE,LATITUDE
Barb's 2nd Stage Transitional Housing,Barb's Second Stage - Lilac House,Assisted Living,2467 Lilac Cres,Abbotsford,V2T 1P5,(604) 820-9224,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,8,0,-122.326832,49.0468781
Barb's 2nd Stage Transitional Housing,Barb's Second Stage - McRae House,Assisted Living,32509 McRae Ave,Mission,V2V 2L6,(604) 820-9224,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,8,0,-122.3244609,49.1440712
Yahweh Saves Recovery Ministry,Joshua House - Hopedale,Assisted Living,31962 Hopedale Ave,Abbotsford,V2T 2G7,(604) 504-0477,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,5,-122.3388772,49.0539426
Yahweh Saves Recovery Ministry,Joshua House - Springhill,Assisted Living,2742 Springhill Street,Abbotsford,V2T3V9,(604) 851-2138,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,5,-122.3525867,49.0520294
Island Crisis Care Society,Island Crisis Care Society The Bridge,Assisted Living,870 Victoria Rd,Nanaimo,V9R 4R8,(250) 716-3414,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,N,,,Y,0,6,-123.9373468,49.1482232
Path to Freedom Addiction Treatment and Educational Society,Path to Freedom,Assisted Living,5826 175 St,Surrey,V3S4B5,(604) 575-4955,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,3,3,-122.7378824,49.1083233
Berwick Investments Ltd.,Berwick House,Assisted Living,4062 Shelbourne Street,Victoria,V8N 3E6,(250) 721-4062,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,0,35,N,,,-123.3336487,48.4755032
Seven Sacred Fires,Seven Sacred Fires,Assisted Living,13630-110A Ave,Surrey,V3R 2B1,(604) 788-4666,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,12,0,-122.8445098,49.2034651
Set Free Ministries Society Inc,Samaritan Inn - Pandora House,Assisted Living,32706 Pandora Ave,Abbotsford,V2T 3X1,(780) 880-0466,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,6,0,-122.3181101,49.0362298
Set Free Ministries Society Inc,Samaritan Inn - Meadows House,Assisted Living,2176 Meadows Street,Abbotsford,V2T 3A6,(778) 880-0466,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,6,0,-122.332065,49.0415759
Launching Pad Addiction Rehabilitation Society,Launching Pad Addiction Rehabilitation Society,Assisted Living,984-160 Street,Surrey,V4A 4W5,(604) 536-3022,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,18,-122.7789867,49.0199654
Island Crisis Care Society,Island Crisis Care Society Safe Harbour House,Assisted Living,880 Victoria Rd,Nanaimo,V9R 4R8,(250) 716-3414,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,Y,0,5,N,,,N,,,-123.9373641,49.1481425
Island Crisis Care Society,Island Crisis Care Society Crescent House,Assisted Living,1126 Seafield Cresent,Nanaimo,V9S 5K5,(250) 716-3402,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,Y,0,6,N,,,N,,,-123.9671031,49.1835574
Hope for Freedom Society,Hope for Freedom Resurrection House 5,Assisted Living,3075 Shaughnessy St,Port Coquitlam,V3B 4K9,(604) 464-0475,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,3,-122.7757143,49.2689557
Night and Day Recovery Centre Ltd,Night and Day Recovery (104 Ave),Assisted Living,14556 104 Ave,Surrey,V3R 1M2,(604) 496-0940,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,5,-122.8187047,49.1913447
Night and Day Recovery Centre Ltd,Night and Day Recovery (9652 Salal Place),Assisted Living,9652 Salal Place,Surrey,V3T 5A6,(604) 496-3163,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,6,-122.8547917,49.1778715
Diversicare dba Heritage Retirement Inc,The Heritage Retirement Residence,Assisted Living,3630 Brown Rd,Kelowna,V4T 7Y9,(250) 768-9926,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,Y,0,42,N,,,-119.628559,49.8320163
Giving Back Support Recovery Society,Giving Back Support Recovery,Assisted Living,3608 Knight Street,Vancouver,V5N 3L5,(604) 874-8555,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Vancouver Coastal,N,,,N,,,Y,0,4,-123.0755933,49.2524569
John Volken Academy Society,John Volken Academy Main (Men's Dorm),Assisted Living,6833 King George Blvd,Surrey,V3W 5A1,(604) 592-3001,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,36,-122.8459652,49.1268578
New Vision Supportive Housing Society,New Vision Sullivan House,Assisted Living,14325 72nd Ave,Surrey,V3W 2P9,(604) 866-5889,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,6,0,-122.8254298,49.1338768
VisionQuest Recovery Society,VisionQuest - The Lake,Assisted Living,7185 Tunkwa Lake Rd,Logan Lake,V0K 1W0,(250) 523-9411,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,N,,,Y,25,5,-120.869521,50.5622019
Leo Wertman Residences Ltd.,Legacy Senior Living - The Leo Wertman Residence,Assisted Living,611 West 41 Ave,Vancouver,V5Z 0C7,(604) 240-8550,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Vancouver Coastal,N,,,Y,0,20,N,,,-123.1186063,49.2339416
Berwick Retirement Campbell River Ltd.,Berwick By The Sea,Assisted Living,1353 16th Ave,Campbell River,V9W 2C9,(250) 850-1353,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,0,30,N,,,-125.2454805,50.0293705
Era Assisted Living Inc.,Era Assisted Living Inc.,Assisted Living,15546 84A Ave,Surrey,V3S 6P6,(778) 722-7849,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,Y,0,7,N,,,-122.791636,49.1563924
Pleasant View Housing Society,Pleasant View,Assisted Living,7530 Hurd St,Mission,V2V 3H9,(604) 826-2154,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,Y,0,0,N,,,N,,,-122.3316098,49.138258
Adult & Teen Challenge Society of BC,Teen Challenge BC - Okanagan Men's Centre,Assisted Living,4550 Glenmore Rd,Lake Country,V4V 1L7,(604) 575-3930,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,N,,,Y,0,6,-119.4190913,50.0078386
Revolution Recovery Ltd,Revolution Recovery House Four,Assisted Living,14362 74A Ave,Surrey,V3W 0N3,(604) 379-7244,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,5,0,-122.8257586,49.1380945
Nanaimo District Senior Citizens' Housing Development Society,Kiwanis House,Assisted Living,1233 Kiwanis Cres,Nanaimo,V9S 5Y1,(250) 753-6471,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,45,0,N,,,-123.969185,49.186109
St. Patrick's House Society,St. Patrick's House,Assisted Living,1735 Yew St,Prince George,V2L 2X3,(250) 564-5530,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Northern Health,N,,,N,,,Y,14,0,-122.7649132,53.9075611
Pathway to Freedom Recovery Society,Pathway to Freedom - 9031 Prince Charles,Assisted Living,9031 Prince Charles Blvd,Surrey,V3V 1R7,(604) 496-0772,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,5,0,-122.8656255,49.1671051
Pathway to Freedom Recovery Society,Pathway to Freedom - 9376 Prince Charles,Assisted Living,9376 Prince Charles Blvd,Surrey,V3V 2H9,(604) 496-0772,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,4,0,-122.8622885,49.1730717
Lookout Housing and Health Society,Macmillan House,Assisted Living,11184 143A Street,Surrey,V3R 3M8,(604) 255-0340,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,11,0,-122.8248572,49.205906
Fraserside Community Services Society,Bear Creek House,Assisted Living,13799 88th Ave,Surrey,V3W 3L2,(604) 503-6050,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,Y,0,5,N,,,N,,,-122.8401997,49.1629379
Bon Accord Care Services Ltd,Bon Accord House,Assisted Living,2695 McBride Ave,Surrey,V4A 3E9,(604) 535-3167,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,Y,9,5,N,,,N,,,-122.8839527,49.0517947
Freedom House Recovery Society,Freedom House 13755 - 105 Ave,Assisted Living,13755-105 Ave,Surrey,V3T 2A1,(604) 970-2956,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,4,-122.8408962,49.1936467
New Vision Supportive Housing Society,New Vision Renaissance Recovery House,Assisted Living,10106 129 St,Surrey,V3T 3G7,(604) 866-5889,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,7,0,-122.8643971,49.1863326
Ruth &  Naomi's Mission,Oasis Residential Addiction Treatment Services for Men,Assisted Living,45466 Yale Road West,Chilliwack,V2R3Z8,(604) 795-2322,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,11,0,-121.9643974,49.1475368
The Bridge Youth and Family Services Society,Bridgeway Residential Treatment,Assisted Living,265 Gray Rd,Kelowna,V1X 1W8,(250) 763-0456,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,N,,,Y,13,0,-119.3903898,49.8878207
New Vision Supportive Housing Society,New Vision Revival Recovery House,Assisted Living,9449 132 Street,Surrey,V3V 5R2,(604) 866-5889,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,5,0,-122.8571301,49.174525
New Vision Supportive Housing Society,New Vision Traditions Recovery House,Assisted Living,9782 126 Street,Surrey,V3V 5E4,(604) 866-5889,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,5,0,-122.8731584,49.1804787
Revolution Recovery Ltd,Revolution Recovery House Three,Assisted Living,14318 60th Ave,Surrey,V3X 2N5,(604) 379-7244,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,5,0,-122.8257519,49.1116834
New Vision Society,New Vision Top of the Hill Recovery Centre,Assisted Living,10386 127 St,Surrey,V3V 5J9,(604) 866-5889,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,7,0,-122.8710194,49.1914715
Fraserside Community Services Society,Fraserdale Long Stay Program,Assisted Living,5938 Sprott St,Burnaby,V5G 1V1,(604) 299-5253,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,Y,0,10,N,,,N,,,-122.977399,49.2497322
Together We Can Drug & Alcohol Recovery and Education Society,Together We Can - Straight Path,Assisted Living,12971 100A Avenue,Surrey,V3T 1J8,(778) 293-0603,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,5,-122.8629158,49.1857218
BC Teen Challenge,Teen Challenge BC - Chilliwack Men's Centre,Assisted Living,4166 Eckert St,Chilliwack,V2R 5J6,(604) 575-3930,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,6,-122.0556232,49.0772149
Netherlands Reformed Congregation of Chilliwack,Sunset Manor,Assisted Living,Unit 2 8920 Broadway St,Chilliwack,V2P 5W1,(604) 702-0457,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,Y,0,15,N,,,-121.9331431,49.1641397
Keystone Recovery Society,Keystone Recovery Society,Assisted Living,13165 - 73 Ave,Surrey,V3W 2R4,(778) 808-6060,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,4,1,-122.8577799,49.1357006
Brookdale House Ltd,Brookdale House,Assisted Living,30961 Brookdale Crt,Abbotsford,V2T 5S3,(604) 853-2035,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,Y,0,5,N,,,-122.3664137,49.0656146
Night and Day Recovery Centre Ltd,Night and Day Recovery (Punjabi House),Assisted Living,14751 106 Ave,Surrey,V3R 5Y1,(604) 496-7092,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,6,-122.8138662,49.1952833
Night and Day Recovery Centre Ltd,Night and Day Recovery (144 St),Assisted Living,10442 144 St,Surrey,V3T 4V5,(604) 496-0913,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,7,-122.822852,49.1922871
Night and Day Recovery Centre Ltd,Night and Day Recovery (103 Ave),Assisted Living,14522 103 Ave,Surrey,V3R 6A9,(604) 496-0534,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,6,-122.819961,49.1894267
Ktunaxa Nation Council Society,Scotty's House,Assisted Living,202 - 13 Avenue South,Cranbrook,V1C 2V8,(250) 919-6500,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,Y,0,8,N,,,N,,,-115.7630426,49.5080892
Back on Track Recovery LTD.,Back on Track Recovery - The Fortress Unit 1,Assisted Living,9889 140 Street,Surrey,V3T 4M4,778-316-2625,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,5,-122.8345193,49.1823321
Coast Foundation Society,Coast Foundation - Riverview,Assisted Living,2601 Lougheed Hwy,Coquitlam,V3C 4J2,(604) 520-3610,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,Y,0,0,N,,,N,,,-122.8073297,49.2474719
Hope for Freedom Society,Hope for Freedom - Hilland Lodge,Assisted Living,25402 Hilland Ave,Maple Ridge,V4R 1G3,(604) 380-3665,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,15,-122.5181829,49.2245653
Edgemont Senior Living Inc.,Amica Edgemont Village,Assisted Living,3225 Highland Blvd,North Vancouver,V7R 0A3,(604) 929-6361,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Vancouver Coastal,N,,,Y,0,98,N,,,-123.1009669,49.3385374
1058016BCLTD,Cedars at Panorama Ridge,Assisted Living,6811 135A Street,Surrey,V3W 4X2,(250) 733-2006,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,6,-122.8472411,49.1264267
InnerVisions Recovery Society,Hammond House,Assisted Living,20581B Maple Crescent,Maple Ridge,V2X 1R7,(604) 465-3228,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,13,0,-122.6516919,49.2066449
Penticton Recovery Resource Society,Discovery House,Assisted Living,397 Wade Ave. W.,Penticton,V2A 1V2,(250) 490-3076,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,N,,,Y,4,0,-119.5972816,49.4961705
"MPA - Motivation, Power and Achievement Society",Beckman Apartments,Assisted Living,12036 - 216 Street,Maple Ridge,V2X 5J3,(604) 380-1881,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,Y,0,0,N,,,N,,,-122.6226821,49.2213348
MERD Antonio Group Ltd,Garden Lodge,Assisted Living,15196 86 Avenue,Surrey,V3S 4Y1,(604) 590-2589,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,Y,6,0,N,,,N,,,-122.8020219,49.1590623
Into Action Recovery Society,Into Action House 1,Assisted Living,13222 87B Avenue,Surrey,V3W 6B8,(778) 231-8565,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,8,0,-122.8558058,49.1620704
