,Location,Address1,Address2,City,Phone,DateAvailable,BookingLink,VaccineType,VaccineType2,VaccineType3,walkInAvailability,DX_COORDINATES,Take Home Test Kits,POINT,LONGITUDE,LATITUDE
883,ROCKYVIEW PHARMACY,1106 RAILWAY ST,,CROSSFIELD,403-946-2342,Over 4 weeks,,PFIZER,MODERNA,,True,"51.42702146031968, -114.02849466338088",,POINT (-114.028494663381 51.42702146032),-114.028494663381,51.42702146032
884,SAFEWAY PHARMACY #8918,5607 4 ST NW,,CALGARY,403-730-5080,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,False,"51.10196272029971, -114.07193586393933",,POINT (-114.071935863939 51.1019627203),-114.071935863939,51.1019627203
885,REXALL #7276,BELMONT TOWN CENTER,13610 VICTORIA TR NW,EDMONTON,780-478-1967,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,,,False,"53.598647382875754, -113.38698891490122",,POINT (-113.386988914901 53.598647382876),-113.386988914901,53.598647382876
886,MEDICINE SHOPPE PHARMACY 397,5214B 50 AVE,,WETASKIWIN,780-352-2272,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/wetaskiwin/the-medicine-shoppe-pharmacy-397-7032675,PFIZER,MODERNA,,True,"52.970326667567235, -113.37982581529175",,POINT (-113.379825815292 52.970326667567),-113.379825815292,52.970326667567
887,UNIVERSAL HEALTH PHARMACY #5,103-100 RAINBOW RD,,CHESTERMERE,403-453-6685,Over 4 weeks,https://www.universalhealthcentre.com,PFIZER,MODERNA,,True,"51.025319321241234, -113.84160003926102",,POINT (-113.841600039261 51.025319321241),-113.841600039261,51.025319321241
888,SUMMERSIDE PHARMACY,3-1109 SUMMERSIDE DR SW,,EDMONTON,780-758-7769,Over 4 weeks,https://www.summersidepharmacy.ca,PFIZER,MODERNA,,True,"53.42399881006045, -113.46219270164272",,POINT (-113.462192701643 53.42399881006),-113.462192701643,53.42399881006
889,WAL-MART PHARMACY #1102,3420 47 AVE,,SYLVAN LAKE,403-887-7640,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,MODERNA,,True,"52.309743332718796, -114.0400974092587",,POINT (-114.040097409259 52.309743332719),-114.040097409259,52.309743332719
890,CALGARY CO-OP PHARMACY #1,1130 11 AVE SW,,CALGARY,403-299-4255,Over 4 weeks,https://www.calgarycoop.com/covid19vaccination,PFIZER,,,True,"51.043482562754456, -114.08795421645063",,POINT (-114.087954216451 51.043482562754),-114.087954216451,51.043482562754
891,PHARMASAVE CHAPPELLE PHARMACY,3134 141 ST SW,,EDMONTON,780-250-2494,Over 4 weeks,https://www.chappellepharmasave.com,MODERNA,,,True,"53.405305410160025, -113.56593405945137",,POINT (-113.565934059451 53.40530541016),-113.565934059451,53.40530541016
892,MEDICINE SHOPPE PHARMACY 266,6837 170 ST NW,,EDMONTON,780-481-0535,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-266-7041910,PFIZER,,,False,"53.50391903174978, -113.61412745944762",,POINT (-113.614127459448 53.50391903175),-113.614127459448,53.50391903175
893,SAFEWAY PHARMACY #8803,399 36 ST NE,,CALGARY,403-235-4510,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,True,"51.054224356019375, -113.98496444319916",,POINT (-113.984964443199 51.054224356019),-113.984964443199,51.054224356019
894,REXALL #7224,5010 53 ST,,LACOMBE,403-782-2900,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,,,False,"52.463327073586576, -113.73586498733727",,POINT (-113.735864987337 52.463327073587),-113.735864987337,52.463327073587
895,DRUGSTORE PHARMACY #4390,70 HEWLETT PARK LANDNG,,SYLVAN LAKE,403-887-1310,Over 4 weeks,https://www.nofrills.ca/covid19,PFIZER,,,False,"52.30574461446379, -114.07480635712288",,POINT (-114.074806357123 52.305744614464),-114.074806357123,52.305744614464
896,CORNER PHARMACY,10118 156 ST NW,,EDMONTON,780-489-5526,Over 4 weeks,,PFIZER,,,True,"53.54327027942423, -113.59061508210186",,POINT (-113.590615082102 53.543270279424),-113.590615082102,53.543270279424
897,WAL-MART PHARMACY #5726,200-8888 COUNTRY HILLS BLVD NW,,CALGARY,403-567-1512,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,,,True,"51.15360353362761, -114.21279429647151",,POINT (-114.212794296472 51.153603533628),-114.212794296472,51.153603533628
898,WAL-MART PHARMACY #3011,5005 NORTHLAND DR NW,,CALGARY,403-288-0711,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,MODERNA,,True,"51.09708412125101, -114.1432438578419",,POINT (-114.143243857842 51.097084121251),-114.143243857842,51.097084121251
899,LOBLAW PHARMACY #4952,101-900 PINE RD,,STRATHMORE,403-934-6510,Over 4 weeks,https://www.nofrills.ca/covid19,PFIZER,,,True,"51.03600865239832, -113.39324640147062",,POINT (-113.393246401471 51.036008652398),-113.393246401471,51.036008652398
900,DRAYTON VALLEY VALUE DRUG MART,5014 56 AVE,,DRAYTON VALLEY,780-542-5366,Over 4 weeks,https://form.jotform.com/210627749764264,PFIZER,MODERNA,,True,"53.228567043800446, -114.9778286282648",,POINT (-114.977828628265 53.2285670438),-114.977828628265,53.2285670438
901,IMAGINE HEALTH PHARMACY - EDMONTON,2316 96 ST NW,,EDMONTON,780-468-5999,Over 4 weeks,,PFIZER,MODERNA,,True,"53.45287214601898, -113.47600589942333",,POINT (-113.476005899423 53.452872146019),-113.476005899423,53.452872146019
902,KINGSTON PHARMACY,10108 111 AVE NW,,EDMONTON,780-474-4443,Over 4 weeks,,PFIZER,,,True,"53.559237382648654, -113.4943159860668",,POINT (-113.494315986067 53.559237382649),-113.494315986067,53.559237382649
903,MEDICINE SHOPPE PHARMACY 237,9914 MORRISON ST,,FORT MCMURRAY,780-792-0708,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/fort-mcmurray/the-medicine-shoppe-pharmacy-237-7002896,PFIZER,,,False,"56.72909912450687, -111.38567005009172",,POINT (-111.385670050092 56.729099124507),-111.385670050092,56.729099124507
904,BEACON PHARMACY,107-1213 4 ST SW,,CALGARY,403-767-9060,Over 4 weeks,https://www.bookmyshot.com/4037679060,PFIZER,,,False,"51.04133158359051, -114.07174621829743",,POINT (-114.071746218297 51.041331583591),-114.071746218297,51.041331583591
905,PHARMASAVE MARTINDALE,79 MARTINDALE BLVD NE,,CALGARY,403-453-9210,Over 4 weeks,,PFIZER,MODERNA,,True,"51.11397278002214, -113.95188486126415",,POINT (-113.951884861264 51.113972780022),-113.951884861264,51.113972780022
906,REXALL #7510,4508 50 ST,,SPIRIT RIVER,780-864-3872,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,,,False,"55.777796738139344, -118.83729518416153",,POINT (-118.837295184162 55.777796738139),-118.837295184162,55.777796738139
907,PHARMASELECT PHARMACY,1808 33 ST SE,,CALGARY,403-272-1160,Over 4 weeks,,PFIZER,,,True,"51.03750576877265, -113.98495876394085",,POINT (-113.984958763941 51.037505768773),-113.984958763941,51.037505768773
908,EDMONTON TRAIL PHARMASAVE #392,103-805 EDMONTON TR NE,,CALGARY,403-536-3463,Over 4 weeks,http://www.edmontontrailpharmasave.com,PFIZER,,,True,"51.05922507464328, -114.05449107064379",,POINT (-114.054491070644 51.059225074643),-114.054491070644,51.059225074643
909,SHOPPERS DRUG MART #2321,4607 50 AVE,,OLDS,403-556-3326,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"51.793752422829876, -114.10317644063396",,POINT (-114.103176440634 51.79375242283),-114.103176440634,51.79375242283
910,PLAZA 160 PHARMACY,8103 160 AVE NW,,EDMONTON,780-457-3305,Over 4 weeks,,PFIZER,MODERNA,,False,"53.620823514287316, -113.46501450435757",,POINT (-113.465014504358 53.620823514287),-113.465014504358,53.620823514287
911,SHOPPERS DRUG MART #346,417-2331 66 ST NW,,EDMONTON,780-461-1121,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"53.45611294901719, -113.42928204781738",,POINT (-113.429282047817 53.456112949017),-113.429282047817,53.456112949017
912,LOBLAW PHARMACY #1546,4700 130 AVE SE,,CALGARY,403-257-6530,Over 4 weeks,https://www.realcanadiansuperstore.ca/covid19,PFIZER,,,False,"50.93356613341729, -113.9668005706335",,POINT (-113.966800570633 50.933566133417),-113.966800570633,50.933566133417
913,EVERGREEN CO-OP PHARMACY RIMBEY,4625 51 ST,,RIMBEY,403-843-1119,Over 4 weeks,,PFIZER,,,False,"52.63662629928267, -114.2402834802931",,POINT (-114.240283480293 52.636626299283),-114.240283480293,52.636626299283
914,SAFEWAY PHARMACY #8886,600-6655 178 ST NW,,EDMONTON,780-481-7646,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,True,"53.500065959936315, -113.62923910196116",,POINT (-113.629239101961 53.500065959936),-113.629239101961,53.500065959936
915,PHARMACY ON 34TH,9220 34 AVE NW,,EDMONTON,780-988-3700,Over 4 weeks,https://www.thevaccinationclinic.com,PFIZER,MODERNA,,True,"53.46604236022255, -113.47062840621031",,POINT (-113.47062840621 53.466042360223),-113.47062840621,53.466042360223
916,MEDICINE SHOPPE PHARMACY 405,10130 111 AVE NW,,EDMONTON,780-479-5646,Over 4 weeks,https://pharmaconnect.ca/Appointment/ffb8a810-48fe-4170-8ccc-2dcc34db034d,PFIZER,MODERNA,,True,"53.55942574126661, -113.49483418828063",,POINT (-113.494834188281 53.559425741267),-113.494834188281,53.559425741267
917,AXIS PHARMACY CLINIC,3503 20 ST SW,,CALGARY,403-300-2997,Over 4 weeks,,PFIZER,MODERNA,,False,"51.023756708395375, -114.10965397671306",,POINT (-114.109653976713 51.023756708395),-114.109653976713,51.023756708395
918,HERITAGE POINTE PHARMASAVE & COMPOUNDING #367,320 PINE CREEK RD,,HERITAGE POINTE,403-873-7530,Over 4 weeks,,PFIZER,,,True,"50.83545576814381, -114.00141834366526",,POINT (-114.001418343665 50.835455768144),-114.001418343665,50.835455768144
919,MEDICINE CHEST GUARDIAN DRUGS,10013 100 ST,,MORINVILLE,780-939-2898,Over 4 weeks,,PFIZER,MODERNA,,False,"53.80293002121259, -113.64445982372517",,POINT (-113.644459823725 53.802930021213),-113.644459823725,53.802930021213
920,CORNERSTONE PHARMACY,1-5102 RUNDLEHORN DR NE,,CALGARY,403-280-0305,Over 4 weeks,https://www.cornerstonedrugs.ca,PFIZER,MODERNA,,True,"51.072097372820096, -113.96112425920577",,POINT (-113.961124259206 51.07209737282),-113.961124259206,51.07209737282
921,LOBLAW PHARMACY #4619,10 SAGE HILL PLAZA NW,,CALGARY,587-755-8730,Over 4 weeks,https://www.loblaws.ca/covid19,PFIZER,,,True,"51.17003896755725, -114.15169185913862",,POINT (-114.151691859139 51.170038967557),-114.151691859139,51.170038967557
922,PHARMASAVE HAMPTONS,5244 199 ST NW,,EDMONTON,780-705-6660,Over 4 weeks,,PFIZER,MODERNA,,True,"53.488492407693265, -113.66504734410739",,POINT (-113.665047344107 53.488492407693),-113.665047344107,53.488492407693
923,BON ACCORD PHARMACY,4948 50 AVE,,BON ACCORD,780-565-0033,Over 4 weeks,,PFIZER,,,False,"53.836524748205605, -113.41208832825014",,POINT (-113.41208832825 53.836524748206),-113.41208832825,53.836524748206
924,SHOPPERS DRUG MART #2388,100 WESTPARK BLVD,,FORT SASKATCHEWAN,780-998-1821,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,False,"53.68227511167557, -113.24811454581138",,POINT (-113.248114545811 53.682275111676),-113.248114545811,53.682275111676
925,STRATHCONA PRESCRIPTION CENTRE,8225 105 ST NW,,EDMONTON,780-432-0394,Over 4 weeks,,MODERNA,,,False,"53.51894917397499, -113.49999460164013",,POINT (-113.49999460164 53.518949173975),-113.49999460164,53.518949173975
926,SETON REMEDY'S RX PHARMACY,117-3815 FRONT ST SE,,CALGARY,587-393-3895,Over 4 weeks,https://setonpharmacy.medmeapp.ca/schedule,PFIZER,,,True,"50.880694456459636, -113.95444790572292",,POINT (-113.954447905723 50.88069445646),-113.954447905723,50.88069445646
927,MEDISTAR PHARMACY SKYVIEW,180-5305 COUNTRY HILLS BLVD NE,,CALGARY,587-356-6334,Over 4 weeks,,PFIZER,,,False,"51.15485957133742, -113.95758962994059",,POINT (-113.957589629941 51.154859571337),-113.957589629941,51.154859571337
928,PHARMASAVE TIMBERLANDS,5101-20 THOMLISON AVE,,RED DEER,403-986-3755,Over 4 weeks,,PFIZER,MODERNA,,True,"52.27432191070931, -113.7478912093871",,POINT (-113.747891209387 52.274321910709),-113.747891209387,52.274321910709
929,SHOPPERS DRUG MART #8869,500-8600 FRANKLIN AVE,,FORT MCMURRAY,780-743-1251,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,MODERNA,,,True,"56.720867571698705, -111.3608277479564",,POINT (-111.360827747956 56.720867571699),-111.360827747956,56.720867571699
930,NULIFE PHARMACY,114-10325 BONAVENTURE DR SE,,CALGARY,403-271-8160,Over 4 weeks,,PFIZER,MODERNA,,False,"50.96051321686694, -114.06978768797913",,POINT (-114.069787687979 50.960513216867),-114.069787687979,50.960513216867
931,WYCKHAM PHARMACY,Z004 WYCKHAM HOUSE,4825 MOUNT ROYAL GATE SW,CALGARY,403-720-3784,Over 4 weeks,https://www.wyckhampharmacy.com,PFIZER,MODERNA,,True,"51.01388332722976, -114.1323370713372",,POINT (-114.132337071337 51.01388332723),-114.132337071337,51.01388332723
932,DUNLUCE PHARMACY,12118 161 AVE NW,,EDMONTON,780-756-6223,Over 4 weeks,,PFIZER,,,False,"53.622414563215315, -113.5350045724357",,POINT (-113.535004572436 53.622414563215),-113.535004572436,53.622414563215
933,HEALTH PLUS IDA PHARMACY,8132 102 ST NW,,EDMONTON,780-433-1575,Over 4 weeks,https://www.bookmyshot.com/(780)433-1575,MODERNA,,,True,"53.51773394104186, -113.49398010312666",,POINT (-113.493980103127 53.517733941042),-113.493980103127,53.517733941042
934,VEGREVILLE DRUG MART,112-4925 50 AVE,,VEGREVILLE,780-632-7660,Over 4 weeks,https://vegrevilledrugmart.medmeapp.com/schedule/,PFIZER,MODERNA,,True,"53.493927747063196, -112.05200653047599",,POINT (-112.052006530476 53.493927747063),-112.052006530476,53.493927747063
935,REXALL #7257,10228 142 ST NW,,EDMONTON,780-454-6403,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,,,False,"53.54375602004146, -113.56635968978",,POINT (-113.56635968978 53.543756020041),-113.56635968978,53.543756020041
936,SAFEWAY PHARMACY #8889,12950 137 AVE NE,,EDMONTON,780-377-2406,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,True,"53.600736778298156, -113.54419122099878",,POINT (-113.544191220999 53.600736778298),-113.544191220999,53.600736778298
937,PROVOST IDA PHARMACY,5010 50 ST,,PROVOST,780-753-2792,Over 4 weeks,,PFIZER,MODERNA,,True,"52.351716172874916, -110.26368357555349",,POINT (-110.263683575553 52.351716172875),-110.263683575553,52.351716172875
938,SHOPPERS DRUG MART #322,140-3292 DUNMORE RD SE,,MEDICINE HAT,403-526-1426,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"50.0040343702347, -110.64715734596858",,POINT (-110.647157345969 50.004034370235),-110.647157345969,50.004034370235
939,WAL-MART PHARMACY #3012,MARLBOROUGH MALL,3800 MEMORIAL DR NE,CALGARY,403-272-8896,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,,,True,"51.053584384882036, -113.97746691976269",,POINT (-113.977466919763 51.053584384882),-113.977466919763,51.053584384882
940,BEISEKER PHARMACY,205 6 ST,,BEISEKER,403-947-3875,Over 4 weeks,,PFIZER,,,True,"51.38499956806397, -113.53789951481654",,POINT (-113.537899514817 51.384999568064),-113.537899514817,51.384999568064
941,RIMBEY VALUE DRUG MART,4917 50 AVE,,RIMBEY,403-843-2020,Over 4 weeks,,PFIZER,MODERNA,,True,"52.63961374767838, -114.23648018257495",,POINT (-114.236480182575 52.639613747678),-114.236480182575,52.639613747678
942,MEDICINE SHOPPE PHARMACY 317,102-303 9 AVE SW,,HIGH RIVER,403-652-4449,Over 4 weeks,,PFIZER,MODERNA,,False,"50.57550472413187, -113.87632704766597",,POINT (-113.876327047666 50.575504724132),-113.876327047666,50.575504724132
943,SOUTH COUNTRY CO-OP LIMITED @ NORTHLANDS PHARMACY,10 NORTHLANDS WAY NE,,MEDICINE HAT,403-528-6608,Over 4 weeks,https://www.cooprx.ca,PFIZER,MODERNA,,True,"50.062949050311666, -110.68562473057123",,POINT (-110.685624730571 50.062949050312),-110.685624730571,50.062949050312
944,COSTCO PHARMACY #254,9901 116 ST,,GRANDE PRAIRIE,780-833-7014,Over 4 weeks,https://www.costcopharmacy.ca/appointment,PFIZER,,,True,"55.16856968390759, -118.84434597338873",,POINT (-118.844345973389 55.168569683908),-118.844345973389,55.168569683908
945,SAVE-ON-FOODS PHARMACY #6608,100-121 CENTURY CROSS,,SPRUCE GROVE,780-962-5968,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,MODERNA,,True,"53.542663710115235, -113.88401289216463",,POINT (-113.884012892165 53.542663710115),-113.884012892165,53.542663710115
946,CALGARY CO-OP PHARMACY #24,100-1220 1 ST SE,,HIGH RIVER,403-601-8080,Over 4 weeks,https://www.calgarycoop.com/covid19vaccination,PFIZER,MODERNA,,True,"50.57146846063288, -113.86688858785172",,POINT (-113.866888587852 50.571468460633),-113.866888587852,50.571468460633
947,RENAISSANCE DISPENSARY LTD.,102-10416 95 ST NW,,EDMONTON,780-424-8890,Over 4 weeks,,PFIZER,MODERNA,,True,"53.549311541187585, -113.4807852903155",,POINT (-113.480785290315 53.549311541188),-113.480785290315,53.549311541188
948,PHARMALIFE PHARMACY,1106 EDMONTON TR NE,,CALGARY,403-769-0972,Over 4 weeks,,PFIZER,,,True,"51.06199780822773, -114.05485394989641",,POINT (-114.054853949896 51.061997808228),-114.054853949896,51.061997808228
949,SHOPPERS DRUG MART #354,1231-3800 MEMORIAL DR NE,,CALGARY,403-272-2848,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"51.05289835163876, -113.97732344219234",,POINT (-113.977323442192 51.052898351639),-113.977323442192,51.052898351639
950,REXALL #7251,10155 50 ST NW,,EDMONTON,780-466-1744,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,MODERNA,,False,"53.542246789268084, -113.41771439158939",,POINT (-113.417714391589 53.542246789268),-113.417714391589,53.542246789268
951,SLAVE LAKE APPLE DRUGS,108 6 AVE NW,,SLAVE LAKE,780-849-9443,Over 4 weeks,https://pharmaconnect.ca/appointment/fbaa7876-0a33-4a96-90d3-6d4c33a0d2e7,PFIZER,,,False,"55.287360522033495, -114.77234201508334",,POINT (-114.772342015083 55.287360522033),-114.772342015083,55.287360522033
952,SPRUCE PRO PHARMACY,50-172 HWY 16A,,SPRUCE GROVE,780-948-8998,Over 4 weeks,https://sprucepromedical.ca/covid-19-vaccine/,PFIZER,MODERNA,,True,"53.542424887580346, -113.92701235746347",,POINT (-113.927012357463 53.54242488758),-113.927012357463,53.54242488758
953,NUAID HIGH RIVER PHARMACY,300 HIGH COUNTRY DR NW,,HIGH RIVER,403-652-2499,Over 4 weeks,,PFIZER,,,False,"50.59250063286321, -113.878294815216",,POINT (-113.878294815216 50.592500632863),-113.878294815216,50.592500632863
954,SHOPPERS DRUG MART #2450,800-3715 47 AVE,,SYLVAN LAKE,403-887-5392,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"52.304398603373606, -114.07606430438024",,POINT (-114.07606430438 52.304398603374),-114.07606430438,52.304398603374
955,REXALL #7204,14 COMMERCIAL CT,,FOX CREEK,780-622-3990,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,MODERNA,,True,"54.39455145792352, -116.80542013139821",,POINT (-116.805420131398 54.394551457924),-116.805420131398,54.394551457924
956,SLOANE GUARDIAN PHARMACY,280-5920 1A ST SW,,CALGARY,403-640-4892,Over 4 weeks,https://www.sloaneguardian.com,PFIZER,MODERNA,,False,"51.000171972370545, -114.06683614588646",,POINT (-114.066836145886 51.000171972371),-114.066836145886,51.000171972371
957,ANDERSON DRUG BY FRESON BROS BARRHEAD,5020 49 ST,,BARRHEAD,780-674-3784,Over 4 weeks,,PFIZER,,,False,"54.11927850376677, -114.40210781109374",,POINT (-114.402107811094 54.119278503767),-114.402107811094,54.119278503767
958,SAM'S PHARMACY,5012 50 ST,,STONY PLAIN,780-591-4554,Over 4 weeks,https://www.samsdrugmart.com,PFIZER,MODERNA,,True,"53.52908990513702, -114.00692562709803",,POINT (-114.006925627098 53.529089905137),-114.006925627098,53.529089905137
959,DIV'S PHARMACY PHARMACHOICE,4517 50 ST,,SPIRIT RIVER,587-602-3282,Over 4 weeks,https://www.divspharmacy.ca,PFIZER,MODERNA,,True,"55.77818366001749, -118.83648421656295",,POINT (-118.836484216563 55.778183660017),-118.836484216563,55.778183660017
960,ALIX DRUGS LTD.,4904 50 AVE,,ALIX,403-747-2405,Over 4 weeks,,PFIZER,MODERNA,,False,"52.4003543324656, -113.19091325897308",,POINT (-113.190913258973 52.400354332466),-113.190913258973,52.400354332466
961,SAVE-ON-FOODS PHARMACY #6631,420 NA'A PLAZA SW,,CALGARY,587-231-1852,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,MODERNA,,True,"51.079013264085575, -114.19465951736248",,POINT (-114.194659517362 51.079013264086),-114.194659517362,51.079013264086
962,SAVE-ON-FOODS PHARMACY #6679,10-4005 CLOVER BAR RD,,SHERWOOD PARK,780-417-0600,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,,,False,"53.55835313960024, -113.27373150011056",,POINT (-113.273731500111 53.5583531396),-113.273731500111,53.5583531396
963,DRUGSTORE PHARMACY #1547,7005 48 AVE,,CAMROSE,780-608-2235,Over 4 weeks,https://www.realcanadiansuperstore.ca/covid19,MODERNA,,,True,"53.085324517922025, -112.88854171773474",,POINT (-112.888541717735 53.085324517922),-112.888541717735,53.085324517922
964,FAMILY DRUGS,10233 97 ST NW,,EDMONTON,825-440-5296,Over 4 weeks,,MODERNA,,,True,"53.54492743006574, -113.48628134396897",,POINT (-113.486281343969 53.544927430066),-113.486281343969,53.544927430066
965,EDMONTON PHARMACY,168-17010 90 AVE NW,,EDMONTON,780-761-3784,Over 4 weeks,https://www.edmonton-pharmacy.com,PFIZER,MODERNA,,True,"53.526983418310294, -113.61822942023811",,POINT (-113.618229420238 53.52698341831),-113.618229420238,53.52698341831
966,HARDIN PHARMACY,SUITE A-UNIT 6 9711 HARDIN ST,,FORT MCMURRAY,780-750-4010,Over 4 weeks,,PFIZER,,,False,"56.7250587424449, -111.37798955886706",,POINT (-111.377989558867 56.725058742445),-111.377989558867,56.725058742445
967,APPLE PHARMACY,229 1 ST SW,,AIRDRIE,5877755593,Over 4 weeks,https://www.book.pharmachoice.com/5877755593,PFIZER,MODERNA,,True,"51.29035258962207, -114.01534253016295",,POINT (-114.015342530163 51.290352589622),-114.015342530163,51.290352589622
968,SHOPPERS DRUG MART #347,11-200 52 ST NE,,CALGARY,403-248-2166,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,MODERNA,,,False,"51.0748404863429, -113.95829468636772",,POINT (-113.958294686368 51.074840486343),-113.958294686368,51.074840486343
969,COLEMAN REMEDY'S RX,8335 20 AVE,,COLEMAN,403-563-3242,Over 4 weeks,,PFIZER,,,False,"49.63676663612412, -114.4933290015788",,POINT (-114.493329001579 49.636766636124),-114.493329001579,49.636766636124
970,SOBEYS PHARMACY #5028,704-19369 SHERIFF KING ST SW,,CALGARY,403-234-9877,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,False,"50.87895219473826, -114.072159669186",,POINT (-114.072159669186 50.878952194738),-114.072159669186,50.878952194738
971,REXALL #9807,11400 UNIVERSITY AVE NW,,EDMONTON,780-407-4881,Over 4 weeks,https://www.rexall.ca/covid-19/vaccines,PFIZER,,,True,"53.51944855151952, -113.52680460849035",,POINT (-113.52680460849 53.51944855152),-113.52680460849,53.51944855152
972,PARAMOUNT PHARMACY & TRAVEL CLINIC,3101-19605 WALDEN BLVD SE,,CALGARY,403-764-3663,Over 4 weeks,https://www.travelcliniccalgary.ca/,PFIZER,,,True,"50.87565745899067, -114.02579567873634",,POINT (-114.025795678736 50.875657458991),-114.025795678736,50.875657458991
973,ANDERSON DRUG BY FRESON BROS PEACE RIVER,7900 99 AVE,,PEACE RIVER,780-624-3784,Over 4 weeks,,PFIZER,MODERNA,,True,"56.23493414021858, -117.33508945702697",,POINT (-117.335089457027 56.234934140219),-117.335089457027,56.234934140219
974,PHARMASAVE LUXSTONE 3023,101B-2002 LUXSTONE BLVD SW,,AIRDRIE,403-945-1382,Over 4 weeks,,PFIZER,MODERNA,,True,"51.271463407981784, -114.01799474418995",,POINT (-114.01799474419 51.271463407982),-114.01799474419,51.271463407982
975,SHOPPERS DRUG MART 2353,110-620 MCKENZIE TOWNE DR SE,,CALGARY,403-257-1109,Over 4 weeks,,PFIZER,MODERNA,,False,,,,,
976,MEDICINE SHOPPE PHARMACY 341,130-2950 22 ST,,RED DEER,403-343-8831,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/red-deer/the-medicine-shoppe-pharmacy-341-7041122,PFIZER,,,True,"52.23822995703227, -113.76528464415428",,POINT (-113.765284644154 52.238229957032),-113.765284644154,52.238229957032
977,RIVERBEND PHARMACY,5659 RIVERBEND RD NW,,EDMONTON,780-988-8896,Over 4 weeks,,PFIZER,MODERNA,,True,"53.49570035875993, -113.57266547899809",,POINT (-113.572665478998 53.49570035876),-113.572665478998,53.49570035876
978,SOLUTIONS CLINICAL PHARMACY INC.,1-2020 STRACHAN ROAD SE,,MEDICINE HAT,403-528-3900,Over 4 weeks,https://www.solutionspharmacy.ca,PFIZER,MODERNA,,True,"49.99695800288103, -110.64214775940816",,POINT (-110.642147759408 49.996958002881),-110.642147759408,49.996958002881
979,MEDICINE SHOPPE PHARMACY 129,4409 PLEASANTVIEW DR,,HIGH PRAIRIE,780-523-3138,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/high-prairie/the-medicine-shoppe-pharmacy-129-7009326,PFIZER,,,True,"55.435326892509956, -116.47954957713101",,POINT (-116.479549577131 55.43532689251),-116.479549577131,55.43532689251
980,WAL-MART PHARMACY #3026,CAPILANO SHOPPING CENTRE,1-5004 98 AVE NW,EDMONTON,780-469-4469,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,,,True,"53.53948383689956, -113.42075328812759",,POINT (-113.420753288128 53.5394838369),-113.420753288128,53.5394838369
981,VALUE DRUG MART,10133 101 AVE,,LAC LA BICHE,780-623-4370,Over 4 weeks,https://www.pharmaconnect.ca/appointment/5f4c48bd-fbee-4fa6-9c7c-a3ca4b1443ec,PFIZER,,,True,"54.76976661832725, -111.97776535927444",,POINT (-111.977765359274 54.769766618327),-111.977765359274,54.769766618327
